quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
253	1.0	72	71	1/2	1/2	4/4	4	1		ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
254	1.0	72	71	3/4	3/4	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
255	3.0	73	72	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
258	1.0	73	72	3/4	3/4	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
259	1.5	74	73	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
521/2	0.5	74	73	3/8	3/8	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
261	1.5	74	73	1/2	1/2	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
525/2	0.5	74	73	7/8	7/8	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
263	1.0	75	74	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
264	1.0	75	74	1/4	1/4	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
265	1.0	75	74	1/2	1/2	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
266	1.0	75	74	3/4	3/4	4/4	4	1		ii%43	C	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
267	2.0	76	75	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
269	1.0	76	75	1/2	1/2	4/4	4	1		V7(+9)	C	V		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
270	5.0	76	75	3/4	3/4	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
275	1.0	78	77	0	0	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
276	1.0	78	77	1/4	1/4	4/4	4	1		V	C	V		V		V							M	0	0	1, 5, 2		1	1
277	2.0	78	77	1/2	1/2	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
279	1.0	79	78	0	0	4/4	4	1		IV(9)	C	V		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
280	1.0	79	78	1/4	1/4	4/4	4	1		V(6)/ii	C	V		V(6)/ii		V			6	ii			M	0	0	3, 7, -1		3	3
281	2.0	79	78	1/2	1/2	4/4	4	1		ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
283	1.0	80	79	0	0	4/4	4	1		ii64	C	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
284	3.0	80	79	1/4	1/4	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
287	1.0	81	80	0	0	4/4	4	1		I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
288	1.0	81	80	1/4	1/4	4/4	4	1		IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
289	1.0	81	80	1/2	1/2	4/4	4	1		V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
290	1.0	81	80	3/4	3/4	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
291	1.0	82	81	0	0	4/4	4	1		I\\	C	V		I		I						\\	M	0	0	0, 4, 1		0	0
292	1.0	82	81	1/4	1/4	4/4	4	1		V	C	V		V		V							M	0	0	1, 5, 2		1	1
293	3.0	82	81	1/2	1/2	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
296	1.0	83	82	1/4	1/4	4/4	4	1		V(6)/ii	C	V		V(6)/ii		V			6	ii			M	0	0	3, 7, -1		3	3
297	2.0	83	82	1/2	1/2	4/4	4	1		ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
299	1.0	84	83	0	0	4/4	4	1		V2(9)	C	V		V2(9)		V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
300	1.0	84	83	1/4	1/4	4/4	4	1		V2	C	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
301	2.0	84	83	1/2	1/2	4/4	4	1		V43/ii	C	V		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
303	1.0	85	84	0	0	4/4	4	1		ii(4)	C	V		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
304	1.0	85	84	1/4	1/4	4/4	4	1		ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
305	1.0	85	84	1/2	1/2	4/4	4	1		V(6)/ii	C	V		V(6)/ii		V			6	ii			M	0	0	3, 7, -1		3	3
306	1.0	85	84	3/4	3/4	4/4	4	1		ii64	C	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
307	2.0	86	85	0	0	4/4	4	1		V65/vi	C	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
309	1.0	86	85	1/2	1/2	4/4	4	1		vi64	C	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
310	1.0	86	85	3/4	3/4	4/4	4	1		vi6	C	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
311	1.0	87	86	0	0	4/4	4	1		V43/vi	C	V		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
312	1.0	87	86	1/4	1/4	4/4	4	1		V7/vi	C	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
313	2.0	87	86	1/2	1/2	4/4	4	1		vi64	C	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
315	3.0	88	87	0	0	4/4	4	1		I.V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
318	1.0	88	87	3/4	3/4	4/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
319	2.0	89	88	0	0	4/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
321	2.0	89	88	1/2	1/2	4/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
323	2.0	90	89	0	0	4/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
325	2.0	90	89	1/2	1/2	4/4	4	1		V.ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
327	2.0	91	90	0	0	4/4	4	1		V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
329	2.0	91	90	1/2	1/2	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
331	2.0	92	91	0	0	4/4	4	1		I\\	C	V		I		I						\\	M	0	0	0, 4, 1		0	0
333	1.0	92	91	1/2	1/2	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
334	1.0	92	91	3/4	3/4	4/4	4	1		V65/vi	C	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
335	1.0	93	92	0	0	4/4	4	1		vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
336	1.0	93	92	1/4	1/4	4/4	4	1		#viio43/ii	C	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
337	1.0	93	92	1/2	1/2	4/4	4	1		ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
338	0.5	93	92	3/4	3/4	4/4	4	1		viio6/ii	C	V		viio6/ii		vii	o	6		ii			o	0	0	-3, -6, 0		0	-3
677/2	0.5	93	92	7/8	7/8	4/4	4	1		ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
339	4.0	94	93	0	0	4/4	4	1		V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
343	4.0	95	94	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
347	4.0	96	95	0	0	4/4	4	1		V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
351	4.0	97	96	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
355	4.0	98	97	0	0	4/4	4	1		V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
359	2.0	99	98	0	0	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
361	2.0	99	98	1/2	1/2	4/4	4	1		V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
363	1.0	100	99	0	0	4/4	4	1		I\\	C	V		I		I						\\	M	0	0	0, 4, 1		0	0
364	3.0	100	99	1/4	1/4	4/4	4	1		V	C	V		V		V							M	0	0	1, 5, 2		1	1
367	2.0	101	100	0	0	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
369	1.0	101	100	1/2	1/2	4/4	4	1		V43	C	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
370	1.0	101	100	3/4	3/4	4/4	4	1		V2	C	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
371	0.5	102	101	0	0	4/4	4	1		I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
743/2	0.5	102	101	1/8	1/8	4/4	4	1		ii65	C	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
372	0.5	102	101	1/4	1/4	4/4	4	1		I64	C	V		I64		I		64					M	0	0	1, 0, 4		0	1
745/2	0.5	102	101	3/8	3/8	4/4	4	1		ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
373	0.5	102	101	1/2	1/2	4/4	4	1		V43	C	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
747/2	0.5	102	101	5/8	5/8	4/4	4	1		I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
374	0.5	102	101	3/4	3/4	4/4	4	1		V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
749/2	0.5	102	101	7/8	7/8	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
375	0.5	103	102	0	0	4/4	4	1		V2/ii	C	V		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
751/2	0.5	103	102	1/8	1/8	4/4	4	1		ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
376	0.5	103	102	1/4	1/4	4/4	4	1		V65/ii	C	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
753/2	0.5	103	102	3/8	3/8	4/4	4	1		ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
377	0.5	103	102	1/2	1/2	4/4	4	1		V65/IV	C	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
755/2	0.5	103	102	5/8	5/8	4/4	4	1		IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
378	0.5	103	102	3/4	3/4	4/4	4	1		V43	C	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
757/2	0.5	103	102	7/8	7/8	4/4	4	1		I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
379	0.5	104	103	0	0	4/4	4	1		V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
759/2	0.5	104	103	1/8	1/8	4/4	4	1		I	C	V		I		I							M	0	0	0, 4, 1		0	0
380	0.5	104	103	1/4	1/4	4/4	4	1		IV6	C	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
761/2	0.5	104	103	3/8	3/8	4/4	4	1		I64	C	V		I64		I		64					M	0	0	1, 0, 4		0	1
381	1.0	104	103	1/2	1/2	4/4	4	1		ii65	C	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
382	1.0	104	103	3/4	3/4	4/4	4	1		V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
383	0.5	105	104	0	0	4/4	4	1		I\\	C	V		I		I						\\	M	0	0	0, 4, 1		0	0
767/2	1.0	105	104	1/8	1/8	4/4	4	1		I[I	C	V	I	I		I							M	0	0	0, 4, 1		0	0
769/2	0.5	105	104	3/8	3/8	4/4	4	1		V2	C	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
385	1.5	105	104	1/2	1/2	4/4	4	1		I6	C	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
773/2	0.5	105	104	7/8	7/8	4/4	4	1		IV	C	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
387	1.5	106	105	0	0	4/4	4	1		I	C	V	I	I		I							M	0	0	0, 4, 1		0	0
777/2	0.5	106	105	3/8	3/8	4/4	4	1		V7	C	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
389	1.5	106	105	1/2	1/2	4/4	4	1		I	C	V	I	I		I							M	0	0	0, 4, 1		0	0
781/2	6.5	106	105	7/8	7/8	4/4	4	1		IV6]	C	V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
		107	106	0	0	4/4	4	1	1	I.V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		107	106	1/4	1/4	4/4	4	1	1	@none	C	I		@none		@none							m	0	0				
		110	109	0	0	4/4	4	1	1	viio64	C	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
		110	109	3/4	3/4	4/4	4	1	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
		111	110	0	0	4/4	4	1	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		111	110	1/8	1/8	4/4	4	1	1	@none	C	I		@none		@none							m	0	0				
397	2.0	113	112	1/2	1/2	4/4	4	1		ii6(#7)	C	I		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
399	2.0	114	113	0	0	4/4	4	1		ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
401	2.0	114	113	1/2	1/2	4/4	4	1		bIII.I64(7#4)	C	bIII		I64(7#4)		I		64	7#4				M	0	0	6, 5, 4		0	6
403	1.0	115	114	0	0	4/4	4	1		I64	C	bIII		I64		I		64					M	0	0	1, 0, 4		0	1
404	1.0	115	114	1/4	1/4	4/4	4	1		#vio43	C	bIII		#vio43		#vi	o	43					o7	0	0	4, 1, 10, 7		10	4
405	1.0	115	114	1/2	1/2	4/4	4	1		iiio64	C	bIII		iiio64		iii	o	64					o	0	0	-2, 4, 1		4	-2
406	1.0	115	114	3/4	3/4	4/4	4	1		I	C	bIII		I		I							M	0	0	0, 4, 1		0	0
407	24.0	116	115	0	0	4/4	4	1		V65	C	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
431	2.0	122	121	0	0	4/4	4	1		viio	C	bIII		viio		vii	o						o	0	0	5, 2, -1		5	5
433	2.0	122	121	1/2	1/2	4/4	4	1		I	C	bIII		I		I							M	0	0	0, 4, 1		0	0
435	2.0	123	122	0	0	4/4	4	1		viio	C	bIII		viio		vii	o						o	0	0	5, 2, -1		5	5
437	1.0	123	122	1/2	1/2	4/4	4	1		V65	C	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
438	1.0	123	122	3/4	3/4	4/4	4	1		I	C	bIII		I		I							M	0	0	0, 4, 1		0	0
439	4.0	124	123	0	0	4/4	4	1		V65	C	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
443	1.0	125	124	0	0	4/4	4	1		#vio7	C	bIII		#vio7		#vi	o	7					o7	0	0	10, 7, 4, 1		10	10
444	1.0	125	124	1/4	1/4	4/4	4	1		V6	C	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
