mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	4	1		e.i	e	i		i	i							m	1	1	0, -3, 1		0	0
2	2	3	3	3.0	0	0	3/4	4	1		V	e	i		V	V							M	1	1	1, 5, 2		1	1
3	3	6	6	3.0	0	0	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9	9	2.0	0	0	3/4	4	1		i(94)	e	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
4	4	11	11	4.0	1/2	1/2	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
6	6	15	15	3.0	0	0	3/4	4	1		viio/VII	e	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
7	7	18	18	3.0	0	0	3/4	4	1		V7/VII	e	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
8	8		21		0	0	3/4	4	1	1	VII(#7)	e	i		VII(#7)	VII			#7				M	1	1	-2, 2, -1	3	-2	-2
8	8		22		1/4	1/4	3/4	4	1	1	VII	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
8	8		23		1/2	1/2	3/4	4	1	1	V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	9		24		0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
10	8		27		0	0	3/4	4	1	1	VII(#7)	e	i		VII(#7)	VII			#7				M	1	1	-2, 2, -1	3	-2	-2
10	8		28		1/4	1/4	3/4	4	1	1	VII	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
11	9		30		0	0	3/4	4	1	1	VII6	e	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
11	9		31		1/4	1/4	3/4	4	1	1	III.viio7	e	III		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
12	10	21	33	1.0	0	0	3/4	4	1		I(4)	e	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
12	10	22	34	1.0	1/4	1/4	3/4	4	1		I(#2)	e	III		I(#2)	I			#2				M	1	0	0, 9, 1		0	0
12	10	23	35	1.0	1/2	1/2	3/4	4	1		I	e	III		I	I							M	1	0	0, 4, 1		0	0
13	11	24	36	3.0	0	0	3/4	4	1		#viio7/ii	e	III		#viio7/ii	#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
14	12	27	39	2.0	0	0	3/4	4	1		ii(94)	e	III		ii(94)	ii			94				m	1	0	2, 1, 3	4	2	2
14	12	29	41	4.0	1/2	1/2	3/4	4	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
16	14	33	45	3.0	0	0	3/4	4	1		V6/ii	e	III		V6/ii	V		6		ii			M	1	0	7, 4, 3		3	7
17	15	36	48	3.0	0	0	3/4	4	1		V/ii	e	III		V/ii	V				ii			M	1	0	3, 7, 4		3	3
18	16	39	51	2.0	0	0	3/4	4	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
18	16	41	53	1.0	1/2	1/2	3/4	4	1		vii%7	e	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
19	17	42	54	3.0	0	0	3/4	4	1		bII.I	e	bII		I	I							M	1	0	0, 4, 1		0	0
20	18	45	57	8.0	0	0	3/4	4	1		V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	20	53	65	1.0	1/2	1/2	3/4	4	1		I(#2)	e	bII		I(#2)	I			#2				M	1	0	0, 9, 1		0	0
23	21	54	66	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
26	24	63	75	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
27	25	67	79	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
28	26	69	81	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
28	26	70	82	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
29	27	72	84	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
29	27	73	85	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	28	75	87	1.0	0	0	3/4	4	1		i(9+7)	e	i		i(9+7)	i			9+7				m	1	1	0, -3, 1	2, -2	0	0
30	28	76	88	1.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
30	28	77	89	1.0	1/2	1/2	3/4	4	1		bII.V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	29	78	90	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
34	32	87	99	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
35	33	91	103	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
36	34	93	105	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
36	34	94	106	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
37	35	96	108	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
37	35	97	109	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	99	111	3.0	0	0	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
39	37	102	114	6.0	0	0	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
41	39	108	120	1.0	0	0	3/4	4	1		i(+4)	e	i		i(+4)	i			+4				m	1	1	0, -3, 1	-1	0	0
41	39	109	121	1.5	1/4	1/4	3/4	4	1		i(+2)	e	i		i(+2)	i			+2				m	1	1	0, -3, 1	2	0	0
41	39	221/2	245/2	0.5	5/8	5/8	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
42	40	111	123	1.0	0	0	3/4	4	1		iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
42	40	112	124	2.0	1/4	1/4	3/4	4	1		iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
43	41	114	126	2.5	0	0	3/4	4	1		V(#76)	e	i		V(#76)	V			#76				M	1	1	1, 5, -3	6	1	1
43	41	233/2	257/2	0.5	5/8	5/8	3/4	4	1		V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
