mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.F.I	F	I		I	I						M	0	0	0, 4, 1		0.0	0.0
1	1	1/4	I6	F	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
2	2	0	V(4)	F	I		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
2	2	1/4	V	F	I		V	V						M	0	0	1, 5, 2		1.0	1.0
2	2	1/2	V43/ii	F	I		V43/ii	V		43		ii		Mm7	0	0	4, 1, 3, 7		3.0	4.0
3	3	0	ii	F	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
3	3	1/4	ii6	F	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
4	4	0	V(4)/ii	F	I		V(4)/ii	V			4	ii		M	0	0	3, 2, 4		3.0	3.0
4	4	1/4	V/ii	F	I		V/ii	V				ii		M	0	0	3, 7, 4		3.0	3.0
4	4	1/2	V43/iii	F	I		V43/iii	V		43		iii		Mm7	0	0	6, 3, 5, 9		5.0	6.0
5	5	0	iii	F	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
5	5	1/4	iii6	F	I		iii6	iii		6				m	0	0	1, 5, 4		4.0	1.0
5	5	1/2	V/iii	F	I		V/iii	V				iii		M	0	0	5, 9, 6		5.0	5.0
6	6	0	iii	F	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
7	7	0	V.V7	F	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
8	8	0	I	F	V		I	I						M	0	0	0, 4, 1		0.0	0.0
9	9	0	V7	F	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
10	10	0	I\\	F	V		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
11	11	0	.bIII.I	F	bIII		I	I						M	0	0	0, 4, 1		0.0	0.0
11	11	1/2	I6	F	bIII		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
12	12	0	V64	F	bIII		V64	V		64				M	0	0	2, 1, 5		1.0	2.0
12	12	1/4	V43	F	bIII		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
12	12	1/2	V7	F	bIII		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
13	13	0	I(974)	F	bIII		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0.0	0.0
13	13	1/4	I	F	bIII		I	I						M	0	0	0, 4, 1		0.0	0.0
14	14	0	vi	F	bIII		vi	vi						m	0	0	3, 0, 4		3.0	3.0
14	14	1/2	vi6	F	bIII		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
15	15	0	V64/vi	F	bIII		V64/vi	V		64		vi		M	0	0	5, 4, 8		4.0	5.0
15	15	1/4	V43/vi	F	bIII		V43/vi	V		43		vi		Mm7	0	0	5, 2, 4, 8		4.0	5.0
15	15	1/2	V7/vi	F	bIII		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4.0	4.0
16	16	0	vi(#74)	F	bIII		vi(#74)	vi			#74			m	0	0	3, 2, 4	8	3.0	3.0
