mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
203	202	1/2	1/2	4/4	1	1	vi				dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
203	202	3/4	3/4	4/4	1	1	ii		-0.229553	-4.79553	dcml	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
204	203	0	0	4/4	1	1	viio7	iio/vi	0	-4.33643	dcml	Bb	I		viio7		vii	o	7				o7	0	0	5, 2, -1, -4		5	5
204	203	1/4	1/4	4/4	1	1	V6/vi		-0.0205987	-5.17802	dcml	Bb	I		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
204	203	1/2	1/2	4/4	1	1	vi		0	-4.33643	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
204	203	3/4	3/4	4/4	1	1	V6/V		-0.0205987	-4.18927	dcml	Bb	I		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
205	204	0	0	4/4	1	1	V7				dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
205	204	1/8	1/8	4/4	1	1	V(6)				dcml	Bb	I		V(6)		V			6			M	0	0	1, 5, 4		1	1
205	204	1/4	1/4	4/4	1	1	I				dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
205	204	1/2	1/2	4/4	1	1	IV6				dcml	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
205	204	3/4	3/4	4/4	1	1	viio	iio/vi			dcml	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
206	205	0	0	4/4	1	1	V6/vi		0.229553	-3.18866	dcml	Bb	I		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
206	205	1/4	1/4	4/4	1	1	vi		0.125076	-4.11971	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
206	205	3/8	3/8	4/4	1	1	vi2		0	-5.15019	dcml	Bb	I		vi2		vi		2				mm7	0	0	1, 3, 0, 4		3	1
206	205	1/2	1/2	4/4	1	1	IV		0.283051	-4.41845	dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
206	205	5/8	5/8	4/4	1	1	vi64		-0.788395	-4.12606	dcml	Bb	I		vi64		vi		64				m	0	0	4, 3, 0		3	4
206	205	3/4	3/4	4/4	1	1	viio6		0	-4.33643	dcml	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
206	205	7/8	7/8	4/4	1	1	I		0.459107	-4.33643	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
207	206	0	0	4/4	1	1	viio		0	-4.81466	dcml	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
207	206	1/8	1/8	4/4	1	1	V43/V		-1.317	-4.85734	dcml	Bb	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
207	206	1/4	1/4	4/4	1	1	V		0.0411985	-4.89853	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
207	206	3/8	3/8	4/4	1	1	#viio(+2)/V		-4.82151	-7.4108	dcml	Bb	I		#viio(+2)/V		#vii	o		+2	V		o	0	0	13, 10, 7	1	13	13
207	206	1/2	1/2	4/4	1	1	V2		1.17778	-6.01739	dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
207	206	5/8	5/8	4/4	1	1	I6		0	-6.10957	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
207	206	3/4	3/4	4/4	1	1	viio6		-0.33403	-7.21031	dcml	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
207	206	7/8	7/8	4/4	1	1	I		0.522386	-7.70447	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
208	207	0	0	4/4	1	1	V6		0.104477	-6.23466	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
208	207	1/8	1/8	4/4	1	1	vi		0.188356	-7.04839	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
208	207	1/4	1/4	4/4	1	1	V7		0	-7.09107	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
208	207	3/8	3/8	4/4	1	1	vii64		-1.69646	-7.70447	dcml	Bb	I		vii64		vii		64				m	0	0	6, 5, 2		5	6
208	207	1/2	1/2	4/4	1	1	V2		0.625011	-7.70447	dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
208	207	5/8	5/8	4/4	1	1	V64		0	-3.87732	dcml	Bb	I		V64		V		64				M	0	0	2, 1, 5		1	2
208	207	3/4	3/4	4/4	1	1	I		0	-4.10687	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
208	207	7/8	7/8	4/4	1	1	V6		-0.229553	-4.56598	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
209	208	0	0	4/4	1	1	I		0.229553	-4.56598	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
209	208	1/2	1/2	4/4	1	1	IV		-0.229553	-5.2433	dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
210	209	0	0	4/4	1	1	I6		0.229553	-5.25464	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
210	209	1/2	1/2	4/4	1	1	V43		0	-6.17286	dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
211	210	0	0	4/4	1	1	I		0.229553	-6.63196	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
211	210	1/2	1/2	4/4	1	1	V		-0.125076	-6.4848	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
212	211	0	0	4/4	1	1	I\\		-0.0411985	-6.50541	dcml	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
212	211	1/8	1/8	4/4	1	1	I		0.626863	-2.60448	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
212	211	3/8	3/8	4/4	1	1	V2/IV		-1.3582	-2.5	dcml	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
212	211	5/8	5/8	4/4	1	1	IV6				dcml	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
213	212	1/8	1/8	4/4	1	1	V43/IV				dcml	Bb	I		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
213	212	5/8	5/8	4/4	1	1	IV6				dcml	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
214	213	3/8	3/8	4/4	1	1	IV				dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
214	213	5/8	5/8	4/4	1	1	I6				dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
215	214	1/4	1/4	4/4	1	1	@none				dcml	Bb	I		@none		@none						m	0	0				
216	215	3/4	3/4	4/4	1	1	#viio6/V		-0.478227	-1.91915	dcml	Bb	I		#viio6/V		#vii	o	6		V		o	0	0	10, 7, 13		13	10
217	216	0	0	3/4	1	1	V		0	-2.18062	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
217	216	3/8	3/8	3/4	1	1	#viio65/ii		-4.17909	-2.70781	dcml	Bb	I		#viio65/ii		#vii	o	65		ii		o7	0	0	4, 1, -2, 7		7	4
217	216	1/2	1/2	3/4	1	1	ii6		0.104477	-2.52243	dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
217	216	5/8	5/8	3/4	1	1	ii		0	-1.89225	dcml	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
218	217	0	0	3/4	1	1	I6		0	-1.87314	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
218	217	1/4	1/4	3/4	1	1	V		0.208954	-1.87314	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
218	217	1/2	1/2	3/4	1	1	I6		0	-3.86244	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
218	217	5/8	5/8	3/4	1	1	I		0	-4.35381	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
219	218	0	0	3/4	1	1	V43		-0.0205987	-4.84279	dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
219	218	3/8	3/8	3/4	1	1	#viio65/ii		-2.44417	-4.74129	dcml	Bb	I		#viio65/ii		#vii	o	65		ii		o7	0	0	4, 1, -2, 7		7	4
219	218	1/2	1/2	3/4	1	1	ii6		0.0823969	-3.87617	dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
219	218	5/8	5/8	3/4	1	1	V7		-0.0838784	-3.37553	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
220	219	0	0	3/4	1	1	#viio7/vi		-2.38238	-4.31171	dcml	Bb	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
220	219	1/4	1/4	3/4	1	1	vi		0.0411985	-3.20778	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
220	219	1/2	1/2	3/4	1	1	#viio7/vi				dcml	Bb	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
221	220	0	0	4/4	1	1	vi		0	-2.79135	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
221	220	3/4	3/4	4/4	1	1	IV6				dcml	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
222	221	0	0	3/4	1	1	IV+6		-0.270751	-4.37201	dcml	Bb	I		IV+6		IV	+	6				+	0	0	3, 7, -1		-1	3
222	221	1/4	1/4	3/4	1	1	viio		0	-4.37499	dcml	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
222	221	1/2	1/2	3/4	1	1	IV+6				dcml	Bb	I		IV+6		IV	+	6				+	0	0	3, 7, -1		-1	3
223	222	0	0	4/4	1	1	V6		-0.604783	-3.33434	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
223	222	1/4	1/4	4/4	1	1	V				dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
224	223	0	0	3/4	1	1	V+		-0.185392	-4.58629	dcml	Bb	I		V+		V	+					+	0	0	1, 5, 9		1	1
224	223	1/4	1/4	3/4	1	1	I		0.188356	-4.38326	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
224	223	1/2	1/2	3/4	1	1	V+		-0.125076	-1.66122	dcml	Bb	I		V+		V	+					+	0	0	1, 5, 9		1	1
225	224	0	0	4/4	1	1	V(64)		-0.459107	-4.56598	dcml	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
226	225	0	0	4/4	1	1	V[I		-0.459107	-5.71375	dcml	Bb	I	V	I		I						M	0	0	0, 4, 1		0	0
226	225	1/4	1/4	4/4	1	1	i		0	-5.67107	dcml	Bb	I	V	i		i						m	0	0	0, -3, 1		0	0
226	225	3/8	3/8	4/4	1	1	#viio43/V		-2.3191	-5.546	dcml	Bb	I	V	#viio43/V		#vii	o	43		V		o7	0	0	7, 4, 13, 10		13	7
226	225	3/4	3/4	4/4	1	1	V6		-1.71283	-5.94034	dcml	Bb	I	V	V6		V		6				M	0	0	5, 2, 1		1	5
226	225	7/8	7/8	4/4	1	1	#viio6/vi		-2.7988	-5.81378	dcml	Bb	I	V	#viio6/vi		#vii	o	6		vi		o	0	0	5, 2, 8		8	5
227	226	1/4	1/4	4/4	1	1	V7/ii		0.125076	-5.79614	dcml	Bb	I	V	V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
227	226	3/4	3/4	4/4	1	1	ii		0.104477	-5.33704	dcml	Bb	I	V	ii		ii						m	0	0	2, -1, 3		2	2
227	226	7/8	7/8	4/4	1	1	#viio43/V		-0.856416	-5.35764	dcml	Bb	I	V	#viio43/V		#vii	o	43		V		o7	0	0	7, 4, 13, 10		13	7
228	227	1/4	1/4	4/4	1	1	viio(6)		-0.104477	-5.04421	dcml	Bb	I	V	viio(6)		vii	o		6			o	0	0	5, 2, 1		5	5
228	227	3/8	3/8	4/4	1	1	viio		0	-5.11193	dcml	Bb	I	V	viio		vii	o					o	0	0	5, 2, -1		5	5
228	227	3/4	3/4	4/4	1	1	V2/IV		0	-4.62778	dcml	Bb	I	V	V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
229	228	0	0	4/4	1	1	V2/IV]		-8.35111e-13	-6.19793	dcml	Bb	I	V	V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
229	228	1/4	1/4	4/4	1	1	IV		-0.0205987	-5.14706	dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
229	228	3/4	3/4	4/4	1	1	iv		0	-3.87732	dcml	Bb	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
230	229	0	0	4/4	1	1	I6		0	-3.87732	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
230	229	1/4	1/4	4/4	1	1	V43		-1.06537	-4.52019	dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
230	229	1/2	1/2	4/4	1	1	I		0.35463	-5.16848	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
230	229	3/4	3/4	4/4	1	1	ii6		0	-5.56974	dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
231	230	0	0	4/4	1	1	#viio/V		-2.40297	-5.27691	dcml	Bb	I		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
231	230	1/4	1/4	4/4	1	1	V		0	-5.07586	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
231	230	1/2	1/2	4/4	1	1	V7		0	-4.38059	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
232	231	0	0	4/4	1	1	I\\				dcml	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
232	231	1/4	1/4	4/4	1	1	I				dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
233	232	0	0	4/4	1	1	V7		0	-5.25464	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
234	233	0	0	4/4	1	1	I				dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
235	234	0	0	4/4	1	1	V7		0	-4.56598	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
236	235	0	0	4/4	1	1	I		0.459107	-3.64777	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
236	235	1/4	1/4	4/4	1	1	V7		-0.940294	-3.66837	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
236	235	1/2	1/2	4/4	1	1	I		-0.208954	-3.58448	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
236	235	3/4	3/4	4/4	1	1	V7		-0.522386	-3.66837	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
237	236	0	0	4/4	1	1	I\\		0	-3.79344	dcml	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
