quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
112	4.0	29	28	0	0	2/2	4	1		1	V\\	dcml	c#	i		V	V						\\	M	1	1	1, 5, 2		1	1
116	4.0	30	29	0	0	2/2	4	1		1	#viio7	dcml	c#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
120	2.0	31	30	0	0	2/2	4	1		1	V65	dcml	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
122	2.0	31	30	1/2	1/2	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
124	4.0	32	31	0	0	2/2	4	1		1	V65	dcml	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
128	4.0	33	32	0	0	2/2	4	1		1	V43	dcml	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
132	4.0	34	33	0	0	2/2	4	1		1	#viio7	dcml	c#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
136	2.0	35	34	0	0	2/2	4	1		1	V65	dcml	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
138	2.0	35	34	1/2	1/2	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
140	2.0	36	35	0	0	2/2	4	1		1	i6	dcml	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
142	2.0	36	35	1/2	1/2	2/2	4	1		1	V6	dcml	c#	i		V6	V		6					M	1	1	5, 2, 1		1	5
144	2.0	37	36	0	0	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
146	1.0	37	36	1/2	1/2	2/2	4	1		1	i6	dcml	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
147	1.0	37	36	3/4	3/4	2/2	4	1		1	V64	dcml	c#	i		V64	V		64					M	1	1	2, 1, 5		1	2
148	2.0	38	37	0	0	2/2	4	1		1	i6	dcml	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
150	1.0	38	37	1/2	1/2	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
151	1.0	38	37	3/4	3/4	2/2	4	1		1	V65	dcml	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
152	1.0	39	38	0	0	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
153	1.0	39	38	1/4	1/4	2/2	4	1		1	iio6	dcml	c#	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
154	1.0	39	38	1/2	1/2	2/2	4	1		1	V(64)	dcml	c#	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
155	1.0	39	38	3/4	3/4	2/2	4	1		1	V43	dcml	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
156	2.0	40	39	0	0	2/2	4	1		1	i\\	dcml	c#	i		i	i						\\	m	1	1	0, -3, 1		0	0
158	6.0	40	39	1/2	1/2	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
164	8.0	42	41	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
172	2.0	44	43	0	0	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
174	6.0	44	43	1/2	1/2	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
180	4.0	46	45	0	0	2/2	4	1		1	V(64)/v	dcml	c#	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
184	4.0	47	46	0	0	2/2	4	1		1	V7/V	dcml	c#	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
188	2.0	48	47	0	0	2/2	4	1		1	v	dcml	c#	i		v	v							m	1	1	1, -2, 2		1	1
190	2.0	48	47	1/2	1/2	2/2	4	1		1	V7(+9)	dcml	c#	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
192	2.0	49	48	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
194	2.0	49	48	1/2	1/2	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
196	2.0	50	49	0	0	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
198	2.0	50	49	1/2	1/2	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
200	2.0	51	50	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
202	2.0	51	50	1/2	1/2	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
204	4.0	52	51	0	0	2/2	4	1		1	i64	dcml	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
208	2.0	53	52	0	0	2/2	4	1		1	i6	dcml	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
210	2.0	53	52	1/2	1/2	2/2	4	1		1	iv	dcml	c#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
212	6.0	54	53	0	0	2/2	4	1		1	V6/III	dcml	c#	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
218	1.5	55	54	1/2	1/2	2/2	4	1		1	III6	dcml	c#	i		III6	III		6					M	1	1	1, -2, -3		-3	1
439/2	0.5	55	54	7/8	7/8	2/2	4	1		1	V43/III	dcml	c#	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
220	4.0	56	55	0	0	2/2	4	1		1	III.I	dcml	c#	III		I	I							M	1	0	0, 4, 1		0	0
224	4.0	57	56	0	0	2/2	4	1		1	I	dcml	c#	III		I	I							M	1	0	0, 4, 1		0	0
228	1.5	58	57	0	0	2/2	4	1		1	V43(4)	dcml	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
459/2	6.5	58	57	3/8	3/8	2/2	4	1		1	V43	dcml	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
236	8.0	60	59	0	0	2/2	4	1		1	I	dcml	c#	III		I	I							M	1	0	0, 4, 1		0	0
244	1.5	62	61	0	0	2/2	4	1		1	V43(4)	dcml	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
491/2	6.5	62	61	3/8	3/8	2/2	4	1		1	V43	dcml	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
252	8.0	64	63	0	0	2/2	4	1		1	I	dcml	c#	III		I	I							M	1	0	0, 4, 1		0	0
260	1.5	66	65	0	0	2/2	4	1		1	V43(4)	dcml	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
523/2	6.5	66	65	3/8	3/8	2/2	4	1		1	V43	dcml	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
268	2.0	68	67	0	0	2/2	4	1		1	I6	dcml	c#	III		I6	I		6					M	1	0	4, 1, 0		0	4
270	2.0	68	67	1/2	1/2	2/2	4	1		1	V65/IV	dcml	c#	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
272	4.0	69	68	0	0	2/2	4	1		1	#viio65/ii	dcml	c#	III		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
276	1.5	70	69	0	0	2/2	4	1		1	viio65(2)/V	dcml	c#	III		viio65(2)/V	vii	o	65	2	V			o7	1	0	3, 0, -3, 1		6	3
555/2	2.5	70	69	3/8	3/8	2/2	4	1		1	viio65/V	dcml	c#	III		viio65/V	vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
280	4.0	71	70	0	0	2/2	4	1		1	viio2/V	dcml	c#	III		viio2/V	vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
284	2.0	72	71	0	0	2/2	4	1		1	viio2	dcml	c#	III		viio2	vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
286	4.0	72	71	1/2	1/2	2/2	4	1		1	V(64)	dcml	c#	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
290	2.0	73	72	1/2	1/2	2/2	4	1		1	V7	dcml	c#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
292	2.0	74	73	0	0	2/2	4	1		1	I[V7/IV	dcml	c#	III	I	V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
294	2.0	74	73	1/2	1/2	2/2	4	1		1	IV	dcml	c#	III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
296	2.0	75	74	0	0	2/2	4	1		1	V43	dcml	c#	III	I	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
298	2.0	75	74	1/2	1/2	2/2	4	1		1	I	dcml	c#	III	I	I	I							M	1	0	0, 4, 1		0	0
300	2.0	76	75	0	0	2/2	4	1		1	V/IV]	dcml	c#	III	I	V/IV	V				IV			M	1	0	0, 4, 1		0	0
302	6.0	76	75	1/2	1/2	2/2	4	1		1	iv.V65	dcml	c#	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
308	4.0	78	77	0	0	2/2	4	1		1	i	dcml	c#	iv		i	i							m	1	1	0, -3, 1		0	0
312	8.0	79	78	0	0	2/2	4	1		1	V6	dcml	c#	iv		V6	V		6					M	1	1	5, 2, 1		1	5
320	16.0	81	80	0	0	2/2	4	1		1	i	dcml	c#	iv		i	i							m	1	1	0, -3, 1		0	0
336	2.0	85	84	0	0	2/2	4	1		1	V	dcml	c#	iv		V	V							M	1	1	1, 5, 2		1	1
338	2.0	85	84	1/2	1/2	2/2	4	1		1	i	dcml	c#	iv		i	i							m	1	1	0, -3, 1		0	0
340	4.0	86	85	0	0	2/2	4	1		1	i	dcml	c#	iv		i	i							m	1	1	0, -3, 1		0	0
344	4.0	87	86	0	0	2/2	4	1		1	V(64)/v	dcml	c#	iv		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
348	4.0	88	87	0	0	2/2	4	1		1	V2/V	dcml	c#	iv		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
352	2.0	89	88	0	0	2/2	4	1		1	v	dcml	c#	iv		v	v							m	1	1	1, -2, 2		1	1
354	2.0	89	88	1/2	1/2	2/2	4	1		1	V	dcml	c#	iv		V	V							M	1	1	1, 5, 2		1	1
356	2.0	90	89	0	0	2/2	4	1		1	V7	dcml	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
358	2.0	90	89	1/2	1/2	2/2	4	1		1	V7	dcml	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
360	2.0	91	90	0	0	2/2	4	1		1	i64	dcml	c#	iv		i64	i		64					m	1	1	1, 0, -3		0	1
362	2.0	91	90	1/2	1/2	2/2	4	1		1	V7	dcml	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
364	2.0	92	91	0	0	2/2	4	1		1	V	dcml	c#	iv		V	V							M	1	1	1, 5, 2		1	1
366	2.0	92	91	1/2	1/2	2/2	4	1		1	V7	dcml	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
368	4.0	93	92	0	0	2/2	4	1		1	i\\	dcml	c#	iv		i	i						\\	m	1	1	0, -3, 1		0	0
372	4.0	94	93	0	0	2/2	4	1		1	V2	dcml	c#	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
376	2.0	95	94	0	0	2/2	4	1		1	i6	dcml	c#	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
378	2.0	95	94	1/2	1/2	2/2	4	1		1	iv	dcml	c#	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
380	4.0	96	95	0	0	2/2	4	1		1	V43	dcml	c#	iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
384	2.0	97	96	0	0	2/2	4	1		1	i64	dcml	c#	iv		i64	i		64					m	1	1	1, 0, -3		0	1
386	6.0	97	96	1/2	1/2	2/2	4	1		1	vii.viio7	dcml	c#	vii		viio7	vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
392	4.0	99	98	0	0	2/2	4	1		1	i64	dcml	c#	vii		i64	i		64					m	1	1	1, 0, -3		0	1
396	2.0	100	99	0	0	2/2	4	1		1	V65	dcml	c#	vii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
398	1.5	100	99	1/2	1/2	2/2	4	1		1	V43	dcml	c#	vii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
799/2	0.5	100	99	7/8	7/8	2/2	4	1		1	V7	dcml	c#	vii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
400	2.0	101	100	0	0	2/2	4	1		1	i	dcml	c#	vii		i	i							m	1	1	0, -3, 1		0	0
402	2.0	101	100	1/2	1/2	2/2	4	1		1	i6	dcml	c#	vii		i6	i		6					m	1	1	-3, 1, 0		0	-3
404	4.0	102	101	0	0	2/2	4	1		1	V/V	dcml	c#	vii		V/V	V				V			M	1	1	2, 6, 3		2	2
408	4.0	103	102	0	0	2/2	4	1		1	v64	dcml	c#	vii		v64	v		64					m	1	1	2, 1, -2		1	2
412	4.0	104	103	0	0	2/2	4	1		1	V65/V	dcml	c#	vii		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
416	4.0	105	104	0	0	2/2	4	1		1	v	dcml	c#	vii		v	v							m	1	1	1, -2, 2		1	1
420	4.0	106	105	0	0	2/2	4	1		1	V43(+9)	dcml	c#	vii		V43(+9)	V		43	+9				Mm7	1	1	2, -1, 1, 5	-4	1	2
424	4.0	107	106	0	0	2/2	4	1		1	i6	dcml	c#	vii		i6	i		6					m	1	1	-3, 1, 0		0	-3
428	4.0	108	107	0	0	2/2	4	1		1	V2	dcml	c#	vii		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
432	2.0	109	108	0	0	2/2	4	1		1	i	dcml	c#	vii		i	i							m	1	1	0, -3, 1		0	0
434	2.0	109	108	1/2	1/2	2/2	4	1		1	iii.V7(+9)	dcml	c#	iii		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
436	4.0	110	109	0	0	2/2	4	1		1	V65	dcml	c#	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
440	4.0	111	110	0	0	2/2	4	1		1	i	dcml	c#	iii		i	i							m	1	1	0, -3, 1		0	0
444	4.0	112	111	0	0	2/2	4	1		1	V43	dcml	c#	iii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
448	4.0	113	112	0	0	2/2	4	1		1	i6	dcml	c#	iii		i6	i		6					m	1	1	-3, 1, 0		0	-3
452	4.0	114	113	0	0	2/2	4	1		1	V65/V	dcml	c#	iii		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
456	4.0	115	114	0	0	2/2	4	1		1	v	dcml	c#	iii		v	v							m	1	1	1, -2, 2		1	1
460	4.0	116	115	0	0	2/2	4	1		1	vii.V43	dcml	c#	vii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
464	4.0	117	116	0	0	2/2	4	1		1	i	dcml	c#	vii		i	i							m	1	1	0, -3, 1		0	0
468	5.0	118	117	0	0	2/2	4	1		1	V6	dcml	c#	vii		V6	V		6					M	1	1	5, 2, 1		1	5
473	3.0	119	118	1/4	1/4	2/2	4	1		1	i	dcml	c#	vii		i	i							m	1	1	0, -3, 1		0	0
476	4.0	120	119	0	0	2/2	4	1		1	II.V65	dcml	c#	II		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
480	4.0	121	120	0	0	2/2	4	1		1	I	dcml	c#	II		I	I							M	1	0	0, 4, 1		0	0
484	5.0	122	121	0	0	2/2	4	1		1	V6	dcml	c#	II		V6	V		6					M	1	0	5, 2, 1		1	5
489	3.0	123	122	1/4	1/4	2/2	4	1		1	V65	dcml	c#	II		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
492	2.0	124	123	0	0	2/2	4	1		1	I	dcml	c#	II		I	I							M	1	0	0, 4, 1		0	0
494	2.0	124	123	1/2	1/2	2/2	4	1		1	vi43	dcml	c#	II		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
496	2.0	125	124	0	0	2/2	4	1		1	ii	dcml	c#	II		ii	ii							m	1	0	2, -1, 3		2	2
498	2.0	125	124	1/2	1/2	2/2	4	1		1	V2(+9)	dcml	c#	II		V2(+9)	V		2	+9				Mm7	1	0	-1, 1, 5, 2	3	1	-1
500	2.0	126	125	0	0	2/2	4	1		1	I6	dcml	c#	II		I6	I		6					M	1	0	4, 1, 0		0	4
502	2.0	126	125	1/2	1/2	2/2	4	1		1	#viio6/ii	dcml	c#	II		#viio6/ii	#vii	o	6		ii			o	1	0	4, 1, 7		7	4
504	4.0	127	126	0	0	2/2	4	1		1	ii	dcml	c#	II		ii	ii							m	1	0	2, -1, 3		2	2
508	4.0	128	127	0	0	2/2	4	1		1	V7/ii	dcml	c#	II		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
512	4.0	129	128	0	0	2/2	4	1		1	ii	dcml	c#	II		ii	ii							m	1	0	2, -1, 3		2	2
516	2.0	130	129	0	0	2/2	4	1		1	V6	dcml	c#	II		V6	V		6					M	1	0	5, 2, 1		1	5
518	2.0	130	129	1/2	1/2	2/2	4	1		1	V43	dcml	c#	II		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
520	2.0	131	130	0	0	2/2	4	1		1	I	dcml	c#	II		I	I							M	1	0	0, 4, 1		0	0
522	2.0	131	130	1/2	1/2	2/2	4	1		1	vi43	dcml	c#	II		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
524	2.0	132	131	0	0	2/2	4	1		1	ii	dcml	c#	II		ii	ii							m	1	0	2, -1, 3		2	2
526	2.0	132	131	1/2	1/2	2/2	4	1		1	V7	dcml	c#	II		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
528	4.0	133	132	0	0	2/2	4	1		1	I	dcml	c#	II		I	I							M	1	0	0, 4, 1		0	0
532	4.0	134	133	0	0	2/2	4	1		1	V7	dcml	c#	II		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
536	4.0	135	134	0	0	2/2	4	1		1	I	dcml	c#	II		I	I							M	1	0	0, 4, 1		0	0
540	4.0	136	135	0	0	2/2	4	1		1	i.#viio	dcml	c#	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
544	4.0	137	136	0	0	2/2	4	1		1	i	dcml	c#	i		i	i							m	1	1	0, -3, 1		0	0
548	4.0	138	137	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
552	4.0	139	138	0	0	2/2	4	1		1	i6	dcml	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
556	4.0	140	139	0	0	2/2	4	1		1	V[V7	dcml	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
560	8.0	141	140	0	0	2/2	4	1		1	i	dcml	c#	i	V	i	i							m	1	1	0, -3, 1		0	0
568	4.0	143	142	0	0	2/2	4	1		1	V7	dcml	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
572	8.0	144	143	0	0	2/2	4	1		1	i	dcml	c#	i	V	i	i							m	1	1	0, -3, 1		0	0
580	4.0	146	145	0	0	2/2	4	1		1	V7	dcml	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
584	4.0	147	146	0	0	2/2	4	1		1	i	dcml	c#	i	V	i	i							m	1	1	0, -3, 1		0	0
588	2.0	148	147	0	0	2/2	4	1		1	V7]	dcml	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
590	10.0	148	147	1/2	1/2	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
600	2.0	151	150	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
602	10.0	151	150	1/2	1/2	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
612	2.0	154	153	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
614	2.0	154	153	1/2	1/2	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
616	2.0	155	154	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
618	2.0	155	154	1/2	1/2	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
620	2.0	156	155	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
622	2.0	156	155	1/2	1/2	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
624	1.0	157	156	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
625	1.0	157	156	1/4	1/4	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
626	1.0	157	156	1/2	1/2	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
627	1.0	157	156	3/4	3/4	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
628	1.0	158	157	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
629	1.0	158	157	1/4	1/4	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
630	1.0	158	157	1/2	1/2	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
631	1.0	158	157	3/4	3/4	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
632	1.0	159	158	0	0	2/2	4	1		1	V7	dcml	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
633	1.0	159	158	1/4	1/4	2/2	4	1		1	V2	dcml	c#	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
