mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	1	5.0	1/4	1/4	3/4	4	1	g#.i	g#	i		i		i							m	1	1	0, -3, 1		0	0
3	2	6	6	2.0	0	0	3/4	4	1	V43	g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	2	8	8	1.0	1/2	1/2	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
4	3	9	9	1.0	0	0	3/4	4	1	V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	10	10	1.0	1/4	1/4	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
4	3	11	11	1.0	1/2	1/2	3/4	4	1	VI	g#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
5	4	12	12	0.75	0	0	3/4	4	1	iv7	g#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	4	51/4	51/4	0.25	3/16	3/16	3/4	4	1	iio6	g#	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
5	4	13	13	1.0	1/4	1/4	3/4	4	1	V(64)	g#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	4	14	14	1.0	1/2	1/2	3/4	4	1	V7	g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	15	15	3.0	0	0	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
7	6	18	18	2.0	0	0	3/4	4	1	V43	g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	6	20	20	1.0	1/2	1/2	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
8	7	21	21	1.0	0	0	3/4	4	1	V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
8	7	22	22	1.0	1/4	1/4	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
8	7	23	23	1.0	1/2	1/2	3/4	4	1	VI	g#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	8	24	24	0.75	0	0	3/4	4	1	iv7	g#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
9	8	99/4	99/4	0.25	3/16	3/16	3/4	4	1	bII6	g#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
9	8	25	25	1.0	1/4	1/4	3/4	4	1	V(64)	g#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
9	8	26	26	1.0	1/2	1/2	3/4	4	1	V7	g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	27	27	1.0	0	0	3/4	4	1	i64	g#	i		i64		i		64					m	1	1	1, 0, -3		0	1
10	9	28	28	1.0	1/4	1/4	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
10	9	29	29	1.0	1/2	1/2	3/4	4	1	V6/III	g#	i		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
11	10	30	30	2.0	0	0	3/4	4	1	V65/III	g#	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
11	10	32	32	1.0	1/2	1/2	3/4	4	1	III(4)	g#	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
12	11	33	33	2.0	0	0	3/4	4	1	III	g#	i		III		III							M	1	1	-3, 1, -2		-3	-3
12	11	35	35	1.0	1/2	1/2	3/4	4	1	V6	g#	i		V6		V		6					M	1	1	5, 2, 1		1	5
13	12	36	36	2.0	0	0	3/4	4	1	V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	38	38	1.0	1/2	1/2	3/4	4	1	i(4)	g#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
14	13	39	39	3.0	0	0	3/4	4	1	i	g#	i		i		i							m	1	1	0, -3, 1		0	0
