mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	7/8	V6/V		Db	V		V6/V	V		6		V		M	0	0	6, 3, 2		2.0	6.0
9	9	0	I.ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
9	9	1/8	V6		Db	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
9	9	1/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
9	9	3/8	I6		Db	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
9	9	1/2	ii6		Db	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
9	9	5/8	V		Db	I		V	V						M	0	0	1, 5, 2		1.0	1.0
9	9	3/4	I\\		Db	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
10	10	0	ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
10	10	1/8	V		Db	I		V	V						M	0	0	1, 5, 2		1.0	1.0
10	10	1/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
10	10	1/2	V/V		Db	I		V/V	V				V		M	0	0	2, 6, 3		2.0	2.0
10	10	3/4	V		Db	I		V	V						M	0	0	1, 5, 2		1.0	1.0
11	11	0	V.I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
11	11	1/2	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
11	11	3/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
12	12	0	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
12	12	1/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
12	12	1/2	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
12	12	3/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
13	13	0	V7/vi		Db	V		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4.0	4.0
13	13	1/4	vi		Db	V		vi	vi						m	0	0	3, 0, 4		3.0	3.0
13	13	1/2	V7/IV		Db	V		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
14	14	0	@none		Db	V		@none	@none						m	0	0				
14	14	1/2	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
14	14	5/8	V6		Db	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
14	14	3/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
14	14	7/8	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
15	15	0	ii6		Db	V		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
15	15	1/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
15	15	1/2	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
15	15	5/8	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
15	15	3/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
16	16	0	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
16	16	1/8	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
16	16	1/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
16	16	3/8	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
16	16	1/2	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
16	16	5/8	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
16	16	3/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
16	16	7/8	I64		Db	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
17	17	0	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
17	17	1/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
17	17	3/8	V6/vi		Db	V		V6/vi	V		6		vi		M	0	0	8, 5, 4		4.0	8.0
17	17	15/16	V7/vi		Db	V		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4.0	4.0
18	18	0	III.V7		Db	III		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
18	18	3/16	V65		Db	III		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
18	18	1/4	I		Db	III		I	I						M	0	0	0, 4, 1		0.0	0.0
18	18	1/2	V43		Db	III		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
18	18	5/8	V7		Db	III		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
18	18	3/4	I		Db	III		I	I						M	0	0	0, 4, 1		0.0	0.0
18	18	7/8	V7		Db	III		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
18	18	15/16	V65		Db	III		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
19	19	0	I		Db	III		I	I						M	0	0	0, 4, 1		0.0	0.0
19	19	1/16	viio6		Db	III		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
19	19	1/8	I6		Db	III		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
19	19	3/16	#viio65		Db	III		#viio65	#vii	o	65				o7	0	0	9, 6, 3, 12		12.0	9.0
19	19	1/4	v%2		Db	III		v%2	v	%	2				%7	0	0	-1, 1, 0, 7		1.0	-1.0
19	19	5/16	V65/V		Db	III		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2.0	6.0
19	19	3/8	V		Db	III		V	V						M	0	0	1, 5, 2		1.0	1.0
19	19	1/2	V(+b2)		Db	III		V(+b2)	V			+b2			M	0	0	1, 5, 2	-4	1.0	1.0
20	20	0	V		Db	III		V	V						M	0	0	1, 5, 2		1.0	1.0
20	20	1/2	V7/V		Db	III		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
21	21	0	V		Db	III		V	V						M	0	0	1, 5, 2		1.0	1.0
21	21	1/2	V(64)		Db	III		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
21	21	3/4	V7		Db	III		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
22	22	0	I		Db	III		I	I						M	0	0	0, 4, 1		0.0	0.0
22	22	1/4	I6		Db	III		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
22	22	1/2	V64		Db	III		V64	V		64				M	0	0	2, 1, 5		1.0	2.0
22	22	5/8	I6		Db	III		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
22	22	3/4	V2		Db	III		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
22	22	7/8	I64		Db	III		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
23	23	0	iii.iv		Db	iii		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
23	23	1/4	iv6		Db	iii		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
23	23	1/2	VI		Db	iii		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
23	23	3/4	VI6		Db	iii		VI6	VI		6				M	0	1	0, -3, -4		-4.0	0.0
23	23	27/32	V.ii43		Db	V		ii43	ii		43				mm7	0	0	3, 0, 2, -1		2.0	3.0
24	24	0	V(64)		Db	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
24	24	1/4	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
24	24	1/2	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
24	24	5/8	V(64)		Db	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
24	24	3/4	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
25	25	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
25	25	1/4	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
25	25	1/2	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
25	25	5/8	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
25	25	3/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
25	25	7/8	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
26	26	0	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
26	26	1/4	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
26	26	1/2	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
26	26	3/4	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
27	27	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
27	27	1/4	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
27	27	1/2	V(64)		Db	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
27	27	3/4	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
28	28	0	I64		Db	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
28	28	1/4	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
28	28	1/2	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
28	28	5/8	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
28	28	3/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
28	28	7/8	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
29	29	0	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
29	29	1/4	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
29	29	1/2	V43/IV		Db	V		V43/IV	V		43		IV		Mm7	0	0	1, -2, 0, 4		0.0	1.0
30	30	0	IV6	I.I6	Db	V		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
30	30	1/4	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
30	30	1/2	V(64)		Db	V		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
30	30	3/4	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
31	31	0	V2/ii		Db	V		V2/ii	V		2		ii		Mm7	0	0	1, 3, 7, 4		3.0	1.0
31	31	3/16	V65/ii		Db	V		V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3.0	7.0
31	31	1/4	ii		Db	V		ii	ii						m	0	0	2, -1, 3		2.0	2.0
31	31	1/2	V/ii		Db	V		V/ii	V				ii		M	0	0	3, 7, 4		3.0	3.0
31	31	5/8	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
31	31	3/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
31	31	13/16	vi65		Db	V		vi65	vi		65				mm7	0	0	0, 4, 1, 3		3.0	0.0
31	31	7/8	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
32	32	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
32	32	1/2	V6		Db	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
32	32	3/4	V7		Db	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
33	33	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
33	33	1/16	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
33	33	5/16	vi64		Db	V		vi64	vi		64				m	0	0	4, 3, 0		3.0	4.0
33	33	1/2	V/vi		Db	V		V/vi	V				vi		M	0	0	4, 8, 5		4.0	4.0
33	33	9/16	V2/VII		Db	V		V2/VII	V		2		VII		Mm7	0	0	4, 6, 10, 7		6.0	4.0
33	33	3/4	V2/vi		Db	V		V2/vi	V		2		vi		Mm7	0	0	2, 4, 8, 5		4.0	2.0
33	33	15/16	V65/vi		Db	V		V65/vi	V		65		vi		Mm7	0	0	8, 5, 2, 4		4.0	8.0
34	34	0	V7/ii		Db	V		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3.0	3.0
34	34	1/2	V/V		Db	V		V/V	V				V		M	0	0	2, 6, 3		2.0	2.0
34	34	7/8	V2/V		Db	V		V2/V	V		2		V		Mm7	0	0	0, 2, 6, 3		2.0	0.0
35	35	0	V6(6)		Db	V		V6(6)	V		6	6			M	0	0	5, 4, 1		1.0	5.0
35	35	1/16	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
35	35	1/2	V7/V		Db	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
36	36	0	V7(b2)/V		Db	V		V7(b2)/V	V		7	b2	V		Mm7	0	0	-3, 6, 3, 0		2.0	-3.0
36	36	1/2	V7/V		Db	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
37	37	0	V7(b2)/V		Db	V		V7(b2)/V	V		7	b2	V		Mm7	0	0	-3, 6, 3, 0		2.0	-3.0
37	37	1/2	V7/V		Db	V		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
37	37	3/4	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
38	38	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
38	38	1/2	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
38	38	3/4	V43		Db	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
39	39	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
39	39	1/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
39	39	1/2	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
39	39	5/8	viio64		Db	V		viio64	vii	o	64				o	0	0	-1, 5, 2		5.0	-1.0
39	39	3/4	vi		Db	V		vi	vi						m	0	0	3, 0, 4		3.0	3.0
39	39	7/8	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
40	40	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
40	40	1/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
40	40	1/2	ii		Db	V		ii	ii						m	0	0	2, -1, 3		2.0	2.0
40	40	5/8	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
40	40	3/4	V2		Db	V		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
41	41	0	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
41	41	1/4	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
41	41	1/2	IV		Db	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
41	41	5/8	viio64		Db	V		viio64	vii	o	64				o	0	0	-1, 5, 2		5.0	-1.0
41	41	3/4	IV6		Db	V		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
41	41	7/8	V65		Db	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
42	42	0	V7/ii		Db	V		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3.0	3.0
42	42	1/8	vii%7/V		Db	V		vii%7/V	vii	%	7		V		%7	0	0	6, 5, 12, 4		6.0	6.0
42	42	3/16	V6		Db	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
42	42	1/4	iii		Db	V		iii	iii						m	0	0	4, 1, 5		4.0	4.0
42	42	3/8	I64		Db	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
42	42	1/2	vi		Db	V		vi	vi						m	0	0	3, 0, 4		3.0	3.0
42	42	5/8	V65/V		Db	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2.0	6.0
42	42	7/8	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
43	43	0	V.ii7		Db	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2.0	2.0
43	43	1/8	vii%7		Db	V		vii%7	vii	%	7				%7	0	0	5, 4, 11, 3		5.0	5.0
43	43	3/16	I6		Db	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
43	43	3/8	I64		Db	V		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
43	43	1/2	ii65		Db	V		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
43	43	5/8	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
43	43	3/4	i		Db	V		i	i						m	0	0	0, -3, 1		0.0	0.0
43	43	7/8	V6/V		Db	V		V6/V	V		6		V		M	0	0	6, 3, 2		2.0	6.0
44	44	0	I.ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
44	44	1/8	V6		Db	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
44	44	1/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
44	44	1/2	ii6		Db	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
44	44	5/8	V7		Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
44	44	3/4	I\\		Db	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
45	45	0	V.ii		Db	V		ii	ii						m	0	0	2, -1, 3		2.0	2.0
45	45	1/8	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
45	45	1/4	I		Db	V		I	I						M	0	0	0, 4, 1		0.0	0.0
45	45	1/2	V		Db	V		V	V						M	0	0	1, 5, 2		1.0	1.0
45	45	3/4	I.V7		Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
46	46	0	I64		Db	I		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
46	46	1/4	I6		Db	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
46	46	1/2	V2		Db	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
46	46	5/8	V7		Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
46	46	3/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
47	47	1/2	V7		Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
47	47	3/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
48	48	0	V43/ii		Db	I		V43/ii	V		43		ii		Mm7	0	0	4, 1, 3, 7		3.0	4.0
48	48	1/4	ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
48	48	1/2	V65/IV		Db	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0.0	4.0
49	49	0	@none		Db	I		@none	@none						m	0	0				
49	49	1/2	V7		Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
49	49	3/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
50	50	0	ii6		Db	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
50	50	1/4	I6		Db	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
50	50	1/2	IV		Db	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
50	50	5/8	V		Db	I		V	V						M	0	0	1, 5, 2		1.0	1.0
50	50	3/4	I6		Db	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
50	50	7/8	I64		Db	I		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
51	51	0	ii6		Db	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
51	51	1/8	V65		Db	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
51	51	1/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
51	51	3/8	I6		Db	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
51	51	1/2	ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
51	51	5/8	V6		Db	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
51	51	3/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
51	51	7/8	I64		Db	I		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
52	52	0	ii		Db	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
52	52	1/8	V43		Db	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
52	52	1/4	I		Db	I		I	I						M	0	0	0, 4, 1		0.0	0.0
52	52	3/8	V6/vi		Db	I		V6/vi	V		6		vi		M	0	0	8, 5, 4		4.0	8.0
53	53	0	VI.V7		Db	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
53	53	1/4	I		Db	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
53	53	1/2	V43		Db	VI		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
53	53	3/4	I6		Db	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
53	53	13/16	IV6		Db	VI		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
53	53	7/8	V7		Db	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
53	53	15/16	V65		Db	VI		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
54	54	0	I		Db	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
54	54	1/16	viio6		Db	VI		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
54	54	1/8	I6		Db	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
54	54	3/16	viio43		Db	VI		viio43	vii	o	43				o7	0	0	-1, -4, 5, 2		5.0	-1.0
54	54	1/4	viio7(b4)/ii		Db	VI		viio7(b4)/ii	vii	o	7	b4	ii		o7	0	0	0, -8, -6, -9		0.0	0.0
54	54	5/16	V65/V		Db	VI		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2.0	6.0
54	54	3/8	V(64)		Db	VI		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
54	54	7/16	V		Db	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
54	54	1/2	V(+b9)		Db	VI		V(+b9)	V			+b9			M	0	0	1, 5, 2	-4	1.0	1.0
55	55	0	V		Db	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
55	55	1/2	V7/V		Db	VI		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
56	56	0	V		Db	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
56	56	1/2	V(64)		Db	VI		V(64)	V			64			M	0	0	1, 0, 4		1.0	1.0
56	56	3/4	V7		Db	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
57	57	0	I		Db	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
57	57	1/4	I6		Db	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
57	57	1/2	V43		Db	VI		V43	V		43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
57	57	5/8	I6		Db	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
57	57	3/4	V2		Db	VI		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
57	57	7/8	I6		Db	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
58	58	0	vi.iv		Db	vi		iv	iv						m	0	1	-1, -4, 0		-1.0	-1.0
58	58	1/4	iv6		Db	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
59	58	1/2	iv6		Db	vi		iv6	iv		6				m	0	1	-4, 0, -1		-1.0	-4.0
