mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	7.0	0	1/2	3/4	4	1		G.I	G	I		I		I							M	0	0	0, 4, 1		0	0
4	3	7	7	2.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	9	9	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
5	4	10	10	1.0	0	0	3/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
5	4	11	11	2.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
6	5	13	13	4.0	0	0	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	17	17	1.0	1/4	1/4	3/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	18	18	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
8	7	19	19	2.0	0	0	3/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	21	21	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	22	22	2.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
10	8	24	24	1.0	0	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
11	9	25	25	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
12	10	28	28	3.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
13	11	31	31	6.0	0	0	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
15	13	37	37	2.0	0	0	3/4	4	1		V7(+9)/IV	G	I		V7(+9)/IV		V		7	+9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
15	13	39	39	0.5	1/2	1/2	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
15	13	79/2	79/2	0.5	5/8	5/8	3/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	40	40	0.5	0	0	3/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	14	81/2	81/2	0.5	1/8	1/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
16	14	41	41	1.5	1/4	1/4	3/4	4	1		V7/IV	G	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
16	14	85/2	85/2	0.5	5/8	5/8	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	15	43	43	2.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
17	15	91/2	91/2	0.5	5/8	5/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
18	16	46	46	1.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	47	47	1.0	1/4	1/4	3/4	4	1		V\\	G	I		V		V						\\	M	0	0	1, 5, 2		1	1
18	16	48	48	7.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
21	19	55	55	2.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	19	57	57	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
22	20	58	58	1.0	0	0	3/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	20	59	59	2.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
23	21	61	61	3.0	0	0	3/4	4	1		viio64	G	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
24	22	64	64	3.0	0	0	3/4	4	1		#viio/vi	G	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
25	23	67	67	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
26	24	70	70	3.0	0	0	3/4	4	1		V(64)/vi	G	I		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
27	25	73	73	0.5	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
