mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
63	62	1/4	1/4	2/2	1	1	iii64			dcml	c#	VI		iii64		iii		64					m	1	0	5, 4, 1		4	5
63	62	1/2	1/2	2/2	1	1	V7	-1.16119	-2.11294	dcml	c#	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
63	62	5/8	5/8	2/2	1	1	V(64)			dcml	c#	VI		V(64)		V			64				M	1	0	1, 0, 4		1	1
63	62	3/4	3/4	2/2	1	1	V7	2.8373	-2.17423	dcml	c#	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	63	0	0	2/2	1	1	I[I			dcml	c#	VI	I	I		I							M	1	0	0, 4, 1		0	0
64	63	1/2	1/2	2/2	1	1	viio7/iii	-1.2477	-6.95078	dcml	c#	VI		viio7/iii		vii	o	7		iii			o7	1	0	2, -1, -4, -7		2	2
65	64	0	0	2/2	1	1	IV(#2)	-1.72007	-7.03647	dcml	c#	VI		IV(#2)		IV			#2				M	1	0	-1, 8, 0		-1	-1
65	64	1/2	1/2	2/2	1	1	IV	0.587151	-6.46327	dcml	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
66	65	0	0	2/2	1	1	I(6#4#2)	0	-6.40245	dcml	c#	VI		I(6#4#2)		I			6#4#2				M	1	0	0, 9, 6		0	0
66	65	1/4	1/4	2/2	1	1	I	1.54127	-5.87612	dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
66	65	1/2	1/2	2/2	1	1	viio7/iii]	0	-7.19442	dcml	c#	VI		viio7/iii		vii	o	7		iii	]		o7	1	0	2, -1, -4, -7		2	2
67	66	0	0	2/2	1	1	V6	-0.229556	-6.1729	dcml	c#	VI		V6		V		6					M	1	0	5, 2, 1		1	5
67	66	1/4	1/4	2/2	1	1	V65	0	-6.92825	dcml	c#	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
67	66	1/2	1/2	2/2	1	1	I			dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
67	66	3/4	3/4	2/2	1	1	I(42)	0	-5.25467	dcml	c#	VI		I(42)		I			42				M	1	0	2, -1, 1		0	2
68	67	0	0	2/2	1	1	I	0	-4.33645	dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
68	67	3/4	3/4	2/2	1	1	V6	0	-6.28767	dcml	c#	VI		V6		V		6					M	1	0	5, 2, 1		1	5
69	68	0	0	2/2	1	1	I(4)	0.114778	-6.40245	dcml	c#	VI		I(4)		I			4				M	1	0	0, -1, 1		0	0
69	68	1/4	1/4	2/2	1	1	I	-0.114778	-6.40245	dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
70	69	0	0	2/2	1	1	IV6	-0.229556	-5.36945	dcml	c#	VI		IV6		IV		6					M	1	0	3, 0, -1		-1	3
71	70	0	0	2/2	1	1	vii(4)	0	-5.36945	dcml	c#	VI		vii(4)		vii			4				m	1	0	5, 4, 6		5	5
71	70	1/4	1/4	2/2	1	1	vii	1.2477	-5.14218	dcml	c#	VI		vii		vii							m	1	0	5, 2, 6		5	5
72	71	0	0	2/2	1	1	iii6	0	-4.10689	dcml	c#	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
72	71	3/4	3/4	2/2	1	1	V2	0.114778	-4.22167	dcml	c#	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
73	72	0	0	2/2	1	1	I	0	-3.61824	dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
73	72	1/4	1/4	2/2	1	1	ii7			dcml	c#	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
73	72	1/2	1/2	2/2	1	1	ii2			dcml	c#	VI		ii2		ii		2					mm7	1	0	0, 2, -1, 3		2	0
73	72	3/4	3/4	2/2	1	1	V2/IV	-1.10091	-2.5	dcml	c#	VI		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
74	73	0	0	2/2	1	1	IV\\			dcml	c#	VI		IV		IV						\\	M	1	0	-1, 3, 0		-1	-1
75	74	0	0	2/2	1	1	IV			dcml	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
77	76	0	0	2/2	1	1	V65/IV			dcml	c#	VI		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
78	77	0	0	2/2	1	1	vi6			dcml	c#	VI		vi6		vi		6					m	1	0	0, 4, 3		3	0
79	78	0	0	2/2	1	1	ii			dcml	c#	VI		ii		ii							m	1	0	2, -1, 3		2	2
79	78	1/2	1/2	2/2	1	1	V65/IV			dcml	c#	VI		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
80	79	0	0	2/2	1	1	IV			dcml	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
81	80	0	0	2/2	1	1	I6			dcml	c#	VI		I6		I		6					M	1	0	4, 1, 0		0	4
81	80	1/2	1/2	2/2	1	1	V2			dcml	c#	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
82	81	0	0	2/2	1	1	I			dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
82	81	3/4	3/4	2/2	1	1	i.V7	0	-4.33645	dcml	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	82	0	0	2/2	1	1	VI2	-0.78049	-2.30488	dcml	c#	i		VI2		VI		2					Mm7	1	1	-6, -4, 0, -3		-4	-6
83	82	1/4	1/4	2/2	1	1	i6			dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
83	82	3/4	3/4	2/2	1	1	V65			dcml	c#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
84	83	0	0	2/2	1	1	V7(4)			dcml	c#	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
84	83	1/4	1/4	2/2	1	1	V43	0	-3.64778	dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
84	83	1/2	1/2	2/2	1	1	i	0	-4.10689	dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
84	83	3/4	3/4	2/2	1	1	V65	0	-3.87734	dcml	c#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
85	84	0	0	2/2	1	1	i	0	-3.30345	dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
85	84	1/4	1/4	2/2	1	1	i6	0	-3.67267	dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
85	84	1/2	1/2	2/2	1	1	V43			dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
85	84	3/4	3/4	2/2	1	1	i			dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
86	85	0	0	2/2	1	1	V43			dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
87	86	0	0	2/2	1	1	i6			dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
88	87	0	0	2/2	1	1	V7	0	-4.91034	dcml	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
89	88	0	0	2/2	1	1	i	0.114778	-6.05812	dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
89	88	1/2	1/2	2/2	1	1	V43	0.114778	-5.94334	dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
89	88	3/4	3/4	2/2	1	1	i6	0	-3.99211	dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
90	89	0	0	2/2	1	1	V6/iv	-0.229556	-4.45123	dcml	c#	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
90	89	1/4	1/4	2/2	1	1	V65/iv	0	-5.36945	dcml	c#	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
90	89	1/2	1/2	2/2	1	1	iv	0.114778	-5.71378	dcml	c#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
90	89	3/4	3/4	2/2	1	1	V43/iv	-0.114778	-5.48423	dcml	c#	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
91	90	0	0	2/2	1	1	iv6	0	-4.28606	dcml	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
91	90	1/4	1/4	2/2	1	1	.Ger6	-1.50971	-3.66987	dcml	c#	i		Ger6	Ger	vii	o	65	b3	V			M	1	1	-4, 0, -3, 6		6	-4
91	90	1/2	1/2	2/2	1	1	V(64)			dcml	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
91	90	7/8	7/8	2/2	1	1	V7			dcml	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
92	91	1/2	1/2	2/2	1	1	i	-0.229556	-5.13989	dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
93	92	0	0	2/2	1	1	i6			dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
93	92	1/2	1/2	2/2	1	1	V			dcml	c#	i		V		V							M	1	1	1, 5, 2		1	1
93	92	3/4	3/4	2/2	1	1	V7			dcml	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
94	93	0	0	2/2	1	1	V65			dcml	c#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
94	93	1/2	1/2	2/2	1	1	iv.V	0	-4.45123	dcml	c#	iv		V		V							M	1	1	1, 5, 2		1	1
95	94	0	0	2/2	1	1	III+	0	-4.33645	dcml	c#	iv		III+		III	+						+	1	1	-3, 1, 5		-3	-3
95	94	1/2	1/2	2/2	1	1	i6	-0.459112	-5.36945	dcml	c#	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
96	95	0	0	2/2	1	1	VI6	0	-5.36945	dcml	c#	iv		VI6		VI		6					M	1	1	0, -3, -4		-4	0
96	95	1/4	1/4	2/2	1	1	VI64	0.114778	-5.59901	dcml	c#	iv		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
96	95	1/2	1/2	2/2	1	1	iio	0.229556	-6.28767	dcml	c#	iv		iio		ii	o						o	1	1	2, -1, -4		2	2
96	95	3/4	3/4	2/2	1	1	iv64	-0.114778	-5.36945	dcml	c#	iv		iv64		iv		64					m	1	1	0, -1, -4		-1	0
97	96	0	0	2/2	1	1	viio65	-0.114778	-5.36945	dcml	c#	iv		viio65		vii	o	65					o7	1	1	-5, -8, -11, -2		-2	-5
97	96	1/4	1/4	2/2	1	1	III6	0.114778	-5.59901	dcml	c#	iv		III6		III		6					M	1	1	1, -2, -3		-3	1
97	96	1/2	1/2	2/2	1	1	V43	0	-5.02512	dcml	c#	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
98	97	0	0	2/2	1	1	i(2)			dcml	c#	iv		i(2)		i			2				m	1	1	2, -3, 1		0	2
98	97	1/4	1/4	2/2	1	1	i			dcml	c#	iv		i		i							m	1	1	0, -3, 1		0	0
98	97	1/2	1/2	2/2	1	1	VI			dcml	c#	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
98	97	3/4	3/4	2/2	1	1	VI6			dcml	c#	iv		VI6		VI		6					M	1	1	0, -3, -4		-4	0
99	98	0	0	2/2	1	1	VI6			dcml	c#	iv		VI6		VI		6					M	1	1	0, -3, -4		-4	0
99	98	1/4	1/4	2/2	1	1	V7			dcml	c#	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
99	98	1/2	1/2	2/2	1	1	i			dcml	c#	iv		i		i							m	1	1	0, -3, 1		0	0
99	98	3/4	3/4	2/2	1	1	V6			dcml	c#	iv		V6		V		6					M	1	1	5, 2, 1		1	5
100	99	0	0	2/2	1	1	V43			dcml	c#	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
100	99	1/2	1/2	2/2	1	1	i			dcml	c#	iv		i		i							m	1	1	0, -3, 1		0	0
101	100	0	0	2/2	1	1	i.#viio7			dcml	c#	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
102	101	0	0	2/2	1	1	i			dcml	c#	i		i		i							m	1	1	0, -3, 1		0	0
103	102	0	0	2/2	1	1	#viio2			dcml	c#	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
104	103	1/2	1/2	2/2	1	1	V(64)	-0.114778	-4.79556	dcml	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
104	103	3/4	3/4	2/2	1	1	V7			dcml	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
105	104	0	0	2/2	1	1	#viio43			dcml	c#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
105	104	1/2	1/2	2/2	1	1	iv6(7)	0.229556	-4.79556	dcml	c#	i		iv6(7)		iv		6	7				m	1	1	-4, 0, -3		-1	-4
105	104	3/4	3/4	2/2	1	1	iv6			dcml	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
106	105	0	0	2/2	1	1	V43(7)/iv	0	-3.99211	dcml	c#	i		V43(7)/iv		V		43	7	iv			Mm7	1	1	1, -2, 0, 4		0	1
106	105	1/4	1/4	2/2	1	1	V43/iv	0.114778	-4.22167	dcml	c#	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
106	105	1/2	1/2	2/2	1	1	iv	0.114778	-4.91034	dcml	c#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
106	105	3/4	3/4	2/2	1	1	V2			dcml	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
107	106	0	0	2/2	1	1	i6			dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
107	106	1/2	1/2	2/2	1	1	iv(4)	0	-5.02512	dcml	c#	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
107	106	3/4	3/4	2/2	1	1	iv			dcml	c#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
108	107	0	0	2/2	1	1	V2/bII	0	-5.36945	dcml	c#	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
108	107	1/2	1/2	2/2	1	1	.bII6	-0.166761	-6.3535	dcml	c#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
109	108	0	0	2/2	1	1	V2			dcml	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
109	108	1/2	1/2	2/2	1	1	i6			dcml	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
109	108	3/4	3/4	2/2	1	1	V2/vii			dcml	c#	i		V2/vii		V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3
110	109	1/2	1/2	2/2	1	1	V43	-2.53659	-4.64635	dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
111	110	0	0	2/2	1	1	V43			dcml	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
111	110	1/2	1/2	2/2	1	1	i(4)			dcml	c#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
111	110	3/4	3/4	2/2	1	1	V/iv			dcml	c#	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
112	111	0	0	2/2	1	1	V6/iv	0	-4.39763	dcml	c#	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
112	111	1/2	1/2	2/2	1	1	iv	0.114778	-5.59901	dcml	c#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
113	112	0	0	2/2	1	1	.bII(#2)	0	-6.74679	dcml	c#	i		bII(#2)		bII			#2				M	1	1	-5, 4, -4		-5	-5
113	112	1/2	1/2	2/2	1	1	iv64	0	-5.58753	dcml	c#	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
113	112	3/4	3/4	2/2	1	1	#viio7	0.0667973	-6.24065	dcml	c#	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
114	113	0	0	2/2	1	1	.Ger6	-0.114778	-4.91034	dcml	c#	i		Ger6	Ger	vii	o	65	b3	V			M	1	1	-4, 0, -3, 6		6	-4
115	114	0	0	2/2	1	1	I	0	-4.10689	dcml	c#	i		I		I							M	1	1	0, 4, 1		0	0
115	114	3/4	3/4	2/2	1	1	.Ger6	-0.114778	-5.59901	dcml	c#	i		Ger6	Ger	vii	o	65	b3	V			M	1	1	-4, 0, -3, 6		6	-4
117	116	0	0	2/2	1	1	I[I	0	-4.10689	dcml	c#	i	I	I		I							M	1	1	0, 4, 1		0	0
117	116	3/4	3/4	2/2	1	1	#viio43	0	-4.566	dcml	c#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
118	117	1/2	1/2	2/2	1	1	I	0	-4.79556	dcml	c#	i		I		I							M	1	1	0, 4, 1		0	0
118	117	3/4	3/4	2/2	1	1	#viio2	0	-4.91034	dcml	c#	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
119	118	0	0	2/2	1	1	I	0.114778	-3.18867	dcml	c#	i		I		I							M	1	1	0, 4, 1		0	0
119	118	1/4	1/4	2/2	1	1	#viio2	0	-5.25467	dcml	c#	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
119	118	1/2	1/2	2/2	1	1	I			dcml	c#	i		I		I							M	1	1	0, 4, 1		0	0
122	120	0	0	2/2	1	1	I\\	0	-3.76256	dcml	c#	i		I		I						\\	M	1	1	0, 4, 1		0	0
