mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	3/4	4	1	D.I	D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	1	1	2.0	0	0	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	3	3	1.0	1/2	1/2	3/4	4	1	I+	D	I		I+		I	+						+	0	0	0, 4, 8		0	0
3	2	4	4	2.0	0	0	3/4	4	1	IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	2	6	6	1.0	1/2	1/2	3/4	4	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	7	7	1.0	0	0	3/4	4	1	V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
4	3	8	8	1.0	1/4	1/4	3/4	4	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	9	9	1.0	1/2	1/2	3/4	4	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	10	10	1.0	0	0	3/4	4	1	V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	4	11	11	2.0	1/4	1/4	3/4	4	1	V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
6	5	13	13	3.0	0	0	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
7	6	16	16	1.0	0	0	3/4	4	1	vi(6)	D	I		vi(6)		vi			6				m	0	0	3, 0, -1		3	3
7	6	17	17	1.0	1/4	1/4	3/4	4	1	vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
7	6	18	18	1.0	1/2	1/2	3/4	4	1	iii.#viio43	D	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
8	7	19	19	1.0	0	0	3/4	4	1	i6	D	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
8	7	20	20	1.0	1/4	1/4	3/4	4	1	i	D	iii		i		i							m	0	1	0, -3, 1		0	0
8	7	21	21	0.5	1/2	1/2	3/4	4	1	V7(6)	D	iii		V7(6)		V		7	6				Mm7	0	1	1, 5, -3, -1		1	1
8	7	43/2	43/2	0.5	5/8	5/8	3/4	4	1	V7	D	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
9	8	22	22	2.0	0	0	3/4	4	1	i\\	D	iii		i		i						\\	m	0	1	0, -3, 1		0	0
10	8	24	24	2.0	0	1/2	3/4	4	1	IV.V7/vi	D	IV		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
11	9	26	26	1.0	1/4	1/4	3/4	4	1	V(64)/vi	D	IV		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
11	9	27	27	1.0	1/2	1/2	3/4	4	1	V2/vi	D	IV		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
12	10	28	28	2.0	0	0	3/4	4	1	vi6	D	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
12	10	30	30	1.0	1/2	1/2	3/4	4	1	vi	D	IV		vi		vi							m	0	0	3, 0, 4		3	3
13	11	31	31	1.0	0	0	3/4	4	1	V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	11	32	32	1.0	1/4	1/4	3/4	4	1	V(6)	D	IV		V(6)		V			6				M	0	0	1, 5, 4		1	1
13	11	33	33	1.0	1/2	1/2	3/4	4	1	V7(+9)	D	IV		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
14	12	34	34	3.0	0	0	3/4	4	1	V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	13	37	37	2.0	0	0	3/4	4	1	I	D	IV		I		I							M	0	0	0, 4, 1		0	0
15	13	39	39	1.0	1/2	1/2	3/4	4	1	I+	D	IV		I+		I	+						+	0	0	0, 4, 8		0	0
16	14	40	40	2.0	0	0	3/4	4	1	IV	D	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	14	42	42	1.0	1/2	1/2	3/4	4	1	ii6	D	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
17	15	43	43	1.0	0	0	3/4	4	1	V2(4)	D	IV		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
17	15	44	44	1.0	1/4	1/4	3/4	4	1	V2	D	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	15	45	45	1.0	1/2	1/2	3/4	4	1	I6	D	IV		I6		I		6					M	0	0	4, 1, 0		0	4
18	16	46	46	1.0	0	0	3/4	4	1	V(64)	D	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	47	47	1.0	1/4	1/4	3/4	4	1	V\\	D	IV		V		V						\\	M	0	0	1, 5, 2		1	1
18	16	48	48	1.0	1/2	1/2	3/4	4	1	V+6	D	IV		V+6		V	+	6					+	0	0	5, 9, 1		1	5
19	17	49	49	2.0	0	0	3/4	4	1	I(4)	D	IV		I(4)		I			4				M	0	0	0, -1, 1		0	0
19	17	51	51	1.0	1/2	1/2	3/4	4	1	V43/V	D	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
20	18	52	52	1.0	0	0	3/4	4	1	V6(2)	D	IV		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
20	18	53	53	1.0	1/4	1/4	3/4	4	1	V6	D	IV		V6		V		6					M	0	0	5, 2, 1		1	5
20	18	54	54	1.0	1/2	1/2	3/4	4	1	I.V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	19	55	55	1.0	0	0	3/4	4	1	I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
21	19	56	56	1.0	1/4	1/4	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
21	19	57	57	1.0	1/2	1/2	3/4	4	1	ii7	D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
22	20	58	58	3.0	0	0	3/4	4	1	#viio7/iii	D	I		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
23	21	61	61	3.0	0	0	3/4	4	1	I6(#4)	D	I		I6(#4)		I		6	#4				M	0	0	4, 6, 0		0	4
24	22	64	64	2.0	0	0	3/4	4	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
24	22	66	66	4.0	1/2	1/2	3/4	4	1	I+6	D	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
26	24	70	70	3.0	0	0	3/4	4	1	IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
27	25	73	73	3.0	0	0	3/4	4	1	Ger6/vi	D	I		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
28	26	76	76	6.0	0	0	3/4	4	1	V/vi\\	D	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
30	28	82	82	3.0	0	0	3/4	4	1	ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
31	29	85	85	3.0	0	0	3/4	4	1	V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
32	30	88	88	2.0	0	0	3/4	4	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	30	90	90	1.0	1/2	1/2	3/4	4	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	31	91	91	2.0	0	0	3/4	4	1	ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
33	31	93	93	1.0	1/2	1/2	3/4	4	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	32	94	94	3.0	0	0	3/4	4	1	V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	33	97	97	3.0	0	0	3/4	4	1	I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
36	34	100	100	3.0	0	0	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
37	35	103	103	5.0	0	0	3/4	4	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	36	108	108	1.0	1/2	1/2	3/4	4	1	V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	37	109	109	1.0	0	0	3/4	4	1	I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
39	37	110	110	2.0	1/4	1/4	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
40	38	112	112	2.0	0	0	3/4	4	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
40	38	114	114	1.0	1/2	1/2	3/4	4	1	V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
41	39	115	115	1.0	0	0	3/4	4	1	V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii			M	0	0	7, 4, -2		3	7
41	39	116	116	5.0	1/4	1/4	3/4	4	1	V6/ii	D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
43	41	121	121	2.0	0	0	3/4	4	1	ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
43	41	123	123	1.0	1/2	1/2	3/4	4	1	viio65/ii	D	I		viio65/ii		vii	o	65		ii			o7	0	0	-3, -6, -9, 0		0	-3
44	42	124	124	2.0	0	0	3/4	4	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
44	42	126	126	1.0	1/2	1/2	3/4	4	1	viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	43	127	127	1.0	0	0	3/4	4	1	V[V64	D	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
45	43	128	128	2.0	1/4	1/4	3/4	4	1	I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
46	44	130	130	1.0	0	0	3/4	4	1	V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
46	44	131	131	1.0	1/4	1/4	3/4	4	1	vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
46	44	132	132	1.0	1/2	1/2	3/4	4	1	IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	45	133	133	1.0	0	0	3/4	4	1	iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
47	45	134	134	1.0	1/4	1/4	3/4	4	1	IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	45	135	135	1.0	1/2	1/2	3/4	4	1	ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	46	136	136	1.0	0	0	3/4	4	1	I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
48	46	137	137	1.0	1/4	1/4	3/4	4	1	ii6]	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	46	138	138	1.0	1/2	1/2	3/4	4	1	#viio7/vi	D	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
49	47	139	139	3.0	0	0	3/4	4	1	vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
50	48	142	142	3.0	0	0	3/4	4	1	V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
51	49	145	145	3.0	0	0	3/4	4	1	V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
52	50	148	148	1.0	0	0	3/4	4	1	V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	50	149	149	1.0	1/4	1/4	3/4	4	1	I64]	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
52	50	150	150	1.0	1/2	1/2	3/4	4	1	#viio/vi	D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
53	51	151	151	3.0	0	0	3/4	4	1	vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
54	52	154	154	3.0	0	0	3/4	4	1	V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
55	53	157	157	3.0	0	0	3/4	4	1	V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
56	54	160	160	3.0	0	0	3/4	4	1	V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	55	163	163	3.0	0	0	3/4	4	1	I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
58	56	166	166	2.0	0	0	3/4	4	1	V2]	D	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	56	168	168	1.0	1/2	1/2	3/4	4	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	57	169	169	1.0	0	0	3/4	4	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	57	170	170	1.0	1/4	1/4	3/4	4	1	IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
59	57	171	171	1.0	1/2	1/2	3/4	4	1	I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
60	58	172	172	1.0	0	0	3/4	4	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
