mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	7.0	0	1/2	3/4	4	1		G.I	G	I		I		I							M	0	0	0, 4, 1		0	0
4	3	7	2.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	9	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
5	4	10	1.0	0	0	3/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
5	4	11	2.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
6	5	13	4.0	0	0	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	17	1.0	1/4	1/4	3/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	18	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
8	7	19	2.0	0	0	3/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	21	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	22	2.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
10	9	24	1.0	0	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
11	10	25	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
12	11	28	3.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
13	12	31	8.0	0	0	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
15	14	39	0.5	1/2	1/2	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
15	14	79/2	0.5	5/8	5/8	3/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	40	0.5	0	0	3/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	81/2	0.5	1/8	1/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
16	15	41	1.5	1/4	1/4	3/4	4	1		V7/IV	G	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
16	15	85/2	0.5	5/8	5/8	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	16	43	2.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
17	16	91/2	0.5	5/8	5/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
18	17	46	1.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	17	47	1.0	1/4	1/4	3/4	4	1		V\\	G	I		V		V						\\	M	0	0	1, 5, 2		1	1
18	17	48	7.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
21	20	55	2.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	20	57	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
22	21	58	1.0	0	0	3/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	21	59	2.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
23	22	61	3.0	0	0	3/4	4	1		viio64	G	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
24	23	64	3.0	0	0	3/4	4	1		#viio/vi	G	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
25	24	67	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
26	25	70	3.0	0	0	3/4	4	1		V(64)/vi	G	I		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
27	26	73	0.5	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
27	26	147/2	2.0	1/8	1/8	3/4	4	1		#viio/V	G	I		#viio/V		#vii	o			V			o	0	0	6, 3, 0		6	6
27	26	151/2	0.5	5/8	5/8	3/4	4	1		IV.I	G	IV		I		I							M	0	0	0, 4, 1		0	0
28	27	76	1.0	0	0	3/4	4	1		V6	G	IV		V6		V		6					M	0	0	5, 2, 1		1	5
28	27	77	1.0	1/4	1/4	3/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	27	78	0.5	1/2	1/2	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
28	27	157/2	0.5	5/8	5/8	3/4	4	1		V43	G	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	28	79	3.0	0	0	3/4	4	1		I\\	G	IV		I		I						\\	M	0	0	0, 4, 1		0	0
30	29	82	3.0	0	0	3/4	4	1		I.ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	30	85	2.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	87	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	88	3.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
33	32	91	2.5	0	0	3/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	32	187/2	0.5	5/8	5/8	3/4	4	1		V7(#5)	G	I		V7(#5)		V		7	#5				Mm7	0	0	1, 5, 9, -1		1	1
34	33	94	2.5	0	0	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
34	33	193/2	0.5	5/8	5/8	3/4	4	1		I+6	G	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
35	34	97	0.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	34	195/2	0.5	1/8	1/8	3/4	4	1		V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
