mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	3/4	4/4	4	1		c.i	c	i		i		i							m	1	1	0, -3, 1		0	0
2	1	1	1	3.0	0	0	4/4	4	1		i[i	c	i	i	i		i							m	1	1	0, -3, 1		0	0
2	1	4	4	0.5	3/4	3/4	4/4	4	1		#viio64(4)	c	i	i	#viio64(4)		#vii	o	64	4				o	1	1	-1, 5, -3		5	-1
2	1	9/2	9/2	0.5	7/8	7/8	4/4	4	1		#viio64	c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
3	2	5	5	2.0	0	0	4/4	4	1		#viio2	c	i	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
3	2	7	7	2.0	1/2	1/2	4/4	4	1		i6	c	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	9	9	3.0	0	0	4/4	4	1		iv6	c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	12	12	0.5	3/4	3/4	4/4	4	1		#iiio64(4)	c	i	i	#iiio64(4)		#iii	o	64	4				o	1	1	-2, 4, -4		4	-2
4	3	25/2	25/2	0.5	7/8	7/8	4/4	4	1		#iiio64	c	i	i	#iiio64		#iii	o	64					o	1	1	-2, 4, 1		4	-2
5	4	13	13	2.0	0	0	4/4	4	1		#iiio2	c	i	i	#iiio2		#iii	o	2					o7	1	1	-5, 4, 1, -2		4	-5
5	4	15	15	3.0	1/2	1/2	4/4	4	1		iv6	c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
6	5	18	18	2.0	1/4	1/4	4/4	4	1		iio6	c	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
6	5	20	20	1.0	3/4	3/4	4/4	4	1		i64	c	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
7	6	21	21	0.5	0	0	4/4	4	1		#viio64	c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
7	6	43/2	43/2	2.5	1/8	1/8	4/4	4	1		#viio7	c	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
7	6	24	24	1.0	3/4	3/4	4/4	4	1		i]	c	i	i	i		i							m	1	1	0, -3, 1		0	0
8	7	25	25	0.5	0	0	4/4	4	1		ii6(2)	c	i		ii6(2)		ii		6	2				m	1	1	-1, 3, -3		2	-1
8	7	51/2	51/2	0.5	1/8	1/8	4/4	4	1		ii6	c	i		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
8	7	26	26	1.0	1/4	1/4	4/4	4	1		VI7	c	i		VI7		VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
8	7	27	27	1.0	1/2	1/2	4/4	4	1		#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
8	7	28	28	1.0	3/4	3/4	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	29	29	1.5	0	0	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	8	61/2	61/2	0.5	3/8	3/8	4/4	4	1		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	31	31	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
10	9	33	33	0.5	0	0	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	67/2	67/2	2.5	1/8	1/8	4/4	4	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
10	9	36	36	1.5	3/4	3/4	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	10	75/2	75/2	2.5	1/8	1/8	4/4	4	1		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	10	40	40	1.0	3/4	3/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
12	11	41	41	1.0	0	0	4/4	4	1		ii%65(2)	c	i		ii%65(2)		ii	%	65	2				%7	1	1	-1, -4, 0, -3		2	-1
12	11	42	42	1.0	1/4	1/4	4/4	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
12	11	43	43	1.0	1/2	1/2	4/4	4	1		ii%43	c	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
12	11	44	44	1.0	3/4	3/4	4/4	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
13	12	45	45	1.0	0	0	4/4	4	1		V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
13	12	46	46	1.0	1/4	1/4	4/4	4	1		Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
13	12	47	47	1.0	1/2	1/2	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
13	12	48	48	1.0	3/4	3/4	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	13	49	49	2.0	0	0	4/4	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
14	13	51	51	2.0	1/2	1/2	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
15	14	53	53	1.0	0	0	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
15	14	54	54	1.0	1/4	1/4	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
15	14	55	55	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
16	15	57	57	2.0	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
16	15	59	59	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	61	61	1.0	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
17	16	62	62	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	63	63	2.0	1/2	1/2	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
18	17	65	65	2.0	0	0	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
18	17	67	67	2.0	1/2	1/2	4/4	4	1		#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
19	18	69	69	1.0	0	0	4/4	4	1		i(4)	c	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
19	18	70	70	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
19	18	71	71	1.0	1/2	1/2	4/4	4	1		VII(4)	c	i		VII(4)		VII			4				M	1	1	-2, -3, -1		-2	-2
19	18	72	72	1.5	3/4	3/4	4/4	4	1		viio6/VI	c	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
20	19	147/2	147/2	2.5	1/8	1/8	4/4	4	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
20	19	76	76	1.0	3/4	3/4	4/4	4	1		It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
21	20	77	77	4.5	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
22	21	163/2	163/2	3.5	1/8	1/8	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
23	22	85	85	1.0	0	0	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
23	22	86	86	3.5	1/4	1/4	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
24	23	179/2	179/2	3.5	1/8	1/8	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
25	24	93	93	0.5	0	0	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
25	24	187/2	187/2	0.5	1/8	1/8	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
25	24	94	94	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
25	24	95	95	0.5	1/2	1/2	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
25	24	191/2	191/2	0.5	5/8	5/8	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
25	24	96	96	1.0	3/4	3/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
26	25	97	97	4.0	0	0	4/4	4	1		V\\	c	i		V		V						\\	M	1	1	1, 5, 2		1	1
27	26	101	101	1.0	0	0	4/4	4	1		III.I	c	III		I		I							M	1	0	0, 4, 1		0	0
27	26	102	102	1.0	1/4	1/4	4/4	4	1		V2/IV	c	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
27	26	103	103	1.0	1/2	1/2	4/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
