mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	4	1	F.I	F	I		I		I							M	0	0	0, 4, 1		0	0
2	2	3	3.0	0	0	3/4	4	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
3	3	6	3.0	0	0	3/4	4	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
4	4	9	6.0	0	0	3/4	4	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
6	6	15	3.0	0	0	3/4	4	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	18	1.0	0	0	3/4	4	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
7	7	19	1.0	1/4	1/4	3/4	4	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	20	1.0	1/2	1/2	3/4	4	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	21	2.0	0	0	3/4	4	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	23	1.0	1/2	1/2	3/4	4	1	V\\	F	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	9	24	3.0	0	0	3/4	4	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
10	10	27	3.0	0	0	3/4	4	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
11	11	30	3.0	0	0	3/4	4	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
12	12	33	6.0	0	0	3/4	4	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	14	39	2.0	0	0	3/4	4	1	#viio7(6)/vi	F	I		#viio7(6)/vi		#vii	o	7	6	vi			o7	0	0	8, 5, 4, -1		8	8
14	14	41	4.0	1/2	1/2	3/4	4	1	#viio7/vi	F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
16	16	45	2.0	0	0	3/4	4	1	#viio7(4)/ii	F	I		#viio7(4)/ii		#vii	o	7	4	ii			o7	0	0	7, -1, 1, -2		7	7
16	16	47	4.0	1/2	1/2	3/4	4	1	#viio7/ii	F	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
18	18	51	1.5	0	0	3/4	4	1	ii6(11#7b6)	F	I		ii6(11#7b6)		ii		6	11#7b6				m	0	0	-1, -2, 7	1	2	-1
18	18	105/2	1.5	3/8	3/8	3/4	4	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	19	54	2.0	0	0	3/4	4	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
19	19	56	0.5	1/2	1/2	3/4	4	1	V(6)	F	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
19	19	113/2	0.5	5/8	5/8	3/4	4	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	57	3.0	0	0	3/4	4	1	I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
21	21	60	3.0	0	0	3/4	4	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
