mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	24	1/2	V7	Eb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
25	25	1/2	V65	Eb	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
26	26	1/4	I	Eb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
26	26	1/2	I64	Eb	I		I64	I			64				M	0	0	1, 0, 4		0.0	1.0
27	27	0	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
27	27	1/4	I	Eb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
27	27	3/8	V2/IV	Eb	I		V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
27	27	1/2	ii43	Eb	I		ii43	ii			43				mm7	0	0	3, 0, 2, -1		2.0	3.0
27	27	5/8	viio6/IV	Eb	I		viio6/IV	vii		o	6		IV		o	0	0	1, -2, 4		4.0	1.0
28	28	0	ii6	Eb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
28	28	1/2	III7	Eb	I		III7	III			7				Mm7	0	0	4, 8, 5, 2		4.0	4.0
28	28	5/8	ii6	Eb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
29	29	0	V65/V	Eb	I		V65/V	V			65		V		Mm7	0	0	6, 3, 0, 2		2.0	6.0
29	29	1/8	V(64)	Eb	I		V(64)	V				64			M	0	0	1, 0, 4		1.0	1.0
29	29	1/2	V7	Eb	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
30	30	0	#viio7/vi	Eb	I		#viio7/vi	#vii		o	7		vi		o7	0	0	8, 5, 2, -1		8.0	8.0
30	30	1/8	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
30	30	1/2	V64/vi	Eb	I		V64/vi	V			64		vi		M	0	0	5, 4, 8		4.0	5.0
30	30	5/8	vii%7	Eb	I		vii%7	vii		%	7				%7	0	0	5, 4, 11, 3		5.0	5.0
31	31	1/8	I	Eb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
31	31	1/4	ii6	Eb	I		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
31	31	3/8	#iv%7	Eb	I		#iv%7	#iv		%	7				%7	0	0	6, 5, 12, 4		6.0	6.0
31	31	1/2	V	Eb	I		V	V							M	0	0	1, 5, 2		1.0	1.0
32	32	0	I\\	Eb	I		I	I						\\	M	0	0	0, 4, 1		0.0	0.0
33	33	0	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
33	33	1/2	V64	Eb	I		V64	V			64				M	0	0	2, 1, 5		1.0	2.0
34	34	0	I	Eb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
35	35	0	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3.0	3.0
35	35	1/2	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2.0	2.0
36	36	0	V65/vi	Eb	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4.0	8.0
36	36	1/4	vi.i\\	Eb	vi		i	i						\\	m	0	1	0, -3, 1		0.0	0.0
37	37	0	v6	Eb	vi		v6	v			6				m	0	1	-2, 2, 1		1.0	-2.0
37	37	1/2	II64	Eb	vi		II64	II			64				M	0	1	3, 2, 6		2.0	3.0
38	38	0	v	Eb	vi		v	v							m	0	1	1, -2, 2		1.0	1.0
38	38	1/4	iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
38	38	1/2	II6	Eb	vi		II6	II			6				M	0	1	6, 3, 2		2.0	6.0
39	39	0	iii.V(64)	Eb	iii		V(64)	V				64			M	0	1	1, 0, -3		1.0	1.0
39	39	1/2	V2	Eb	iii		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
39	39	5/8	i6	Eb	iii		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
40	40	0	V43	Eb	iii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
40	40	3/8	i[i64	Eb	iii	i	i64	i			64				m	0	1	1, 0, -3		0.0	1.0
40	40	5/8	V7	Eb	iii	i	V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
41	41	0	i64	Eb	iii	i	i64	i			64				m	0	1	1, 0, -3		0.0	1.0
42	42	0	iio64	Eb	iii	i	iio64	ii		o	64				o	0	1	-4, 2, -1		2.0	-4.0
42	42	1/4	iio6	Eb	iii	i	iio6	ii		o	6				o	0	1	-1, -4, 2		2.0	-1.0
42	42	1/2	i64	Eb	iii	i	i64	i			64				m	0	1	1, 0, -3		0.0	1.0
42	42	5/8	#viio2	Eb	iii	i	#viio2	#vii		o	2				o7	0	1	-4, 5, 2, -1		5.0	-4.0
43	43	0	#viio43	Eb	iii	i	#viio43	#vii		o	43				o7	0	1	-1, -4, 5, 2		5.0	-1.0
44	44	0	#viio2	Eb	iii	i	#viio2	#vii		o	2				o7	0	1	-4, 5, 2, -1		5.0	-4.0
44	44	1/4	i64]	Eb	iii	i	i64	i			64				m	0	1	1, 0, -3		0.0	1.0
44	44	1/2	ii%7	Eb	iii		ii%7	ii		%	7				%7	0	1	2, 1, 8, 0		2.0	2.0
45	45	0	V65/IV	Eb	iii		V65/IV	V			65		IV		Mm7	0	1	4, 1, -2, 0		0.0	4.0
46	46	0	IV(94)	Eb	iii		IV(94)	IV				94			M	0	1	-1, -2, 0	1	-1.0	-1.0
46	46	1/4	IV(#2)	Eb	iii		IV(#2)	IV				#2			M	0	1	-1, 8, 0		-1.0	-1.0
46	46	1/2	V65/V	Eb	iii		V65/V	V			65		V		Mm7	0	1	6, 3, 0, 2		2.0	6.0
47	47	3/8	V	Eb	iii		V	V							M	0	1	1, 5, 2		1.0	1.0
47	47	1/2	V43/V	Eb	iii		V43/V	V			43		V		Mm7	0	1	3, 0, 2, 6		2.0	3.0
48	48	0	V65	Eb	iii		V65	V			65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
48	48	1/4	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
48	48	1/2	V7	Eb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
49	49	0	i[i64	Eb	iii	i	i64	i			64				m	0	1	1, 0, -3		0.0	1.0
50	50	0	V2	Eb	iii	i	V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
50	50	1/2	i6	Eb	iii	i	i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
50	50	5/8	#viio65	Eb	iii	i	#viio65	#vii		o	65				o7	0	1	2, -1, -4, 5		5.0	2.0
51	51	0	#viio43	Eb	iii	i	#viio43	#vii		o	43				o7	0	1	-1, -4, 5, 2		5.0	-1.0
51	51	1/2	i6	Eb	iii	i	i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
52	52	0	V43	Eb	iii	i	V43	V			43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
52	52	1/4	VI6	Eb	iii	i	VI6	VI			6				M	0	1	0, -3, -4		-4.0	0.0
52	52	1/2	#vi6	Eb	iii	i	#vi6	#vi			6				m	0	1	0, 4, 3		3.0	0.0
52	52	5/8	#viio6	Eb	iii	i	#viio6	#vii		o	6				o	0	1	2, -1, 5		5.0	2.0
53	53	0	i6	Eb	iii	i	i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
53	53	1/2	V6/iv	Eb	iii	i	V6/iv	V			6		iv		M	0	1	4, 1, 0		0.0	4.0
54	54	0	IV64(7)	Eb	iii	i	IV64(7)	IV			64	7			M	0	1	0, -3, 3		-1.0	0.0
54	54	1/4	IV64(#5)	Eb	iii	i	IV64(#5)	IV			64	#5			M	0	1	7, -1, 3		-1.0	7.0
54	54	1/2	V6/V	Eb	iii	i	V6/V	V			6		V		M	0	1	6, 3, 2		2.0	6.0
55	55	1/4	V]	Eb	iii	i	V	V							M	0	1	1, 5, 2		1.0	1.0
55	55	1/2	V43/V	Eb	iii		V43/V	V			43		V		Mm7	0	1	3, 0, 2, 6		2.0	3.0
56	56	0	V65	Eb	iii		V65	V			65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
56	56	1/8	i	Eb	iii		i	i							m	0	1	0, -3, 1		0.0	0.0
56	56	3/8	iv	Eb	iii		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
56	56	1/2	V(64)	Eb	iii		V(64)	V				64			M	0	1	1, 0, -3		1.0	1.0
56	56	5/8	V2	Eb	iii		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
57	57	0	i6	Eb	iii		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
57	57	1/2	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
58	58	0	V43(4)	Eb	iii		V43(4)	V			43	4			Mm7	0	1	2, -1, 1, 0		1.0	2.0
58	58	1/4	V	Eb	iii		V	V							M	0	1	1, 5, 2		1.0	1.0
58	58	1/2	i6	Eb	iii		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
59	59	0	i	Eb	iii		i	i							m	0	1	0, -3, 1		0.0	0.0
60	60	0	V(2)	Eb	iii		V(2)	V				2			M	0	1	-4, 5, 2		1.0	-4.0
60	60	1/4	V6	Eb	iii		V6	V			6				M	0	1	5, 2, 1		1.0	5.0
60	60	1/2	i	Eb	iii		i	i							m	0	1	0, -3, 1		0.0	0.0
61	61	0	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
61	61	1/2	iv6	Eb	iii		iv6	iv			6				m	0	1	-4, 0, -1		-1.0	-4.0
62	62	0	V(4)	Eb	iii		V(4)	V				4			M	0	1	1, 0, 2		1.0	1.0
62	62	1/4	V	Eb	iii		V	V							M	0	1	1, 5, 2		1.0	1.0
62	62	1/2	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
63	63	0	VI	Eb	iii		VI	VI							M	0	1	-4, 0, -3		-4.0	-4.0
63	63	1/8	V43/iv	Eb	iii		V43/iv	V			43		iv		Mm7	0	1	1, -2, 0, 4		0.0	1.0
63	63	1/4	iv	Eb	iii		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
63	63	1/2	iio	Eb	iii		iio	ii		o					o	0	1	2, -1, -4		2.0	2.0
64	64	0	V7/V	Eb	iii		V7/V	V			7		V		Mm7	0	1	2, 6, 3, 0		2.0	2.0
64	64	1/4	V7	Eb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
65	65	0	i	Eb	iii		i	i							m	0	1	0, -3, 1		0.0	0.0
66	66	0	i\\	Eb	iii		i	i						\\	m	0	1	0, -3, 1		0.0	0.0
67	67	0	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
68	68	0	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
68	68	1/4	V7	Eb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
69	69	0	i	Eb	iii		i	i							m	0	1	0, -3, 1		0.0	0.0
70	70	0	i\\	Eb	iii		i	i						\\	m	0	1	0, -3, 1		0.0	0.0
71	71	0	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
71	71	1/4	I64	Eb	iii		I64	I			64				M	0	1	1, 0, 4		0.0	1.0
72	72	0	i64	Eb	iii		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
72	72	1/4	V7	Eb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
74	74	1/4	V7	Eb	iii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
75	75	0	III.I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
76	76	1/8	V43	Eb	III		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
77	77	0	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
78	78	1/8	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
79	79	0	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
79	79	3/8	vi	Eb	III		vi	vi							m	0	0	3, 0, 4		3.0	3.0
80	80	0	IV	Eb	III		IV	IV							M	0	0	-1, 3, 0		-1.0	-1.0
81	81	0	IV64	Eb	III		IV64	IV			64				M	0	0	0, -1, 3		-1.0	0.0
81	81	1/4	viio64	Eb	III		viio64	vii		o	64				o	0	0	-1, 5, 2		5.0	-1.0
82	82	0	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
82	82	1/2	vi6	Eb	III		vi6	vi			6				m	0	0	0, 4, 3		3.0	0.0
83	83	0	ii2	Eb	III		ii2	ii			2				mm7	0	0	0, 2, -1, 3		2.0	0.0
83	83	1/4	ii	Eb	III		ii	ii							m	0	0	2, -1, 3		2.0	2.0
83	83	1/2	viio6	Eb	III		viio6	vii		o	6				o	0	0	2, -1, 5		5.0	2.0
84	84	0	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
84	84	1/4	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
84	84	1/2	V7(#5)/IV	Eb	III		V7(#5)/IV	V			7	#5	IV		Mm7	0	0	0, 4, 8, -2		0.0	0.0
85	85	0	IV64	Eb	III		IV64	IV			64				M	0	0	0, -1, 3		-1.0	0.0
85	85	1/4	ii6	Eb	III		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
85	85	1/2	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
86	86	0	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
86	86	1/4	I64	Eb	III		I64	I			64				M	0	0	1, 0, 4		0.0	1.0
87	87	0	IV6	Eb	III		IV6	IV			6				M	0	0	3, 0, -1		-1.0	3.0
87	87	1/2	V65	Eb	III		V65	V			65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
88	88	0	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
88	88	1/4	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
88	88	1/2	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
88	88	5/8	V7(#5)/IV	Eb	III		V7(#5)/IV	V			7	#5	IV		Mm7	0	0	0, 4, 8, -2		0.0	0.0
89	89	0	IV	Eb	III		IV	IV							M	0	0	-1, 3, 0		-1.0	-1.0
89	89	1/4	ii6	Eb	III		ii6	ii			6				m	0	0	-1, 3, 2		2.0	-1.0
89	89	1/2	vii%43	Eb	III		vii%43	vii		%	43				%7	0	0	11, 3, 5, 4		5.0	11.0
90	90	0	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
90	90	1/4	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
91	91	0	ii(2)	Eb	III		ii(2)	ii				2			m	0	0	4, -1, 3		2.0	4.0
91	91	1/4	ii	Eb	III		ii	ii							m	0	0	2, -1, 3		2.0	2.0
92	92	0	I(2)	Eb	III		I(2)	I				2			M	0	0	2, 4, 1		0.0	2.0
92	92	1/4	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
93	93	0	V2/IV	Eb	III		V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
93	93	1/2	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
94	94	0	IV6(2)	Eb	III		IV6(2)	IV			6	2			M	0	0	3, 0, 1		-1.0	3.0
94	94	1/4	IV64	Eb	III		IV64	IV			64				M	0	0	0, -1, 3		-1.0	0.0
94	94	1/2	iv6	Eb	III		iv6	iv			6				m	0	0	-4, 0, -1		-1.0	-4.0
95	95	0	V64(2)	Eb	III		V64(2)	V			64	2			M	0	0	2, 3, 5		1.0	2.0
95	95	1/4	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
95	95	1/2	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
96	96	0	V7(b9)	Eb	III		V7(b9)	V			7	b9			Mm7	0	0	1, 5, 2, -1	-4	1.0	1.0
96	96	1/4	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
96	96	1/2	V43	Eb	III		V43	V			43				Mm7	0	0	2, -1, 1, 5		1.0	2.0
97	97	0	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
97	97	1/2	V2	Eb	III		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1.0	-1.0
98	98	0	I6(72)	Eb	III		I6(72)	I			6	72			M	0	0	4, 1, 2		0.0	4.0
98	98	1/4	I6	Eb	III		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
98	98	1/2	I64	Eb	III		I64	I			64				M	0	0	1, 0, 4		0.0	1.0
99	99	0	I	Eb	III		I	I							M	0	0	0, 4, 1		0.0	0.0
99	99	1/2	V7(4)	Eb	III		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1.0	1.0
100	100	0	VII	Eb	III		VII	VII							M	0	0	5, 9, 6		5.0	5.0
100	100	1/4	viio/IV	Eb	III		viio/IV	vii		o			IV		o	0	0	4, 1, -2		4.0	4.0
101	101	0	iv6(7)	Eb	III		iv6(7)	iv			6	7			m	0	0	-4, 0, 4		-1.0	-4.0
101	101	1/4	iv6	Eb	III		iv6	iv			6				m	0	0	-4, 0, -1		-1.0	-4.0
102	102	0	V43(4)/IV	Eb	III		V43(4)/IV	V			43	4	IV		Mm7	0	0	1, -2, 0, -1		0.0	1.0
102	102	1/4	V43/IV	Eb	III		V43/IV	V			43		IV		Mm7	0	0	1, -2, 0, 4		0.0	1.0
103	103	0	iv64	Eb	III		iv64	iv			64				m	0	0	0, -1, -4		-1.0	0.0
104	104	0	V2(9)/IV	Eb	III		V2(9)/IV	V			2	9	IV		Mm7	0	0	-2, 0, 4, 1	2	0.0	-2.0
104	104	1/4	V2/IV	Eb	III		V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
105	105	0	iv6(7)	Eb	III		iv6(7)	iv			6	7			m	0	0	-4, 0, 4		-1.0	-4.0
105	105	1/4	iv6	Eb	III		iv6	iv			6				m	0	0	-4, 0, -1		-1.0	-4.0
106	106	0	V43(94)/IV	Eb	III		V43(94)/IV	V			43	94	IV		Mm7	0	0	1, -2, 0, -1	2	0.0	1.0
106	106	1/4	V43/IV	Eb	III		V43/IV	V			43		IV		Mm7	0	0	1, -2, 0, 4		0.0	1.0
107	107	0	vi.i	Eb	vi		i	i							m	0	1	0, -3, 1		0.0	0.0
108	108	0	i2	Eb	vi		i2	i			2				mm7	0	1	-2, 0, -3, 1		0.0	-2.0
109	109	0	V65/iv	Eb	vi		V65/iv	V			65		iv		Mm7	0	1	4, 1, -2, 0		0.0	4.0
109	109	1/2	I	Eb	vi		I	I							M	0	1	0, 4, 1		0.0	0.0
110	110	0	iv6(2)	Eb	vi		iv6(2)	iv			6	2			m	0	1	-4, 0, 1		-1.0	-4.0
110	110	1/4	iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
110	110	1/2	iv6	Eb	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1.0	-4.0
111	111	0	i64(119)	Eb	vi		i64(119)	i			64	119			m	0	1	1, 0, -3	-1, 2	0.0	1.0
111	111	1/4	i6	Eb	vi		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
111	111	1/2	i	Eb	vi		i	i							m	0	1	0, -3, 1		0.0	0.0
112	112	0	i64	Eb	vi		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
112	112	1/4	VI6	Eb	vi		VI6	VI			6				M	0	1	0, -3, -4		-4.0	0.0
112	112	1/2	i	Eb	vi		i	i							m	0	1	0, -3, 1		0.0	0.0
112	112	5/8	i(1197)	Eb	vi		i(1197)	i				1197			m	0	1	0, -3, 1	-1, 2, -2	0.0	0.0
113	113	0	i\\	Eb	vi		i	i						\\	m	0	1	0, -3, 1		0.0	0.0
113	113	1/4	iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1.0	-1.0
113	113	1/2	V64	Eb	vi		V64	V			64				M	0	1	2, 1, 5		1.0	2.0
114	114	0	i(2)	Eb	vi		i(2)	i				2			m	0	1	2, -3, 1		0.0	2.0
114	114	1/4	i64	Eb	vi		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
114	114	1/2	i6	Eb	vi		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
115	115	0	i	Eb	vi		i	i							m	0	1	0, -3, 1		0.0	0.0
115	115	1/4	iv6	Eb	vi		iv6	iv			6				m	0	1	-4, 0, -1		-1.0	-4.0
115	115	1/2	V65	Eb	vi		V65	V			65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
116	116	0	i(94)	Eb	vi		i(94)	i				94			m	0	1	0, -1, 1	2	0.0	0.0
116	116	1/4	i6	Eb	vi		i6	i			6				m	0	1	-3, 1, 0		0.0	-3.0
116	116	1/2	i64	Eb	vi		i64	i			64				m	0	1	1, 0, -3		0.0	1.0
117	117	0	I.ii43	Eb	I		ii43	ii			43				mm7	0	0	3, 0, 2, -1		2.0	3.0
118	118	0	V7/IV	Eb	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
119	119	0	IVM43	Eb	I		IVM43	IV		M	43				MM7	0	0	0, 4, -1, 3		-1.0	0.0
119	119	1/4	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1.0	-1.0
119	119	1/2	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2.0	2.0
120	120	0	V2(2)/IV	Eb	I		V2(2)/IV	V			2	2	IV		Mm7	0	0	-2, 2, 4, 1		0.0	-2.0
120	120	1/4	I6	Eb	I		I6	I			6				M	0	0	4, 1, 0		0.0	4.0
120	120	1/2	I	Eb	I		I	I							M	0	0	0, 4, 1		0.0	0.0
121	121	0	#viio65/V	Eb	I		#viio65/V	#vii		o	65		V		o7	0	0	10, 7, 4, 13		13.0	10.0
125	125	0	v6	Eb	I		v6	v			6				m	0	0	-2, 2, 1		1.0	-2.0
129	129	0	ii.Ger6	Eb	ii		Ger6	vii	Ger	o	65	b3	V		M	0	1	-4, 0, -3, 6		6.0	-4.0
133	133	0	V	Eb	ii		V	V							M	0	1	1, 5, 2		1.0	1.0
134	134	1/2	V6\\	Eb	ii		V6	V			6			\\	M	0	1	5, 2, 1		1.0	5.0
135	135	0	VI.I	Eb	VI		I	I							M	0	0	0, 4, 1		0.0	0.0
