mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	4.0	0	1/2	3/4	4	1		A.I	A	I		I		I							M	0	0	0, 4, 1		0	0
3	2	4	4	3.0	0	0	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
4	3	7	7	3.0	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
5	4	10	10	1.0	0	0	3/4	4	1		V(6)	A	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
5	4	11	11	2.0	1/4	1/4	3/4	4	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
6	5	13	13	5.0	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
7	6	18	18	1.0	1/2	1/2	3/4	4	1		vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
8	7	19	19	3.0	0	0	3/4	4	1		viio/V	A	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
9	8	22	22	2.0	0	0	3/4	4	1		V/V	A	I		V/V		V				V			M	0	0	2, 6, 3		2	2
9	8	24	24	1.0	1/2	1/2	3/4	4	1		V2/V	A	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	9	25	25	2.0	0	0	3/4	4	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	9	27	27	2.0	1/2	1/2	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
11	10	29	29	1.0	1/4	1/4	3/4	4	1		V.IV6	A	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
11	10	30	30	1.0	1/2	1/2	3/4	4	1		V	A	V		V		V							M	0	0	1, 5, 2		1	1
