mc	mn	onset	label
1	1	0	.G.I
3	3	0	V7
4	4	0	V7\\
5	5	0	I
5	5	1/8	vi
5	5	1/4	ii65
5	5	3/8	V7
6	6	0	I6
6	6	1/8	I
7	7	1/8	vi
7	7	1/4	ii65
7	7	3/8	V7
8	8	0	I\\
9	9	0	I
10	10	0	V43
11	11	0	I6
11	11	1/4	I
12	12	0	V\\
13	13	0	I
14	14	0	V43
15	15	0	I6
15	15	1/4	I
16	16	0	V
17	17	0	IV6
17	17	1/4	iv6
18	18	0	V7
18	18	3/8	V65
19	19	0	I
19	19	7/32	vi
19	19	1/4	ii65
19	19	15/32	V7
20	20	0	I\\
21	21	0	V
22	22	0	I
23	23	0	V43
23	23	1/4	I
24	24	0	V6
25	25	0	V/vi
26	26	0	vi
27	27	0	V43/vi
27	27	1/4	vi
28	28	0	V6/vi
28	28	1/4	V.ii
29	29	0	V43
29	29	1/4	I
30	30	0	V6
30	30	1/4	i
31	31	0	V43
31	31	1/4	i
32	32	0	V
32	32	1/4	i
33	33	0	V
33	33	1/4	i
34	34	0	V
35	35	0	V\\
36	36	0	I
36	36	1/4	V2
37	37	0	I6
37	37	3/8	viio7
38	38	0	I
38	38	1/8	#viio7/vi
38	38	1/4	vi
38	38	3/8	V65/V
39	39	0	V
40	40	0	ii
40	40	1/4	V2/ii
41	41	0	ii6
41	41	3/8	V2
42	42	0	I6
42	42	1/8	ii6
42	42	1/4	V(64)
42	42	3/8	V7
43	43	0	I\\
44	44	0	I
44	44	1/4	V2
45	45	0	I6
45	45	3/8	V43
46	46	0	I
46	46	1/8	V6
46	46	1/4	vi7
46	46	3/8	V/V
47	47	0	V\\
48	48	0	ii
48	48	1/4	V2/ii
49	49	0	ii6
49	49	3/8	V43/ii
50	50	0	iii.iv
50	50	1/8	V43/iv
50	50	1/4	.Ger6
51	51	0	V\\
52	52	0	i(+4+2)
52	52	1/8	i
52	52	1/4	V(64)
52	52	3/8	V7
53	53	0	i(+4+2)
53	53	1/8	i\\
53	53	1/4	V(64)
53	53	3/8	V7
54	54	0	i(+4+2)
54	54	1/8	i
54	54	1/4	V.#viio43/ii
55	55	0	ii6
55	55	1/8	ii
55	55	1/4	V(64)
55	55	3/8	V7
56	56	0	I\\
56	56	1/4	iii.V7
57	57	0	i(4+2)
57	57	1/8	i
57	57	1/4	V(64)
57	57	3/8	V7
58	58	0	i(4+2)
58	58	1/8	i\\
58	58	1/4	V(64)
58	58	3/8	V7
59	59	0	i(4+2)
59	59	1/8	i
59	59	1/4	V.#viio43/ii
60	60	0	ii6
60	60	1/4	V(64)
60	60	3/8	V7
61	61	0	I\\
61	61	1/4	V2
62	62	0	I6
62	62	1/4	V65
63	63	0	I
63	63	1/4	V2
64	64	0	I6
64	64	1/4	V7
65	65	0	I
65	65	1/4	V2
66	66	0	I6
66	66	1/4	V65
67	67	0	I\\
67	67	1/4	V2
68	68	0	I6
68	68	3/8	V6/ii
69	69	0	ii
69	69	1/4	V6
70	70	0	V7
70	70	3/8	V65
71	71	0	I
71	71	1/8	V2/IV
71	71	1/4	IV6
71	71	3/8	I6
72	72	0	IV
