mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	4	1		C.I	C	I		I		I							M	0	0	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	3	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	4	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
2	2	5	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
3	3	6	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
3	3	7	2.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
4	4	9	0.5	0	0	3/4	4	1		V(9)	C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
4	4	19/2	0.5	1/8	1/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
4	4	10	1.0	1/4	1/4	3/4	4	1		V7/V	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	11	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	12	2.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
5	5	14	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	15	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	16	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
6	6	17	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	18	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	19	1.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
7	7	20	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	21	1.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
8	8	22	0.75	1/4	1/4	3/4	4	1		V7(6)	C	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
8	8	91/4	0.25	7/16	7/16	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	23	1.0	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	24	2.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
9	9	26	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	27	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	28	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	29	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
11	11	30	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	31	2.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	33	0.5	0	0	3/4	4	1		V(9)	C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
12	12	67/2	0.5	1/8	1/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
12	12	34	1.0	1/4	1/4	3/4	4	1		V7/V	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
12	12	35	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	36	2.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
13	13	38	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	39	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	40	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
14	14	41	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
15	15	42	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
15	15	43	1.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
15	15	44	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	45	1.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
