quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
616	1.0	206	206	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
617	1.0	206	206	1/2	1/2	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
618	6.0	207	207	0	0	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
624	3.0	209	209	0	0	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
627	3.0	210	210	0	0	3/4	4	1		1	V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
630	3.0	211	211	0	0	3/4	4	1		1	vi6		dcml	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
633	3.0	212	212	0	0	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
636	2.0	213	213	0	0	3/4	4	1		1	IV6		dcml	a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
638	1.0	213	213	1/2	1/2	3/4	4	1		1	iii6		dcml	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
639	1.0	214	214	0	0	3/4	4	1		1	ii6		dcml	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
640	1.0	214	214	1/4	1/4	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
641	1.0	214	214	1/2	1/2	3/4	4	1		1	i.IIIM7		dcml	a	i		IIIM7		III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
642	3.0	215	215	0	0	3/4	4	1		1	iv65		dcml	a	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
645	2.0	216	216	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
647	1.0	216	216	1/2	1/2	3/4	4	1		1	I6/III		dcml	a	i		I6/III		I		6		III			M	1	1	1, -2, -3		-3	1
648	2.0	217	217	0	0	3/4	4	1		1	ii65/III		dcml	a	i		ii65/III		ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
650	1.0	217	217	1/2	1/2	3/4	4	1		1	IV/III		dcml	a	i		IV/III		IV				III			M	1	1	-4, 0, -3		-4	-4
651	2.0	218	218	0	0	3/4	4	1		1	IV(#2)/III		dcml	a	i		IV(#2)/III		IV			#2	III			M	1	1	-4, 5, -3		-4	-4
653	1.0	218	218	1/2	1/2	3/4	4	1		1	VIM7		dcml	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
654	2.0	219	219	0	0	3/4	4	1		1	iv6		dcml	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
656	1.0	219	219	1/2	1/2	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
657	2.0	220	220	0	0	3/4	4	1		1	VI(b4#2)		dcml	a	i		VI(b4#2)		VI			b4#2				M	1	1	-4, 5, -5, -3		-4	-4
659	3.0	220	220	1/2	1/2	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
662	3.0	221	221	1/2	1/2	3/4	4	1		1	i64		dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
665	3.0	222	222	1/2	1/2	3/4	4	1		1	iv7		dcml	a	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
668	4.0	223	223	1/2	1/2	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
672	3.0	225	225	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
675	3.0	226	226	0	0	3/4	4	1		1	bII		dcml	a	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
678	3.0	227	227	0	0	3/4	4	1		1	V(64)		dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
681	2.0	228	228	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
683	3.0	228	228	1/2	1/2	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
686	3.0	229	229	1/2	1/2	3/4	4	1		1	i64		dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
689	3.0	230	230	1/2	1/2	3/4	4	1		1	ii7		dcml	a	i		ii7		ii		7					mm7	1	1	2, -1, 3, 0		2	2
692	3.0	231	231	1/2	1/2	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
695	4.0	232	232	1/2	1/2	3/4	4	1		1	VI.I		dcml	a	VI		I		I							M	1	0	0, 4, 1		0	0
699	3.0	234	234	0	0	3/4	4	1		1	IV		dcml	a	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
702	6.0	235	235	0	0	3/4	4	1		1	V7		dcml	a	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
708	3.0	237	237	0	0	3/4	4	1		1	V		dcml	a	VI		V		V							M	1	0	1, 5, 2		1	1
711	2.0	238	238	0	0	3/4	4	1		1	I		dcml	a	VI		I		I							M	1	0	0, 4, 1		0	0
713	1.0	238	238	1/2	1/2	3/4	4	1		1	V43		dcml	a	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
714	2.0	239	239	0	0	3/4	4	1		1	IV		dcml	a	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
716	1.0	239	239	1/2	1/2	3/4	4	1		1	V(64)		dcml	a	VI		V(64)		V			64				M	1	0	1, 0, 4		1	1
717	3.0	240	240	0	0	3/4	4	1		1	V7		dcml	a	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
720	1.0	241	241	0	0	3/4	4	1		1	I64(42)		dcml	a	VI		I64(42)		I		64	42				M	1	0	1, 2, -1		0	1
721	2.0	241	241	1/4	1/4	3/4	4	1		1	I64		dcml	a	VI		I64		I		64					M	1	0	1, 0, 4		0	1
723	3.0	242	242	0	0	3/4	4	1		1	V7		dcml	a	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
726	1.0	243	243	0	0	3/4	4	1		1	I64(42)		dcml	a	VI		I64(42)		I		64	42				M	1	0	1, 2, -1		0	1
727	1.0	243	243	1/4	1/4	3/4	4	1		1	I64		dcml	a	VI		I64		I		64					M	1	0	1, 0, 4		0	1
728	1.0	243	243	1/2	1/2	3/4	4	1		1	vi		dcml	a	VI		vi		vi							m	1	0	3, 0, 4		3	3
729	1.0	244	244	0	0	3/4	4	1		1	viio/V		dcml	a	VI		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
730	1.0	244	244	1/4	1/4	3/4	4	1		1	V		dcml	a	VI		V		V							M	1	0	1, 5, 2		1	1
731	1.0	244	244	1/2	1/2	3/4	4	1		1	V6		dcml	a	VI		V6		V		6					M	1	0	5, 2, 1		1	5
732	1.0	245	245	0	0	3/4	4	1		1	viio6		dcml	a	VI		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
733	1.0	245	245	1/4	1/4	3/4	4	1		1	I		dcml	a	VI		I		I							M	1	0	0, 4, 1		0	0
734	1.0	245	245	1/2	1/2	3/4	4	1		1	vi		dcml	a	VI		vi		vi							m	1	0	3, 0, 4		3	3
735	1.0	246	246	0	0	3/4	4	1		1	ii(^2)		dcml	a	VI		ii(^2)		ii			^2				m	1	0	2, 4, 3		2	2
736	1.0	246	246	1/4	1/4	3/4	4	1		1	ii7		dcml	a	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
737	2.0	246	246	1/2	1/2	3/4	4	1		1	III.iii		dcml	a	III		iii		iii							m	1	0	4, 1, 5		4	4
739	1.0	247	247	1/4	1/4	3/4	4	1		1	iv		dcml	a	III		iv		iv							m	1	0	-1, -4, 0		-1	-1
740	1.0	247	247	1/2	1/2	3/4	4	1		1	IV64		dcml	a	III		IV64		IV		64					M	1	0	0, -1, 3		-1	0
741	1.0	248	248	0	0	3/4	4	1		1	viio43/V		dcml	a	III		viio43/V		vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
742	1.0	248	248	1/4	1/4	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
743	2.0	248	248	1/2	1/2	3/4	4	1		1	V2		dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
745	1.0	249	249	1/4	1/4	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
746	1.0	249	249	1/2	1/2	3/4	4	1		1	IV		dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
747	1.0	250	250	0	0	3/4	4	1		1	ii65		dcml	a	III		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
748	1.0	250	250	1/4	1/4	3/4	4	1		1	viio/V		dcml	a	III		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
749	1.0	250	250	1/2	1/2	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
750	1.0	251	251	0	0	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
751	1.0	251	251	1/4	1/4	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
752	2.0	251	251	1/2	1/2	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
754	1.0	252	252	1/4	1/4	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
755	1.0	252	252	1/2	1/2	3/4	4	1		1	V43/IV		dcml	a	III		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
756	1.0	253	253	0	0	3/4	4	1		1	V65/IV		dcml	a	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
757	1.0	253	253	1/4	1/4	3/4	4	1		1	IV		dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
758	1.0	253	253	1/2	1/2	3/4	4	1		1	IV/IV		dcml	a	III		IV/IV		IV				IV			M	1	0	-2, 2, -1		-2	-2
759	1.0	254	254	0	0	3/4	4	1		1	ii65/IV		dcml	a	III		ii65/IV		ii		65		IV			mm7	1	0	-2, 2, -1, 1		1	-2
760	1.0	254	254	1/4	1/4	3/4	4	1		1	viio/V		dcml	a	III		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
761	1.0	254	254	1/2	1/2	3/4	4	1		1	V43/IV		dcml	a	III		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
762	1.0	255	255	0	0	3/4	4	1		1	V65/IV		dcml	a	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
763	1.0	255	255	1/4	1/4	3/4	4	1		1	IV		dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
764	2.0	255	255	1/2	1/2	3/4	4	1		1	ii		dcml	a	III		ii		ii							m	1	0	2, -1, 3		2	2
766	1.0	256	256	1/4	1/4	3/4	4	1		1	V6/ii		dcml	a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
767	2.0	256	256	1/2	1/2	3/4	4	1		1	V/ii		dcml	a	III		V/ii		V				ii			M	1	0	3, 7, 4		3	3
769	1.0	257	257	1/4	1/4	3/4	4	1		1	ii		dcml	a	III		ii		ii							m	1	0	2, -1, 3		2	2
770	1.0	257	257	1/2	1/2	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
771	1.0	258	258	0	0	3/4	4	1		1	viio43/V		dcml	a	III		viio43/V		vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
772	1.0	258	258	1/4	1/4	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
773	1.0	258	258	1/2	1/2	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
774	1.0	259	259	0	0	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
775	2.0	259	259	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
777	1.0	260	260	0	0	3/4	4	1		1	V(#7b64)		dcml	a	III		V(#7b64)		V			#7b64				M	1	0	1, 0, -3	6	1	1
778	2.0	260	260	1/4	1/4	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
780	1.0	261	261	0	0	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
781	1.0	261	261	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
782	2.0	261	261	1/2	1/2	3/4	4	1		1	i.i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
784	1.0	262	262	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
785	2.0	262	262	1/2	1/2	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
787	1.0	263	263	1/4	1/4	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
788	1.0	263	263	1/2	1/2	3/4	4	1		1	i64		dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
789	1.0	264	264	0	0	3/4	4	1		1	V65/V		dcml	a	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
790	1.0	264	264	1/4	1/4	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
791	1.0	264	264	1/2	1/2	3/4	4	1		1	V65		dcml	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
792	1.0	265	265	0	0	3/4	4	1		1	i(#0)		dcml	a	i		i(#0)		i			#0				m	1	1	0, -3, 1		0	0
793	1.0	265	265	1/4	1/4	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
794	1.0	265	265	1/2	1/2	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
795	1.0	266	266	0	0	3/4	4	1		1	V2/V		dcml	a	i		V2/V		V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
796	2.0	266	266	1/4	1/4	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
798	2.0	267	267	0	0	3/4	4	1		1	i(2)		dcml	a	i		i(2)		i			2				m	1	1	2, -3, 1		0	2
800	1.0	267	267	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
801	2.0	268	268	0	0	3/4	4	1		1	V7(4)/III		dcml	a	i		V7(4)/III		V		7	4	III			Mm7	1	1	-2, -3, -1, -4		-2	-2
803	1.0	268	268	1/2	1/2	3/4	4	1		1	V7/III		dcml	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
804	2.0	269	269	0	0	3/4	4	1		1	III(2)		dcml	a	i		III(2)		III			2				M	1	1	-1, 1, -2		-3	-1
806	1.0	269	269	1/2	1/2	3/4	4	1		1	III		dcml	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
807	2.0	270	270	0	0	3/4	4	1		1	V65(6)/III		dcml	a	i		V65(6)/III		V		65	6	III			Mm7	1	1	2, 1, -4, -2		-2	2
809	1.0	270	270	1/2	1/2	3/4	4	1		1	V65/III		dcml	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
810	2.0	271	271	0	0	3/4	4	1		1	III(4)		dcml	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
812	1.0	271	271	1/2	1/2	3/4	4	1		1	III		dcml	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
813	2.0	272	272	0	0	3/4	4	1		1	III(4)		dcml	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
815	1.0	272	272	1/2	1/2	3/4	4	1		1	III		dcml	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
816	2.0	273	273	0	0	3/4	4	1		1	V43(2)		dcml	a	i		V43(2)		V		43	2				Mm7	1	1	2, -1, -4, 5		1	2
818	1.0	273	273	1/2	1/2	3/4	4	1		1	V43		dcml	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
819	2.0	274	274	0	0	3/4	4	1		1	i(6)		dcml	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
821	1.0	274	274	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
822	2.0	275	275	0	0	3/4	4	1		1	V65(2)		dcml	a	i		V65(2)		V		65	2				Mm7	1	1	5, 2, -1, -4		1	5
824	1.0	275	275	1/2	1/2	3/4	4	1		1	V65		dcml	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
825	1.0	276	276	0	0	3/4	4	1		1	V7(2)		dcml	a	i		V7(2)		V		7	2				Mm7	1	1	-4, 5, 2, -1		1	-4
826	2.0	276	276	1/4	1/4	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
828	1.0	277	277	0	0	3/4	4	1		1	V7(9)		dcml	a	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
829	2.0	277	277	1/4	1/4	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
831	1.0	278	278	0	0	3/4	4	1		1	V7(9)		dcml	a	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
832	2.0	278	278	1/4	1/4	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
834	1.0	279	279	0	0	3/4	4	1		1	V7(9)		dcml	a	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
835	2.0	279	279	1/4	1/4	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
837	3.0	280	280	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
840	1.0	281	281	0	0	3/4	4	1		1	V43(4)		dcml	a	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
841	2.0	281	281	1/4	1/4	3/4	4	1		1	V43		dcml	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
843	1.0	282	282	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
844	2.0	282	282	1/4	1/4	3/4	4	1		1	IV		dcml	a	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
846	1.0	283	283	0	0	3/4	4	1		1	V(4)		dcml	a	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
847	2.0	283	283	1/4	1/4	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
849	3.0	284	284	0	0	3/4	4	1		1	V65/VI		dcml	a	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
852	2.0	285	285	0	0	3/4	4	1		1	IV(9)/III		dcml	a	i		IV(9)/III		IV			9	III			M	1	1	-4, 0, -3	-2	-4	-4
854	1.0	285	285	1/2	1/2	3/4	4	1		1	IV/III		dcml	a	i		IV/III		IV				III			M	1	1	-4, 0, -3		-4	-4
855	2.0	286	286	0	0	3/4	4	1		1	V(64)/III		dcml	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
857	1.0	286	286	1/2	1/2	3/4	4	1		1	V7/III		dcml	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
858	2.0	287	287	0	0	3/4	4	1		1	V/III		dcml	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
860	4.0	287	287	1/2	1/2	3/4	4	1		1	iv		dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
864	2.0	289	289	0	0	3/4	4	1		1	V/iv		dcml	a	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
866	1.0	289	289	1/2	1/2	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
867	3.0	290	290	0	0	3/4	4	1		1	v		dcml	a	i		v		v							m	1	1	1, -2, 2		1	1
870	2.0	291	291	0	0	3/4	4	1		1	V6/v		dcml	a	i		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
872	1.0	291	291	1/2	1/2	3/4	4	1		1	#viio43		dcml	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
873	1.0	292	292	0	0	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
874	2.0	292	292	1/4	1/4	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
876	2.0	293	293	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
878	1.0	293	293	1/2	1/2	3/4	4	1		1	V(64)		dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
879	6.0	294	294	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
885	6.0	296	296	0	0	3/4	4	1		1	I.I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
891	1.0	298	298	0	0	3/4	4	1		1	V7(+6)		dcml	a	I		V7(+6)		V		7	+6				Mm7	1	0	1, 5, 2, -1	4	1	1
892	1.0	298	298	1/4	1/4	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
893	1.0	298	298	1/2	1/2	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
894	1.0	299	299	0	0	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
895	1.0	299	299	1/4	1/4	3/4	4	1		1	ii43		dcml	a	I		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
896	1.0	299	299	1/2	1/2	3/4	4	1		1	V65		dcml	a	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
897	2.0	300	300	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
899	1.0	300	300	1/2	1/2	3/4	4	1		1	V6		dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
900	2.0	301	301	0	0	3/4	4	1		1	viio6(2)/V		dcml	a	I		viio6(2)/V		vii	o	6	2	V			o	1	0	3, 0, 1		6	3
902	1.0	301	301	1/2	1/2	3/4	4	1		1	V43/V		dcml	a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
903	1.0	302	302	0	0	3/4	4	1		1	V(4+2)		dcml	a	I		V(4+2)		V			4+2				M	1	0	1, 0, 2	3	1	1
904	1.0	302	302	1/4	1/4	3/4	4	1		1	V(4)		dcml	a	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
905	2.0	302	302	1/2	1/2	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
907	2.0	303	303	1/4	1/4	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
909	5.0	304	304	0	0	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
914	1.0	305	305	1/2	1/2	3/4	4	1		1	#io43		dcml	a	I		#io43		#i	o	43					o7	1	0	1, -2, 7, 4		7	1
915	4.0	306	306	0	0	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
919	1.0	307	307	1/4	1/4	3/4	4	1		1	iv6		dcml	a	I		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
920	1.0	307	307	1/2	1/2	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
921	2.0	308	308	0	0	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
923	1.0	308	308	1/2	1/2	3/4	4	1		1	V6		dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
924	1.0	309	309	0	0	3/4	4	1		1	#viio6(2)/ii		dcml	a	I		#viio6(2)/ii		#vii	o	6	2	ii			o	1	0	4, 1, 2		7	4
925	1.0	309	309	1/4	1/4	3/4	4	1		1	#viio6/ii		dcml	a	I		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
926	1.0	309	309	1/2	1/2	3/4	4	1		1	V64/V		dcml	a	I		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
927	1.0	310	310	0	0	3/4	4	1		1	V(+#74)		dcml	a	I		V(+#74)		V			+#74				M	1	0	1, 0, 2	6	1	1
928	1.0	310	310	1/4	1/4	3/4	4	1		1	V(4)		dcml	a	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
929	1.0	310	310	1/2	1/2	3/4	4	1		1	V64		dcml	a	I		V64		V		64					M	1	0	2, 1, 5		1	2
930	2.0	311	311	0	0	3/4	4	1		1	v7		dcml	a	I		v7		v		7					mm7	1	0	1, -2, 2, -1		1	1
932	1.0	311	311	1/2	1/2	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
933	2.0	312	312	0	0	3/4	4	1		1	viio6		dcml	a	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
935	4.0	312	312	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
939	2.0	314	314	0	0	3/4	4	1		1	IV(+2)		dcml	a	I		IV(+2)		IV			+2				M	1	0	-1, 3, 0	1	-1	-1
941	1.0	314	314	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
942	2.0	315	315	0	0	3/4	4	1		1	I64		dcml	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
944	1.0	315	315	1/2	1/2	3/4	4	1		1	#viio7/vi		dcml	a	I		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
945	1.0	316	316	0	0	3/4	4	1		1	IV6		dcml	a	I		IV6		IV		6					M	1	0	3, 0, -1		-1	3
946	1.0	316	316	1/4	1/4	3/4	4	1		1	V2/IV		dcml	a	I		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
947	0.5	316	316	1/2	1/2	3/4	4	1		1	IV6		dcml	a	I		IV6		IV		6					M	1	0	3, 0, -1		-1	3
1895/2	0.5	316	316	5/8	5/8	3/4	4	1		1	v		dcml	a	I		v		v							m	1	0	1, -2, 2		1	1
948	1.0	317	317	0	0	3/4	4	1		1	IV(2)		dcml	a	I		IV(2)		IV			2				M	1	0	1, 3, 0		-1	1
949	2.0	317	317	1/4	1/4	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
951	1.0	318	318	0	0	3/4	4	1		1	I6(4)		dcml	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
952	1.0	318	318	1/4	1/4	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
953	1.0	318	318	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
954	2.0	319	319	0	0	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
