mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	4	1	Bb.I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1	0.5	1/4	1/4	2/4	4	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1	1	3/2	0.5	3/8	3/8	2/4	4	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	2	1.0	0	0	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	3	0.5	1/4	1/4	2/4	4	1	#vio65	Bb	I		#vio65		#vi	o	65					o7	0	0	7, 4, 1, 10		10	7
2	2	7/2	0.5	3/8	3/8	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	4	1.0	0	0	2/4	4	1	I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
3	3	5	0.5	1/4	1/4	2/4	4	1	#iio7	Bb	I		#iio7		#ii	o	7					o7	0	0	9, 6, 3, 0		9	9
3	3	11/2	0.5	3/8	3/8	2/4	4	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	6	1.0	0	0	2/4	4	1	V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	7	1.0	1/4	1/4	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	8	1.0	0	0	2/4	4	1	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
5	5	9	0.5	1/4	1/4	2/4	4	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	19/2	0.5	3/8	3/8	2/4	4	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	10	0.5	0	0	2/4	4	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
6	6	21/2	0.5	1/8	1/8	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	11	0.5	1/4	1/4	2/4	4	1	#vio2	Bb	I		#vio2		#vi	o	2					o7	0	0	1, 10, 7, 4		10	1
6	6	23/2	0.5	3/8	3/8	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	12	2.0	0	0	2/4	4	1	I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
8	8	14	1.0	0	0	2/4	4	1	V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	15	0.75	1/4	1/4	2/4	4	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
8	8	63/4	0.25	7/16	7/16	2/4	4	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	16	1.0	0	0	2/4	4	1	V7/IV	Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	9	17	0.75	1/4	1/4	2/4	4	1	IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
9	9	71/4	0.25	7/16	7/16	2/4	4	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	18	0.375	0	0	2/4	4	1	V2(4)	Bb	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
10	10	147/8	0.125	3/32	3/32	2/4	4	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
