mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
178	178	0	0	2/2	1	1	IV(11)	0	-2.68714	dcml	Eb	IV		IV(11)		IV			11				M	0	0	-1, 3, 0	5	-1	-1
178	178	1/4	1/4	2/2	1	1	ii6			dcml	Eb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
178	178	3/4	3/4	2/2	1	1	V6/vi	0	-2.93667	dcml	Eb	IV		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
180	180	1/4	1/4	2/2	1	1	V7/ii	0	-2.68714	dcml	Eb	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
181	181	1/4	1/4	2/2	1	1	V7/iii	0	-3.43715	dcml	Eb	IV		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
183	183	1/4	1/4	2/2	1	1	#viio2/iii	0	-4.30905	dcml	Eb	IV		#viio2/iii		#vii	o	2		iii			o7	0	0	0, 9, 6, 3		9	0
183	183	3/4	3/4	2/2	1	1	I.V2	0	-3.87238	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
187	187	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
187	187	1/2	1/2	2/2	1	1	V43(2)	0	-2.99905	dcml	Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
187	187	3/4	3/4	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
188	188	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
188	188	1/2	1/2	2/2	1	1	V43(2)			dcml	Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
188	188	3/4	3/4	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
189	189	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
189	189	1/2	1/2	2/2	1	1	V7/v			dcml	Eb	I		V7/v		V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
190	190	0	0	2/2	1	1	v64	-1.08798	-3.3709	dcml	Eb	I		v64		v		64					m	0	0	2, 1, -2		1	2
190	190	1/4	1/4	2/2	1	1	V6/ii	-0.658709	-3.38324	dcml	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
190	190	1/2	1/2	2/2	1	1	ii	0.120887	-3.4671	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
190	190	3/4	3/4	2/2	1	1	ii6	0	-3.4671	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
191	191	0	0	2/2	1	1	#viio7/V	-1.9342	-4.88	dcml	Eb	I		#viio7/V		#vii	o	7		V			o7	0	0	13, 10, 7, 4		13	13
191	191	1/4	1/4	2/2	1	1	V[V64	0.120887	-4.88	dcml	Eb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
191	191	1/2	1/2	2/2	1	1	vio6	1.12992	-4.88	dcml	Eb	I		vio6		vi	o	6					o	0	0	0, -3, 3		3	0
191	191	3/4	3/4	2/2	1	1	V6	0.81662	-4.88	dcml	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
192	192	0	0	2/2	1	1	vi6]	-0.725323	-4.87941	dcml	Eb	I		vi6		vi		6			]		m	0	0	0, 4, 3		3	0
192	192	1/4	1/4	2/2	1	1	V2	0	-4.88	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
192	192	1/2	1/2	2/2	1	1	I6	0.254116	-4.88	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
192	192	3/4	3/4	2/2	1	1	viio6	-0.725323	-4.88	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
193	193	0	0	2/2	1	1	I	0.120887	-4.88	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
193	193	1/4	1/4	2/2	1	1	vi7	0	-4.88	dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
193	193	1/2	1/2	2/2	1	1	viio	0	-4.88	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
193	193	3/4	3/4	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
194	194	0	0	2/2	1	1	V(64)	-1.57153	-3.32199	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
194	194	1/4	1/4	2/2	1	1	V65/V	-1.08798	-2.5	dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
194	194	1/2	1/2	2/2	1	1	V\\			dcml	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
194	194	3/4	3/4	2/2	1	1	V65	0.120887	-4.13864	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
195	195	0	0	2/2	1	1	I[I6	0	-3.34621	dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
195	195	1/2	1/2	2/2	1	1	V2	0	-4.92041	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
196	196	0	0	2/2	1	1	I6	0.120887	-4.96711	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
196	196	1/2	1/2	2/2	1	1	V2	0	-4.95477	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
197	197	0	0	2/2	1	1	I6]	0	-6.21137	dcml	Eb	I		I6		I		6			]		M	0	0	4, 1, 0		0	4
197	197	1/4	1/4	2/2	1	1	I6	0	-6.34951	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
197	197	1/2	1/2	2/2	1	1	viio2/V	0	-6.78835	dcml	Eb	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
197	197	3/4	3/4	2/2	1	1	V/V	0.967098	-7.07216	dcml	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
198	198	0	0	2/2	1	1	V64	-0.14557	-5.35491	dcml	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
198	198	1/2	1/2	2/2	1	1	V43	-0.187501	-4.56252	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
198	198	3/4	3/4	2/2	1	1	V2	-0.362662	-4.4342	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
199	199	0	0	2/2	1	1	I6	0.120887	-4.19242	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
199	199	1/4	1/4	2/2	1	1	ii7	0	-4.8613	dcml	Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
199	199	1/2	1/2	2/2	1	1	IV	0	-4.86874	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
199	199	3/4	3/4	2/2	1	1	V2	0	-4.19242	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
200	200	0	0	2/2	1	1	iii[vi64	-1.47457	-5.53012	dcml	Eb	I	iii	vi64		vi		64					m	0	0	4, 3, 0		3	4
200	200	1/4	1/4	2/2	1	1	viio	0.435194	-6.36835	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
200	200	1/2	1/2	2/2	1	1	ii[I6	-0.761589	-6.72967	dcml	Eb	I	ii	I6		I		6					M	0	0	4, 1, 0		0	4
200	200	3/4	3/4	2/2	1	1	ii6]	-0.362662	-7.34349	dcml	Eb	I		ii6		ii		6			]		m	0	0	-1, 3, 2		2	-1
201	201	0	0	2/2	1	1	I	0	-7.29658	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
201	201	1/4	1/4	2/2	1	1	V2/IV	-0.967098	-7.01772	dcml	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
201	201	1/2	1/2	2/2	1	1	IV6	0	-6.25003	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
201	201	3/4	3/4	2/2	1	1	viio	-0.187501	-6.213	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
202	202	0	0	2/2	1	1	I	4.34826e-13	-4.97455	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
202	202	1/2	1/2	2/2	1	1	I6	-0.0542734	-4.92518	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
202	202	3/4	3/4	2/2	1	1	V7	0.120887	-6.11	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
203	203	0	0	2/2	1	1	I64	0	-6.11	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
203	203	1/4	1/4	2/2	1	1	viio64	-1.08798	-6.11	dcml	Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
203	203	1/2	1/2	2/2	1	1	I	0	-6.10506	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
203	203	3/4	3/4	2/2	1	1	vi	0.120887	-6.11	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
204	204	0	0	2/2	1	1	IV	0.187501	-6.11	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
204	204	1/4	1/4	2/2	1	1	viio6	0	-6.11	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
204	204	1/2	1/2	2/2	1	1	I	0	-6.11	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
204	204	3/4	3/4	2/2	1	1	I64	0	-4.00001	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
205	205	0	0	2/2	1	1	V[I6	-0.0769282	-6.32984	dcml	Eb	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
205	205	1/4	1/4	2/2	1	1	vi6	0.109897	-6.12662	dcml	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
205	205	1/2	1/2	2/2	1	1	#viio6(2)/V	-2.83535	-5.86286	dcml	Eb	I		#viio6(2)/V		#vii	o	6	2	V			o	0	0	10, 7, 1		13	10
205	205	3/4	3/4	2/2	1	1	#viio6/V	1.75836	-5.68703	dcml	Eb	I		#viio6/V		#vii	o	6		V			o	0	0	10, 7, 13		13	10
206	206	0	0	2/2	1	1	V6(2)	0	-4.69795	dcml	Eb	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
206	206	1/4	1/4	2/2	1	1	V6	0	-4.47815	dcml	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
206	206	1/2	1/2	2/2	1	1	V6]	0.120887	-4.57706	dcml	Eb	I		V6		V		6			]		M	0	0	5, 2, 1		1	5
206	206	3/4	3/4	2/2	1	1	I64	-0.187501	-4.56252	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
207	207	0	0	2/2	1	1	I6	-0.0123414	-6.1	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
207	207	1/4	1/4	2/2	1	1	viio6	0	-6.1	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
207	207	1/2	1/2	2/2	1	1	I	0	-6.1	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
207	207	3/4	3/4	2/2	1	1	vi	0	-6.1024	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
208	208	0	0	2/2	1	1	IV(9)	0.0666138	-6.1	dcml	Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
208	208	1/4	1/4	2/2	1	1	ii	-0.362662	-6.1	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
208	208	3/8	3/8	2/2	1	1	viio6	-0.761589	-6.1	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
208	208	1/2	1/2	2/2	1	1	I	0.725323	-6.1	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
208	208	3/4	3/4	2/2	1	1	I[I6	0.0666138	-4.7651	dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
209	209	0	0	2/2	1	1	IV	0	-5.83149	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
209	209	1/2	1/2	2/2	1	1	V	0	-3.59599	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
209	209	3/4	3/4	2/2	1	1	IV6	0	-4.14398	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
209	209	7/8	7/8	2/2	1	1	viio			dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
210	210	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
210	210	1/4	1/4	2/2	1	1	V7	-1.20887	-3.32199	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
210	210	3/8	3/8	2/2	1	1	viio	-0.604436	-2.5	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
210	210	1/2	1/2	2/2	1	1	I6]			dcml	Eb	I		I6		I		6			]		M	0	0	4, 1, 0		0	4
210	210	3/4	3/4	2/2	1	1	I6	0	-4.79686	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
211	211	1/4	1/4	2/2	1	1	V[viio6	0	-3.82976	dcml	Eb	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
211	211	1/2	1/2	2/2	1	1	I6	0.241774	-3.82976	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
212	212	1/4	1/4	2/2	1	1	viio6			dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
212	212	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
212	212	3/4	3/4	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
213	213	1/4	1/4	2/2	1	1	vi65			dcml	Eb	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
213	213	1/2	1/2	2/2	1	1	V	0	-3.82976	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
213	213	3/4	3/4	2/2	1	1	V64/V	0.375003	-4.75002	dcml	Eb	I		V64/V		V		64		V			M	0	0	3, 2, 6		2	3
214	214	0	0	2/2	1	1	V2/V	-1.02137	-6.20067	dcml	Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
214	214	1/4	1/4	2/2	1	1	iii64	0.375003	-6.43753	dcml	Eb	I		iii64		iii		64					m	0	0	5, 4, 1		4	5
214	214	1/2	1/2	2/2	1	1	V6	0.199842	-6.43753	dcml	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
214	214	3/4	3/4	2/2	1	1	I6	0.120887	-3.34621	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
215	215	1/4	1/4	2/2	1	1	V43	-0.120887	-3.5611	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
215	215	1/2	1/2	2/2	1	1	I6	-0.241774	-3.10444	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
216	216	0	0	2/2	1	1	I6]			dcml	Eb	I		I6		I		6			]		M	0	0	4, 1, 0		0	4
216	216	1/2	1/2	2/2	1	1	I	0	-4.37501	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
217	217	0	0	2/2	1	1	IV	0.120887	-4.4342	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
217	217	1/2	1/2	2/2	1	1	ii6	-0.375003	-4.56252	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
217	217	3/4	3/4	2/2	1	1	V7	0.187501	-5.31252	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
218	218	0	0	2/2	1	1	V(64)	-1.45065	-7.21713	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
218	218	1/4	1/4	2/2	1	1	V7	0	-7.18754	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
218	218	1/2	1/2	2/2	1	1	I\\	0	-7.84857	dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
218	218	3/4	3/4	2/2	1	1	IV64			dcml	Eb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
219	219	0	0	2/2	1	1	I[I6			dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
219	219	1/4	1/4	2/2	1	1	IV			dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
219	219	1/2	1/2	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
219	219	3/4	3/4	2/2	1	1	ii2			dcml	Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
220	220	0	0	2/2	1	1	I	0	-3.69	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
220	220	1/4	1/4	2/2	1	1	viio	0	-3.68732	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
220	220	1/2	1/2	2/2	1	1	IV6	0	-3.69	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
220	220	3/4	3/4	2/2	1	1	I64	0	-3.69	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
221	221	0	0	2/2	1	1	IV	0	-4.23531	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
221	221	1/4	1/4	2/2	1	1	I6]	0	-4.14398	dcml	Eb	I		I6		I		6			]		M	0	0	4, 1, 0		0	4
221	221	1/2	1/2	2/2	1	1	V43	0	-3.59599	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
221	221	3/4	3/4	2/2	1	1	I	0	-3.50465	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
222	222	0	0	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
222	222	1/4	1/4	2/2	1	1	V(94)	-1.45065	-2.5	dcml	Eb	I		V(94)		V			94				M	0	0	1, 0, 2	3	1	1
222	222	1/2	1/2	2/2	1	1	V\\			dcml	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
222	222	3/4	3/4	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
223	223	0	0	2/2	1	1	I[I			dcml	Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
223	223	1/4	1/4	2/2	1	1	IV			dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
223	223	1/2	1/2	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
223	223	3/4	3/4	2/2	1	1	viio6			dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
224	224	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
224	224	1/4	1/4	2/2	1	1	viio	0	-3.86998	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
224	224	1/2	1/2	2/2	1	1	IV6	0	-3.50465	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
224	224	3/4	3/4	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
225	225	0	0	2/2	1	1	IV(+2)	-0.725323	-3.26021	dcml	Eb	I		IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
225	225	1/4	1/4	2/2	1	1	I6]	0	-3.04799	dcml	Eb	I		I6		I		6			]		M	0	0	4, 1, 0		0	4
225	225	1/2	1/2	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
225	225	3/4	3/4	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
226	226	0	0	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
226	226	1/4	1/4	2/2	1	1	vi			dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
226	226	1/2	1/2	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
226	226	3/4	3/4	2/2	1	1	V7(9)			dcml	Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
227	227	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
227	227	1/4	1/4	2/2	1	1	ii			dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
227	227	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
227	227	3/4	3/4	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
228	228	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
229	229	0	0	2/2	1	1	vii%7	-0.750006	-3.62501	dcml	Eb	I		vii%7		vii	%	7					%7	0	0	5, 4, 11, 3		5	5
229	229	1/4	1/4	2/2	1	1	I	0.562504	-3.80017	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
229	229	1/2	1/2	2/2	1	1	V65			dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
229	229	3/4	3/4	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
230	230	0	0	2/2	1	1	V64			dcml	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
230	230	1/4	1/4	2/2	1	1	V2/V			dcml	Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
230	230	1/2	1/2	2/2	1	1	V[V64			dcml	Eb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
230	230	3/4	3/4	2/2	1	1	#viio2/V]	-0.103638	-2.43541	dcml	Eb	I		#viio2/V		#vii	o	2		V	]		o7	0	0	4, 13, 10, 7		13	4
231	231	0	0	2/2	1	1	I	1.92658	-2.3901	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
232	232	0	0	2/2	1	1	IV			dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
232	232	1/2	1/2	2/2	1	1	IV6			dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
233	233	0	0	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
234	234	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
234	234	1/2	1/2	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
235	235	1/4	1/4	2/2	1	1	ii			dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
236	236	1/4	1/4	2/2	1	1	iii			dcml	Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
237	237	0	0	2/2	1	1	V7/V	-0.219795	-4.28439	dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
240	240	0	0	2/2	1	1	I6	-0.375003	-5.31252	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
240	240	1/4	1/4	2/2	1	1	IV	0	-5.76918	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
240	240	1/2	1/2	2/2	1	1	V(64)	-1.20887	-5.24744	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
240	240	3/4	3/4	2/2	1	1	V7	0.43959	-5.35733	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
241	241	0	0	2/2	1	1	V7/V	0	-5.31252	dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
244	244	0	0	2/2	1	1	I6	0	-5.02814	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
244	244	1/4	1/4	2/2	1	1	IV	0.342709	-5.85013	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
244	244	1/2	1/2	2/2	1	1	V(64)	-0.155208	-4.87919	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
244	244	3/4	3/4	2/2	1	1	V7	0	-4.80785	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
245	245	0	0	2/2	1	1	viio	0	-3.81251	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
246	246	0	0	2/2	1	1	I	0	-4.05265	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
246	246	3/4	3/4	2/2	1	1	@none			dcml	Eb	I		@none		@none							m	0	0				
248	248	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
249	249	0	0	2/2	1	1	viio	0	-4.14398	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
250	250	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
251	251	0	0	2/2	1	1	V7	0	-3.73341	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
252	252	0	0	2/2	1	1	#viio7/vi	-0.530211	-4.11995	dcml	Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
253	253	0	0	2/2	1	1	vi	0	-2.86533	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
255	255	0	0	2/2	1	1	VI	0	-3.68732	dcml	Eb	I		VI		VI							M	0	0	3, 7, 4		3	3
256	256	0	0	6/8	1	1	VI.I[I6	0.750006	-4.18751	dcml	Eb	VI	I	I6		I		6					M	0	0	4, 1, 0		0	4
259	259	3/8	3/8	6/8	1	1	V7			dcml	Eb	VI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
260	260	0	0	6/8	1	1	I6			dcml	Eb	VI		I6		I		6					M	0	0	4, 1, 0		0	4
260	260	3/8	3/8	6/8	1	1	#viio2/V]			dcml	Eb	VI		#viio2/V		#vii	o	2		V	]		o7	0	0	4, 13, 10, 7		13	4
261	261	0	0	6/8	1	1	vi.i			dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
261	261	1/8	1/8	6/8	1	1	VI			dcml	Eb	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
262	262	0	0	6/8	1	1	IV.I[I6	0	-3.0812	dcml	Eb	IV	I	I6		I		6					M	0	0	4, 1, 0		0	4
262	262	3/8	3/8	6/8	1	1	V7	0	-3.73918	dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
263	263	0	0	6/8	1	1	I6			dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
263	263	3/8	3/8	6/8	1	1	viio7/V	0	-4.99088	dcml	Eb	IV		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
263	263	17/24	17/24	6/8	1	1	viio7/V]	-5.43992	-5.54059	dcml	Eb	IV		viio7/V		vii	o	7		V	]		o7	0	0	6, 3, 0, -3		6	6
264	264	0	0	6/8	1	1	#iv.viio	-2.18366	-4.96049	dcml	Eb	#iv		viio		vii	o						o	0	1	-2, -5, -8		-2	-2
264	264	1/8	1/8	6/8	1	1	V7(+2)	0	-2.99818	dcml	Eb	#iv		V7(+2)		V		7	+2				Mm7	0	1	1, 5, 2, -1	-4	1	1
265	265	0	0	6/8	1	1	V	0	-4.16058	dcml	Eb	#iv		V		V							M	0	1	1, 5, 2		1	1
267	267	0	0	6/8	1	1	I.I	0.181289	-6.29188	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
