mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	25	43	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	26	45	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
27	27	47	3.5	0	0	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
28	28	101/2	0.5	3/8	3/8	2/4	4	1		#viio6/iii		Eb	I		#viio6/iii		#vii	o	6		iii			o	0	0	6, 3, 9		9	6
29	29	51	1.5	0	0	2/4	4	1		iii		Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
29	29	105/2	0.5	3/8	3/8	2/4	4	1		V43/vi		Eb	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
30	30	53	1.0	0	0	2/4	4	1		vi.i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
30	30	54	0.5	1/4	1/4	2/4	4	1		IV6		Eb	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
30	30	109/2	0.5	3/8	3/8	2/4	4	1		Ger6		Eb	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
31	31	55	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
32	32	56	1.0	0	1/4	2/4	4	1		I.V2/vi		Eb	I		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
33	33	57	1.0	0	0	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
33	33	58	1.0	1/4	1/4	2/4	4	1		V2/V		Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
34	34	59	1.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	34	60	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	61	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
35	35	62	3.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
37	37	65	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
37	37	66	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
37	37	133/2	0.5	3/8	3/8	2/4	4	1		vi6		Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
38	38	67	1.0	0	0	2/4	4	1		V64		Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
38	38	68	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	38	137/2	0.5	3/8	3/8	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
39	39	69	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	70	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
39	39	141/2	0.5	3/8	3/8	2/4	4	1		vi6		Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
40	40	71	1.0	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	40	72	0.5	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
40	40	145/2	0.5	3/8	3/8	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	73	0.5	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
41	41	147/2	1.0	1/8	1/8	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	149/2	0.5	3/8	3/8	2/4	4	1		V2/IV		Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
42	42	75	0.5	0	0	2/4	4	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
42	42	151/2	0.5	1/8	1/8	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
42	42	76	0.5	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
42	42	153/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	77	0.5	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	155/2	0.5	1/8	1/8	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	43	78	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	157/2	0.5	3/8	3/8	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
44	44	79	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
45	45	80	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
46	46	81	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
47	47	83	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	48	85	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
49	49	87	4.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	91	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
52	52	93	2.0	0	0	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	53	95	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
54	54	96	1.0	0	1/4	2/4	4	1		V.V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	55	97	1.0	0	0	2/4	4	1		iio64		Eb	V		iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
55	55	98	1.0	1/4	1/4	2/4	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	99	1.0	0	0	2/4	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	56	100	1.0	1/4	1/4	2/4	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	57	101	1.0	0	0	2/4	4	1		Ger6/vi		Eb	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
57	57	102	1.0	1/4	1/4	2/4	4	1		V/vi		Eb	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	58	103	2.0	0	0	2/4	4	1		V7/vi		Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
59	59	105	8.0	0	0	2/4	4	1		I.V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	113	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	64	115	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	65	117	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	119	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
67	67	120	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	68	121	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
69	69	123	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	70	125	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
71	71	127	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	72	129	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
72	72	130	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	73	131	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
74	74	133	1.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
74	74	134	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	269/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
75	75	135	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
76	76	136	1.0	0	1/4	2/4	4	1		V7/vi		Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
77	77	137	1.0	0	0	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
77	77	138	1.0	1/4	1/4	2/4	4	1		V65/V		Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
78	78	139	1.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
78	78	140	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	79	141	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
79	79	142	5.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
82	82	147	6.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
85	85	153	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
86	86	155	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	87	157	2.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	88	159	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
89	89	160	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
90	90	161	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	91	163	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
91	91	164	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	92	165	1.0	0	0	2/4	4	1		ii(4)		Eb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
92	92	166	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
93	93	167	1.0	0	0	2/4	4	1		V(6)		Eb	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
93	93	168	1.0	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
94	94	169	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	95	171	2.0	0	0	2/4	4	1		I(4)		Eb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
96	96	173	1.0	0	0	2/4	4	1		vi.V7(4)/V		Eb	vi		V7(4)/V		V		7	4	V			Mm7	0	1	2, 1, 3, 0		2	2
96	96	174	1.0	1/4	1/4	2/4	4	1		V7/V		Eb	vi		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
97	97	175	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
98	98	176	1.0	0	1/4	2/4	4	1		I.V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
99	99	177	1.0	0	0	2/4	4	1		vi[V7/ii		Eb	I	vi	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
99	99	178	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I	vi	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	100	179	1.0	0	0	2/4	4	1		V7/vi		Eb	I	vi	V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
100	100	180	1.0	1/4	1/4	2/4	4	1		vi]		Eb	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
101	101	181	1.0	0	0	2/4	4	1		#V[V/vii		Eb	I	#V	V/vii		V				vii			M	0	0	6, 10, 7		6	6
101	101	182	2.0	1/4	1/4	2/4	4	1		vii		Eb	I	#V	vii		vii							m	0	0	5, 2, 6		5	5
102	102	184	1.0	1/4	1/4	2/4	4	1		viio7]		Eb	I	#V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
103	103	185	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	103	186	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
104	104	187	3.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	105	190	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	106	191	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	107	193	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	108	195	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
108	108	196	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
109	109	197	1.0	0	0	2/4	4	1		V43(2)		Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
109	109	198	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	110	199	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
111	111	200	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
112	112	201	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
112	112	202	1.0	1/4	1/4	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	113	203	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
114	114	205	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
115	115	207	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
116	116	209	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
116	116	210	1.0	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
117	117	211	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
118	118	213	1.5	0	0	2/4	4	1		IV(7)		Eb	I		IV(7)		IV			7				M	0	0	-1, 3, 0	4	-1	-1
118	118	429/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
119	119	215	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
120	120	216	1.0	0	1/4	2/4	4	1		viio6/IV		Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
121	121	217	1.0	0	0	2/4	4	1		V7/ii		Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
121	121	218	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
122	122	219	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	122	220	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
123	123	221	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
123	123	222	1.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	124	223	1.0	0	0	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	124	224	7.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	128	231	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
129	129	233	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
130	130	235	1.0	0	0	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	130	236	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
131	131	237	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	132	239	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
133	133	240	4.5	0	1/4	2/4	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
135	135	489/2	0.5	3/8	3/8	2/4	4	1		vii%		Eb	I	I	vii%		vii	%						%7	0	0				
136	136	245	0.5	0	0	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
136	136	491/2	0.5	1/8	1/8	2/4	4	1		vii%		Eb	I	I	vii%		vii	%						%7	0	0				
136	136	246	1.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
137	137	495/2	1.0	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
137	137	497/2	0.5	3/8	3/8	2/4	4	1		I64		Eb	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
138	138	249	0.5	0	0	2/4	4	1		vi7		Eb	I	I	vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	138	499/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
138	138	250	0.5	1/4	1/4	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
138	138	501/2	1.0	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
139	139	503/2	1.0	1/8	1/8	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
139	139	505/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	140	253	0.5	0	0	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
140	140	507/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	140	509/2	0.5	3/8	3/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	141	255	0.5	0	0	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
141	141	511/2	0.5	1/8	1/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	141	256	0.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
141	141	513/2	0.5	3/8	3/8	2/4	4	1		I+6		Eb	I	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
142	142	257	0.5	0	0	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
142	142	515/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
142	142	258	0.5	1/4	1/4	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
142	142	517/2	0.5	3/8	3/8	2/4	4	1		V6		Eb	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
