mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
231	226	1355/2	679	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
232	227	1359/2	681	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
232	227	1361/2	682	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
233	228	1365/2	684	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
233	228	1367/2	685	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
234	229	1371/2	687	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
234	229	1373/2	688	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
235	230	1377/2	690	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
235	230	1379/2	691	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
236	231	1383/2	693	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
236	231	1385/2	694	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
237	232	1389/2	696	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
237	232	1391/2	697	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
238	233	1395/2	699	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
238	233	1397/2	700	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
239	234	1401/2	702	1.0	0	0	3/4	4	1		ii		c	i		ii	ii							m	1	1	2, -1, 3		2	2
239	234	1403/2	703	2.0	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
240	235	1407/2	705	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
240	235	1409/2	706	2.0	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
241	236	1413/2	708	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
241	236	1415/2	709	2.0	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
242	237	1419/2	711	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
242	237	1421/2	712	2.0	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
243	238	1425/2	714	3.0	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
244	239	1431/2	717	3.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
245	240	1437/2	720	3.0	0	0	3/4	4	1		ii%65/v		c	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
246	241	1443/2	723	3.0	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
247	242	1449/2	726	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
247	242	1453/2	728	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
248	243	1455/2	729	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
248	243	1459/2	731	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
249	244	1461/2	732	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
249	244	1465/2	734	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
250	245	1467/2	735	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
250	245	1471/2	737	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
251	246	1473/2	738	3.0	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
252	247	1479/2	741	21.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
259	254	1521/2	762	3.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
260	255	1527/2	765	6.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
262	257	1539/2	771	3.0	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
263	258	1545/2	774	3.0	0	0	3/4	4	1		V.ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
264	259	1551/2	777	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
265	260	1557/2	780	3.0	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
266	261	1563/2	783	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
267	262	1569/2	786	3.0	0	0	3/4	4	1		ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
268	263	1575/2	789	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
269	264	1581/2	792	3.0	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
270	265	1587/2	795	3.0	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
271	266	1593/2	798	3.0	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
272	267	1599/2	801	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
273	268	1605/2	804	3.0	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
274	269	1611/2	807	3.0	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
275	270	1617/2	810	3.0	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
276	271	1623/2	813	3.0	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
277	272	1629/2	816	1.0	0	0	3/4	4	1		V(4)		c	I		V(4)	V			4				M	1	0	1, 0, 2		1	1
277	272	1631/2	817	1.0	1/4	1/4	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
277	272	1633/2	818	1.0	1/2	1/2	3/4	4	1		I6		c	I		I6	I		6					M	1	0	4, 1, 0		0	4
278	273	1635/2	819	3.0	0	0	3/4	4	1		IV6		c	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
279	274	1641/2	822	3.0	0	0	3/4	4	1		viio6/V		c	I		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
280	275	1647/2	825	3.0	0	0	3/4	4	1		V.I		c	V		I	I							M	1	0	0, 4, 1		0	0
281	276	1653/2	828	3.0	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
282	277	1659/2	831	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
283	278	1665/2	834	6.0	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
285	280	1677/2	840	3.0	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
286	281	1683/2	843	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
287	282	1689/2	846	3.0	0	0	3/4	4	1		I\\		c	V		I	I						\\	M	1	0	0, 4, 1		0	0
288	283	1695/2	849	6.0	0	0	3/4	4	1		v.i		c	v		i	i							m	1	1	0, -3, 1		0	0
290	285	1707/2	855	3.0	0	0	3/4	4	1		iio		c	v		iio	ii	o						o	1	1	2, -1, -4		2	2
291	286	1713/2	858	3.0	0	0	3/4	4	1		III		c	v		III	III							M	1	1	-3, 1, -2		-3	-3
292	287	1719/2	861	3.0	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
293	288	1725/2	864	3.0	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
294	289	1731/2	867	3.0	0	0	3/4	4	1		iv/V		c	v		iv/V	iv				V			m	1	1	0, -3, 1		0	0
295	290	1737/2	870	3.0	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
296	291	1743/2	873	3.0	0	0	3/4	4	1		V/V		c	v		V/V	V				V			M	1	1	2, 6, 3		2	2
297	292	1749/2	876	3.0	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
298	293	1755/2	879	3.0	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
299	294	1761/2	882	3.0	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
300	295	1767/2	885	6.0	0	0	3/4	4	1		ii.i		c	ii		i	i							m	1	1	0, -3, 1		0	0
302	297	1779/2	891	3.0	0	0	3/4	4	1		ii7		c	ii		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
303	298	1785/2	894	3.0	0	0	3/4	4	1		III		c	ii		III	III							M	1	1	-3, 1, -2		-3	-3
304	299	1791/2	897	3.0	0	0	3/4	4	1		I.V6		c	I		V6	V		6					M	1	0	5, 2, 1		1	5
305	300	1797/2	900	3.0	0	0	3/4	4	1		V64		c	I		V64	V		64					M	1	0	2, 1, 5		1	2
306	301	1803/2	903	6.0	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
308	303	1815/2	909	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
309	304	1821/2	912	9.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
312	307	1839/2	921	3.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
313	308	1845/2	924	3.0	0	0	3/4	4	1		ii7		c	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
314	309	1851/2	927	3.0	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
315	310	1857/2	930	3.0	0	0	3/4	4	1		iii7		c	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
316	311	1863/2	933	3.0	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
317	312	1869/2	936	3.0	0	0	3/4	4	1		V65(6)		c	I		V65(6)	V		65	6				Mm7	1	0	5, 4, -1, 1		1	5
318	313	1875/2	939	3.0	0	0	3/4	4	1		ii6		c	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
319	314	1881/2	942	3.0	0	0	3/4	4	1		I(4)		c	I		I(4)	I			4				M	1	0	0, -1, 1		0	0
320	315	1887/2	945	3.0	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
321	316	1893/2	948	3.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
322	317	1899/2	951	3.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
323	318	1905/2	954	3.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
324	319	1911/2	957	3.0	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
325	320	1917/2	960	3.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
326	321	1923/2	963	3.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
327	322	1929/2	966	6.0	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
329	324	1941/2	972	3.0	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
330	325	1947/2	975	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
331	326	1953/2	978	3.0	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
332	327	1959/2	981	3.0	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
333	328	1965/2	984	3.0	0	0	3/4	4	1		iii		c	I		iii	iii							m	1	0	4, 1, 5		4	4
334	329	1971/2	987	3.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
335	330	1977/2	990	3.0	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
336	331	1983/2	993	3.0	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
337	332	1989/2	996	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
338	333	1995/2	999	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
339	334	2001/2	1002	13.5	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
344	338	1014	2031/2	9.5	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
347	341	2047/2	1025	1.0	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
348	342	2049/2	1026	13.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
352	346	1038	2079/2	9.5	3/8	3/8	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
355	349	2095/2	1049	1.0	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
356	350	2097/2	1050	13.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
360	354	1062	2127/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
361	355	2127/2	1065	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
361	355	1065	2133/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
362	356	2133/2	1068	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
362	356	1068	2139/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
363	357	2139/2	1071	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
363	357	1071	2145/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
364	358	2145/2	1074	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
364	358	1074	2151/2	1.5	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
365	359	2151/2	1077	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
365	359	1077	2157/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
366	360	2157/2	1080	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
366	360	1080	2163/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
367	361	2163/2	1083	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
367	361	1083	2169/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
368	362	2169/2	1086	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
368	362	1086	2175/2	1.5	3/8	3/8	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
369	363	2175/2	1089	6.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
371	365	2187/2	1095	6.0	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
373	367	2199/2	1101	6.0	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
375	369	2211/2	1107	9.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
378	372	2229/2	1116	3.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
379	373	2235/2	1119	3.0	0	0	3/4	4	1		iv.vii%65		c	iv		vii%65	vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
380	374	2241/2	1122	3.0	0	0	3/4	4	1		ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
381	375	2247/2	1125	6.0	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
383	377	2259/2	1131	9.0	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
386	380	2277/2	1140	6.0	0	0	3/4	4	1		i.#viio7		c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
388	382	2289/2	1146	3.0	0	0	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
389	383	2295/2	1149	9.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
392	386	2313/2	1158	6.0	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
394	388	2325/2	1164	3.0	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
395	389	2331/2	1167	3.0	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
396	390	2337/2	1170	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
397	391	2343/2	1173	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
398	392	2349/2	1176	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
399	393	2355/2	1179	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
400	394	2361/2	1182	3.0	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
401	395	2367/2	1185	3.0	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
402	396	2373/2	1188	3.0	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
403	397	2379/2	1191	3.0	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
404	398	2385/2	1194	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
405	399	2391/2	1197	3.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
406	400	2397/2	1200	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
407	401	2403/2	1203	3.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	2409/2	1206	2.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	2413/2	1208	1.0	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
409	403	2415/2	1209	1.0	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
409	403	2417/2	1210	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
410	404	2421/2	1212	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
410	404	2423/2	1213	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
411	405	2427/2	1215	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
411	405	2429/2	1216	2.0	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
412	406	2433/2	1218	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
412	406	2435/2	1219	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
413	407	2439/2	1221	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
413	407	2441/2	1222	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
414	408	2445/2	1224	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
414	408	2447/2	1225	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
415	409	2451/2	1227	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
415	409	2453/2	1228	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
416	410	2457/2	1230	1.0	0	0	3/4	4	1		iio7		c	i		iio7	ii	o	7					o7	1	1	2, -1, -4, -7		2	2
416	410	2459/2	1231	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
417	411	2463/2	1233	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
417	411	2465/2	1234	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
418	412	2469/2	1236	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
418	412	2471/2	1237	2.0	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
419	413	2475/2	1239	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
419	413	2477/2	1240	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
420	414	2481/2	1242	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
420	414	2483/2	1243	5.0	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
422	416	2493/2	1248	3.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
423	417	2499/2	1251	3.0	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
424	418	2505/2	1254	3.0	0	0	3/4	4	1		V43		c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
425	419	2511/2	1257	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
425	419	2515/2	1259	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
426	420	2517/2	1260	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
426	420	2521/2	1262	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
427	421	2523/2	1263	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
427	421	2527/2	1265	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
428	422	2529/2	1266	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
428	422	2533/2	1268	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
429	423	2535/2	1269	3.0	0	0	3/4	4	1		VI6(7)		c	i		VI6(7)	VI		6	7				M	1	1	0, -3, 1		-4	0
430	424	2541/2	1272	12.0	0	0	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
434	428	2565/2	1284	3.0	0	0	3/4	4	1		bII.V2		c	bII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
435	429	2571/2	1287	3.0	0	0	3/4	4	1		I6		c	bII		I6	I		6					M	1	0	4, 1, 0		0	4
436	430	2577/2	1290	3.0	0	0	3/4	4	1		V64		c	bII		V64	V		64					M	1	0	2, 1, 5		1	2
437	431	2583/2	1293	1.5	0	0	3/4	4	1		I(2)		c	bII		I(2)	I			2				M	1	0	2, 4, 1		0	2
437	431	1293	2589/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
438	432	2589/2	1296	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
438	432	1296	2595/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
439	433	2595/2	1299	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
439	433	1299	2601/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
440	434	2601/2	1302	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
440	434	1302	2607/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
441	435	2607/2	1305	6.0	0	0	3/4	4	1		vi		c	bII		vi	vi							m	1	0	3, 0, 4		3	3
443	437	2619/2	1311	6.0	0	0	3/4	4	1		VI	V/iii	c	bII		VI	VI							M	1	0	3, 7, 4		3	3
445	439	2631/2	1317	3.0	0	0	3/4	4	1		iii.V		c	iii		V	V							M	1	1	1, 5, 2		1	1
446	440	2637/2	1320	3.0	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
447	441	2643/2	1323	3.0	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
448	442	2649/2	1326	3.0	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
449	443	2655/2	1329	3.0	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
450	444	2661/2	1332	3.0	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
