mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	6/8	4	1		a.i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
2	2	3	1.5	0	0	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
2	2	9/2	1.5	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	6	1.5	0	0	6/8	4	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
3	3	15/2	1.5	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9	1.5	0	0	6/8	4	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
4	4	21/2	4.5	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5			0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
7	7			0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
9	9	15	1.5	0	0	6/8	4	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
9	9	33/2	1.5	3/8	3/8	6/8	4	1		V7/VI	a	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
10	10	18	0.5	0	0	6/8	4	1		VI(94)	a	i		VI(94)		VI			94				M	1	1	-4, 2, -3	-2	-4	-4
10	10	37/2	1.0	1/8	1/8	6/8	4	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
10	10	39/2	1.5	3/8	3/8	6/8	4	1		V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
11	11	21	0.5	0	0	6/8	4	1		iv(974)	a	i		iv(974)		iv			974				m	1	1	-1, -2, 0	1, -3	-1	-1
11	11	43/2	1.0	1/8	1/8	6/8	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
11	11	45/2	1.5	3/8	3/8	6/8	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	12	24	1.5	0	0	6/8	4	1		V/iv	a	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
12	12	51/2	1.5	3/8	3/8	6/8	4	1		V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
13	13	27	1.5	0	0	6/8	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	13	57/2	1.5	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	30	1.5	0	0	6/8	4	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
14	14	63/2	1.0	3/8	3/8	6/8	4	1		#viio2/V	a	i		#viio2/V		#vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
14	14	65/2	0.5	5/8	5/8	6/8	4	1		#viio43/V	a	i		#viio43/V		#vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
15	15	33	1.5	0	0	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
15	15	69/2	1.5	3/8	3/8	6/8	4	1		V7(+9)	a	i		V7(+9)		V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
16	16	36	1.5	0	0	6/8	4	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
16	16	75/2	1.0	3/8	3/8	6/8	4	1		#viio2/V	a	i		#viio2/V		#vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
16	16	77/2	0.5	5/8	5/8	6/8	4	1		#viio43/V	a	i		#viio43/V		#vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
17	17	39	1.5	0	0	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
17	17	81/2	1.0	3/8	3/8	6/8	4	1		#viio2/V	a	i		#viio2/V		#vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
17	17	83/2	0.5	5/8	5/8	6/8	4	1		#viio/V	a	i		#viio/V		#vii	o			V			o	1	1	6, 3, 0		6	6
18	18	42	1.5	0	0	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
18	18	87/2	1.0	3/8	3/8	6/8	4	1		#viio2	a	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
18	18	89/2	0.5	5/8	5/8	6/8	4	1		#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
19	19	45	1.0	0	0	6/8	4	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	19	46	0.5	1/4	1/4	6/8	4	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
19	19	93/2	1.0	3/8	3/8	6/8	4	1		iv7	a	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
19	19	95/2	0.5	5/8	5/8	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
20	20	48	2.5	0	0	6/8	4	1		#viio2	a	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
20	20	101/2	0.5	5/8	5/8	6/8	4	1		#viio7	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
21	21	51	1.0	0	0	6/8	4	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
21	21	52	0.5	1/4	1/4	6/8	4	1		iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
21	21	105/2	1.0	3/8	3/8	6/8	4	1		iv7	a	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
21	21	107/2	1.5	5/8	5/8	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
22	22			0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
