mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	26	3/4	VI	A	i		VI	VI						M	0	1	-4, 0, -3		-4.0	-4.0
27	27	0	III6	A	i		III6	III		6				M	0	1	1, -2, -3		-3.0	1.0
29	29	1/4	iv.#viio65	A	iv		#viio65	#vii	o	65				o7	0	1	2, -1, -4, 5		5.0	2.0
29	29	1/2	iv64	A	iv		iv64	iv		64				m	0	1	0, -1, -4		-1.0	0.0
31	31	0	V6(9)	A	iv		V6(9)	V		6	9			M	0	1	5, 2, 1	-4	1.0	5.0
31	31	1/8	V6	A	iv		V6	V		6				M	0	1	5, 2, 1		1.0	5.0
31	31	1/4	V2	A	iv		V2	V		2				Mm7	0	1	-1, 1, 5, 2		1.0	-1.0
31	31	1/2	i6	A	iv		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
31	31	3/4	i	A	iv		i	i						m	0	1	0, -3, 1		0.0	0.0
32	32	0	V6	A	iv		V6	V		6				M	0	1	5, 2, 1		1.0	5.0
34	34	0	V65	A	iv		V65	V		65				Mm7	0	1	5, 2, -1, 1		1.0	5.0
34	34	1/2	#viio7	A	iv		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5.0	5.0
35	35	1/2	V7	A	iv		V7	V		7				Mm7	0	1	1, 5, 2, -1		1.0	1.0
36	36	0	#viio6	A	iv		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
37	37	0	i(4)	A	iv		i(4)	i			4			m	0	1	0, -1, 1		0.0	0.0
37	37	1/4	i	A	iv		i	i						m	0	1	0, -3, 1		0.0	0.0
38	38	0	V43(4)	A	iv		V43(4)	V		43	4			Mm7	0	1	2, -1, 1, 0		1.0	2.0
38	38	1/4	V43	A	iv		V43	V		43				Mm7	0	1	2, -1, 1, 5		1.0	2.0
38	38	1/2	#viio6	A	iv		#viio6	#vii	o	6				o	0	1	2, -1, 5		5.0	2.0
39	39	0	i6(2)	A	iv		i6(2)	i		6	2			m	0	1	-3, 1, 2		0.0	-3.0
39	39	1/4	i6	A	iv		i6	i		6				m	0	1	-3, 1, 0		0.0	-3.0
39	39	3/4	i.#viio7	A	i		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5.0	5.0
44	44	1/4	#viio43	A	i		#viio43	#vii	o	43				o7	0	1	-1, -4, 5, 2		5.0	-1.0
44	44	3/4	#viio7/V	A	i		#viio7/V	#vii	o	7		V		o7	0	1	13, 10, 7, 4		13.0	13.0
45	45	1/4	V(64)	A	i		V(64)	V			64			M	0	1	1, 0, -3		1.0	1.0
45	45	1/2	V	A	i		V	V						M	0	1	1, 5, 2		1.0	1.0
