mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
35	35	205/2	2.5	1/8	1/8	3/4	4	1		V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36			0	0	3/4	4	1	1	I\\	Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
37	36	105	3.0	0	0	3/4	4	1	2	I\\	Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
38	37	108	9.0	0	0	3/4	4	1		@none	Eb	V		@none		@none							m	0	0				
41	40	117	1.5	0	0	3/4	4	1		vi.V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
41	40	237/2	1.5	3/8	3/8	3/4	4	1		V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
42	41	120	2.0	0	0	3/4	4	1		i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
42	41	122	1.0	1/2	1/2	3/4	4	1		V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
43	42	123	3.0	0	0	3/4	4	1		i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
44	43	126	2.0	0	0	3/4	4	1		V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
44	43	128	1.0	1/2	1/2	3/4	4	1		i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
45	44	129	3.0	0	0	3/4	4	1		V65	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
46	45	132	2.0	0	0	3/4	4	1		i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
46	45	134	1.0	1/2	1/2	3/4	4	1		V2	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
47	46	135	1.0	0	0	3/4	4	1		i6	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
47	46	136	1.0	1/4	1/4	3/4	4	1		V6/iv	Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
47	46	137	1.0	1/2	1/2	3/4	4	1		V7/iv	Eb	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
48	47	138	2.0	0	0	3/4	4	1		iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
48	47	140	1.0	1/2	1/2	3/4	4	1		iv(64)	Eb	vi		iv(64)		iv			64				m	0	1	-1, -2, 2		-1	-1
49	48	141	1.5	0	0	3/4	4	1		iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
49	48	285/2	0.5	3/8	3/8	3/4	4	1		V/iv	Eb	vi		V/iv		V				iv			M	0	1	0, 4, 1		0	0
49	48	143	1.0	1/2	1/2	3/4	4	1		iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
50	49	144	2.0	0	0	3/4	4	1		V6/iv	Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
50	49	146	1.0	1/2	1/2	3/4	4	1		iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
51	50	147	1.0	0	0	3/4	4	1		V65/iv	Eb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
51	50	148	1.0	1/4	1/4	3/4	4	1		iv	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
51	50	149	0.5	1/2	1/2	3/4	4	1		bVII.viio43	Eb	bVII		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
51	50	299/2	0.5	5/8	5/8	3/4	4	1		V64	Eb	bVII		V64		V		64					M	0	0	2, 1, 5		1	2
52	51	150	2.0	0	0	3/4	4	1		I6	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
52	51	152	1.0	1/2	1/2	3/4	4	1		V65	Eb	bVII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
53	52	153	2.0	0	0	3/4	4	1		I	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
53	52	155	0.5	1/2	1/2	3/4	4	1		I64	Eb	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
53	52	311/2	0.5	5/8	5/8	3/4	4	1		I6	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
54	53	156	2.0	0	0	3/4	4	1		V2	Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
54	53	158	0.5	1/2	1/2	3/4	4	1		I	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
54	53	317/2	0.5	5/8	5/8	3/4	4	1		I6	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
55	54	159	2.0	0	0	3/4	4	1		V43	Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	161	0.75	1/2	1/2	3/4	4	1		IV6	Eb	bVII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
55	54	647/4	0.25	11/16	11/16	3/4	4	1		V6	Eb	bVII		V6		V		6					M	0	0	5, 2, 1		1	5
56	55	162	2.0	0	0	3/4	4	1		I	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
56	55	164	0.75	1/2	1/2	3/4	4	1		V43	Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	659/4	0.25	11/16	11/16	3/4	4	1		V2	Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
57	56	165	2.0	0	0	3/4	4	1		i.#viio6	Eb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
57	56	167	1.0	1/2	1/2	3/4	4	1		V65	Eb	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
58	57	168	2.0	0	0	3/4	4	1		i	Eb	i		i		i							m	0	1	0, -3, 1		0	0
58	57	170	0.75	1/2	1/2	3/4	4	1		ii	Eb	i		ii		ii							m	0	1	2, -1, 3		2	2
58	57	683/4	0.25	11/16	11/16	3/4	4	1		V2	Eb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
59	58	171	0.75	0	0	3/4	4	1		i6	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
59	58	687/4	0.25	3/16	3/16	3/4	4	1		#viio7	Eb	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
59	58	172	0.75	1/4	1/4	3/4	4	1		i	Eb	i		i		i							m	0	1	0, -3, 1		0	0
59	58	691/4	0.25	7/16	7/16	3/4	4	1		i6	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
59	58	173	1.0	1/2	1/2	3/4	4	1		iio	Eb	i		iio		ii	o						o	0	1	2, -1, -4		2	2
60	59	174	1.0	0	0	3/4	4	1		i6	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
60	59	175	0.75	1/4	1/4	3/4	4	1		bIII.viio6	Eb	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
60	59	703/4	0.25	7/16	7/16	3/4	4	1		vi7	Eb	bIII		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
60	59	176	1.0	1/2	1/2	3/4	4	1		V65	Eb	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
61	60	177	3.0	0	0	3/4	4	1		I	Eb	bIII		I		I							M	0	0	0, 4, 1		0	0
62	61	180	3.0	0	0	3/4	4	1		IV6	Eb	bIII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
63	62	183	3.0	0	0	3/4	4	1		V(64)	Eb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	186	3.0	0	0	3/4	4	1		V	Eb	bIII		V		V							M	0	0	1, 5, 2		1	1
65	64	189	1.0	0	0	3/4	4	1		i\\	Eb	bIII		i		i						\\	m	0	0	0, -3, 1		0	0
65	64	190	2.0	1/4	1/4	3/4	4	1		i	Eb	bIII		i		i							m	0	0	0, -3, 1		0	0
66	65	192	3.0	0	0	3/4	4	1		iii.V6	Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
67	66	195	1.0	0	0	3/4	4	1		V	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
67	66	196	13.0	1/4	1/4	3/4	4	1		@none	Eb	iii		@none		@none							m	0	1				
72	71	209	1.0	0	0	2/4	4	1		V	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
72	71	210	1.0	1/4	1/4	2/4	4	1		V6	Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
73	72	211	1.0	0	0	2/4	4	1		i	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
73	72	212	1.0	1/4	1/4	2/4	4	1		i6	Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
74	73	213	1.0	0	0	2/4	4	1		V64	Eb	iii		V64		V		64					M	0	1	2, 1, 5		1	2
74	73	214	1.0	1/4	1/4	2/4	4	1		i	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
75	74	215	0.5	0	0	2/4	4	1		IV	Eb	iii		IV		IV							M	0	1	-1, 3, 0		-1	-1
75	74	431/2	1.0	1/8	1/8	2/4	4	1		V	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
75	74	433/2	0.5	3/8	3/8	2/4	4	1		i	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
76	75	217	6.0	0	0	3/4	4	1		#viio43	Eb	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
78	77	223	3.0	0	0	3/4	4	1		V7/iv	Eb	iii		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
79	78	226	2.0	0	0	2/4	4	1		vi.i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
80	79	228	1.0	0	0	2/4	4	1		V64	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
80	79	229	1.0	1/4	1/4	2/4	4	1		i	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
81	80	230	0.5	0	0	2/4	4	1		IV	Eb	vi		IV		IV							M	0	1	-1, 3, 0		-1	-1
81	80	461/2	1.0	1/8	1/8	2/4	4	1		V	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
81	80	463/2	0.5	3/8	3/8	2/4	4	1		ii.i	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
82	81	232	6.0	0	0	3/4	4	1		V6	Eb	ii		V6		V		6					M	0	1	5, 2, 1		1	5
84	83	238	2.0	0	0	3/4	4	1		V65	Eb	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
84	83	240	1.0	1/2	1/2	3/4	4	1		iv6	Eb	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
85	84	241	2.0	0	0	3/4	4	1		V7	Eb	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
85	84	243	1.0	1/2	1/2	3/4	4	1		V43	Eb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
86	85	244	2.0	0	0	3/4	4	1		i	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
86	85	246	1.0	1/2	1/2	3/4	4	1		VI	Eb	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
87	86	247	2.0	0	0	3/4	4	1		i64	Eb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
87	86	249	1.0	1/2	1/2	3/4	4	1		#viio43	Eb	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
88	87	250	2.0	0	0	3/4	4	1		i6	Eb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
88	87	252	1.0	1/2	1/2	3/4	4	1		I.I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
89	88	253	2.0	0	0	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
89	88	255	1.0	1/2	1/2	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
90	89	256	1.0	0	0	3/4	4	1		V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
90	89	257	1.0	1/4	1/4	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
90	89	258	0.75	1/2	1/2	3/4	4	1		viio6	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
90	89	1035/4	0.25	11/16	11/16	3/4	4	1		V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
91	90	259	2.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
91	90	261	1.0	1/2	1/2	3/4	4	1		ii43	Eb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
92	91	262	2.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	91	264	0.75	1/2	1/2	3/4	4	1		IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	91	1059/4	0.25	11/16	11/16	3/4	4	1		#viio/V	Eb	I		#viio/V		#vii	o			V			o	0	0	6, 3, 0		6	6
93	92	265	2.0	0	0	3/4	4	1		V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
93	92	267	1.0	1/2	1/2	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
94	93	268	1.0	0	0	3/4	4	1		V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
94	93	269	1.0	1/4	1/4	3/4	4	1		V65	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	93	270	1.0	1/2	1/2	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
95	94	271	1.0	0	0	3/4	4	1		V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
95	94	272	1.0	1/4	1/4	3/4	4	1		V64	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
95	94	273	1.0	1/2	1/2	3/4	4	1		#viio43/V	Eb	I		#viio43/V		#vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
96	95	274	1.0	0	0	3/4	4	1		v6	Eb	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
96	95	275	1.0	1/4	1/4	3/4	4	1		V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
96	95	276	1.0	1/2	1/2	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	96	277	1.0	0	0	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
97	96	278	1.0	1/4	1/4	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	96	279	1.0	1/2	1/2	3/4	4	1		V2	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
98	97	280	1.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
98	97	281	1.0	1/4	1/4	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
98	97	282	1.0	1/2	1/2	3/4	4	1		V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	98	283	2.0	0	0	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
99	98	285	1.0	1/2	1/2	3/4	4	1		ii2	Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
100	99	286	1.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
100	99	287	1.0	1/4	1/4	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
100	99	288	0.75	1/2	1/2	3/4	4	1		I(64)	Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
100	99	1155/4	0.25	11/16	11/16	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
101	100	289	2.0	0	0	3/4	4	1		V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
101	100	291	1.0	1/2	1/2	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
102	101	292	1.75	0	0	3/4	4	1		V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	101	1175/4	0.25	7/16	7/16	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	101	294	0.75	1/2	1/2	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
102	101	1179/4	0.25	11/16	11/16	3/4	4	1		vi7	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
103	102	295	2.0	0	0	3/4	4	1		V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
103	102	297	0.75	1/2	1/2	3/4	4	1		V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
103	102	1191/4	0.25	11/16	11/16	3/4	4	1		V65/V	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
104	103	298	1.0	0	0	3/4	4	1		V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
104	103	299	1.0	1/4	1/4	3/4	4	1		V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
104	103	300	1.0	1/2	1/2	3/4	4	1		vii%43	Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
105	104	301	2.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
105	104	303	1.0	1/2	1/2	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	105	304	2.0	0	0	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	105	306	1.0	1/2	1/2	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
107	106	307	2.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	106	309	1.0	1/2	1/2	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
108	107	310	2.0	0	0	3/4	4	1		I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	107	312	1.0	1/2	1/2	3/4	4	1		V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
109	108	313	2.0	0	0	3/4	4	1		I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
