mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	3/8	4	1	G.I	G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	3/2	1.5	0	0	3/8	4	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
3	3	3	1.5	0	0	3/8	4	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	9/2	0.5	0	0	3/8	4	1	V7(4)	G	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
4	4	5	1.0	1/8	1/8	3/8	4	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	6	1.5	0	0	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
6	6	15/2	1.5	0	0	3/8	4	1	vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
7	7	9	0.5	0	0	3/8	4	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	19/2	0.5	1/8	1/8	3/8	4	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	10	1.0	1/4	1/4	3/8	4	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	11	1.0	1/8	1/8	3/8	4	1	I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
9	9	12	0.5	0	0	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
9	9	25/2	0.5	1/8	1/8	3/8	4	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
9	9	13	0.5	1/4	1/4	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
10	10	27/2	1.5	0	0	3/8	4	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	15	1.5	0	0	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
12	12	33/2	1.0	0	0	3/8	4	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
12	12	35/2	0.5	1/4	1/4	3/8	4	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
13	13	18	0.5	0	0	3/8	4	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	37/2	0.5	1/8	1/8	3/8	4	1	V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	13	19	0.5	1/4	1/4	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
14	14	39/2	0.5	0	0	3/8	4	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	20	0.5	1/8	1/8	3/8	4	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
14	14	41/2	0.5	1/4	1/4	3/8	4	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	21	0.5	0	0	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
15	15	43/2	0.5	1/8	1/8	3/8	4	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	22	0.5	1/4	1/4	3/8	4	1	#viio6/V	G	I		#viio6/V	#vii	o	6		V			o	0	0	3, 0, 6		6	3
16	16	45/2	0.5	0	0	3/8	4	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
16	16	23	0.5	1/8	1/8	3/8	4	1	#viio/V	G	I		#viio/V	#vii	o			V			o	0	0	6, 3, 0		6	6
16	16	47/2	0.5	1/4	1/4	3/8	4	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	24	1.0	0	0	3/8	4	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	25	0.5	1/4	1/4	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
18	18	51/2	1.5	0	0	3/8	4	1	vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
19	19	27	0.5	0	0	3/8	4	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	55/2	0.5	1/8	1/8	3/8	4	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
19	19	28	0.5	1/4	1/4	3/8	4	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
20	20	57/2	0.5	0	0	3/8	4	1	ii65	G	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	20	29	1.0	1/8	1/8	3/8	4	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	30	0.5	0	0	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
21	21	61/2	0.5	1/8	1/8	3/8	4	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	31	0.5	1/4	1/4	3/8	4	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
22	22	63/2	1.5	0	0	3/8	4	1	vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
