quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
447/2	1.0	90	89	1/2	1/2	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
449/2	1.0	90	89	3/4	3/4	4/4	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
451/2	1.0	91	90	0	0	4/4	4	1		1	ii(9)	dcml	C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
453/2	2.0	91	90	1/4	1/4	4/4	4	1		1	ii	dcml	C	I		ii	ii							m	0	0	2, -1, 3		2	2
457/2	1.0	91	90	3/4	3/4	4/4	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
459/2	1.0	92	91	0	0	4/4	4	1		1	ii	dcml	C	I		ii	ii							m	0	0	2, -1, 3		2	2
461/2	1.0	92	91	1/4	1/4	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
463/2	1.0	92	91	1/2	1/2	4/4	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
465/2	1.0	92	91	3/4	3/4	4/4	4	1		1	V65	dcml	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
467/2	1.0	93	92	0	0	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
469/2	1.0	93	92	1/4	1/4	4/4	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
471/2	1.0	93	92	1/2	1/2	4/4	4	1		1	I(9)	dcml	C	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
473/2	1.0	93	92	3/4	3/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
475/2	1.0	94	93	0	0	4/4	4	1		1	vi65	dcml	C	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
477/2	1.0	94	93	1/4	1/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
479/2	1.0	94	93	1/2	1/2	4/4	4	1		1	I6(4)	dcml	C	I		I6(4)	I		6	4				M	0	0	-1, 1, 0		0	-1
481/2	1.0	94	93	3/4	3/4	4/4	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
483/2	1.0	95	94	0	0	4/4	4	1		1	IV(9)	dcml	C	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
485/2	1.0	95	94	1/4	1/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
487/2	1.0	95	94	1/2	1/2	4/4	4	1		1	I64(4)	dcml	C	I		I64(4)	I		64	4				M	0	0	1, 0, -1		0	1
489/2	1.0	95	94	3/4	3/4	4/4	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
491/2	1.0	96	95	0	0	4/4	4	1		1	ii43(2)	dcml	C	I		ii43(2)	ii		43	2				mm7	0	0	3, 0, 4, -1		2	3
493/2	1.0	96	95	1/4	1/4	4/4	4	1		1	ii43	dcml	C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
495/2	1.0	96	95	1/2	1/2	4/4	4	1		1	V7(4)	dcml	C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
497/2	1.0	96	95	3/4	3/4	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
499/2	1.0	97	96	0	0	4/4	4	1		1	I6(7)	dcml	C	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
501/2	1.0	97	96	1/4	1/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
503/2	1.0	97	96	1/2	1/2	4/4	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
505/2	1.0	97	96	3/4	3/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
507/2	1.0	98	97	0	0	4/4	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
509/2	2.0	98	97	1/4	1/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
513/2	3.0	98	97	3/4	3/4	4/4	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
519/2	0.5	99	98	1/2	1/2	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
260	0.5	99	98	5/8	5/8	4/4	4	1		1	vi(42)	dcml	C	I		vi(42)	vi			42				m	0	0	5, 2, 4		3	5
521/2	3.0	99	98	3/4	3/4	4/4	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
527/2	1.0	100	99	1/2	1/2	4/4	4	1		1	iii(4)	dcml	C	I		iii(4)	iii			4				m	0	0	4, 3, 5		4	4
529/2	1.0	100	99	3/4	3/4	4/4	4	1		1	iii	dcml	C	I		iii	iii							m	0	0	4, 1, 5		4	4
531/2	2.0	101	100	0	0	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
535/2	1.0	101	100	1/2	1/2	4/4	4	1		1	IV64(2)	dcml	C	I		IV64(2)	IV		64	2				M	0	0	0, 1, 3		-1	0
537/2	1.0	101	100	3/4	3/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
539/2	2.0	102	101	0	0	4/4	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
543/2	1.0	102	101	1/2	1/2	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
545/2	1.0	102	101	3/4	3/4	4/4	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
547/2	2.0	103	102	0	0	4/4	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
551/2	1.0	103	102	1/2	1/2	4/4	4	1		1	V2	dcml	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
553/2	1.0	103	102	3/4	3/4	4/4	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
555/2	0.5	104	103	0	0	4/4	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
278	1.0	104	103	1/8	1/8	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
279	1.0	104	103	3/8	3/8	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
280	1.5	104	103	5/8	5/8	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
563/2	1.0	105	104	0	0	4/4	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
565/2	1.0	105	104	1/4	1/4	4/4	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
567/2	1.0	105	104	1/2	1/2	4/4	4	1		1	IV6(2)	dcml	C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
569/2	3.0	105	104	3/4	3/4	4/4	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
575/2	2.0	106	105	1/2	1/2	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
579/2	1.0	107	106	0	0	4/4	4	1		1	I(4)	dcml	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
581/2	1.0	107	106	1/4	1/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
583/2	1.0	107	106	1/2	1/2	4/4	4	1		1	IV(7)	dcml	C	I		IV(7)	IV			7				M	0	0	-1, 3, 0	4	-1	-1
585/2	1.0	107	106	3/4	3/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
587/2	1.0	108	107	0	0	4/4	4	1		1	V7(4)	dcml	C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
589/2	1.0	108	107	1/4	1/4	4/4	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
591/2	1.0	108	107	1/2	1/2	4/4	4	1		1	I(9)	dcml	C	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
593/2	1.0	108	107	3/4	3/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
595/2	4.0	109	108	0	0	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
603/2	1.0	110	109	0	0	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
605/2	2.0	110	109	1/4	1/4	4/4	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
609/2	1.0	110	109	3/4	3/4	4/4	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
611/2	1.0	111	110	0	0	4/4	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
613/2	1.0	111	110	1/4	1/4	4/4	4	1		1	V64	dcml	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
615/2	4.0	111	110	1/2	1/2	4/4	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
623/2	2.0	112	111	1/2	1/2	4/4	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
627/2	1.0	113	112	0	0	4/4	4	1		1	I(4)	dcml	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
629/2	1.0	113	112	1/4	1/4	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
631/2	1.0	113	112	1/2	1/2	4/4	4	1		1	vi6	dcml	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
633/2	1.0	113	112	3/4	3/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
635/2	2.0	114	113	0	0	4/4	4	1		1	ii	dcml	C	I		ii	ii							m	0	0	2, -1, 3		2	2
639/2	2.0	114	113	1/2	1/2	4/4	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
643/2	2.0	115	114	0	0	4/4	4	1		1	II.V	dcml	C	II		V	V							M	0	0	1, 5, 2		1	1
647/2	2.0	115	114	1/2	1/2	4/4	4	1		1	V7	dcml	C	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
651/2	1.5	116	115	0	0	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
327	1.5	117	116	0	0	3/8	4	1		1	V6	dcml	C	II		V6	V		6					M	0	0	5, 2, 1		1	5
657/2	1.5	118	117	0	0	3/8	4	1		1	vi	dcml	C	II		vi	vi							m	0	0	3, 0, 4		3	3
330	1.5	119	118	0	0	3/8	4	1		1	iii6	dcml	C	II		iii6	iii		6					m	0	0	1, 5, 4		4	1
663/2	1.5	120	119	0	0	3/8	4	1		1	IV	dcml	C	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
333	1.0	121	120	0	0	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
334	0.5	121	120	1/4	1/4	3/8	4	1		1	vi	dcml	C	II		vi	vi							m	0	0	3, 0, 4		3	3
669/2	0.5	122	121	0	0	3/8	4	1		1	vi7	dcml	C	II		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
335	0.5	122	121	1/8	1/8	3/8	4	1		1	V65	dcml	C	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
671/2	0.5	122	121	1/4	1/4	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
336	0.5	123	122	0	0	3/8	4	1		1	V64	dcml	C	II		V64	V		64					M	0	0	2, 1, 5		1	2
673/2	0.5	123	122	1/8	1/8	3/8	4	1		1	V65/V	dcml	C	II		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
337	0.25	123	122	1/4	1/4	3/8	4	1		1	V(9)	dcml	C	II		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
1349/4	0.25	123	122	5/16	5/16	3/8	4	1		1	V7	dcml	C	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
675/2	1.5	124	123	0	0	3/8	4	1		1	I\\	dcml	C	II		I	I						\\	M	0	0	0, 4, 1		0	0
339	1.5	125	124	0	0	3/8	4	1		1	V6	dcml	C	II		V6	V		6					M	0	0	5, 2, 1		1	5
681/2	1.5	126	125	0	0	3/8	4	1		1	vi	dcml	C	II		vi	vi							m	0	0	3, 0, 4		3	3
342	1.5	127	126	0	0	3/8	4	1		1	iii6	dcml	C	II		iii6	iii		6					m	0	0	1, 5, 4		4	1
687/2	1.5	128	127	0	0	3/8	4	1		1	IV	dcml	C	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
345	1.0	129	128	0	0	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
346	1.0	129	128	1/4	1/4	3/8	4	1		1	IV6	dcml	C	II		IV6	IV		6					M	0	0	3, 0, -1		-1	3
347	0.75	130	129	1/8	1/8	3/8	4	1		1	V65	dcml	C	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1391/4	0.25	130	129	5/16	5/16	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
348	0.5	131	130	0	0	3/8	4	1		1	V64	dcml	C	II		V64	V		64					M	0	0	2, 1, 5		1	2
697/2	0.5	131	130	1/8	1/8	3/8	4	1		1	V65/V	dcml	C	II		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
349	0.25	131	130	1/4	1/4	3/8	4	1		1	V	dcml	C	II		V	V							M	0	0	1, 5, 2		1	1
1397/4	0.25	131	130	5/16	5/16	3/8	4	1		1	viio6/V	dcml	C	II		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
699/2	0.5	132	131	0	0	3/8	4	1		1	viio	dcml	C	II		viio	vii	o						o	0	0	5, 2, -1		5	5
350	0.5	132	131	1/8	1/8	3/8	4	1		1	vi7	dcml	C	II		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
701/2	0.5	132	131	1/4	1/4	3/8	4	1		1	viio	dcml	C	II		viio	vii	o						o	0	0	5, 2, -1		5	5
351	0.5	133	132	0	0	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
703/2	0.5	133	132	1/8	1/8	3/8	4	1		1	viio6(+4)	dcml	C	II		viio6(+4)	vii	o	6	+4				o	0	0	2, -1, 5	4	5	2
352	0.5	133	132	1/4	1/4	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
705/2	0.5	134	133	0	0	3/8	4	1		1	V	dcml	C	II		V	V							M	0	0	1, 5, 2		1	1
353	0.5	134	133	1/8	1/8	3/8	4	1		1	vi7	dcml	C	II		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
707/2	0.5	134	133	1/4	1/4	3/8	4	1		1	viio	dcml	C	II		viio	vii	o						o	0	0	5, 2, -1		5	5
354	0.5	135	134	0	0	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
709/2	0.5	135	134	1/8	1/8	3/8	4	1		1	V43	dcml	C	II		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
355	0.5	135	134	1/4	1/4	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
711/2	1.0	136	135	0	0	3/8	4	1		1	IV	dcml	C	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
713/2	0.5	136	135	1/4	1/4	3/8	4	1		1	ii6	dcml	C	II		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
357	1.0	137	136	0	0	3/8	4	1		1	V7(+4)	dcml	C	II		V7(+4)	V		7	+4				Mm7	0	0	1, 5, 2, -1	0	1	1
358	1.0	137	136	1/4	1/4	3/8	4	1		1	V7(+6)	dcml	C	II		V7(+6)	V		7	+6				Mm7	0	0	1, 5, 2, -1	4	1	1
359	2.25	138	137	1/8	1/8	3/8	4	1		1	V7(+#8)	dcml	C	II		V7(+#8)	V		7	+#8				Mm7	0	0	1, 5, 2, -1	8	1	1
1445/4	0.75	139	138	5/16	5/16	3/8	4	1		1	vii%43	dcml	C	II		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
362	0.5	140	139	1/8	1/8	3/8	4	1		1	vii%7/V	dcml	C	II		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
725/2	1.0	140	139	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
727/2	0.5	141	140	1/8	1/8	3/8	4	1		1	V65	dcml	C	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
364	0.125	141	140	1/4	1/4	3/8	4	1		1	I(94)	dcml	C	II		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
2913/8	0.375	141	140	9/32	9/32	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
729/2	0.5	142	141	0	0	3/8	4	1		1	V	dcml	C	II		V	V							M	0	0	1, 5, 2		1	1
365	0.5	142	141	1/8	1/8	3/8	4	1		1	vi7	dcml	C	II		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
731/2	0.5	142	141	1/4	1/4	3/8	4	1		1	V65	dcml	C	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
366	0.5	143	142	0	0	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
733/2	0.5	143	142	1/8	1/8	3/8	4	1		1	V43	dcml	C	II		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
367	0.5	143	142	1/4	1/4	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
735/2	0.5	144	143	0	0	3/8	4	1		1	V	dcml	C	II		V	V							M	0	0	1, 5, 2		1	1
368	0.5	144	143	1/8	1/8	3/8	4	1		1	viio6/V	dcml	C	II		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
737/2	0.5	144	143	1/4	1/4	3/8	4	1		1	viio	dcml	C	II		viio	vii	o						o	0	0	5, 2, -1		5	5
369	0.5	145	144	0	0	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
739/2	0.5	145	144	1/8	1/8	3/8	4	1		1	V43	dcml	C	II		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
370	0.5	145	144	1/4	1/4	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
741/2	1.0	146	145	0	0	3/8	4	1		1	IV	dcml	C	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
743/2	0.5	146	145	1/4	1/4	3/8	4	1		1	ii6	dcml	C	II		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
372	0.875	147	146	0	0	3/8	4	1		1	V7(+4)	dcml	C	II		V7(+4)	V		7	+4				Mm7	0	0	1, 5, 2, -1	0	1	1
2983/8	0.625	147	146	7/32	7/32	3/8	4	1		1	V7(+6)	dcml	C	II		V7(+6)	V		7	+6				Mm7	0	0	1, 5, 2, -1	4	1	1
747/2	0.5	148	147	0	0	3/8	4	1		1	viio(+#5)	dcml	C	II		viio(+#5)	vii	o		+#5				o	0	0	5, 2, -1	6	5	5
374	1.75	148	147	1/8	1/8	3/8	4	1		1	viio(+#6)	dcml	C	II		viio(+#6)	vii	o		+#6				o	0	0	5, 2, -1	8	5	5
1503/4	0.25	149	148	3/16	3/16	3/8	4	1		1	viio(+#5)	dcml	C	II		viio(+#5)	vii	o		+#5				o	0	0	5, 2, -1	6	5	5
376	0.25	149	148	1/4	1/4	3/8	4	1		1	viio(+#6)	dcml	C	II		viio(+#6)	vii	o		+#6				o	0	0	5, 2, -1	8	5	5
1505/4	0.5	149	148	5/16	5/16	3/8	4	1		1	viio64	dcml	C	II		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
1507/4	0.5	150	149	1/16	1/16	3/8	4	1		1	vii%7/V	dcml	C	II		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
1509/4	1.25	150	149	3/16	3/16	3/8	4	1		1	V(64)	dcml	C	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
757/2	0.5	151	150	1/8	1/8	3/8	4	1		1	V65	dcml	C	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
379	0.5	151	150	1/4	1/4	3/8	4	1		1	I\\	dcml	C	II		I	I						\\	M	0	0	0, 4, 1		0	0
759/2	0.5	152	151	0	0	3/8	4	1		1	V2/IV	dcml	C	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
380	0.5	152	151	1/8	1/8	3/8	4	1		1	IV6	dcml	C	II		IV6	IV		6					M	0	0	3, 0, -1		-1	3
761/2	0.5	152	151	1/4	1/4	3/8	4	1		1	V2/IV	dcml	C	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
381	1.5	153	152	0	0	3/8	4	1		1	IV6	dcml	C	II		IV6	IV		6					M	0	0	3, 0, -1		-1	3
765/2	0.5	154	153	0	0	3/8	4	1		1	vi	dcml	C	II		vi	vi							m	0	0	3, 0, 4		3	3
383	1.0	154	153	1/8	1/8	3/8	4	1		1	V43/IV	dcml	C	II		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
384	1.5	155	154	0	0	3/8	4	1		1	IV	dcml	C	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
771/2	1.0	156	155	0	0	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
773/2	0.5	156	155	1/4	1/4	3/8	4	1		1	I[V2/IV	dcml	C	II	I	V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
387	1.5	157	156	0	0	3/8	4	1		1	IV6	dcml	C	II	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
777/2	0.5	158	157	0	0	3/8	4	1		1	IV6	dcml	C	II	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
389	1.25	158	157	1/8	1/8	3/8	4	1		1	I64	dcml	C	II	I	I64	I		64					M	0	0	1, 0, 4		0	1
1561/4	0.25	159	158	1/16	1/16	3/8	4	1		1	viio/IV	dcml	C	II	I	viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
781/2	0.5	159	158	1/8	1/8	3/8	4	1		1	IV	dcml	C	II	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
391	0.25	159	158	1/4	1/4	3/8	4	1		1	I	dcml	C	II	I	I	I							M	0	0	0, 4, 1		0	0
1565/4	0.25	159	158	5/16	5/16	3/8	4	1		1	IV	dcml	C	II	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
783/2	0.5	160	159	0	0	3/8	4	1		1	IV]	dcml	C	II	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
392	0.25	160	159	1/8	1/8	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
1569/4	0.25	160	159	3/16	3/16	3/8	4	1		1	I+	dcml	C	II		I+	I	+						+	0	0	0, 4, 8		0	0
785/2	0.5	160	159	1/4	1/4	3/8	4	1		1	viio/V	dcml	C	II		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
393	1.0	161	160	0	0	3/8	4	1		1	V(64)	dcml	C	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
394	0.5	161	160	1/4	1/4	3/8	4	1		1	V7	dcml	C	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
789/2	0.5	162	161	0	0	3/8	4	1		1	V(64)	dcml	C	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
395	0.5	162	161	1/8	1/8	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
791/2	0.5	162	161	1/4	1/4	3/8	4	1		1	viio6	dcml	C	II		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
396	0.5	163	162	0	0	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
793/2	0.5	163	162	1/8	1/8	3/8	4	1		1	viio7/V	dcml	C	II		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
397	0.5	163	162	1/4	1/4	3/8	4	1		1	V7	dcml	C	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
795/2	0.5	164	163	0	0	3/8	4	1		1	I\\	dcml	C	II		I	I						\\	M	0	0	0, 4, 1		0	0
398	0.375	164	163	1/8	1/8	3/8	4	1		1	I6	dcml	C	II		I6	I		6					M	0	0	4, 1, 0		0	4
3187/8	0.125	164	163	7/32	7/32	3/8	4	1		1	V2/IV	dcml	C	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
797/2	0.5	164	163	1/4	1/4	3/8	4	1		1	IV6	dcml	C	II		IV6	IV		6					M	0	0	3, 0, -1		-1	3
399	0.5	165	164	0	0	3/8	4	1		1	I64	dcml	C	II		I64	I		64					M	0	0	1, 0, 4		0	1
799/2	0.5	165	164	1/8	1/8	3/8	4	1		1	viio7/V	dcml	C	II		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
400	0.5	165	164	1/4	1/4	3/8	4	1		1	viio6	dcml	C	II		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
801/2	0.5	166	165	0	0	3/8	4	1		1	I(9)	dcml	C	II		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
401	2.0	166	165	1/8	1/8	3/8	4	1		1	I	dcml	C	II		I	I							M	0	0	0, 4, 1		0	0
403	1.5	167	166	1/4	1/4	3/8	4	1		1	I.I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
809/2	4.5	168	167	1/4	1/4	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
409	1.0	170	169	0	0	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
410	1.0	170	169	1/4	1/4	4/4	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
411	1.0	170	169	1/2	1/2	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
412	1.0	170	169	3/4	3/4	4/4	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
413	0.5	171	170	0	0	4/4	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
827/2	0.5	171	170	1/8	1/8	4/4	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
414	1.0	171	170	1/4	1/4	4/4	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
415	1.0	171	170	1/2	1/2	4/4	4	1		1	IV6(9)	dcml	C	I		IV6(9)	IV		6	9				M	0	0	3, 0, -1	1	-1	3
416	1.0	171	170	3/4	3/4	4/4	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
417	0.5	172	171	0	0	4/4	4	1		1	IV(9)	dcml	C	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
