mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-4	3/8	3/8	0	4	firstMeasure					2
2	2	-4	3/8	3/8	0	4						3
3	3	-4	3/8	3/8	0	4						4
4	4	-4	3/8	3/8	0	4						5
5	5	-4	3/8	3/8	0	4						6
6	6	-4	3/8	3/8	0	4						7
7	7	-4	3/8	3/8	0	4						8
8	8	-4	3/8	3/8	0	4						9
9	9	-4	3/8	3/8	0	4						10
10	10	-4	3/8	3/8	0	4						11
11	11	-4	3/8	3/8	0	4						12
12	12	-4	3/8	3/8	0	4						13
13	13	-4	3/8	3/8	0	4						14
14	14	-4	3/8	3/8	0	4						15
15	15	-4	3/8	3/8	0	4						16
16	16	-4	3/8	3/8	0	4						17
17	17	-4	3/8	3/8	0	4						18
18	18	-4	3/8	3/8	0	4						19
19	19	-4	3/8	3/8	0	4						20
20	20	-4	3/8	3/8	0	4						21
21	21	-4	3/8	3/8	0	4						22
22	22	-4	3/8	3/8	0	4						23
23	23	-4	3/8	3/8	0	4						24
24	24	-4	3/8	3/8	0	4						25
25	25	-4	3/8	3/8	0	4						26
26	26	-4	3/8	3/8	0	4						27
27	27	-4	3/8	3/8	0	4						28
28	28	-4	3/8	3/8	0	4						29
29	29	-4	3/8	3/8	0	4						30
30	30	-4	3/8	3/8	0	4						31
31	31	-4	3/8	3/8	0	4						32
32	32	-4	3/8	3/8	0	4						33
33	33	-4	3/8	3/8	0	4						34
34	34	-4	3/8	3/8	0	4						35
35	35	-4	3/8	3/8	0	4						36
36	36	-4	3/8	3/8	0	4						37
37	37	-4	3/8	3/8	0	4						38
38	38	-4	3/8	3/8	0	4						39
39	39	-4	3/8	3/8	0	4						40
40	40	-4	3/8	3/8	0	4						41
41	41	-4	3/8	3/8	0	4						42
42	42	-4	3/8	3/8	0	4						43
43	43	-4	3/8	3/8	0	4						44
44	44	-4	3/8	3/8	0	4						45
45	45	-4	3/8	3/8	0	4						46
46	46	-4	3/8	3/8	0	4						47
47	47	-4	3/8	3/8	0	4						48
48	48	-4	3/8	3/8	0	4						49
49	49	-4	3/8	3/8	0	4						50
50	50	-4	3/8	3/8	0	4						51
51	51	-4	3/8	3/8	0	4						52
52	52	-4	3/8	3/8	0	4						53
53	53	-4	3/8	3/8	0	4						54
54	54	-4	3/8	3/8	0	4						55
55	55	-4	3/8	3/8	0	4						56
56	56	-4	3/8	3/8	0	4						57
57	57	-4	3/8	3/8	0	4						58
58	58	-4	3/8	3/8	0	4						59
59	59	-4	3/8	3/8	0	4						60
60	60	-4	3/8	3/8	0	4						61
61	61	-4	3/8	3/8	0	4						62
62	62	-4	3/8	3/8	0	4						63
63	63	-4	3/8	3/8	0	4						64
64	64	-4	3/8	3/8	0	4						65
65	65	-4	3/8	3/8	0	4						66
66	66	-4	3/8	3/8	0	4						67
67	67	-4	3/8	3/8	0	4						68
68	68	-4	3/8	3/8	0	4						69
69	69	-4	3/8	3/8	0	4						70
70	70	-4	3/8	3/8	0	4						71
71	71	-4	3/8	3/8	0	4						72
72	72	-4	3/8	3/8	0	4						73
73	73	-4	3/8	3/8	0	4						74
74	74	-4	3/8	3/8	0	4						75
75	75	-4	3/8	3/8	0	4						76
76	76	-4	3/8	3/8	0	4						77
77	77	-4	3/8	3/8	0	4						78
78	78	-4	3/8	3/8	0	4						79
79	79	-4	3/8	3/8	0	4						80
80	80	-4	3/8	3/8	0	4						81
81	81	-4	3/8	3/8	0	4						82
82	82	-4	3/8	3/8	0	4						83
83	83	-4	3/8	3/8	0	4						84
84	84	-4	3/8	3/8	0	4						85
85	85	-4	3/8	3/8	0	4						86
86	86	-4	3/8	3/8	0	4						87
87	87	-4	3/8	3/8	0	4						88
88	88	-4	3/8	3/8	0	4						89
89	89	-4	3/8	3/8	0	4						90
90	90	-4	3/8	3/8	0	4						91
91	91	-4	3/8	3/8	0	4						92
