mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	2.0	-2	2/4	1/2	0						firstMeasure	2
2	2	2	2.0	-2	2/4	1/2	0							3
3	3	4	2.0	-2	2/4	1/2	0							4
4	4	6	2.0	-2	2/4	1/2	0							5
5	5	8	2.0	-2	2/4	1/2	0							6
6	6	10	2.0	-2	2/4	1/2	0					line		7
7	7	12	2.0	-2	2/4	1/2	0							8
8	8	14	2.0	-2	2/4	1/2	0							9
9	9	16	2.0	-2	2/4	1/2	0							10
10	10	18	2.0	-2	2/4	1/2	0							11
11	11	20	2.0	-2	2/4	1/2	0					line		12
12	12	22	2.0	-2	2/4	1/2	0							13
13	13	24	2.0	-2	2/4	1/2	0							14
14	14	26	2.0	-2	2/4	1/2	0					page		15
15	15	28	2.0	-2	2/4	1/2	0							16
16	16	30	2.0	-2	2/4	1/2	0							17
17	17	32	2.0	-2	2/4	1/2	0					line		18
18	18	34	2.0	-2	2/4	1/2	0							19
19	19	36	2.0	-2	2/4	1/2	0					line		20
20	20	38	2.0	-2	2/4	1/2	0							21
21	21	40	2.0	-2	2/4	1/2	0					page		22
22	22	42	2.0	-2	2/4	1/2	0							23
23	23	44	2.0	-2	2/4	1/2	0							24
24	24	46	2.0	-2	2/4	1/2	0							25
25	25	48	2.0	-2	2/4	1/2	0					line		26
26	26	50	2.0	-2	2/4	1/2	0							27
27	27	52	2.0	-2	2/4	1/2	0							28
28	28	54	2.0	-2	2/4	1/2	0							29
29	29	56	2.0	-2	2/4	1/2	0					line		30
30	30	58	2.0	-2	2/4	1/2	0							31
31	31	60	2.0	-2	2/4	1/2	0							32
32	32	62	2.0	-2	2/4	1/2	0							33
33	33	64	2.0	-2	2/4	1/2	0							34
34	34	66	2.0	-2	2/4	1/2	0							35
35	35	68	2.0	-2	2/4	1/2	0					page		36
36	36	70	2.0	-2	2/4	1/2	0							37
37	37	72	2.0	-2	2/4	1/2	0							38
38	38	74	2.0	-2	2/4	1/2	0							39
39	39	76	2.0	-2	2/4	1/2	0					line		40
40	40	78	2.0	-2	2/4	1/2	0							41
41	41	80	2.0	-2	2/4	1/2	0							42
42	42	82	2.0	-2	2/4	1/2	0					line		43
43	43	84	2.0	-2	2/4	1/2	0							44
44	44	86	2.0	-2	2/4	1/2	0							45
45	45	88	2.0	-2	2/4	1/2	0							46
46	46	90	2.0	-2	2/4	1/2	0					page		47
47	47	92	2.0	-2	2/4	1/2	0							48
48	48	94	2.0	-2	2/4	1/2	0							49
49	49	96	2.0	-2	2/4	1/2	0							50
50	50	98	2.0	-2	2/4	1/2	0							51
51	51	100	2.0	-2	2/4	1/2	0							52
52	52	102	2.0	-2	2/4	1/2	0					line		53
53	53	104	2.0	-2	2/4	1/2	0							54
54	54	106	2.0	-2	2/4	1/2	0							55
55	55	108	2.0	-2	2/4	1/2	0							56
56	56	110	2.0	-2	2/4	1/2	0							57
57	57	112	2.0	-2	2/4	1/2	0					line		58
58	58	114	2.0	-2	2/4	1/2	0							59
59	59	116	2.0	-2	2/4	1/2	0							60
60	60	118	2.0	-2	2/4	1/2	0					page		61
61	61	120	2.0	-2	2/4	1/2	0							62
62	62	122	2.0	-2	2/4	1/2	0							63
63	63	124	2.0	-2	2/4	1/2	0					line		64
64	64	126	2.0	-2	2/4	1/2	0							65
65	65	128	2.0	-2	2/4	1/2	0							66
66	66	130	2.0	-2	2/4	1/2	0					line		67
67	67	132	2.0	-2	2/4	1/2	0							68
68	68	134	2.0	-2	2/4	1/2	0							69
69	69	136	2.0	-2	2/4	1/2	0					page		70
70	70	138	2.0	-2	2/4	1/2	0							71
71	71	140	2.0	-2	2/4	1/2	0							72
72	72	142	2.0	-2	2/4	1/2	0					line		73
73	73	144	2.0	-2	2/4	1/2	0							74
74	74	146	2.0	-2	2/4	1/2	0							75
75	75	148	2.0	-2	2/4	1/2	0							76
76	76	150	2.0	-2	2/4	1/2	0					line		77
77	77	152	2.0	-2	2/4	1/2	0							78
78	78	154	2.0	-2	2/4	1/2	0							79
79	79	156	2.0	-2	2/4	1/2	0					page		80
80	80	158	2.0	-2	2/4	1/2	0							81
81	81	160	2.0	-2	2/4	1/2	0					line		82
82	82	162	2.0	-2	2/4	1/2	0							83
83	83	164	2.0	-2	2/4	1/2	0					line		84
84	84	166	2.0	-2	2/4	1/2	0							85
85	85	168	2.0	-2	2/4	1/2	0					page		86
86	86	170	2.0	-2	2/4	1/2	0							87
87	87	172	2.0	-2	2/4	1/2	0					line		88
88	88	174	2.0	-2	2/4	1/2	0							89
89	89	176	2.0	-2	2/4	1/2	0					line		90
90	90	178	2.0	-2	2/4	1/2	0							91
91	91	180	2.0	-2	2/4	1/2	0							92
92	92	182	2.0	-2	2/4	1/2	0					page		93
93	93	184	2.0	-2	2/4	1/2	0							94
94	94	186	2.0	-2	2/4	1/2	0							95
95	95	188	2.0	-2	2/4	1/2	0					line		96
96	96	190	2.0	-2	2/4	1/2	0							97
97	97	192	2.0	-2	2/4	1/2	0							98
98	98	194	2.0	-2	2/4	1/2	0							99
99	99	196	2.0	-2	2/4	1/2	0					line		100
100	100	198	2.0	-2	2/4	1/2	0							101
101	101	200	2.0	-2	2/4	1/2	0							102
102	102	202	2.0	-2	2/4	1/2	0							103
103	103	204	2.0	-2	2/4	1/2	0							104
104	104	206	2.0	-2	2/4	1/2	0					page		105
105	105	208	2.0	-2	2/4	1/2	0							106
106	106	210	2.0	-2	2/4	1/2	0							107
107	107	212	2.0	-2	2/4	1/2	0							108
108	108	214	2.0	-2	2/4	1/2	0							109
109	109	216	2.0	-2	2/4	1/2	0					line		110
110	110	218	2.0	-2	2/4	1/2	0							111
111	111	220	2.0	-2	2/4	1/2	0							112
112	112	222	2.0	-2	2/4	1/2	0							113
113	113	224	2.0	-2	2/4	1/2	0							114
114	114	226	2.0	-2	2/4	1/2	0					line		115
115	115	228	2.0	-2	2/4	1/2	0							116
116	116	230	2.0	-2	2/4	1/2	0							117
117	117	232	2.0	-2	2/4	1/2	0							118
118	118	234	2.0	-2	2/4	1/2	0					page		119
119	119	236	2.0	-2	2/4	1/2	0							120
