mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	1.5	2	6/8	3/8	3/8			1			firstMeasure	2
2	0	3/2	3.0	2	6/8	3/4	0			1				3
3	1	9/2	3.0	2	6/8	3/4	0							4
4	2	15/2	3.0	2	6/8	3/4	0							5
5	3	21/2	3.0	2	6/8	3/4	0							6
6	4	27/2	3.0	2	6/8	3/4	0							7
7	5	33/2	3.0	2	6/8	3/4	0							8
8	6	39/2	3.0	2	6/8	3/4	0							9
9	7	45/2	3.0	2	6/8	3/4	0							10
10	8	51/2	3.0	2	6/8	3/4	0							11
11	9	57/2	3.0	2	6/8	3/4	0					line		12
12	10	63/2	3.0	2	6/8	3/4	0							13
13	11	69/2	3.0	2	6/8	3/4	0							14
14	12	75/2	3.0	2	6/8	3/4	0							15
15	13	81/2	3.0	2	6/8	3/4	0							16
16	14	87/2	3.0	2	6/8	3/4	0							17
17	15	93/2	3.0	2	6/8	3/4	0							18
18	16	99/2	3.0	2	6/8	3/4	0							19
19	17	105/2	3.0	2	6/8	3/4	0					line		20
20	18	111/2	3.0	2	6/8	3/4	0							21
21	19	117/2	3.0	2	6/8	3/4	0							22
22	20	123/2	3.0	2	6/8	3/4	0							23
23	21	129/2	3.0	2	6/8	3/4	0							24
24	22	135/2	3.0	2	6/8	3/4	0							25
25	23	141/2	3.0	2	6/8	3/4	0							26
26	24	147/2	3.0	2	6/8	3/4	0							27
27	25	153/2	3.0	2	6/8	3/4	0							28
28	26	159/2	3.0	2	6/8	3/4	0					page		29
29	27	165/2	3.0	2	6/8	3/4	0							30
30	28	171/2	3.0	2	6/8	3/4	0							31
31	29	177/2	3.0	2	6/8	3/4	0							32
32	30	183/2	3.0	2	6/8	3/4	0							33
33	31	189/2	3.0	2	6/8	3/4	0							34
34	32	195/2	3.0	2	6/8	3/4	0							35
35	33	201/2	3.0	2	6/8	3/4	0							36
36	34	207/2	3.0	2	6/8	3/4	0							37
37	35	213/2	3.0	2	6/8	3/4	0							38
38	36	219/2	3.0	2	6/8	3/4	0					line		39
39	37	225/2	3.0	2	6/8	3/4	0							40
40	38	231/2	3.0	2	6/8	3/4	0							41
41	39	237/2	3.0	2	6/8	3/4	0							42
42	40	243/2	3.0	2	6/8	3/4	0							43
43	41	249/2	3.0	2	6/8	3/4	0							44
44	42	255/2	3.0	2	6/8	3/4	0							45
45	43	261/2	3.0	2	6/8	3/4	0							46
46	44	267/2	3.0	2	6/8	3/4	0							47
47	45	273/2	3.0	2	6/8	3/4	0							48
48	46	279/2	3.0	2	6/8	3/4	0					line		49
49	47	285/2	3.0	2	6/8	3/4	0							50
50	48	291/2	3.0	2	6/8	3/4	0							51
51	49	297/2	3.0	2	6/8	3/4	0							52
52	50	303/2	3.0	2	6/8	3/4	0							53
53	51	309/2	3.0	2	6/8	3/4	0							54
54	52	315/2	3.0	2	6/8	3/4	0							55
55	53	321/2	3.0	2	6/8	3/4	0							56
56	54	327/2	3.0	2	6/8	3/4	0							57
57	55	333/2	3.0	2	6/8	3/4	0					line		58
58	56	339/2	3.0	2	6/8	3/4	0							59
59	57	345/2	3.0	2	6/8	3/4	0							60
60	58	351/2	3.0	2	6/8	3/4	0							61
61	59	357/2	3.0	2	6/8	3/4	0							62
62	60	363/2	3.0	2	6/8	3/4	0							63
63	61	369/2	3.0	2	6/8	3/4	0							64
64	62	375/2	3.0	2	6/8	3/4	0							65
65	63	381/2	3.0	2	6/8	3/4	0							66
66	64	387/2	3.0	2	6/8	3/4	0					page		67
67	65	393/2	3.0	2	6/8	3/4	0							68
68	66	399/2	3.0	2	6/8	3/4	0							69
69	67	405/2	3.0	2	6/8	3/4	0							70
70	68	411/2	3.0	2	6/8	3/4	0							71
71	69	417/2	3.0	2	6/8	3/4	0							72
72	70	423/2	3.0	2	6/8	3/4	0							73
73	71	429/2	3.0	2	6/8	3/4	0							74
74	72	435/2	3.0	2	6/8	3/4	0							75
75	73	441/2	3.0	2	6/8	3/4	0					line		76
76	74	447/2	3.0	2	6/8	3/4	0							77
77	75	453/2	3.0	2	6/8	3/4	0							78
78	76	459/2	3.0	2	6/8	3/4	0							79
79	77	465/2	3.0	2	6/8	3/4	0							80
80	78	471/2	3.0	2	6/8	3/4	0							81
81	79	477/2	3.0	2	6/8	3/4	0							82
82	80	483/2	3.0	2	6/8	3/4	0							83
83	81	489/2	3.0	2	6/8	3/4	0							84
84	82	495/2	3.0	2	6/8	3/4	0					line		85
85	83	501/2	3.0	2	6/8	3/4	0							86
86	84	507/2	3.0	2	6/8	3/4	0							87
87	85	513/2	3.0	2	6/8	3/4	0							88
88	86	519/2	3.0	2	6/8	3/4	0							89
89	87	525/2	3.0	2	6/8	3/4	0							90
90	88	531/2	3.0	2	6/8	3/4	0							91
91	89	537/2	3.0	2	6/8	3/4	0					line		92
92	90	543/2	3.0	2	6/8	3/4	0							93
