mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
93	91	549/2	3.0	2	6/8	3/4	0							94
94	92	555/2	3.0	2	6/8	3/4	0							95
95	93	561/2	3.0	2	6/8	3/4	0							96
96	94	567/2	3.0	2	6/8	3/4	0							97
97	95	573/2	3.0	2	6/8	3/4	0							98
98	96	579/2	3.0	2	6/8	3/4	0							99
99	97	585/2	3.0	2	6/8	3/4	0					page		100
100	98	591/2	3.0	2	6/8	3/4	0							101
101	99	597/2	3.0	2	6/8	3/4	0							102
102	100	603/2	3.0	2	6/8	3/4	0							103
103	101	609/2	3.0	2	6/8	3/4	0							104
104	102	615/2	3.0	2	6/8	3/4	0							105
105	103	621/2	3.0	2	6/8	3/4	0							106
106	104	627/2	3.0	2	6/8	3/4	0							107
107	105	633/2	3.0	2	6/8	3/4	0							108
108	106	639/2	3.0	2	6/8	3/4	0					line		109
109	107	645/2	3.0	2	6/8	3/4	0							110
110	108	651/2	3.0	2	6/8	3/4	0							111
111	109	657/2	3.0	2	6/8	3/4	0							112
112	110	663/2	3.0	2	6/8	3/4	0							113
113	111	669/2	3.0	2	6/8	3/4	0							114
114	112	675/2	3.0	2	6/8	3/4	0							115
115	113	681/2	3.0	2	6/8	3/4	0							116
116	114	687/2	3.0	2	6/8	3/4	0							117
117	115	693/2	3.0	2	6/8	3/4	0							118
118	116	699/2	3.0	2	6/8	3/4	0							119
119	117	705/2	3.0	2	6/8	3/4	0					line		120
120	118	711/2	3.0	2	6/8	3/4	0							121
121	119	717/2	3.0	2	6/8	3/4	0							122
122	120	723/2	3.0	2	6/8	3/4	0							123
123	121	729/2	3.0	2	6/8	3/4	0							124
124	122	735/2	3.0	2	6/8	3/4	0							125
125	123	741/2	3.0	2	6/8	3/4	0							126
126	124	747/2	3.0	2	6/8	3/4	0							127
127	125	753/2	3.0	2	6/8	3/4	0							128
128	126	759/2	3.0	2	6/8	3/4	0							129
129	127	765/2	3.0	2	6/8	3/4	0					line		130
130	128	771/2	3.0	2	6/8	3/4	0							131
131	129	777/2	3.0	2	6/8	3/4	0							132
132	130	783/2	3.0	2	6/8	3/4	0							133
133	131	789/2	3.0	2	6/8	3/4	0							134
134	132	795/2	3.0	2	6/8	3/4	0							135
135	133	801/2	3.0	2	6/8	3/4	0							136
136	134	807/2	3.0	2	6/8	3/4	0							137
137	135	813/2	3.0	2	6/8	3/4	0							138
138	136	819/2	3.0	2	6/8	3/4	0					page		139
139	137	825/2	3.0	2	6/8	3/4	0							140
140	138	831/2	3.0	2	6/8	3/4	0							141
141	139	837/2	3.0	2	6/8	3/4	0							142
142	140	843/2	3.0	2	6/8	3/4	0							143
143	141	849/2	3.0	2	6/8	3/4	0							144
144	142	855/2	3.0	2	6/8	3/4	0							145
145	143	861/2	3.0	2	6/8	3/4	0							146
146	144	867/2	3.0	2	6/8	3/4	0							147
147	145	873/2	3.0	2	6/8	3/4	0					line		148
148	146	879/2	3.0	2	6/8	3/4	0							149
149	147	885/2	3.0	2	6/8	3/4	0							150
150	148	891/2	3.0	2	6/8	3/4	0							151
151	149	897/2	3.0	2	6/8	3/4	0							152
152	150	903/2	3.0	2	6/8	3/4	0							153
153	151	909/2	3.0	2	6/8	3/4	0							154
154	152	915/2	3.0	2	6/8	3/4	0							155
155	153	921/2	3.0	2	6/8	3/4	0							156
156	154	927/2	3.0	2	6/8	3/4	0					line		157
157	155	933/2	3.0	2	6/8	3/4	0							158
158	156	939/2	3.0	2	6/8	3/4	0							159
159	157	945/2	3.0	2	6/8	3/4	0							160
160	158	951/2	3.0	2	6/8	3/4	0							161
161	159	957/2	3.0	2	6/8	3/4	0							162
162	160	963/2	3.0	2	6/8	3/4	0							163
163	161	969/2	3.0	2	6/8	3/4	0							164
164	162	975/2	3.0	2	6/8	3/4	0					line		165
165	163	981/2	3.0	2	6/8	3/4	0							166
166	164	987/2	3.0	2	6/8	3/4	0							167
167	165	993/2	3.0	2	6/8	3/4	0							168
168	166	999/2	3.0	2	6/8	3/4	0							169
169	167	1005/2	3.0	2	6/8	3/4	0							170
170	168	1011/2	3.0	2	6/8	3/4	0							171
171	169	1017/2	3.0	2	6/8	3/4	0							172
172	170	1023/2	3.0	2	6/8	3/4	0					page		173
173	171	1029/2	3.0	2	6/8	3/4	0							174
174	172	1035/2	3.0	2	6/8	3/4	0							175
175	173	1041/2	3.0	2	6/8	3/4	0							176
176	174	1047/2	3.0	2	6/8	3/4	0							177
177	175	1053/2	3.0	2	6/8	3/4	0							178
178	176	1059/2	3.0	2	6/8	3/4	0							179
179	177	1065/2	3.0	2	6/8	3/4	0							180
180	178	1071/2	3.0	2	6/8	3/4	0							181
181	179	1077/2	3.0	2	6/8	3/4	0					line		182
182	180	1083/2	3.0	2	6/8	3/4	0							183
183	181	1089/2	3.0	2	6/8	3/4	0							184
184	182	1095/2	3.0	2	6/8	3/4	0							185
185	183	1101/2	3.0	2	6/8	3/4	0							186
186	184	1107/2	3.0	2	6/8	3/4	0							187
187	185	1113/2	3.0	2	6/8	3/4	0							188
188	186	1119/2	3.0	2	6/8	3/4	0							189
189	187	1125/2	3.0	2	6/8	3/4	0					line		190
190	188	1131/2	3.0	2	6/8	3/4	0							191
191	189	1137/2	3.0	2	6/8	3/4	0							192
192	190	1143/2	3.0	2	6/8	3/4	0							193
193	191	1149/2	3.0	2	6/8	3/4	0							194
194	192	1155/2	3.0	2	6/8	3/4	0							195
195	193	1161/2	3.0	2	6/8	3/4	0							196
196	194	1167/2	3.0	2	6/8	3/4	0							197
197	195	1173/2	3.0	2	6/8	3/4	0							198
198	196	1179/2	3.0	2	6/8	3/4	0							199
199	197	1185/2	3.0	2	6/8	3/4	0				end	line	lastMeasure	-1
