mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	markers	jump_bwd	jump_fwd	play_until	next
36	36	102	105	3.0	0	3/4	3/4	0											37
37	37	105	108	3.0	0	3/4	3/4	0											38
38	38	108	111	3.0	0	3/4	3/4	0											39
39	39	111	114	3.0	0	3/4	3/4	0					line						40
40	40	114	117	3.0	0	3/4	3/4	0											41
41	41	117	120	3.0	0	3/4	3/4	0											42
42	42	120	123	3.0	0	3/4	3/4	0											43
43	43	123	126	3.0	0	3/4	3/4	0											44
44	44	126	129	3.0	0	3/4	3/4	0											45
45	45	129	132	3.0	0	3/4	3/4	0					line						46
46	46	132	135	3.0	0	3/4	3/4	0											47
47	47	135	138	3.0	0	3/4	3/4	0											48
48	48	138	141	3.0	0	3/4	3/4	0											49
49	49	141	144	3.0	0	3/4	3/4	0											50
50	50	144	147	3.0	0	3/4	3/4	0											51
51	51	147	150	3.0	0	3/4	3/4	0					page						52
52	52	150	153	3.0	0	3/4	3/4	0											53
53	53	153	156	3.0	0	3/4	3/4	0											54
54	54	156	159	3.0	0	3/4	3/4	0											55
55	55	159	162	3.0	0	3/4	3/4	0											56
56	56	162	165	3.0	0	3/4	3/4	0											57
57	57	165	168	3.0	0	3/4	3/4	0					line						58
58	58	168	171	3.0	0	3/4	3/4	0											59
59	59	171	174	3.0	0	3/4	3/4	0											60
60	60	174	177	3.0	0	3/4	3/4	0											61
61	61	177	180	3.0	0	3/4	3/4	0											62
62	62	180	183	3.0	0	3/4	3/4	0											63
63	63	183	186	3.0	0	3/4	3/4	0					line						64
64	64	186	189	3.0	0	3/4	3/4	0											65
65	65	189	192	3.0	0	3/4	3/4	0											66
66	66	192	195	3.0	0	3/4	3/4	0											67
67	67	195	198	3.0	0	3/4	3/4	0											68
68	68	198	201	3.0	0	3/4	3/4	0											69
69	69	201	204	3.0	0	3/4	3/4	0					line						70
70	70	204	207	3.0	0	3/4	3/4	0											71
71	71	207	210	3.0	0	3/4	3/4	0				double							72
72	72	210	213	3.0	3	3/4	3/4	0											73
73	73	213	216	3.0	3	3/4	3/4	0											74
74	74	216	219	3.0	3	3/4	3/4	0					page						75
75	75	219	222	3.0	3	3/4	3/4	0											76
76	76	222	225	3.0	3	3/4	3/4	0											77
77	77	225	228	3.0	3	3/4	3/4	0											78
78	78	228	231	3.0	3	3/4	3/4	0											79
79	79	231	234	3.0	3	3/4	3/4	0											80
80	80	234	237	3.0	3	3/4	3/4	0					line						81
81	81	237	240	3.0	3	3/4	3/4	0											82
82	82	240	243	3.0	3	3/4	3/4	0											83
83	83	243	246	3.0	3	3/4	3/4	0											84
84	84	246	249	3.0	3	3/4	3/4	0											85
85	85	249	252	3.0	3	3/4	3/4	0											86
86	86	252	255	3.0	3	3/4	3/4	0					line						87
87	87	255	258	3.0	3	3/4	3/4	0											88
88	88	258	261	3.0	3	3/4	3/4	0											89
89	89	261	264	3.0	3	3/4	3/4	0											90
90	90	264	267	3.0	3	3/4	3/4	0											91
91	91	267	270	3.0	3	3/4	3/4	0											92
92	92	270	273	3.0	3	3/4	3/4	0					line						93
93	93	273	276	3.0	3	3/4	3/4	0											94
94	94	276	279	3.0	3	3/4	3/4	0											95
95	95	279	282	3.0	3	3/4	3/4	0											96
96	96	282	285	3.0	3	3/4	3/4	0											97
97	97	285	288	3.0	3	3/4	3/4	0											98
98	98	288	291	3.0	3	3/4	3/4	0					page						99
99	99	291	294	3.0	3	3/4	3/4	0											100, 105
100	100		297	3.0	3	3/4	3/4	0	1										101
101	101		300	3.0	3	3/4	3/4	0	1										102
102	102		303	3.0	3	3/4	3/4	0	1										103
103	103		306	3.0	3	3/4	3/4	0	1										104
104	104		309	3.0	3	3/4	3/4	0	1					end					26
105	105	294	312	3.0	3	3/4	3/4	0	2				line						106
106	106	297	315	3.0	3	3/4	3/4	0	2										107
107	107	300	318	3.0	3	3/4	3/4	0											108
108	108	303	321	3.0	3	3/4	3/4	0											109
109	109	306	324	3.0	3	3/4	3/4	0											110
110	110	309	327	3.0	3	3/4	3/4	0											111
111	111	312	330	3.0	3	3/4	3/4	0					line						112
112	112	315	333	3.0	3	3/4	3/4	0											113
113	113	318	336	3.0	3	3/4	3/4	0											114
114	114	321	339	3.0	3	3/4	3/4	0											115
115	115	324	342	3.0	3	3/4	3/4	0											116
116	116	327	345	3.0	3	3/4	3/4	0											117
117	117	330	348	3.0	3	3/4	3/4	0					line						118
118	118	333	351	3.0	3	3/4	3/4	0											119
119	119	336	354	3.0	3	3/4	3/4	0											120
120	120	339	357	3.0	3	3/4	3/4	0											121
121	121	342	360	3.0	3	3/4	3/4	0											122
122	122	345	363	3.0	3	3/4	3/4	0											123
123	123	348	366	3.0	3	3/4	3/4	0					page						124
124	124	351	369	3.0	3	3/4	3/4	0											125
125	125	354	372	2.0	3	3/4	1/2	0				end			fine				126, -1
126	126	356	374	1.0	3	3/4	1/4	1/2											127
127	127	357	375	3.0	3	3/4	3/4	0											128
128	128	360	378	3.0	3	3/4	3/4	0											129
129	129	363	381	3.0	3	3/4	3/4	0											130
130	130	366	384	3.0	3	3/4	3/4	0					line						131
131	131	369	387	3.0	3	3/4	3/4	0											132
132	132	372	390	3.0	3	3/4	3/4	0											133
133	133	375	393	3.0	3	3/4	3/4	0											134
134	134	378	396	3.0	3	3/4	3/4	0											135
135	135	381	399	3.0	3	3/4	3/4	0											136
136	136	384	402	3.0	3	3/4	3/4	0					line						137
137	137	387	405	3.0	3	3/4	3/4	0											138
138	138	390	408	3.0	3	3/4	3/4	0											139
139	139	393	411	3.0	3	3/4	3/4	0											140
140	140	396	414	3.0	3	3/4	3/4	0											141
141	141	399	417	3.0	3	3/4	3/4	0											142
142	142	402	420	3.0	3	3/4	3/4	0					line						143
143	143	405	423	3.0	3	3/4	3/4	0											144
144	144	408	426	3.0	3	3/4	3/4	0											145
145	145	411	429	3.0	3	3/4	3/4	0											146
146	146	414	432	3.0	3	3/4	3/4	0											147
147	147	417	435	3.0	3	3/4	3/4	0											148
148	148	420	438	3.0	3	3/4	3/4	0					page						149
149	149	423	441	3.0	3	3/4	3/4	0											150
150	150	426	444	3.0	3	3/4	3/4	0											151
151	151	429	447	3.0	3	3/4	3/4	0											152
152	152	432	450	3.0	3	3/4	3/4	0											153
153	153	435	453	3.0	3	3/4	3/4	0					line						154
154	154	438	456	3.0	3	3/4	3/4	0											155
155	155	441	459	3.0	3	3/4	3/4	0											156
156	156	444	462	3.0	3	3/4	3/4	0											157
157	157	447	465	3.0	3	3/4	3/4	0											158
158	158	450	468	3.0	3	3/4	3/4	0					line						159
159	159	453	471	3.0	3	3/4	3/4	0											160
160	160	456	474	3.0	3	3/4	3/4	0											161
161	161	459	477	3.0	3	3/4	3/4	0											162
162	162	462	480	3.0	3	3/4	3/4	0											163
163	163	465	483	3.0	3	3/4	3/4	0					line						164
164	164	468	486	3.0	3	3/4	3/4	0											165
165	165	471	489	3.0	3	3/4	3/4	0											166
166	166	474	492	3.0	3	3/4	3/4	0											167
167	167	477	495	3.0	3	3/4	3/4	0											168
168	168	480	498	3.0	3	3/4	3/4	0											169
169	169	483	501	3.0	3	3/4	3/4	0					page						170
170	170	486	504	3.0	3	3/4	3/4	0											171
171	171	489	507	3.0	3	3/4	3/4	0											172
172	172	492	510	3.0	3	3/4	3/4	0											173
173	173	495	513	3.0	3	3/4	3/4	0											174
174	174	498	516	3.0	3	3/4	3/4	0					line						175
175	175	501	519	3.0	3	3/4	3/4	0											176
176	176	504	522	3.0	3	3/4	3/4	0											177
177	177	507	525	3.0	3	3/4	3/4	0											178
178	178	510	528	3.0	3	3/4	3/4	0											179
179	179	513	531	3.0	3	3/4	3/4	0					line						180
180	180	516	534	3.0	3	3/4	3/4	0											181
181	181	519	537	3.0	3	3/4	3/4	0											182
182	182	522	540	3.0	3	3/4	3/4	0											183
183	183	525	543	3.0	3	3/4	3/4	0											184
184	184	528	546	3.0	3	3/4	3/4	0					line						185
185	185	531	549	3.0	3	3/4	3/4	0											186
186	186	534	552	3.0	3	3/4	3/4	0											187
187	187	537	555	3.0	3	3/4	3/4	0											188
188	188	540	558	3.0	3	3/4	3/4	0											189
189	189	543	561	3.0	3	3/4	3/4	0											190
190	190	546	564	3.0	3	3/4	3/4	0					page						191
191	191	549	567	3.0	3	3/4	3/4	0											192
192	192	552	570	3.0	3	3/4	3/4	0											193
193	193	555	573	3.0	3	3/4	3/4	0											194
194	194	558	576	3.0	3	3/4	3/4	0											195
195	195	561	579	3.0	3	3/4	3/4	0					line						196
196	196	564	582	3.0	3	3/4	3/4	0											197
197	197	567	585	3.0	3	3/4	3/4	0											198
198	198	570	588	3.0	3	3/4	3/4	0											199
199	199	573	591	3.0	3	3/4	3/4	0											200
200	200	576	594	3.0	3	3/4	3/4	0											201
201	201	579	597	3.0	3	3/4	3/4	0					line						202
202	202	582	600	3.0	3	3/4	3/4	0											203
203	203	585	603	3.0	3	3/4	3/4	0											204
204	204	588	606	3.0	3	3/4	3/4	0											205
205	205	591	609	3.0	3	3/4	3/4	0											206
206	206	594	612	3.0	3	3/4	3/4	0											207
207	207	597	615	3.0	3	3/4	3/4	0					line						208
208	208	600	618	3.0	3	3/4	3/4	0											209
209	209	603	621	3.0	3	3/4	3/4	0											210
210	210	606	624	3.0	3	3/4	3/4	0											211
211	211	609	627	3.0	3	3/4	3/4	0											212
212	212	612	630	3.0	3	3/4	3/4	0											213
213	213	615	633	3.0	3	3/4	3/4	0											214
214	214	618	636	3.0	3	3/4	3/4	0					page						215
215	215	621	639	3.0	3	3/4	3/4	0											216
216	216	624	642	3.0	3	3/4	3/4	0											217
217	217	627	645	3.0	3	3/4	3/4	0											218
218	218	630	648	3.0	3	3/4	3/4	0											219
219	219	633	651	3.0	3	3/4	3/4	0											220
220	220	636	654	3.0	3	3/4	3/4	0											221
221	221	639	657	3.0	3	3/4	3/4	0											222
222	222	642	660	3.0	3	3/4	3/4	0					line						223
223	223	645	663	3.0	3	3/4	3/4	0											224
224	224	648	666	3.0	3	3/4	3/4	0				double							225
225	225	651	669	4.0	3	2/2	1	0											226
226	226	655	673	4.0	3	2/2	1	0											227
227	227	659	677	4.0	3	2/2	1	0											228
228	228	663	681	4.0	3	2/2	1	0				double	line						229
229	229	667	685	3.0	3	3/4	3/4	0											230
230	230	670	688	3.0	3	3/4	3/4	0											231
231	231	673	691	3.0	3	3/4	3/4	0											232
232	232	676	694	3.0	3	3/4	3/4	0											233
233	233	679	697	3.0	3	3/4	3/4	0					line						234
234	234	682	700	3.0	3	3/4	3/4	0											235
235	235	685	703	3.0	3	3/4	3/4	0											236
236	236	688	706	3.0	3	3/4	3/4	0											237
237	237	691	709	3.0	3	3/4	3/4	0											238
238	238	694	712	3.0	3	3/4	3/4	0											239
239	239	697	715	3.0	3	3/4	3/4	0					page						240
240	240	700	718	3.0	3	3/4	3/4	0											241
241	241	703	721	3.0	3	3/4	3/4	0											242
242	242	706	724	3.0	3	3/4	3/4	0					line						243
243	243	709	727	3.0	3	3/4	3/4	0											244
244	244	712	730	3.0	3	3/4	3/4	0											245
