mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	2	3/4	1/4	1/2			1	start-repeat		start	2
2	1	2	3/4	3/4	0							3
3	2	2	3/4	3/4	0							4
4	3	2	3/4	3/4	0							5
5	4	2	3/4	3/4	0							6
6	5	2	3/4	3/4	0					line		7
7	6	2	3/4	3/4	0							8
8	7	2	3/4	3/4	0							9
9	8	2	3/4	1/2	0						end	1, 10
10	8	2	3/4	1/4	1/2			1			start	11
11	9	2	3/4	3/4	0							12
12	10	2	3/4	3/4	0							13
13	11	2	3/4	3/4	0					page		14
14	12	2	3/4	3/4	0							15
15	13	2	3/4	3/4	0							16
16	14	2	3/4	3/4	0							17
17	15	2	3/4	3/4	0							18
18	16	2	3/4	3/4	0							19
19	17	2	3/4	3/4	0							20
20	18	2	3/4	3/4	0					line		21
21	19	2	3/4	3/4	0							22
22	20	2	3/4	3/4	0							23
23	21	2	3/4	3/4	0							24
24	22	2	3/4	3/4	0							25
25	23	2	3/4	3/4	0							26
26	24	2	3/4	3/4	0							27
27	25	2	3/4	3/4	0					line		28
28	26	2	3/4	3/4	0							29
29	27	2	3/4	3/4	0							30
30	28	2	3/4	3/4	0							31
31	29	2	3/4	3/4	0							32
32	30	2	3/4	3/4	0							33
33	31	2	3/4	3/4	0							34
34	32	2	3/4	3/4	0					page		35
35	33	2	3/4	3/4	0							36
36	34	2	3/4	3/4	0							37
37	35	2	3/4	3/4	0							38
38	36	2	3/4	3/4	0							39
39	37	2	3/4	3/4	0							40
40	38	2	3/4	3/4	0							41
41	39	2	3/4	3/4	0					line		42
42	40	2	3/4	3/4	0							43
43	41	2	3/4	3/4	0							44
44	42	2	3/4	3/4	0							45
45	43	2	3/4	3/4	0							46
46	44	2	3/4	3/4	0							47
47	45	2	3/4	3/4	0							48
48	46	2	3/4	3/4	0					line		49
49	47	2	3/4	3/4	0							50
50	48	2	3/4	3/4	0							51
51	49	2	3/4	3/4	0							52
52	50	2	3/4	3/4	0							53
53	51	2	3/4	3/4	0							54
54	52	2	3/4	3/4	0							55
55	53	2	3/4	3/4	0					page		56
56	54	2	3/4	3/4	0							57
57	55	2	3/4	3/4	0							58
58	56	2	3/4	3/4	0							59
59	57	2	3/4	3/4	0							60
60	58	2	3/4	3/4	0							61
61	59	2	3/4	3/4	0							62
62	60	2	3/4	3/4	0					line		63
63	61	2	3/4	3/4	0							64
64	62	2	3/4	1/2	0						end	10, 65
65	62	-1	3/4	1/4	1/2			1			start	66
66	63	-1	3/4	3/4	0							67
67	64	-1	3/4	3/4	0							68
68	65	-1	3/4	3/4	0					line		69
69	66	-1	3/4	3/4	0							70
70	67	-1	3/4	3/4	0							71
71	68	-1	3/4	3/4	0							72
72	69	-1	3/4	3/4	0							73
73	70	-1	3/4	3/4	0					page		74
74	71	-1	3/4	3/4	0							75
75	72	-1	3/4	3/4	0							76
76	73	-1	3/4	3/4	0							77
77	74	-1	3/4	1/2	0						end	65, 78
78	74	-1	3/4	1/4	1/2			1		line		79
79	75	-1	3/4	3/4	0							80
80	76	-1	3/4	3/4	0							81
81	77	-1	3/4	3/4	0							82
82	78	-1	3/4	3/4	0							83
83	79	-1	3/4	3/4	0					line		84
84	80	-1	3/4	3/4	0							85
85	81	-1	3/4	3/4	0							86
86	82	-1	3/4	3/4	0							87
