mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	3.0	3	6/8	3/4	0						firstMeasure	2
2	2	3	3	3.0	3	6/8	3/4	0							3
3	3	6	6	3.0	3	6/8	3/4	0							4
4	4	9	9	3.0	3	6/8	3/4	0					line		5
5	5	12	12	3.0	3	6/8	3/4	0							6
6	6	15	15	3.0	3	6/8	3/4	0							7
7	7	18	18	3.0	3	6/8	3/4	0							8
8	8	21	21	3.0	3	6/8	3/4	0							9
9	9	24	24	3.0	3	6/8	3/4	0					page		10
10	10	27	27	3.0	3	6/8	3/4	0							11
11	11	30	30	3.0	3	6/8	3/4	0							12
12	12	33	33	3.0	3	6/8	3/4	0							13
13	13	36	36	3.0	3	6/8	3/4	0					line		14
14	14	39	39	3.0	3	6/8	3/4	0							15
15	15	42	42	3.0	3	6/8	3/4	0							16
16	16	45	45	3.0	3	6/8	3/4	0							17
17	17	48	48	3.0	3	6/8	3/4	0					line		18
18	18	51	51	3.0	3	6/8	3/4	0							19
19	19	54	54	3.0	3	6/8	3/4	0							20
20	20	57	57	3.0	3	6/8	3/4	0							21
21	21	60	60	3.0	3	6/8	3/4	0							22
22	22	63	63	3.0	3	6/8	3/4	0					page		23
23	23	66	66	3.0	3	6/8	3/4	0							24
24	24	69	69	3.0	3	6/8	3/4	0							25
25	25	72	72	3.0	3	6/8	3/4	0							26
26	26	75	75	3.0	3	6/8	3/4	0							27
27	27	78	78	3.0	3	6/8	3/4	0					line		28
28	28	81	81	3.0	3	6/8	3/4	0							29
29	29	84	84	3.0	3	6/8	3/4	0							30
30	30	87	87	3.0	3	6/8	3/4	0							31
31	31	90	90	3.0	3	6/8	3/4	0							32
32	32	93	93	3.0	3	6/8	3/4	0					line		33
33	33	96	96	3.0	3	6/8	3/4	0							34
34	34	99	99	3.0	3	6/8	3/4	0							35
35	35	102	102	3.0	3	6/8	3/4	0							36
36	36	105	105	3.0	3	6/8	3/4	0							37
37	37	108	108	3.0	3	6/8	3/4	0					page		38
38	38	111	111	3.0	3	6/8	3/4	0							39
39	39	114	114	3.0	3	6/8	3/4	0							40
40	40	117	117	3.0	3	6/8	3/4	0							41
41	41	120	120	3.0	3	6/8	3/4	0							42
42	42	123	123	3.0	3	6/8	3/4	0					line		43
43	43	126	126	3.0	3	6/8	3/4	0							44
44	44	129	129	3.0	3	6/8	3/4	0							45
45	45	132	132	3.0	3	6/8	3/4	0							46
46	46	135	135	3.0	3	6/8	3/4	0							47
47	47	138	138	3.0	3	6/8	3/4	0					line		48
48	48	141	141	3.0	3	6/8	3/4	0							49
49	49	144	144	3.0	3	6/8	3/4	0							50
50	50	147	147	3.0	3	6/8	3/4	0							51
51	51	150	150	3.0	3	6/8	3/4	0							52
52	52	153	153	3.0	3	6/8	3/4	0					page		53
53	53	156	156	3.0	3	6/8	3/4	0							54
54	54	159	159	3.0	3	6/8	3/4	0							55
55	55	162	162	3.0	3	6/8	3/4	0							56
56	56	165	165	3.0	3	6/8	3/4	0							57
57	57	168	168	3.0	3	6/8	3/4	0					line		58
58	58	171	171	3.0	3	6/8	3/4	0							59
59	59	174	174	3.0	3	6/8	3/4	0							60
60	60	177	177	3.0	3	6/8	3/4	0							61
61	61	180	180	3.0	3	6/8	3/4	0					line		62
62	62	183	183	3.0	3	6/8	3/4	0							63
63	63	186	186	3.0	3	6/8	3/4	0							64
64	64	189	189	3.0	3	6/8	3/4	0							65
65	65	192	192	3.0	3	6/8	3/4	0					page		66
