mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	1.0	-3	3/4	1/4	1/2				start-repeat		start	2
2	2	1	1	3.0	-3	3/4	3/4	0							3
3	3	4	4	3.0	-3	3/4	3/4	0							4
4	4	7	7	3.0	-3	3/4	3/4	0							5
5	5	10	10	3.0	-3	3/4	3/4	0							6
6	6	13	13	3.0	-3	3/4	3/4	0					page		7
7	7	16	16	3.0	-3	3/4	3/4	0							8
8	8	19	19	3.0	-3	3/4	3/4	0							9
9	9	22	22	2.0	-3	3/4	1/2	0						end	1, 10
10	10	24	24	1.0	-3	3/4	1/4	1/2						start	11
11	11	25	25	3.0	-3	3/4	3/4	0							12
12	12	28	28	3.0	-3	3/4	3/4	0							13
13	13	31	31	3.0	-3	3/4	3/4	0					line		14
14	14	34	34	3.0	-3	3/4	3/4	0							15
15	15	37	37	3.0	-3	3/4	3/4	0							16
16	16	40	40	3.0	-3	3/4	3/4	0							17
17	17	43	43	3.0	-3	3/4	3/4	0							18
18	18	46	46	3.0	-3	3/4	3/4	0							19
19	19	49	49	3.0	-3	3/4	3/4	0					line		20
20	20	52	52	3.0	-3	3/4	3/4	0							21
21	21	55	55	3.0	-3	3/4	3/4	0							22
22	22	58	58	3.0	-3	3/4	3/4	0							23
23	23	61	61	3.0	-3	3/4	3/4	0							24
24	24	64	64	3.0	-3	3/4	3/4	0							25
25	25	67	67	3.0	-3	3/4	3/4	0					page		26
26	26	70	70	3.0	-3	3/4	3/4	0							27
27	27	73	73	3.0	-3	3/4	3/4	0							28
28	28	76	76	3.0	-3	3/4	3/4	0							29
29	29	79	79	3.0	-3	3/4	3/4	0							30
30	30	82	82	3.0	-3	3/4	3/4	0							31
31	31	85	85	3.0	-3	3/4	3/4	0					line		32
32	32	88	88	3.0	-3	3/4	3/4	0							33
33	33	91	91	3.0	-3	3/4	3/4	0							34
34	34	94	94	3.0	-3	3/4	3/4	0							35
35	35	97	97	3.0	-3	3/4	3/4	0							36
36	36	100	100	3.0	-3	3/4	3/4	0							37
37	37	103	103	3.0	-3	3/4	3/4	0					line		38
38	38	106	106	3.0	-3	3/4	3/4	0							39
39	39	109	109	3.0	-3	3/4	3/4	0							40
40	40	112	112	3.0	-3	3/4	3/4	0							41
41	41	115	115	3.0	-3	3/4	3/4	0							42
42	42	118	118	3.0	-3	3/4	3/4	0							43
43	43	121	121	3.0	-3	3/4	3/4	0					page		44
44	44	124	124	3.0	-3	3/4	3/4	0							45
45	45	127	127	3.0	-3	3/4	3/4	0							46
46	46	130	130	3.0	-3	3/4	3/4	0							47
47	47	133	133	3.0	-3	3/4	3/4	0							48
48	48	136	136	3.0	-3	3/4	3/4	0							49
49	49	139	139	3.0	-3	3/4	3/4	0					line		50
50	50	142	142	3.0	-3	3/4	3/4	0							51
51	51	145	145	3.0	-3	3/4	3/4	0							52, 53
52	52		148	2.0	-3	3/4	1/2	0	1					end	10
53	53	148	150	3.0	-3	3/4	3/4	0	2						54
54	54	151	153	3.0	-4	3/4	3/4	0					line	start	55
55	55	154	156	3.0	-4	3/4	3/4	0							56
56	56	157	159	3.0	-4	3/4	3/4	0							57
57	57	160	162	3.0	-4	3/4	3/4	0							58
58	58	163	165	3.0	-4	3/4	3/4	0					page		59
59	59	166	168	3.0	-4	3/4	3/4	0							60
60	60	169	171	3.0	-4	3/4	3/4	0							61
61	61	172	174	3.0	-4	3/4	3/4	0							62
62	62	175	177	3.0	-4	3/4	3/4	0					line		63
63	63	178	180	3.0	-4	3/4	3/4	0							64
64	64	181	183	3.0	-4	3/4	3/4	0							65
65	65	184	186	3.0	-4	3/4	3/4	0					line		66
66	66	187	189	3.0	-4	3/4	3/4	0							67
67	67	190	192	3.0	-4	3/4	3/4	0							68
68	68	193	195	3.0	-4	3/4	3/4	0							69
69	69	196	198	3.0	-4	3/4	3/4	0					page		70
70	70	199	201	3.0	-4	3/4	3/4	0							71
71	71	202	204	3.0	-4	3/4	3/4	0							72
72	72	205	207	3.0	-4	3/4	3/4	0							73
73	73	208	210	3.0	-4	3/4	3/4	0						end	54, 74
74	74	211	213	3.0	-4	3/4	3/4	0					line		75
75	75	214	216	3.0	-4	3/4	3/4	0							76
76	76	217	219	3.0	-4	3/4	3/4	0							77
77	77	220	222	3.0	-4	3/4	3/4	0							78
78	78	223	225	3.0	-4	3/4	3/4	0					line		79
79	79	226	228	3.0	-4	3/4	3/4	0							80
80	80	229	231	3.0	-4	3/4	3/4	0							81
81	81	232	234	3.0	-4	3/4	3/4	0					page		82
82	82	235	237	3.0	-4	3/4	3/4	0							83
83	83	238	240	3.0	-4	3/4	3/4	0							84
84	84	241	243	3.0	-4	3/4	3/4	0							85
85	85	244	246	3.0	-4	3/4	3/4	0					line		86
86	86	247	249	3.0	-4	3/4	3/4	0							87
87	87	250	252	3.0	-4	3/4	3/4	0							88
88	88	253	255	3.0	-4	3/4	3/4	0							89
89	89	256	258	3.0	-4	3/4	3/4	0					line		90
90	90	259	261	3.0	-4	3/4	3/4	0							91
91	91	262	264	3.0	-4	3/4	3/4	0							92
92	92	265	267	3.0	-4	3/4	3/4	0							93
93	93	268	270	3.0	-4	3/4	3/4	0							94
94	94	271	273	3.0	-4	3/4	3/4	0							95
95	95	274	276	3.0	-4	3/4	3/4	0					page		96
96	96	277	279	3.0	-4	3/4	3/4	0							97
97	97	280	282	3.0	-4	3/4	3/4	0							98
98	98	283	285	3.0	-4	3/4	3/4	0							99
99	99	286	288	3.0	-4	3/4	3/4	0							100
100	100	289	291	3.0	-4	3/4	3/4	0							101
101	101	292	294	2.0	-4	3/4	1/2	0					line	lastMeasure	-1
