mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	2/2	1	0	firstMeasure					2
2	2	0	2/2	1	0						3
3	3	0	2/2	1	0						4
4	4	0	2/2	1	0						5
5	5	0	2/2	1	0						6
6	6	0	2/2	1	0						7
7	7	0	2/2	1	0						8
8	8	0	2/2	1	0			double			9
9	9	0	4/4	1	0						10
10	10	0	4/4	1	0						11
11	11	0	4/4	1	0						12
12	12	0	4/4	1	0						13
13	13	0	4/4	1	0						14
14	14	0	4/4	1	0						15
15	15	0	4/4	1	0						16
16	16	0	4/4	1	0						17
17	17	0	4/4	1	0						18
18	18	0	4/4	1	0						19
19	19	0	4/4	1	0						20
20	20	0	4/4	1	0						21
21	21	0	4/4	1	0						22
22	22	0	4/4	1	0						23
23	23	0	4/4	1	0						24
24	24	0	4/4	1	0						25
25	25	0	4/4	1	0						26
26	26	0	4/4	1	0						27
27	27	0	4/4	1	0						28
28	28	0	4/4	1	0						29
29	29	0	4/4	1	0						30
30	30	0	4/4	1	0						31
31	31	0	4/4	1	0						32
32	32	0	4/4	1	0						33
33	33	0	4/4	1	0						34
34	34	0	4/4	1	0						35
35	35	0	4/4	1	0						36
36	36	0	4/4	1	0						37
37	37	0	4/4	1	0						38
38	38	0	4/4	1	0			double			39
39	39	-1	4/4	1	0						40
40	40	-1	4/4	1	0						41
41	41	-1	4/4	1	0						42
42	42	-1	4/4	1	0						43
43	43	-1	4/4	1	0						44
44	44	-1	4/4	1	0						45
45	45	-1	4/4	1	0						46
46	46	-1	4/4	1	0						47
47	47	-1	4/4	1	0						48
48	48	-1	4/4	1	0						49
49	49	-1	4/4	1	0						50
50	50	-1	4/4	1	0						51
51	51	-1	4/4	1	0						52
52	52	-1	4/4	1	0						53
53	53	-1	4/4	1	0						54
54	54	-1	4/4	1	0						55
55	55	-1	4/4	1	0						56
56	56	-1	4/4	1	0						57
57	57	-1	4/4	1	0						58
58	58	-1	4/4	1	0						59
59	59	-1	4/4	1	0						60
60	60	-1	4/4	1	0						61
61	61	-1	4/4	1	0						62
62	62	-1	4/4	1	0						63
63	63	-1	4/4	1	0						64
64	64	-1	4/4	1	0						65
65	65	-1	4/4	1	0						66
66	66	-1	4/4	1	0						67
67	67	-1	4/4	1	0						68
68	68	-1	4/4	1	0						69
69	69	-1	4/4	1	0						70
70	70	-1	4/4	1	0						71
71	71	-1	4/4	1	0						72
72	72	-1	4/4	1	0						73
73	73	-1	4/4	1	0						74
74	74	-1	4/4	1	0						75
75	75	-1	4/4	1	0						76
76	76	-1	4/4	1	0						77
77	77	-1	4/4	1	0						78
78	78	-1	4/4	1	0						79
79	79	-1	4/4	1	0						80
80	80	-1	4/4	1	0						81
81	81	-1	4/4	1	0						82
82	82	-1	4/4	1	0						83
83	83	-1	4/4	1	0						84
84	84	-1	4/4	1	0						85
85	85	-1	4/4	1	0						86
86	86	-1	4/4	1	0						87
87	87	-1	4/4	1	0						88
88	88	-1	4/4	1	0						89
89	89	-1	4/4	1	0						90
90	90	-1	4/4	1	0						91
91	91	-1	4/4	1	0			double			92
92	92	0	4/4	1	0						93
93	93	0	4/4	1	0						94
94	94	0	4/4	1	0						95
95	95	0	4/4	1	0						96
96	96	0	4/4	1	0						97
97	97	0	4/4	1	0						98
98	98	0	4/4	1	0						99
99	99	0	4/4	1	0						100
100	100	0	4/4	1	0						101
101	101	0	4/4	1	0						102
102	102	0	4/4	1	0						103
103	103	0	4/4	1	0						104
104	104	0	4/4	1	0						105
105	105	0	4/4	1	0						106
106	106	0	4/4	1	0						107
107	107	0	4/4	1	0						108
108	108	0	4/4	1	0						109
109	109	0	4/4	1	0						110
110	110	0	4/4	1	0			double			111
111	111	1	4/4	1	0						112
112	112	1	4/4	1	0						113
113	113	1	4/4	1	0						114
114	114	1	4/4	1	0						115
115	115	1	4/4	1	0						116
116	116	1	4/4	1	0						117
117	117	1	4/4	1	0						118
118	118	1	4/4	1	0						119
119	119	1	4/4	1	0						120
120	120	1	4/4	1	0						121
121	121	1	4/4	1	0						122
122	122	1	4/4	1	0						123
123	123	1	4/4	1	0						124
124	124	1	4/4	1	0						125
125	125	1	4/4	1	0						126
126	126	1	4/4	1	0						127
127	127	1	4/4	1	0						128
128	128	1	4/4	1	0						129
129	129	1	4/4	1	0						130
130	130	1	4/4	1	0						131
131	131	1	4/4	1	0						132
132	132	1	4/4	1	0						133
133	133	1	4/4	1	0						134
134	134	1	4/4	1	0						135
135	135	1	4/4	1	0						136
136	136	1	4/4	1	0						137
137	137	1	4/4	1	0			double			138
138	138	0	4/4	1	0						139
139	139	0	4/4	1	0						140
140	140	0	4/4	1	0						141
141	141	0	4/4	1	0						142
142	142	0	4/4	1	0						143
143	143	0	4/4	1	0						144
144	144	0	4/4	1	0						145
145	145	0	4/4	1	0						146
146	146	0	4/4	1	0						147
147	147	0	4/4	1	0						148
148	148	0	4/4	1	0						149
149	149	0	4/4	1	0						150
150	150	0	4/4	1	0						151
151	151	0	4/4	1	0						152
152	152	0	4/4	1	0						153
153	153	0	4/4	1	0						154
154	154	0	4/4	1	0						155
155	155	0	4/4	1	0						156
156	156	0	4/4	1	0						157
157	157	0	4/4	1	0						158
158	158	0	4/4	1	0						159
159	159	0	4/4	1	0						160
160	160	0	4/4	1	0						161
161	161	0	4/4	1	0						162
162	162	0	4/4	1	0						163
163	163	0	4/4	1	0						164
164	164	0	4/4	1	0						165
165	165	0	4/4	1	0						166
166	166	0	4/4	1	0						167
167	167	0	4/4	1	0						168
168	168	0	4/4	1	0						169
169	169	0	4/4	1	0						170
170	170	0	4/4	1	0						171
171	171	0	4/4	1	0						172
172	172	0	4/4	1	0						173
173	173	0	4/4	1	0						174
174	174	0	4/4	1	0						175
175	175	0	4/4	1	0						176
176	176	0	4/4	1	0						177
177	177	0	4/4	1	0						178
178	178	0	4/4	1	0						179
179	179	0	4/4	1	0						180
180	180	0	4/4	1	0						181
181	181	0	4/4	1	0						182
182	182	0	4/4	1	0						183
183	183	0	4/4	1	0						184
184	184	0	4/4	1	0						185
185	185	0	4/4	1	0						186
186	186	0	4/4	1	0						187
187	187	0	4/4	1	0						188
188	188	0	4/4	1	0						189
189	189	0	4/4	1	0						190
190	190	0	4/4	1	0						191
191	191	0	4/4	1	0						192
192	192	0	4/4	1	0						193
193	193	0	4/4	1	0						194
194	194	0	4/4	1	0						195
195	195	0	4/4	1	0						196
196	196	0	4/4	1	0						197
197	197	0	4/4	1	0						198
198	198	0	4/4	1	0						199
199	199	0	4/4	1	0						200
200	200	0	4/4	1	0						201
201	201	0	4/4	1	0						202
202	202	0	4/4	1	0						203
203	203	0	4/4	1	0						204
204	204	0	4/4	1	0						205
205	205	0	4/4	1	0						206
206	206	0	4/4	1	0						207
207	207	0	4/4	1	0						208
208	208	0	4/4	1	0						209
209	209	0	4/4	1	0						210
210	210	0	4/4	1	0						211
211	211	0	4/4	1	0						212
212	212	0	4/4	1	0						213
213	213	0	4/4	1	0						214
214	214	0	4/4	1	0						215
215	215	0	4/4	1	0						216
216	216	0	4/4	1	0						217
217	217	0	4/4	1	0						218
218	218	0	4/4	1	0						219
219	219	0	4/4	1	0						220
220	220	0	4/4	1	0						221
221	221	0	4/4	1	0						222
222	222	0	4/4	1	0						223
223	223	0	4/4	1	0						224
224	224	0	4/4	1	0						225
225	225	0	4/4	1	0						226
226	226	0	4/4	1	0						227
227	227	0	4/4	1	0						228
228	228	0	4/4	1	0						229
229	229	0	4/4	1	0						230
230	230	0	4/4	1	0						231
231	231	0	4/4	1	0						232
232	232	0	4/4	1	0						233
233	233	0	4/4	1	0						234
234	234	0	4/4	1	0						235
235	235	0	4/4	1	0						236
236	236	0	4/4	1	0						237
237	237	0	4/4	1	0						238
238	238	0	4/4	1	0						239
239	239	0	4/4	1	0						240
240	240	0	4/4	1	0						241
241	241	0	4/4	1	0						242
242	242	0	4/4	1	0						243
243	243	0	4/4	1	0						244
244	244	0	4/4	1	0						245
245	245	0	4/4	1	0						246
246	246	0	4/4	1	0						247
247	247	0	4/4	1	0						248
248	248	0	4/4	1	0						249
249	249	0	4/4	1	0						250
250	250	0	4/4	1	0						251
251	251	0	4/4	1	0						252
252	252	0	4/4	1	0						253
253	253	0	4/4	1	0						254
254	254	0	4/4	1	0						255
255	255	0	4/4	1	0						256
256	256	0	4/4	1	0						257
257	257	0	4/4	1	0						258
258	258	0	4/4	1	0						259
259	259	0	4/4	1	0						260
260	260	0	4/4	1	0						261
261	261	0	4/4	1	0						262
262	262	0	4/4	1	0						263
263	263	0	4/4	1	0						264
264	264	0	4/4	1	0	lastMeasure		end			-1
