mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
71	71	204	3.0	-2	3/4	3/4	0							72
72	72	207	3.0	-2	3/4	3/4	0					page		73
73	73	210	3.0	-2	3/4	3/4	0							74
74	74	213	3.0	-2	3/4	3/4	0				double			75
75	75	216	2.0	1	2/4	1/2	0							76
76	76	218	2.0	1	2/4	1/2	0							77
77	77	220	2.0	1	2/4	1/2	0							78
78	78	222	2.0	1	2/4	1/2	0							79
79	79	224	2.0	1	2/4	1/2	0					line		80
80	80	226	2.0	1	2/4	1/2	0				double			81
81	81	228	3.0	1	3/4	3/4	0							82
82	82	231	3.0	1	3/4	3/4	0							83
83	83	234	3.0	1	3/4	3/4	0							84
84	84	237	3.0	1	3/4	3/4	0					line		85
85	85	240	3.0	1	3/4	3/4	0							86
86	86	243	3.0	1	3/4	3/4	0							87
87	87	246	3.0	1	3/4	3/4	0							88
88	88	249	3.0	1	3/4	3/4	0							89
89	89	252	3.0	1	3/4	3/4	0							90
90	90	255	3.0	1	3/4	3/4	0							91
91	91	258	3.0	1	3/4	3/4	0					page		92
92	92	261	3.0	1	3/4	3/4	0							93
93	93	264	3.0	1	3/4	3/4	0							94
94	94	267	3.0	1	3/4	3/4	0							95
95	95	270	3.0	1	3/4	3/4	0							96
96	96	273	3.0	1	3/4	3/4	0							97
97	97	276	3.0	1	3/4	3/4	0							98
98	98	279	3.0	1	3/4	3/4	0					line		99
99	99	282	3.0	1	3/4	3/4	0							100
100	100	285	3.0	1	3/4	3/4	0							101
101	101	288	3.0	1	3/4	3/4	0							102
102	102	291	3.0	1	3/4	3/4	0							103
103	103	294	3.0	1	3/4	3/4	0							104
104	104	297	3.0	1	3/4	3/4	0							105
105	105	300	3.0	1	3/4	3/4	0					line		106
106	106	303	3.0	1	3/4	3/4	0							107
107	107	306	3.0	1	3/4	3/4	0							108
108	108	309	3.0	1	3/4	3/4	0							109
109	109	312	3.0	1	3/4	3/4	0							110
110	110	315	3.0	1	3/4	3/4	0							111
111	111	318	3.0	1	3/4	3/4	0					line		112
112	112	321	3.0	1	3/4	3/4	0							113
113	113	324	3.0	1	3/4	3/4	0							114
114	114	327	3.0	1	3/4	3/4	0							115
115	115	330	3.0	1	3/4	3/4	0							116
116	116	333	3.0	1	3/4	3/4	0				double			117
117	117	336	3.0	-3	3/4	3/4	0					page		118
118	118	339	3.0	-3	3/4	3/4	0							119
119	119	342	3.0	-3	3/4	3/4	0							120
120	120	345	3.0	-3	3/4	3/4	0							121
121	121	348	3.0	-3	3/4	3/4	0							122
122	122	351	3.0	-3	3/4	3/4	0							123
123	123	354	3.0	-3	3/4	3/4	0					line		124
124	124	357	3.0	-3	3/4	3/4	0							125
125	125	360	3.0	-3	3/4	3/4	0							126
126	126	363	3.0	-3	3/4	3/4	0							127
127	127	366	3.0	-3	3/4	3/4	0							128
128	128	369	3.0	-3	3/4	3/4	0					line		129
129	129	372	3.0	-3	3/4	3/4	0							130
130	130	375	3.0	-3	3/4	3/4	0							131
131	131	378	3.0	-3	3/4	3/4	0							132
132	132	381	3.0	-3	3/4	3/4	0							133
133	133	384	3.0	-3	3/4	3/4	0					line		134
134	134	387	3.0	-3	3/4	3/4	0				double			135
135	135	390	2.0	0	2/4	1/2	0							136
136	136	392	2.0	0	2/4	1/2	0							137
137	137	394	2.0	0	2/4	1/2	0							138
138	138	396	2.0	0	2/4	1/2	0				double			139
139	139	398	3.0	0	3/4	3/4	0							140
140	140	401	3.0	0	3/4	3/4	0							141
141	141	404	3.0	0	3/4	3/4	0					page		142
142	142	407	3.0	0	3/4	3/4	0							143
143	143	410	3.0	0	3/4	3/4	0							144
144	144	413	3.0	0	3/4	3/4	0							145
145	145	416	3.0	0	3/4	3/4	0							146
146	146	419	3.0	0	3/4	3/4	0					line		147
147	147	422	3.0	0	3/4	3/4	0							148
148	148	425	3.0	0	3/4	3/4	0							149
149	149	428	3.0	0	3/4	3/4	0							150
150	150	431	3.0	0	3/4	3/4	0							151
151	151	434	3.0	0	3/4	3/4	0							152
152	152	437	3.0	0	3/4	3/4	0							153
153	153	440	3.0	0	3/4	3/4	0					line		154
154	154	443	3.0	0	3/4	3/4	0							155
155	155	446	3.0	0	3/4	3/4	0							156
156	156	449	3.0	0	3/4	3/4	0							157
157	157	452	3.0	0	3/4	3/4	0							158
158	158	455	3.0	0	3/4	3/4	0				double			159
159	159	458	3.0	-3	3/4	3/4	0					line		160
160	160	461	3.0	-3	3/4	3/4	0							161
161	161	464	3.0	-3	3/4	3/4	0							162
162	162	467	3.0	-3	3/4	3/4	0							163
163	163	470	3.0	-3	3/4	3/4	0							164
164	164	473	3.0	-3	3/4	3/4	0							165
165	165	476	3.0	-3	3/4	3/4	0					page		166
166	166	479	3.0	-3	3/4	3/4	0							167
167	167	482	3.0	-3	3/4	3/4	0							168
168	168	485	3.0	-3	3/4	3/4	0							169
169	169	488	3.0	-3	3/4	3/4	0							170
170	170	491	3.0	-3	3/4	3/4	0							171
171	171	494	3.0	-3	3/4	3/4	0					line		172
172	172	497	3.0	-3	3/4	3/4	0							173
173	173	500	3.0	-3	3/4	3/4	0							174
174	174	503	3.0	-3	3/4	3/4	0							175
175	175	506	3.0	-3	3/4	3/4	0							176
176	176	509	3.0	-3	3/4	3/4	0					line		177
177	177	512	3.0	-3	3/4	3/4	0							178
178	178	515	3.0	-3	3/4	3/4	0							179
179	179	518	3.0	-3	3/4	3/4	0							180
180	180	521	3.0	-3	3/4	3/4	0							181
181	181	524	3.0	-3	3/4	3/4	0					line		182
182	182	527	3.0	-3	3/4	3/4	0							183
183	183	530	3.0	-3	3/4	3/4	0							184
184	184	533	3.0	-3	3/4	3/4	0							185
185	185	536	3.0	-3	3/4	3/4	0							186
186	186	539	3.0	-3	3/4	3/4	0					page		187
187	187	542	3.0	-3	3/4	3/4	0							188
188	188	545	3.0	-3	3/4	3/4	0							189
189	189	548	3.0	-3	3/4	3/4	0							190
190	190	551	3.0	-3	3/4	3/4	0							191
191	191	554	3.0	-3	3/4	3/4	0					line		192
192	192	557	3.0	-3	3/4	3/4	0							193
193	193	560	3.0	-3	3/4	3/4	0							194
194	194	563	3.0	-3	3/4	3/4	0							195
195	195	566	3.0	-3	3/4	3/4	0							196
196	196	569	3.0	-3	3/4	3/4	0					line		197
197	197	572	3.0	-3	3/4	3/4	0							198
198	198	575	3.0	-3	3/4	3/4	0							199
199	199	578	3.0	-3	3/4	3/4	0							200
200	200	581	3.0	-3	3/4	3/4	0							201
201	201	584	3.0	-3	3/4	3/4	0							202
202	202	587	3.0	-3	3/4	3/4	0					line		203
203	203	590	3.0	-3	3/4	3/4	0							204
204	204	593	3.0	-3	3/4	3/4	0							205
205	205	596	3.0	-3	3/4	3/4	0							206
206	206	599	3.0	-3	3/4	3/4	0							207
207	207	602	3.0	-3	3/4	3/4	0					page		208
208	208	605	3.0	-3	3/4	3/4	0							209
209	209	608	3.0	-3	3/4	3/4	0							210
210	210	611	3.0	-3	3/4	3/4	0							211
211	211	614	3.0	-3	3/4	3/4	0							212
212	212	617	3.0	-3	3/4	3/4	0							213
213	213	620	3.0	-3	3/4	3/4	0					line		214
214	214	623	3.0	-3	3/4	3/4	0							215
215	215	626	3.0	-3	3/4	3/4	0							216
216	216	629	3.0	-3	3/4	3/4	0							217
217	217	632	3.0	-3	3/4	3/4	0							218
218	218	635	3.0	-3	3/4	3/4	0							219
219	219	638	3.0	-3	3/4	3/4	0					line		220
220	220	641	3.0	-3	3/4	3/4	0							221
221	221	644	3.0	-3	3/4	3/4	0							222
222	222	647	3.0	-3	3/4	3/4	0							223
223	223	650	3.0	-3	3/4	3/4	0							224
224	224	653	3.0	-3	3/4	3/4	0							225
225	225	656	3.0	-3	3/4	3/4	0					line		226
226	226	659	3.0	-3	3/4	3/4	0							227
227	227	662	3.0	-3	3/4	3/4	0							228
228	228	665	3.0	-3	3/4	3/4	0							229
229	229	668	3.0	-3	3/4	3/4	0							230
230	230	671	3.0	-3	3/4	3/4	0							231
231	231	674	3.0	-3	3/4	3/4	0					page		232
232	232	677	3.0	-3	3/4	3/4	0							233
233	233	680	3.0	-3	3/4	3/4	0							234
234	234	683	3.0	-3	3/4	3/4	0							235
235	235	686	3.0	-3	3/4	3/4	0							236
236	236	689	3.0	-3	3/4	3/4	0							237
237	237	692	3.0	-3	3/4	3/4	0							238
238	238	695	3.0	-3	3/4	3/4	0							239
239	239	698	3.0	-3	3/4	3/4	0					line		240
240	240	701	3.0	-3	3/4	3/4	0							241
241	241	704	3.0	-3	3/4	3/4	0							242
242	242	707	3.0	-3	3/4	3/4	0							243
243	243	710	3.0	-3	3/4	3/4	0							244
244	244	713	3.0	-3	3/4	3/4	0							245
245	245	716	3.0	-3	3/4	3/4	0							246
246	246	719	3.0	-3	3/4	3/4	0					line		247
247	247	722	3.0	-3	3/4	3/4	0							248
248	248	725	3.0	-3	3/4	3/4	0							249
249	249	728	3.0	-3	3/4	3/4	0							250
250	250	731	3.0	-3	3/4	3/4	0							251
251	251	734	3.0	-3	3/4	3/4	0							252
252	252	737	3.0	-3	3/4	3/4	0					line		253
253	253	740	3.0	-3	3/4	3/4	0							254
254	254	743	3.0	-3	3/4	3/4	0							255
255	255	746	3.0	-3	3/4	3/4	0							256
256	256	749	3.0	-3	3/4	3/4	0							257
257	257	752	3.0	-3	3/4	3/4	0							258
258	258	755	3.0	-3	3/4	3/4	0					page		259
259	259	758	3.0	-3	3/4	3/4	0							260
260	260	761	3.0	-3	3/4	3/4	0							261
261	261	764	3.0	-3	3/4	3/4	0							262
262	262	767	3.0	-3	3/4	3/4	0							263
263	263	770	3.0	-3	3/4	3/4	0							264
264	264	773	3.0	-3	3/4	3/4	0					line		265
265	265	776	3.0	-3	3/4	3/4	0							266
266	266	779	3.0	-3	3/4	3/4	0							267
267	267	782	3.0	-3	3/4	3/4	0							268
268	268	785	3.0	-3	3/4	3/4	0							269
269	269	788	3.0	-3	3/4	3/4	0							270
270	270	791	3.0	-3	3/4	3/4	0					line		271
271	271	794	3.0	-3	3/4	3/4	0							272
272	272	797	3.0	-3	3/4	3/4	0							273
273	273	800	3.0	-3	3/4	3/4	0							274
274	274	803	3.0	-3	3/4	3/4	0							275
275	275	806	3.0	-3	3/4	3/4	0							276
276	276	809	3.0	-3	3/4	3/4	0					line		277
277	277	812	3.0	-3	3/4	3/4	0							278
278	278	815	3.0	-3	3/4	3/4	0							279
279	279	818	3.0	-3	3/4	3/4	0							280
280	280	821	3.0	-3	3/4	3/4	0							281
281	281	824	3.0	-3	3/4	3/4	0							282
282	282	827	3.0	-3	3/4	3/4	0				end	page	lastMeasure	-1
