mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	2.0	-3	2/4	1/2	0						firstMeasure	2
2	2	2	2.0	-3	2/4	1/2	0							3
3	3	4	2.0	-3	2/4	1/2	0							4
4	4	6	2.0	-3	2/4	1/2	0							5
5	5	8	2.0	-3	2/4	1/2	0							6
6	6	10	2.0	-3	2/4	1/2	0				double			7
7	7	12	3.0	-3	3/4	3/4	0					line		8
8	8	15	3.0	-3	3/4	3/4	0							9
9	9	18	3.0	-3	3/4	3/4	0							10
10	10	21	3.0	-3	3/4	3/4	0							11
11	11	24	3.0	-3	3/4	3/4	0							12
12	12	27	3.0	-3	3/4	3/4	0							13
13	13	30	3.0	-3	3/4	3/4	0							14
14	14	33	3.0	-3	3/4	3/4	0					line		15
15	15	36	3.0	-3	3/4	3/4	0							16
16	16	39	3.0	-3	3/4	3/4	0							17
17	17	42	3.0	-3	3/4	3/4	0							18
18	18	45	3.0	-3	3/4	3/4	0							19
19	19	48	3.0	-3	3/4	3/4	0							20
20	20	51	3.0	-3	3/4	3/4	0					line		21
21	21	54	3.0	-3	3/4	3/4	0							22
22	22	57	3.0	-3	3/4	3/4	0							23
23	23	60	3.0	-3	3/4	3/4	0							24
24	24	63	3.0	-3	3/4	3/4	0							25
25	25	66	3.0	-3	3/4	3/4	0					page		26
26	26	69	3.0	-3	3/4	3/4	0							27
27	27	72	3.0	-3	3/4	3/4	0							28
28	28	75	3.0	-3	3/4	3/4	0							29
29	29	78	3.0	-3	3/4	3/4	0							30
30	30	81	3.0	-3	3/4	3/4	0					line		31
31	31	84	3.0	-3	3/4	3/4	0							32
32	32	87	3.0	-3	3/4	3/4	0							33
33	33	90	3.0	-3	3/4	3/4	0							34
34	34	93	3.0	-3	3/4	3/4	0							35
35	35	96	3.0	-3	3/4	3/4	0							36
36	36	99	3.0	-3	3/4	3/4	0					line		37
37	37	102	3.0	-3	3/4	3/4	0							38
38	38	105	3.0	-3	3/4	3/4	0							39
39	39	108	3.0	-3	3/4	3/4	0							40
40	40	111	3.0	-3	3/4	3/4	0				double			41
41	41	114	3.0	-2	3/4	3/4	0							42
42	42	117	3.0	-2	3/4	3/4	0					line		43
43	43	120	3.0	-2	3/4	3/4	0							44
44	44	123	3.0	-2	3/4	3/4	0							45
45	45	126	3.0	-2	3/4	3/4	0							46
46	46	129	3.0	-2	3/4	3/4	0							47
47	47	132	3.0	-2	3/4	3/4	0							48
48	48	135	3.0	-2	3/4	3/4	0					page		49
49	49	138	3.0	-2	3/4	3/4	0							50
50	50	141	3.0	-2	3/4	3/4	0							51
51	51	144	3.0	-2	3/4	3/4	0							52
52	52	147	3.0	-2	3/4	3/4	0							53
53	53	150	3.0	-2	3/4	3/4	0					line		54
54	54	153	3.0	-2	3/4	3/4	0							55
55	55	156	3.0	-2	3/4	3/4	0							56
56	56	159	3.0	-2	3/4	3/4	0							57
57	57	162	3.0	-2	3/4	3/4	0							58
58	58	165	3.0	-2	3/4	3/4	0							59
59	59	168	3.0	-2	3/4	3/4	0					line		60
60	60	171	3.0	-2	3/4	3/4	0							61
61	61	174	3.0	-2	3/4	3/4	0							62
62	62	177	3.0	-2	3/4	3/4	0							63
63	63	180	3.0	-2	3/4	3/4	0							64
64	64	183	3.0	-2	3/4	3/4	0							65
65	65	186	3.0	-2	3/4	3/4	0					line		66
66	66	189	3.0	-2	3/4	3/4	0							67
67	67	192	3.0	-2	3/4	3/4	0							68
68	68	195	3.0	-2	3/4	3/4	0							69
69	69	198	3.0	-2	3/4	3/4	0							70
70	70	201	3.0	-2	3/4	3/4	0							71
