mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
122	122	-3	2/4	1/2	0						123
123	123	-3	2/4	1/2	0						124
124	124	-3	2/4	1/2	0						125
125	125	-3	2/4	1/2	0						126
126	126	-3	2/4	1/2	0						127
127	127	-3	2/4	1/2	0						128
128	128	-3	2/4	1/2	0						129
129	129	-3	2/4	1/2	0						130
130	130	-3	2/4	1/2	0						131
131	131	-3	2/4	1/2	0						132
132	132	-3	2/4	1/4	0	endRepeat					120, 133
133	133	-3	2/4	1/4	1/4	startRepeat					134
134	134	-3	2/4	1/2	0						135
135	135	-3	2/4	1/2	0						136
136	136	-3	2/4	1/2	0						137
137	137	-3	2/4	1/2	0						138
138	138	-3	2/4	1/2	0						139
139	139	-3	2/4	1/2	0						140
140	140	-3	2/4	1/2	0						141
141	141	-3	2/4	1/2	0						142
142	142	-3	2/4	1/2	0						143
143	143	-3	2/4	1/4	0	endRepeat					133, 144
144	144	-3	2/4	1/4	1/4	startRepeat					145
145	145	-3	2/4	1/2	0						146
146	146	-3	2/4	1/2	0						147
147	147	-3	2/4	1/2	0						148
148	148	-3	2/4	1/2	0						149
149	149	-3	2/4	1/2	0						150
150	150	-3	2/4	1/2	0						151
151	151	-3	2/4	1/2	0						152
152	152	-3	2/4	1/2	0						153
153	153	-3	2/4	1/2	0						154
154	154	-3	2/4	1/2	0						155
155	155	-3	2/4	1/2	0						156, 157
156	156	-3	2/4	1/4	0	endRepeat	1				144
157	157	-3	2/4	1/2	0		2				158
158	158	-3	2/4	1/2	0						159
159	159	-3	2/4	1/2	0						160
160	160	-3	2/4	1/2	0						161
161	161	-3	2/4	1/2	0						162
162	162	-3	2/4	1/2	0						163
163	163	-3	2/4	1/2	0						164
164	164	-3	2/4	1/2	0						165
165	165	-3	2/4	1/2	0						166
166	166	-3	2/4	1/2	0						167
167	167	-3	2/4	1/2	0						168
168	168	-3	2/4	1/2	0						169
169	169	-3	2/4	1/2	0						170
170	170	-3	2/4	1/2	0						171
171	171	-3	2/4	1/2	0						172
172	172	-3	2/4	1/2	0						173
173	173	-3	2/4	1/2	0						174
174	174	-3	2/4	1/2	0						175
175	175	-3	2/4	1/2	0						176
176	176	-3	2/4	1/2	0						177
177	177	-3	2/4	1/2	0						178
178	178	-3	2/4	1/2	0						179
179	179	-3	2/4	1/2	0						180
180	180	-3	2/4	1/2	0						181
181	181	-3	2/4	1/2	0						182
182	182	-3	2/4	1/2	0						183
183	183	-3	2/4	1/2	0						184
184	184	-3	2/4	1/2	0						185
185	185	-3	2/4	1/2	0						186
186	186	-3	2/4	1/2	0						187
187	187	-3	2/4	1/2	0						188
188	188	-3	2/4	1/2	0						189
189	189	-3	2/4	1/2	0						190
190	190	-3	2/4	1/2	0						191
191	191	-3	2/4	1/2	0						192
192	192	-3	2/4	1/2	0						193
193	193	-3	2/4	1/2	0						194
194	194	-3	2/4	1/2	0						195
195	195	-3	2/4	1/2	0						196
196	196	-3	2/4	1/2	0						197
197	197	-3	2/4	1/2	0						198
198	198	-3	2/4	1/2	0						199
199	199	-3	2/4	1/2	0						200
200	200	-3	2/4	1/2	0						201
201	201	-3	2/4	1/2	0						202
202	202	-3	2/4	1/2	0						203
203	203	-3	2/4	1/2	0						204
204	204	-3	2/4	1/2	0						205
205	205	-3	2/4	1/2	0						206
206	206	-3	2/4	1/2	0						207
207	207	-3	2/4	1/2	0						208
208	208	-3	2/4	1/2	0						209
209	209	-3	2/4	1/2	0						210
210	210	-3	2/4	1/4	0	lastMeasure		end			-1
