"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".F.I"	""	"1"	"1.0"	"1.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"1"	"2.0"	"2.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I"	""	"2"	"1.0"	"3.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"2"	"2.0"	"4.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"43"	""	""	false
"I6"	""	"3"	"1.0"	"5.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V"	""	"3"	"2.0"	"6.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"4"	"1.0"	"7.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V"	""	"4"	"2.0"	"8.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I6"	""	"5"	"1.0"	"9.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V2/vi"	""	"5"	"2.0"	"10.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"2"	""	"vi"	false
"vi6"	""	"6"	"1.0"	"11.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"vi"	""	"6"	""	""	false
"V6/vi"	""	"6"	"2.0"	"12.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"6"	""	"vi"	false
"vi"	""	"7"	"1.0"	"13.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"vi"	""	""	""	""	false
"V64/vi"	""	"7"	"2.0"	"14.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"64"	""	"vi"	false
"vi"	""	"8"	"1.0"	"15.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"vi"	""	""	""	""	false
"I64"	""	"8"	"2.0"	"16.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"64"	""	""	false
"V[V43(2)"	""	"9"	"1.0"	"17.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"V"	""	"43"	"2"	""	false
"V43"	""	"9"	"2.0"	"18.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"V"	""	"43"	""	""	false
"I"	""	"10"	"1.0"	"19.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"I"	""	""	""	""	false
"V"	""	"10"	"2.0"	"20.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"V"	""	""	""	""	false
"I6"	""	"11"	"1.0"	"21.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"I"	""	"6"	""	""	false
"V6"	""	"11"	"2.0"	"22.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"V"	""	"6"	""	""	false
"I"	""	"12"	"1.0"	"23.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"I"	""	""	""	""	false
"V6"	""	"12"	"2.0"	"24.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"V"	""	"6"	""	""	false
"I]"	""	"13"	"1.0"	"25.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	"V"	"I"	""	""	""	""	false
"V65/vi"	""	"13"	"2.0"	"26.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"65"	""	"vi"	false
"vi"	""	"14"	"1.0"	"27.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"vi"	""	""	""	""	false
"V43/vi"	""	"14"	"2.0"	"28.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"43"	""	"vi"	false
"vi6"	""	"15"	"1.0"	"29.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"vi"	""	"6"	""	""	false
"V65/vi"	""	"15"	"2.0"	"30.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"65"	""	"vi"	false
"IV"	""	"16"	"1.0"	"31.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"IV"	""	""	""	""	false
"V2"	""	"16"	"2.0"	"32.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"2"	""	""	false
"I6"	""	"17"	"1.0"	"33.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"V43"	""	"17"	"2.0"	"34.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"43"	""	""	false
"I\\\\"	""	"18"	"1.0"	"35.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	true
"V6"	""	"18"	"2.0"	"36.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"6"	""	""	false
"I"	""	"19"	"1.0"	"37.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"19"	"2.0"	"38.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I"	""	"20"	"1.0"	"39.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V65"	""	"20"	"2.0"	"40.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"21"	"1.0"	"41.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	""	""	""	false
"V"	""	"21"	"2.0"	"42.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"V"	""	""	""	""	false
"I"	""	"22"	"1.0"	"43.0"	"2/4"	"59"	"7"	"4"	1.5	"F"	"I"	""	"I"	""	""	""	""	false
"I6"	""	"22"	"2.5"	"44.5"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"I"	""	"6"	""	""	false
"IV"	""	"23"	"1.5"	"45.5"	"2/4"	"59"	"7"	"4"	2.0	"F"	"I"	""	"IV"	""	""	""	""	false
"ii"	""	"24"	"1.5"	"47.5"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"ii"	""	""	""	""	false
"IV"	""	"24"	"2.5"	"48.5"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"IV"	""	""	""	""	false
"V"	""	"25"	"1.5"	"49.5"	"2/4"	"59"	"7"	"4"	3.5	"F"	"I"	""	"V"	""	""	""	""	false
"IV6(+2)"	""	"27"	"1.0"	"53.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"IV"	""	"6"	"+2"	""	false
"V65"	""	"27"	"2.0"	"54.0"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"27"	"2.5"	"54.5"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"I"	""	""	""	""	false
"IV6(+2)"	""	"28"	"1.0"	"55.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"IV"	""	"6"	"+2"	""	false
"V65"	""	"28"	"2.0"	"56.0"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"28"	"2.5"	"56.5"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"I"	""	""	""	""	false
"ii6"	""	"29"	"1.0"	"57.0"	"2/4"	"59"	"7"	"4"	1.0	"F"	"I"	""	"ii"	""	"6"	""	""	false
"V"	""	"29"	"2.0"	"58.0"	"2/4"	"59"	"7"	"4"	1.5	"F"	"I"	""	"V"	""	""	""	""	false
"IV6"	""	"30"	"1.5"	"59.5"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"IV"	""	"6"	""	""	false
"V7"	""	"30"	"2.0"	"60.0"	"2/4"	"59"	"7"	"4"	0.5	"F"	"I"	""	"V"	""	"7"	""	""	false
