mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
65	64	65	64a	234	234	3.0	0	0	4/4	4	1		I64		Bb	bVI		I64		I		64					M	0	0	1, 0, 4		0	1
65	64	65	64a	237	237	1.0	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
66	65	66	65a	238	238	3.5	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	66	65a	483/2	483/2	0.25	7/8	7/8	4/4	4	1		vi7		Bb	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
66	65	66	65a	967/4	967/4	0.25	15/16	15/16	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
67	66	67	66a	242	242	4.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
68	67	68	67a	246	246	2.0	0	0	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
68	67	68	67a	248	248	2.0	1/2	1/2	4/4	4	1		V7/vi		Bb	bVI		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
69	68	69	68a	250	250	2.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
69	68	69	68a	252	252	2.0	1/2	1/2	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
70	69	70	69a	254	254	2.0	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	69	70	69a	256	256	2.0	1/2	1/2	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
71	70	71	70a	258	258	1.25	0	0	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
71	70	71	70a	1037/4	1037/4	0.75	5/16	5/16	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
71	70	71	70a	260	260	2.0	1/2	1/2	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	72	71a	262	262	1.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
72	71	72	71a	263	263	1.0	1/4	1/4	4/4	4	1		I(+6)		Bb	bVI		I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
72	71	72	71a	264	264	1.0	1/2	1/2	4/4	4	1		V64(+2)		Bb	bVI		V64(+2)		V		64	+2				M	0	0	2, 1, 5	3	1	2
72	71	72	71a	265	265	1.0	3/4	3/4	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
73	72	73	72a	266	266	1.0	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
73	72	73	72a	267	267	1.0	1/4	1/4	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
73	72	73	72a	268	268	1.0	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
73	72	73	72a	269	269	1.0	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
74	73	74	73a	270	270	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
74	73	74	73a	272	272	2.0	1/2	1/2	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
75	74	75	74a	274	274	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
75	74	75	74a	275	275	1.0	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
75	74	75	74a	276	276	1.0	1/2	1/2	4/4	4	1		viio/V		Bb	bVI		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
75	74	75	74a	277	277	1.0	3/4	3/4	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	76	75a	278	278	1.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
76	75	76	75a	279	279	1.0	1/4	1/4	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
76	75	76	75a	280	280	1.0	1/2	1/2	4/4	4	1		V(64)		Bb	bVI		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	75	76	75a	281	281	1.0	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	77	76a	282	282	1.0	0	0	4/4	4	1		I\\		Bb	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
77	76	77	76a	283	283	1.0	1/4	1/4	4/4	4	1		ii		Bb	bVI		ii		ii							m	0	0	2, -1, 3		2	2
77	76	77	76a	284	284	1.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	77	76a	285	285	1.0	3/4	3/4	4/4	4	1		V65		Bb	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	77	78	77a	286	286	2.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
78	77	78	77a	288	288	2.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
79	78	79	78a	290	290	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
79	78	79	78a	291	291	1.0	1/4	1/4	4/4	4	1		viio7		Bb	bVI		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
79	78	79	78a	292	292	1.0	1/2	1/2	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
79	78	79	78a	293	293	1.0	3/4	3/4	4/4	4	1		V2/vi		Bb	bVI		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
80	79	80	79a	294	294	1.0	0	0	4/4	4	1		vi6		Bb	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
80	79	80	79a	295	295	1.0	1/4	1/4	4/4	4	1		V/V		Bb	bVI		V/V		V				V			M	0	0	2, 6, 3		2	2
80	79	80	79a	296	296	1.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
80	79	80	79a	297	297	1.0	3/4	3/4	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
81	80	81	80a	298	298	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
81	80	81	80a	299	299	1.0	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
81	80	81	80a	300	300	2.0	1/2	1/2	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
82	81	82	81a	302	302	1.0	0	0	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
82	81	82	81a	303	303	1.0	1/4	1/4	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
82	81	82	81a	304	304	1.0	1/2	1/2	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
82	81	82	81a	305	305	1.0	3/4	3/4	4/4	4	1		ii		Bb	bVI		ii		ii							m	0	0	2, -1, 3		2	2
83	82	83	82a	306	306	1.0	0	0	4/4	4	1		V65		Bb	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	83	82a	307	307	1.0	1/4	1/4	4/4	4	1		V6/vi		Bb	bVI		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
83	82	83	82a	308	308	1.0	1/2	1/2	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
83	82	83	82a	309	309	1.0	3/4	3/4	4/4	4	1		V6/V		Bb	bVI		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
84	83	84	83a	310	310	1.0	0	0	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
84	83	84	83a	311	311	1.0	1/4	1/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
84	83	84	83a	312	312	1.0	1/2	1/2	4/4	4	1		viio/V		Bb	bVI		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
84	83	84	83a	313	313	1.0	3/4	3/4	4/4	4	1		V/iii		Bb	bVI		V/iii		V				iii			M	0	0	5, 9, 6		5	5
85	84	85	84a	314	314	1.0	0	0	4/4	4	1		V6/vi		Bb	bVI		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
85	84	85	84a	315	315	1.0	1/4	1/4	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
85	84	85	84a	316	316	1.0	1/2	1/2	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
85	84	85	84a	317	317	0.5	3/4	3/4	4/4	4	1		viio6		Bb	bVI		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
85	84	85	84a	635/2	635/2	0.5	7/8	7/8	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
86	85	86	85a	318	318	0.5	0	0	4/4	4	1		viio		Bb	bVI		viio		vii	o						o	0	0	5, 2, -1		5	5
86	85	86	85a	637/2	637/2	0.5	1/8	1/8	4/4	4	1		V43/V		Bb	bVI		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
86	85	86	85a	319	319	0.5	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
86	85	86	85a	639/2	639/2	0.5	3/8	3/8	4/4	4	1		VM2		Bb	bVI		VM2		V	M	2					MM7	0	0	6, 1, 5, 2		1	6
86	85	86	85a	320	320	0.5	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
86	85	86	85a	641/2	641/2	0.5	5/8	5/8	4/4	4	1		vi43		Bb	bVI		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
86	85	86	85a	321	321	0.5	3/4	3/4	4/4	4	1		iii2		Bb	bVI		iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
86	85	86	85a	643/2	643/2	0.5	7/8	7/8	4/4	4	1		IM7		Bb	bVI		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
87	86	87	86a	322	322	0.5	0	0	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
87	86	87	86a	645/2	645/2	0.5	1/8	1/8	4/4	4	1		vi7		Bb	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
87	86	87	86a	323	323	0.5	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
87	86	87	86a	647/2	647/2	0.5	3/8	3/8	4/4	4	1		V6/V		Bb	bVI		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
87	86	87	86a	324	324	0.5	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
87	86	87	86a	649/2	649/2	0.5	5/8	5/8	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
87	86	87	86a	325	325	0.5	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
87	86	87	86a	651/2	651/2	0.5	7/8	7/8	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
88	87	88	87a	326	326	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
88	87	88	87a	328	328	2.0	1/2	1/2	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
89	88	89	88a	330	330	2.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
89	88	89	88a	332	332	2.0	1/2	1/2	4/4	4	1		viio6		Bb	bVI		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
90	89	90	89a	334	334	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
90	89	90	89a	336	336	1.0	1/2	1/2	4/4	4	1		V43		Bb	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	89	90	89a	337	337	1.0	3/4	3/4	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	90	91	90a	338	338	1.0	0	0	4/4	4	1		I\\		Bb	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
91	90	91	90a	339	339	1.5	1/4	1/4	4/4	4	1		V2/IV		Bb	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
91	90	91	90a	681/2	681/2	1.5	5/8	5/8	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	91	92	91a	342	342	1.0	0	0	4/4	4	1		@none		Bb	bVI		@none		@none							m	0	0				
92	91	92	91a	343	343	1.5	1/4	1/4	4/4	4	1		V2/IV		Bb	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
92	91	92	91a	689/2	689/2	9.5	5/8	5/8	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
1	0	95	93a	354	0	1.0	0	1/2	3/4	4	1		Bb.I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
2	1	96	1b	355	1	1.5	0	0	3/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
2	1	96	1b	713/2	5/2	0.5	3/8	3/8	3/4	4	1		V2/IV		Bb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
2	1	96	1b	357	3	0.5	1/2	1/2	3/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
2	1	96	1b	715/2	7/2	0.5	5/8	5/8	3/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
3	2	97	2b	358	4	1.0	0	0	3/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	97	2b	359	5	1.0	1/4	1/4	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
3	2	97	2b	360	6	1.0	1/2	1/2	3/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
4	3	98	3b	361	7	1.5	0	0	3/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	3	98	3b	725/2	17/2	0.5	3/8	3/8	3/4	4	1		#viio65/ii		Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
4	3	98	3b	363	9	0.5	1/2	1/2	3/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	98	3b	727/2	19/2	1.5	5/8	5/8	3/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	99	4b	365	11	1.5	1/4	1/4	3/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
5	4	99	4b	733/2	25/2	1.5	5/8	5/8	3/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
6	5	100	5b	368	14	1.5	1/4	1/4	3/4	4	1		vi7		Bb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
6	5	100	5b	739/2	31/2	1.5	5/8	5/8	3/4	4	1		V43/V		Bb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
7	6	101	6b	371	17	1.5	1/4	1/4	3/4	4	1		V7/V		Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
7	6	101	6b	745/2	37/2	0.25	5/8	5/8	3/4	4	1		V(9+#74)		Bb	I		V(9+#74)		V			9+#74				M	0	0	1, 0, 2	3, 6	1	1
7	6	101	6b	1491/4	75/4	0.25	11/16	11/16	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
8	7	102	7b	373	19	3.0	0	0	3/4	4	1		V\\		Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	8	103	8b	376	22	1.0	0	0	3/4	4	1		V65/ii		Bb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
9	8	103	8b	377	23	0.5	1/4	1/4	3/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
9	8	103	8b	755/2	47/2	0.5	3/8	3/8	3/4	4	1		V6/ii		Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
9	8	103	8b	378	24	0.5	1/2	1/2	3/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
9	8	103	8b	757/2	49/2	0.5	5/8	5/8	3/4	4	1		V2/V		Bb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	9	104	9b	379	25	0.5	0	0	3/4	4	1		V6(4)		Bb	I		V6(4)		V		6	4				M	0	0	0, 2, 1		1	0
10	9	104	9b	759/2	51/2	1.0	1/8	1/8	3/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	9	104	9b	761/2	53/2	1.0	3/8	3/8	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
10	9	104	9b	763/2	55/2	0.5	5/8	5/8	3/4	4	1		V/vi		Bb	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
11	10	105	10b	382	28	0.5	0	0	3/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	10	105	10b	765/2	57/2	0.5	1/8	1/8	3/4	4	1		#viio/ii		Bb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
11	10	105	10b	383	29	0.5	1/4	1/4	3/4	4	1		ii(+4)		Bb	I		ii(+4)		ii			+4				m	0	0	2, -1, 3	1	2	2
11	10	105	10b	767/2	59/2	0.5	3/8	3/8	3/4	4	1		#viio6/ii		Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
11	10	105	10b	384	30	0.5	1/2	1/2	3/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	10	105	10b	769/2	61/2	1.0	5/8	5/8	3/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
12	11	106	11b	771/2	63/2	0.5	1/8	1/8	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
12	11	106	11b	386	32	0.5	1/4	1/4	3/4	4	1		V2(9)		Bb	I		V2(9)		V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
12	11	106	11b	773/2	65/2	0.5	3/8	3/8	3/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	106	11b	387	33	0.5	1/2	1/2	3/4	4	1		V65/IV		Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
12	11	106	11b	775/2	67/2	0.5	5/8	5/8	3/4	4	1		#viio65/ii		Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
13	12	107	12b	388	34	0.5	0	0	3/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	12	107	12b	777/2	69/2	0.5	1/8	1/8	3/4	4	1		V65/V		Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
13	12	107	12b	389	35	0.5	1/4	1/4	3/4	4	1		v		Bb	I		v		v							m	0	0	1, -2, 2		1	1
13	12	107	12b	779/2	71/2	0.5	3/8	3/8	3/4	4	1		V43/V		Bb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
13	12	107	12b	390	36	0.5	1/2	1/2	3/4	4	1		v6		Bb	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
13	12	107	12b	781/2	73/2	1.0	5/8	5/8	3/4	4	1		viio7		Bb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
14	13	108	13b	783/2	75/2	0.5	1/8	1/8	3/4	4	1		I[I64		Bb	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
14	13	108	13b	392	38	0.5	1/4	1/4	3/4	4	1		viio43		Bb	I	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
14	13	108	13b	785/2	77/2	0.5	3/8	3/8	3/4	4	1		I6]		Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
14	13	108	13b	393	39	0.5	1/2	1/2	3/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	13	108	13b	787/2	79/2	0.5	5/8	5/8	3/4	4	1		V65/IV		Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
15	14	109	14b	394	40	0.5	0	0	3/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
15	14	109	14b	789/2	81/2	0.5	1/8	1/8	3/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
15	14	109	14b	395	41	0.5	1/4	1/4	3/4	4	1		viio2		Bb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
15	14	109	14b	791/2	83/2	1.5	3/8	3/8	3/4	4	1		V\\		Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
16	15	110	15b	397	43	4.0	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	16	111	16b	401	47	8.0	0	0	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	18	113	18b	409	55	3.0	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	113	18b	412	58	1.0	3/4	3/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
20	19	114	19b	413	59	1.0	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	114	19b	414	60	2.0	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
20	19	114	19b	416	62	0.5	3/4	3/4	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
20	19	114	19b	833/2	125/2	0.5	7/8	7/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	115	20b	417	63	3.0	0	0	3/4	4	1		V.I	V	Bb	V		I		I							M	0	0	0, 4, 1		0	0
22	21	116	21b	420	66	1.0	0	0	3/4	4	1		V65		Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	21	116	21b	421	67	0.5	1/4	1/4	3/4	4	1		viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
22	21	116	21b	843/2	135/2	0.5	3/8	3/8	3/4	4	1		iv/IV		Bb	V		iv/IV		iv				IV			m	0	0	-2, -5, -1		-2	-2
22	21	116	21b	422	68	0.5	1/2	1/2	3/4	4	1		IV6		Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	21	116	21b	845/2	137/2	0.5	5/8	5/8	3/4	4	1		iio6		Bb	V		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
23	22	117	22b	423	69	1.0	0	0	3/4	4	1		I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	117	22b	424	70	1.0	1/4	1/4	3/4	4	1		V43		Bb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	22	117	22b	425	71	1.0	1/2	1/2	3/4	4	1		I[I		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
24	23	118	23b	426	72	1.0	0	0	3/4	4	1		V65		Bb	V	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	23	118	23b	427	73	1.0	1/4	1/4	3/4	4	1		V2/IV		Bb	V	I	V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
24	23	118	23b	428	74	0.5	1/2	1/2	3/4	4	1		IV6		Bb	V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	118	23b	857/2	149/2	1.0	5/8	5/8	3/4	4	1		viio		Bb	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
25	24	119	24b	859/2	151/2	0.5	1/8	1/8	3/4	4	1		I(64)		Bb	V	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
25	24	119	24b	430	76	2.0	1/4	1/4	3/4	4	1		I]		Bb	V	I	I		I							M	0	0	0, 4, 1		0	0
26	25	120	25b	432	78	1.0	0	0	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
26	25	120	25b	433	79	1.0	1/4	1/4	4/4	4	1		vi		Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
26	25	120	25b	434	80	1.0	1/2	1/2	4/4	4	1		IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	120	25b	435	81	1.0	3/4	3/4	4/4	4	1		ii7		Bb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
27	26	121	26b	436	82	8.0	0	0	4/4	4	1		V7		Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	123	28b	444	90	3.0	0	0	4/4	4	1		I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
29	28	123	28b	447	93	0.25	3/4	3/4	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
29	28	123	28b	1789/4	373/4	0.25	13/16	13/16	4/4	4	1		I(64)		Bb	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
29	28	123	28b	895/2	187/2	0.25	7/8	7/8	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
29	28	123	28b	1791/4	375/4	0.25	15/16	15/16	4/4	4	1		viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	124	29b	448	94	0.25	0	0	4/4	4	1		I64		Bb	V		I64		I		64					M	0	0	1, 0, 4		0	1
30	29	124	29b	1793/4	377/4	0.25	1/16	1/16	4/4	4	1		V7		Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	124	29b	897/2	189/2	0.25	1/8	1/8	4/4	4	1		vi		Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
30	29	124	29b	1795/4	379/4	0.25	3/16	3/16	4/4	4	1		viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	124	29b	449	95	0.25	1/4	1/4	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
30	29	124	29b	1797/4	381/4	0.75	5/16	5/16	4/4	4	1		viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	124	29b	450	96	0.25	1/2	1/2	4/4	4	1		V2		Bb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	29	124	29b	1801/4	385/4	0.25	9/16	9/16	4/4	4	1		I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	124	29b	901/2	193/2	0.25	5/8	5/8	4/4	4	1		viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
