mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
36	36	106	36b	444	164	2.0	0	0	4/4	4	1		IV6	f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
36	36	106	36b	446	166	2.0	1/2	1/2	4/4	4	1		I6	f	i		I6	I		6					M	1	1	4, 1, 0		0	4
37	37	107	37b	448	168	4.0	0	0	4/4	4	1		IV	f	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
38	38	108	38b	452	172	4.0	0	0	4/4	4	1		viio6	f	i		viio6	vii	o	6					o	1	1	-5, -8, -2		-2	-5
39	39	109	39b	456	176	4.0	0	0	4/4	4	1		I\\	f	i		I	I						\\	M	1	1	0, 4, 1		0	0
40	40	110	40b	460	180	2.0	0	0	4/4	4	1		IV6	f	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
40	40	110	40b	462	182	2.0	1/2	1/2	4/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
41	41	111	41b	464	184	1.0	0	0	4/4	4	1		I	f	i		I	I							M	1	1	0, 4, 1		0	0
41	41	111	41b	465	185	1.0	1/4	1/4	4/4	4	1		vi6	f	i		vi6	vi		6					m	1	1	-7, -3, -4		-4	-7
41	41	111	41b	466	186	14.0	1/2	1/2	4/4	4	1		V/#iii\\	f	i		V/#iii	V				#iii		\\	M	1	1	5, 9, 6		5	5
45	45	115	45b	480	200	5.0	0	0	4/4	4	1		#III.I[I	f	#III	I	I	I							M	1	0	0, 4, 1		0	0
46	46	116	46b	485	205	1.0	1/4	1/4	4/4	4	1		v6	f	#III	I	v6	v		6					m	1	0	-2, 2, 1		1	-2
46	46	116	46b	486	206	3.0	1/2	1/2	4/4	4	1		viio6	f	#III	I	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
47	47	117	47b	489	209	1.0	1/4	1/4	4/4	4	1		I64	f	#III	I	I64	I		64					M	1	0	1, 0, 4		0	1
47	47	117	47b	490	210	2.0	1/2	1/2	4/4	4	1		IV64	f	#III	I	IV64	IV		64					M	1	0	0, -1, 3		-1	0
48	48	118	48b	492	212	1.0	0	0	4/4	4	1		ii64	f	#III	I	ii64	ii		64					m	1	0	3, 2, -1		2	3
48	48	118	48b	493	213	1.0	1/4	1/4	4/4	4	1		viio6/IV	f	#III	I	viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
48	48	118	48b	494	214	2.0	1/2	1/2	4/4	4	1		IV	f	#III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
49	49	119	49b	496	216	1.0	0	0	4/4	4	1		ii	f	#III	I	ii	ii							m	1	0	2, -1, 3		2	2
49	49	119	49b	497	217	1.0	1/4	1/4	4/4	4	1		I6(+6)	f	#III	I	I6(+6)	I		6	+6				M	1	0	4, 1, 0	3	0	4
49	49	119	49b	498	218	1.0	1/2	1/2	4/4	4	1		IV(+2)	f	#III	I	IV(+2)	IV			+2				M	1	0	-1, 3, 0	1	-1	-1
49	49	119	49b	499	219	2.0	3/4	3/4	4/4	4	1		IV	f	#III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
50	50	120	50b	501	221	2.0	1/4	1/4	4/4	4	1		V65	f	#III	I	V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
50	50	120	50b	503	223	1.0	3/4	3/4	4/4	4	1		I	f	#III	I	I	I							M	1	0	0, 4, 1		0	0
51	51	121	51b	504	224	1.0	0	0	4/4	4	1		viio6	f	#III	I	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
51	51	121	51b	505	225	1.0	1/4	1/4	4/4	4	1		V7	f	#III	I	V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
51	51	121	51b	506	226	1.0	1/2	1/2	4/4	4	1		ii43	f	#III	I	ii43	ii		43					mm7	1	0	3, 0, 2, -1		2	3
51	51	121	51b	507	227	1.0	3/4	3/4	4/4	4	1		V6]	f	#III	I	V6	V		6					M	1	0	5, 2, 1		1	5
52	52	122	52b	508	228	1.0	0	0	4/4	4	1		V43	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
52	52	122	52b	509	229	1.0	1/4	1/4	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
52	52	122	52b	510	230	2.0	1/2	1/2	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
53	53	123	53b	512	232	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
53	53	123	53b	514	234	4.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
54	54	124	54b	518	238	2.0	1/2	1/2	4/4	4	1		vi7	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
55	55	125	55b	520	240	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
55	55	125	55b	522	242	1.0	1/2	1/2	4/4	4	1		I(2)	f	#III		I(2)	I			2				M	1	0	2, 4, 1		0	2
55	55	125	55b	523	243	1.0	3/4	3/4	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
56	56	126	56b	524	244	2.0	0	0	4/4	4	1		V7	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
56	56	126	56b	526	246	2.0	1/2	1/2	4/4	4	1		V65	f	#III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
57	57	127	57b	528	248	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
57	57	127	57b	530	250	4.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
58	58	128	58b	534	254	4.0	1/2	1/2	4/4	4	1		vi7	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
59	59	129	59b	538	258	2.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
60	60	130	60b	540	260	4.0	0	0	4/4	4	1		V7	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
61	61	131	61b	544	264	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
61	61	131	61b	546	266	4.0	1/2	1/2	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
62	62	132	62b	550	270	2.0	1/2	1/2	4/4	4	1		vi2	f	#III		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
63	63	133	63b	552	272	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
63	63	133	63b	554	274	1.0	1/2	1/2	4/4	4	1		I6(+2)	f	#III		I6(+2)	I		6	+2				M	1	0	4, 1, 0	2	0	4
63	63	133	63b	555	275	1.0	3/4	3/4	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
64	64	134	64b	556	276	2.0	0	0	4/4	4	1		V7	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	64	134	64b	558	278	2.0	1/2	1/2	4/4	4	1		V65	f	#III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
65	65	135	65b	560	280	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
65	65	135	65b	562	282	2.0	1/2	1/2	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
66	66	136	66b	564	284	2.0	0	0	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
66	66	136	66b	566	286	2.0	1/2	1/2	4/4	4	1		vi2	f	#III		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
67	67	137	67b	568	288	2.0	0	0	4/4	4	1		V7(9)	f	#III		V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
67	67	137	67b	570	290	2.0	1/2	1/2	4/4	4	1		V43(+2)	f	#III		V43(+2)	V		43	+2				Mm7	1	0	2, -1, 1, 5	3	1	2
68	68	138	68b	572	292	2.0	0	0	4/4	4	1		vi7	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
68	68	138	68b	574	294	2.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
69	69	139	69b	576	296	2.0	0	0	4/4	4	1		vi7	f	#III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
69	69	139	69b	578	298	2.0	1/2	1/2	4/4	4	1		V	f	#III		V	V							M	1	0	1, 5, 2		1	1
70	70	140	70b	580	300	2.0	0	0	4/4	4	1		V(2)	f	#III		V(2)	V			2				M	1	0	3, 5, 2		1	3
70	70	140	70b	582	302	2.0	1/2	1/2	4/4	4	1		V	f	#III		V	V							M	1	0	1, 5, 2		1	1
71	71	141	71b	584	304	2.0	0	0	4/4	4	1		V43(+2)	f	#III		V43(+2)	V		43	+2				Mm7	1	0	2, -1, 1, 5	3	1	2
71	71	141	71b	586	306	2.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
72	72	142	72b	588	308	2.0	0	0	4/4	4	1		vi	f	#III		vi	vi							m	1	0	3, 0, 4		3	3
72	72	142	72b	590	310	2.0	1/2	1/2	4/4	4	1		I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
73	73	143	73b	592	312	2.0	0	0	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
73	73	143	73b	594	314	2.0	1/2	1/2	4/4	4	1		V6(+6)	f	#III		V6(+6)	V		6	+6				M	1	0	5, 2, 1	4	1	5
74	74	144	74b	596	316	2.0	0	0	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
74	74	144	74b	598	318	2.0	1/2	1/2	4/4	4	1		V43	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
75	75	145	75b	600	320	2.0	0	0	4/4	4	1		V2(+2)	f	#III		V2(+2)	V		2	+2				Mm7	1	0	-1, 1, 5, 2	3	1	-1
75	75	145	75b	602	322	2.0	1/2	1/2	4/4	4	1		I(+42)	f	#III		I(+42)	I			+42				M	1	0	2, 4, 1	-1	0	2
76	76	146	76b	604	324	2.0	0	0	4/4	4	1		IV	f	#III		IV	IV							M	1	0	-1, 3, 0		-1	-1
76	76	146	76b	606	326	1.0	1/2	1/2	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
76	76	146	76b	607	327	1.0	3/4	3/4	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
77	77	147	77b	608	328	2.0	0	0	4/4	4	1		V7	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
77	77	147	77b	610	330	2.0	1/2	1/2	4/4	4	1		V43	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
78	78	148	78b	612	332	2.0	0	0	4/4	4	1		I6	f	#III		I6	I		6					M	1	0	4, 1, 0		0	4
78	78	148	78b	614	334	2.0	1/2	1/2	4/4	4	1		I	f	#III		I	I							M	1	0	0, 4, 1		0	0
79	79	149	79b	616	336	2.0	0	0	4/4	4	1		V(64)	f	#III		V(64)	V			64				M	1	0	1, 0, 4		1	1
79	79	149	79b	618	338	2.0	1/2	1/2	4/4	4	1		V7	f	#III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
80	80	150	80b	620	340	3.0	0	0	4/4	4	1	1	I\\	f	#III		I	I						\\	M	1	0	0, 4, 1		0	0
80	80	150	80b	623	343	3.0	3/4	3/4	4/4	4	1	1	I64	f	#III		I64	I		64					M	1	0	1, 0, 4		0	1
81	81	151	81b	626	346	5.0	1/2	1/2	4/4	4	1	1	#vo7	f	#III		#vo7	#v	o	7					o7	1	0	8, 5, 2, -1		8	8
82	82	152	82b	631	351	1.0	3/4	3/4	4/4	4	1	1	I.I	f	I		I	I							M	1	0	0, 4, 1		0	0
83	83	153	83b	632	352	2.0	0	0	4/4	4	1	1	V	f	I		V	V							M	1	0	1, 5, 2		1	1
83	83	153	83b	634	354	2.0	1/2	1/2	4/4	4	1	1	V6	f	I		V6	V		6					M	1	0	5, 2, 1		1	5
84	84	154	84a	636	356	3.0	0	0	4/4	4	1	1	#III.I	f	#III		I	I							M	1	0	0, 4, 1		0	0
84	84	154	84a	639	359	1.0	3/4	3/4	4/4	4	1	1	vi	f	#III		vi	vi							m	1	0	3, 0, 4		3	3
85	85	155	85a	640	360	2.0	0	0	4/4	4	1		V(64)	f	#III		V(64)	V			64				M	1	0	1, 0, 4		1	1
85	85	155	85a	642	362	1.0	1/2	1/2	4/4	4	1		V	f	#III		V	V							M	1	0	1, 5, 2		1	1
85	85	155	85a	643	363	1.0	3/4	3/4	4/4	4	1		V43	f	#III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
86	86	156	86a	644	364	4.0	0	0	4/4	4	1		@none	f	#III		@none	@none							m	1	0				
88	87	158	87a	648	368	4.0	0	0	4/4	4	1		V.I	f	V		I	I							M	1	0	0, 4, 1		0	0
89	88	159	88a	652	372	4.0	0	0	4/4	4	1		iii	f	V		iii	iii							m	1	0	4, 1, 5		4	4
90	89	160	89a	656	376	8.0	0	0	4/4	4	1		V	f	V		V	V							M	1	0	1, 5, 2		1	1
92	91	162	91a	664	384	2.0	0	0	4/4	4	1		IV	f	V		IV	IV							M	1	0	-1, 3, 0		-1	-1
92	91	162	91a	666	386	5.0	1/2	1/2	4/4	4	1		I	f	V		I	I							M	1	0	0, 4, 1		0	0
93	92	163	92a	671	391	1.0	3/4	3/4	4/4	4	1		vi	f	V		vi	vi							m	1	0	3, 0, 4		3	3
94	93	164	93a	672	392	2.0	0	0	4/4	4	1		V	f	V		V	V							M	1	0	1, 5, 2		1	1
94	93	164	93a	674	394	2.0	1/2	1/2	4/4	4	1		V7	f	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
95	94	165	94a	676	396	4.0	0	0	4/4	4	1		V43	f	V		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
96	95	166	95a	680	400	1.0	0	0	4/4	4	1		IV6	f	V		IV6	IV		6					M	1	0	3, 0, -1		-1	3
96	95	166	95a	681	401	1.0	1/4	1/4	4/4	4	1		vii%7	f	V		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
96	95	166	95a	682	402	5.0	1/2	1/2	4/4	4	1		I	f	V		I	I							M	1	0	0, 4, 1		0	0
97	96	167	96a	687	407	1.0	3/4	3/4	4/4	4	1		IV	f	V		IV	IV							M	1	0	-1, 3, 0		-1	-1
98	97	168	97a	688	408	2.0	0	0	4/4	4	1		vi64	f	V		vi64	vi		64					m	1	0	4, 3, 0		3	4
98	97	168	97a	690	410	5.0	1/2	1/2	4/4	4	1		V7/vi	f	V		V7/vi	V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
99	98	169	98a	695	415	1.0	3/4	3/4	4/4	4	1		vii%43	f	V		vii%43	vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
100	99	170	99a	696	416	2.0	0	0	4/4	4	1		V7/vi	f	V		V7/vi	V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
100	99	170	99a	698	418	2.0	1/2	1/2	4/4	4	1		vi64	f	V		vi64	vi		64					m	1	0	4, 3, 0		3	4
101	100	171	100a	700	420	2.0	0	0	4/4	4	1		vi	f	V		vi	vi							m	1	0	3, 0, 4		3	3
101	100	171	100a	702	422	1.0	1/2	1/2	4/4	4	1		vi6	f	V		vi6	vi		6					m	1	0	0, 4, 3		3	0
101	100	171	100a	703	423	1.0	3/4	3/4	4/4	4	1		ii2	f	V		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
102	101	172	101a	704	424	2.0	0	0	4/4	4	1		V(9)/IV	f	V		V(9)/IV	V			9	IV			M	1	0	0, 4, 1	2	0	0
102	101	172	101a	706	426	2.0	1/2	1/2	4/4	4	1		V2/IV	f	V		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
103	102	173	102a	708	428	2.0	0	0	4/4	4	1		V43/IV	f	V		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
103	102	173	102a	710	430	4.0	1/2	1/2	4/4	4	1		V2/IV	f	V		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
104	103	174	103a	714	434	1.0	1/2	1/2	4/4	4	1		I.I6	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
104	103	174	103a	715	435	1.0	3/4	3/4	4/4	4	1		V43	f	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
105	104	175	104a	716	436	2.0	0	0	4/4	4	1		I	f	I		I	I							M	1	0	0, 4, 1		0	0
105	104	175	104a	718	438	1.0	1/2	1/2	4/4	4	1		I6	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
105	104	175	104a	719	439	1.0	3/4	3/4	4/4	4	1		vi64	f	I		vi64	vi		64					m	1	0	4, 3, 0		3	4
106	105	176	105a	720	440	2.0	0	0	4/4	4	1		V/vi	f	I		V/vi	V				vi			M	1	0	4, 8, 5		4	4
106	105	176	105a	722	442	1.0	1/2	1/2	4/4	4	1		#vi.#viio	f	#vi		#viio	#vii	o						o	1	1	5, 2, -1		5	5
106	105	176	105a	723	443	1.0	3/4	3/4	4/4	4	1		#viio2	f	#vi		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
107	106	177	106a	724	444	1.0	0	0	4/4	4	1		i64	f	#vi		i64	i		64					m	1	1	1, 0, -3		0	1
107	106	177	106a	725	445	1.0	1/4	1/4	4/4	4	1		iio6	f	#vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
107	106	177	106a	726	446	2.0	1/2	1/2	4/4	4	1		i6	f	#vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
108	107	178	107a	728	448	1.0	0	0	4/4	4	1		VI(#2)	f	#vi		VI(#2)	VI			#2				M	1	1	-4, 5, -3		-4	-4
108	107	178	107a	729	449	1.0	1/4	1/4	4/4	4	1		VI	f	#vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
108	107	178	107a	730	450	1.0	1/2	1/2	4/4	4	1		V	f	#vi		V	V							M	1	1	1, 5, 2		1	1
108	107	178	107a	731	451	1.0	3/4	3/4	4/4	4	1		#viio43	f	#vi		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
109	108	179	108a	732	452	1.0	0	0	4/4	4	1		i6	f	#vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
109	108	179	108a	733	453	1.0	1/4	1/4	4/4	4	1		iv(9)	f	#vi		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
109	108	179	108a	734	454	1.0	1/2	1/2	4/4	4	1		i6	f	#vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
109	108	179	108a	735	455	1.0	3/4	3/4	4/4	4	1		V43	f	#vi		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
110	109	180	109a	736	456	2.0	0	0	4/4	4	1		i	f	#vi		i	i							m	1	1	0, -3, 1		0	0
110	109	180	109a	738	458	1.0	1/2	1/2	4/4	4	1		V(6)	f	#vi		V(6)	V			6				M	1	1	1, 5, -3		1	1
110	109	180	109a	739	459	1.0	3/4	3/4	4/4	4	1		V7	f	#vi		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
111	110	181	110a	740	460	1.0	0	0	4/4	4	1		VI(64+2)	f	#vi		VI(64+2)	VI			64+2				M	1	1	-4, 2, -1	-2	-4	-4
111	110	181	110a	741	461	1.0	1/4	1/4	4/4	4	1		VI	f	#vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
111	110	181	110a	742	462	1.0	1/2	1/2	4/4	4	1		iio6	f	#vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
111	110	181	110a	743	463	1.0	3/4	3/4	4/4	4	1		iv7(+2)	f	#vi		iv7(+2)	iv		7	+2				mm7	1	1	-1, -4, 0, -3	1	-1	-1
112	111	182	111a	744	464	1.0	0	0	4/4	4	1		VI(64+#2)	f	#vi		VI(64+#2)	VI			64+#2				M	1	1	-4, 2, -1	5	-4	-4
112	111	182	111a	745	465	1.0	1/4	1/4	4/4	4	1		VI	f	#vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
112	111	182	111a	746	466	1.0	1/2	1/2	4/4	4	1		iio6	f	#vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
112	111	182	111a	747	467	1.0	3/4	3/4	4/4	4	1		iv7	f	#vi		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
113	112	183	112a	748	468	1.0	0	0	4/4	4	1		V7(+b2)	f	#vi		V7(+b2)	V		7	+b2				Mm7	1	1	1, 5, 2, -1	-11	1	1
113	112	183	112a	749	469	1.0	1/4	1/4	4/4	4	1		V(64)	f	#vi		V(64)	V			64				M	1	1	1, 0, -3		1	1
113	112	183	112a	750	470	2.0	1/2	1/2	4/4	4	1		V7	f	#vi		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
114	113	184	113a	752	472	2.0	0	0	4/4	4	1		I\\	f	#vi		I	I						\\	M	1	1	0, 4, 1		0	0
114	113	184	113a	754	474	2.0	1/2	1/2	4/4	4	1		#VI.I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
115	114	185	114a	756	476	2.0	0	0	4/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
115	114	185	114a	758	478	2.0	1/2	1/2	4/4	4	1		vii%7	f	#VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
116	115	186	115a	760	480	2.0	0	0	4/4	4	1		vi	f	#VI		vi	vi							m	1	0	3, 0, 4		3	3
116	115	186	115a	762	482	1.0	1/2	1/2	4/4	4	1		V	f	#VI		V	V							M	1	0	1, 5, 2		1	1
116	115	186	115a	763	483	1.0	3/4	3/4	4/4	4	1		#iv%7	f	#VI		#iv%7	#iv	%	7					%7	1	0	6, 3, 0, 4		6	6
117	116	187	116a	764	484	3.0	0	0	4/4	4	1		V	f	#VI		V	V							M	1	0	1, 5, 2		1	1
117	116	187	116a	767	487	1.0	3/4	3/4	4/4	4	1		V7	f	#VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
118	117	188	117a	768	488	2.0	0	0	4/4	4	1		I\\	f	#VI		I	I						\\	M	1	0	0, 4, 1		0	0
118	117	188	117a	770	490	4.0	1/2	1/2	4/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
119	118	189	118a	774	494	2.0	1/2	1/2	4/4	4	1		vii%7	f	#VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
120	119	190	119a	776	496	2.0	0	0	4/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
120	119	190	119a	778	498	2.0	1/2	1/2	4/4	4	1		V65	f	#VI		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
121	120	191	120a	780	500	2.0	0	0	4/4	4	1		I\\	f	#VI		I	I						\\	M	1	0	0, 4, 1		0	0
121	120	191	120a	782	502	4.0	1/2	1/2	4/4	4	1		I64	f	#VI		I64	I		64					M	1	0	1, 0, 4		0	1
122	121	192	121a	786	506	4.0	1/2	1/2	4/4	4	1		vi7	f	#VI		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
123	122	193	122a	790	510	4.0	1/2	1/2	4/4	4	1		I64(64)	f	#VI		I64(64)	I		64	64				M	1	0	3, 0, -1		0	3
124	123	194	123a	794	514	2.0	1/2	1/2	4/4	4	1		I64	f	#VI		I64	I		64					M	1	0	1, 0, 4		0	1
125	124	195	124a	796	516	2.0	0	0	4/4	4	1		V2	f	#VI		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
125	124	195	124a	798	518	2.0	1/2	1/2	4/4	4	1		I6	f	#VI		I6	I		6					M	1	0	4, 1, 0		0	4
126	125	196	125a	800	520	2.0	0	0	4/4	4	1		I6(4)	f	#VI		I6(4)	I		6	4				M	1	0	-1, 1, 0		0	-1
126	125	196	125a	802	522	2.0	1/2	1/2	4/4	4	1		I6	f	#VI		I6	I		6					M	1	0	4, 1, 0		0	4
127	126	197	126a	804	524	2.0	0	0	4/4	4	1		I(2)	f	#VI		I(2)	I			2				M	1	0	2, 4, 1		0	2
127	126	197	126a	806	526	2.0	1/2	1/2	4/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
128	127	198	127a	808	528	2.0	0	0	4/4	4	1		I(9)	f	#VI		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
128	127	198	127a	810	530	4.0	1/2	1/2	4/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
129	128	199	128a	814	534	6.0	1/2	1/2	4/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
131	130	201	130a	820	540	2.0	0	0	4/4	4	1		V43/IV	f	#VI		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
131	130	201	130a	822	542	2.0	1/2	1/2	4/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
132	131	202	131a	824	544	2.0	0	0	4/4	4	1		IV6(4)	f	#VI		IV6(4)	IV		6	4				M	1	0	5, 0, -1		-1	5
132	131	202	131a	826	546	2.0	1/2	1/2	4/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
133	132	203	132a	828	548	2.0	0	0	4/4	4	1		IV	f	#VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
133	132	203	132a	830	550	2.0	1/2	1/2	4/4	4	1		ii.i6	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
134	133	204	133a	832	552	2.0	0	0	4/4	4	1		V	f	ii		V	V							M	1	1	1, 5, 2		1	1
134	133	204	133a	834	554	2.0	1/2	1/2	4/4	4	1		V65	f	ii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
135	134	205	134a	836	556	2.0	0	0	4/4	4	1		V43	f	ii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
135	134	205	134a	838	558	4.0	1/2	1/2	4/4	4	1		V65	f	ii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
136	135	206	135a	842	562	1.0	1/2	1/2	4/4	4	1		i	f	ii		i	i							m	1	1	0, -3, 1		0	0
136	135	206	135a	843	563	1.0	3/4	3/4	4/4	4	1		V43	f	ii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
137	136	207	136a	844	564	1.0	0	0	4/4	4	1		i6	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
137	136	207	136a	845	565	1.0	1/4	1/4	4/4	4	1		V2	f	ii		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
137	136	207	136a	846	566	2.0	1/2	1/2	4/4	4	1		i6	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
138	137	208	137a	848	568	2.0	0	0	4/4	4	1		i	f	ii		i	i							m	1	1	0, -3, 1		0	0
138	137	208	137a	850	570	8.0	1/2	1/2	4/4	4	1		i.#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
140	139	210	139a	858	578	1.0	1/2	1/2	4/4	4	1		i(9)	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
140	139	210	139a	859	579	3.0	3/4	3/4	4/4	4	1		VI6	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
