mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	24	35	24a	94	70	3.0	0	0	3/4	4	1		V(64)/vi	G	I		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
27	25	36	25a	97	73	0.5	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
27	25	36	25a	195/2	147/2	2.0	1/8	1/8	3/4	4	1		viio/V	G	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
27	25	36	25a	199/2	151/2	0.5	5/8	5/8	3/4	4	1		IV.I	G	IV		I		I							M	0	0	0, 4, 1		0	0
28	26	37	26a	100	76	1.0	0	0	3/4	4	1		V6	G	IV		V6		V		6					M	0	0	5, 2, 1		1	5
28	26	37	26a	101	77	1.0	1/4	1/4	3/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	26	37	26a	102	78	0.5	1/2	1/2	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
28	26	37	26a	205/2	157/2	0.5	5/8	5/8	3/4	4	1		V43	G	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	27	38	27a	103	79	3.0	0	0	3/4	4	1		I\\	G	IV		I		I						\\	M	0	0	0, 4, 1		0	0
30	28	39	28a	106	82	3.0	0	0	3/4	4	1		I.ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	29	40	29a	109	85	2.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	29	40	29a	111	87	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	30	41	30a	112	88	3.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
33	31	42	31a	115	91	2.5	0	0	3/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	31	42	31a	235/2	187/2	0.5	5/8	5/8	3/4	4	1		V7(#5)	G	I		V7(#5)		V		7	#5				Mm7	0	0	1, 5, 9, -1		1	1
34	32	43	32a	118	94	2.5	0	0	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
34	32	43	32a	241/2	193/2	0.5	5/8	5/8	3/4	4	1		I+6	G	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
35	33	44	33a	121	97	0.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	33	44	33a	243/2	195/2	0.5	1/8	1/8	3/4	4	1		V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
35	33	44	33a	122	98	0.5	1/4	1/4	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	33	44	33a	245/2	197/2	0.5	3/8	3/8	3/4	4	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	33	44	33a	123	99	0.5	1/2	1/2	3/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
35	33	44	33a	247/2	199/2	0.5	5/8	5/8	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	34	45	34a	124	100	1.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
36	34	45	34a	125	101	2.0	1/4	1/4	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
37	35	46	35a	127	103	3.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	36	47	36a	130	106	1.5	0	0	3/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	36	47	36a	263/2	215/2	0.5	3/8	3/8	3/4	4	1		I+6	G	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
38	36	47	36a	132	108	0.5	1/2	1/2	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	36	47	36a	265/2	217/2	0.5	5/8	5/8	3/4	4	1		V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
39	37	48	37a	133	109	0.5	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
39	37	48	37a	267/2	219/2	0.5	1/8	1/8	3/4	4	1		#viio7/vi	G	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
39	37	48	37a	134	110	0.5	1/4	1/4	3/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
39	37	48	37a	269/2	221/2	0.5	3/8	3/8	3/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
39	37	48	37a	135	111	0.5	1/2	1/2	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
39	37	48	37a	271/2	223/2	0.5	5/8	5/8	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	38	49	38a	136	112	3.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
41	39	50	39a	139	115	1.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
41	39	50	39a	140	116	1.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
41	39	50	39a	141	117	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	40	51	40a	142	118	1.0	0	0	3/4	4	1		I(4)	G	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
42	40	51	40a	143	119	2.0	1/4	1/4	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
43	41	52	41a	145	121	1.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
43	41	52	41a	146	122	1.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
43	41	52	41a	147	123	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	42	53	42a	148	124	3.0	0	0	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
45	43	54	43a	151	127	2.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
10	8	55	43a	153	24	1.0	0	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
11	9	56	9b	154	25	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
12	10	57	10b	157	28	3.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
13	11	58	11b	160	31	6.0	0	0	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
15	13	60	13b	166	37	2.0	0	0	3/4	4	1		V7(+9)/IV	G	I		V7(+9)/IV		V		7	+9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
15	13	60	13b	168	39	0.5	1/2	1/2	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
15	13	60	13b	337/2	79/2	0.5	5/8	5/8	3/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	61	14b	169	40	0.5	0	0	3/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	14	61	14b	339/2	81/2	0.5	1/8	1/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
16	14	61	14b	170	41	1.5	1/4	1/4	3/4	4	1		V7/IV	G	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
16	14	61	14b	343/2	85/2	0.5	5/8	5/8	3/4	4	1		V43/IV	G	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	15	62	15b	172	43	2.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
17	15	62	15b	349/2	91/2	0.5	5/8	5/8	3/4	4	1		ii	G	I		ii		ii							m	0	0	2, -1, 3		2	2
18	16	63	16b	175	46	1.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	16	63	16b	176	47	1.0	1/4	1/4	3/4	4	1		V\\	G	I		V		V						\\	M	0	0	1, 5, 2		1	1
18	16	63	16b	177	48	7.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
21	19	66	19b	184	55	2.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	19	66	19b	186	57	1.0	1/2	1/2	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
22	20	67	20b	187	58	1.0	0	0	3/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	20	67	20b	188	59	2.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
23	21	68	21b	190	61	3.0	0	0	3/4	4	1		viio64	G	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
24	22	69	22b	193	64	3.0	0	0	3/4	4	1		#viio/vi	G	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
25	23	70	23b	196	67	3.0	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
26	24	71	24b	199	70	3.0	0	0	3/4	4	1		V(64)/vi	G	I		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
27	25	72	25b	202	73	0.5	0	0	3/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
27	25	72	25b	405/2	147/2	2.0	1/8	1/8	3/4	4	1		viio/V	G	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
27	25	72	25b	409/2	151/2	0.5	5/8	5/8	3/4	4	1		IV.I	G	IV		I		I							M	0	0	0, 4, 1		0	0
28	26	73	26b	205	76	1.0	0	0	3/4	4	1		V6	G	IV		V6		V		6					M	0	0	5, 2, 1		1	5
28	26	73	26b	206	77	1.0	1/4	1/4	3/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	26	73	26b	207	78	0.5	1/2	1/2	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
28	26	73	26b	415/2	157/2	0.5	5/8	5/8	3/4	4	1		V43	G	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	27	74	27b	208	79	3.0	0	0	3/4	4	1		I\\	G	IV		I		I						\\	M	0	0	0, 4, 1		0	0
30	28	75	28b	211	82	3.0	0	0	3/4	4	1		I.ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	29	76	29b	214	85	2.0	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	29	76	29b	216	87	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	30	77	30b	217	88	3.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
33	31	78	31b	220	91	2.5	0	0	3/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	31	78	31b	445/2	187/2	0.5	5/8	5/8	3/4	4	1		V7(#5)	G	I		V7(#5)		V		7	#5				Mm7	0	0	1, 5, 9, -1		1	1
34	32	79	32b	223	94	2.5	0	0	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
34	32	79	32b	451/2	193/2	0.5	5/8	5/8	3/4	4	1		I+6	G	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
35	33	80	33b	226	97	0.5	0	0	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	33	80	33b	453/2	195/2	0.5	1/8	1/8	3/4	4	1		V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
35	33	80	33b	227	98	0.5	1/4	1/4	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	33	80	33b	455/2	197/2	0.5	3/8	3/8	3/4	4	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	33	80	33b	228	99	0.5	1/2	1/2	3/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
35	33	80	33b	457/2	199/2	0.5	5/8	5/8	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	34	81	34b	229	100	1.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
36	34	81	34b	230	101	2.0	1/4	1/4	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
37	35	82	35b	232	103	3.0	0	0	3/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	36	83	36b	235	106	1.5	0	0	3/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	36	83	36b	473/2	215/2	0.5	3/8	3/8	3/4	4	1		I+6	G	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
38	36	83	36b	237	108	0.5	1/2	1/2	3/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	36	83	36b	475/2	217/2	0.5	5/8	5/8	3/4	4	1		V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
39	37	84	37b	238	109	0.5	0	0	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
39	37	84	37b	477/2	219/2	0.5	1/8	1/8	3/4	4	1		#viio7/vi	G	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
39	37	84	37b	239	110	0.5	1/4	1/4	3/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
39	37	84	37b	479/2	221/2	0.5	3/8	3/8	3/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
39	37	84	37b	240	111	0.5	1/2	1/2	3/4	4	1		V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
39	37	84	37b	481/2	223/2	0.5	5/8	5/8	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	38	85	38b	241	112	3.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
41	39	86	39b	244	115	1.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
41	39	86	39b	245	116	1.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
41	39	86	39b	246	117	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	40	87	40b	247	118	1.0	0	0	3/4	4	1		I(4)	G	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
42	40	87	40b	248	119	2.0	1/4	1/4	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
43	41	88	41b	250	121	1.0	0	0	3/4	4	1		V(4)	G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
43	41	88	41b	251	122	1.0	1/4	1/4	3/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
43	41	88	41b	252	123	1.0	1/2	1/2	3/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	42	89	42b	253	124	3.0	0	0	3/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
45	43	90	43b	256	127	2.0	0	0	3/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
46	43	91	43b	258	129	1.0	0	1/2	3/4	4	1		IV.V	G	IV		V		V							M	0	0	1, 5, 2		1	1
47	44	92	44a	259	130	3.0	0	0	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
48	45	93	45a	262	133	3.0	0	0	3/4	4	1		V65	G	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	46	94	46a	265	136	3.0	0	0	3/4	4	1		V2/IV	G	IV		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
50	47	95	47a	268	139	3.0	0	0	3/4	4	1		IV6	G	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
51	48	96	48a	271	142	3.0	0	0	3/4	4	1		It6	G	IV		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
52	49	97	49a	274	145	3.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
53	50	98	50a	277	148	3.0	0	0	3/4	4	1		V7/V	G	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
54	51	99	51a	280	151	2.0	0	0	3/4	4	1		V\\	G	IV		V		V						\\	M	0	0	1, 5, 2		1	1
46	43	100	51a	282	129	1.0	0	1/2	3/4	4	1		IV.V	G	IV		V		V							M	0	0	1, 5, 2		1	1
47	44	101	44b	283	130	3.0	0	0	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
48	45	102	45b	286	133	3.0	0	0	3/4	4	1		V65	G	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	46	103	46b	289	136	3.0	0	0	3/4	4	1		V2/IV	G	IV		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
50	47	104	47b	292	139	3.0	0	0	3/4	4	1		IV6	G	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
51	48	105	48b	295	142	3.0	0	0	3/4	4	1		It6	G	IV		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
52	49	106	49b	298	145	3.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
53	50	107	50b	301	148	3.0	0	0	3/4	4	1		V7/V	G	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
54	51	108	51b	304	151	2.0	0	0	3/4	4	1		V\\	G	IV		V		V						\\	M	0	0	1, 5, 2		1	1
55	51	109	51b	306	153	4.0	0	1/2	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
57	53	111	53a	310	157	3.0	0	0	3/4	4	1		V7	G	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	54	112	54a	313	160	2.0	0	0	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
58	54	112	54a	315	162	1.0	1/2	1/2	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
59	55	113	55a	316	163	3.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
60	56	114	56a	319	166	3.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
61	57	115	57a	322	169	1.0	0	0	3/4	4	1		iv6	G	IV		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
61	57	115	57a	323	170	1.0	1/4	1/4	3/4	4	1		ii	G	IV		ii		ii							m	0	0	2, -1, 3		2	2
61	57	115	57a	324	171	1.0	1/2	1/2	3/4	4	1		V2	G	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
62	58	116	58a	325	172	1.0	0	0	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
62	58	116	58a	326	173	1.0	1/4	1/4	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
62	58	116	58a	327	174	1.0	1/2	1/2	3/4	4	1		I6	G	IV		I6		I		6					M	0	0	4, 1, 0		0	4
63	59	117	59a	328	175	2.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
63	59	117	59a	330	177	1.0	1/2	1/2	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
64	60	118	60a	331	178	2.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
64	60	118	60a	333	180	1.0	1/2	1/2	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
65	61	119	61a	334	181	3.0	0	0	3/4	4	1		V\\	G	IV		V		V						\\	M	0	0	1, 5, 2		1	1
66	62	120	62a	337	184	2.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
66	62	120	62a	339	186	1.0	1/2	1/2	3/4	4	1		V7	G	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	63	121	63a	340	187	3.0	0	0	3/4	4	1		I	G	IV		I		I							M	0	0	0, 4, 1		0	0
68	64	122	64a	343	190	3.0	0	0	3/4	4	1		V	G	IV		V		V							M	0	0	1, 5, 2		1	1
69	65	123	65a	346	193	3.0	0	0	3/4	4	1		V7/IV	G	IV		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
70	66	124	66a	349	196	3.0	0	0	3/4	4	1		IV	G	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
