mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	1.0	0	0	3/4	4	1	F.I	F	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1	1a	1	1	2.0	1/4	1/4	3/4	4	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	2	2a	3	3	1.0	0	0	3/4	4	1	V(4)	F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
2	2	2	2a	4	4	1.0	1/4	1/4	3/4	4	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	4	1	V43/ii	F	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
3	3	3	3a	6	6	1.0	0	0	3/4	4	1	ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	3	3a	7	7	2.0	1/4	1/4	3/4	4	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	4	4a	9	9	1.0	0	0	3/4	4	1	V(4)/ii	F	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	4	1	V/ii	F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	4	1	V43/iii	F	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
5	5	5	5a	12	12	1.0	0	0	3/4	4	1	iii	F	I		iii	iii							m	0	0	4, 1, 5		4	4
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	4	1	iii6	F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	4	1	V/iii	F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
6	6	6	6a	15	15	3.0	0	0	3/4	4	1	iii	F	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	7	7a	18	18	3.0	0	0	3/4	4	1	V.V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	8	8a	21	21	3.0	0	0	3/4	4	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
9	9	9	9a	24	24	3.0	0	0	3/4	4	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	10	10a	27	27	3.0	0	0	3/4	4	1	I\\	F	V		I	I						\\	M	0	0	0, 4, 1		0	0
1	1	11	1b	30	0	1.0	0	0	3/4	4	1	F.I	F	I		I	I							M	0	0	0, 4, 1		0	0
1	1	11	1b	31	1	2.0	1/4	1/4	3/4	4	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	12	2b	33	3	1.0	0	0	3/4	4	1	V(4)	F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
2	2	12	2b	34	4	1.0	1/4	1/4	3/4	4	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
2	2	12	2b	35	5	1.0	1/2	1/2	3/4	4	1	V43/ii	F	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
3	3	13	3b	36	6	1.0	0	0	3/4	4	1	ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	13	3b	37	7	2.0	1/4	1/4	3/4	4	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	14	4b	39	9	1.0	0	0	3/4	4	1	V(4)/ii	F	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
4	4	14	4b	40	10	1.0	1/4	1/4	3/4	4	1	V/ii	F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
4	4	14	4b	41	11	1.0	1/2	1/2	3/4	4	1	V43/iii	F	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
5	5	15	5b	42	12	1.0	0	0	3/4	4	1	iii	F	I		iii	iii							m	0	0	4, 1, 5		4	4
5	5	15	5b	43	13	1.0	1/4	1/4	3/4	4	1	iii6	F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
5	5	15	5b	44	14	1.0	1/2	1/2	3/4	4	1	V/iii	F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
6	6	16	6b	45	15	3.0	0	0	3/4	4	1	iii	F	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	17	7b	48	18	3.0	0	0	3/4	4	1	V.V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	18	8b	51	21	3.0	0	0	3/4	4	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
9	9	19	9b	54	24	3.0	0	0	3/4	4	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	20	10b	57	27	3.0	0	0	3/4	4	1	I\\	F	V		I	I						\\	M	0	0	0, 4, 1		0	0
11	11	21	11a	60	30	2.0	0	0	3/4	4	1	bIII.I	F	bIII		I	I							M	0	0	0, 4, 1		0	0
11	11	21	11a	62	32	1.0	1/2	1/2	3/4	4	1	I6	F	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	22	12a	63	33	1.0	0	0	3/4	4	1	V64	F	bIII		V64	V		64					M	0	0	2, 1, 5		1	2
12	12	22	12a	64	34	1.0	1/4	1/4	3/4	4	1	V43	F	bIII		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	22	12a	65	35	1.0	1/2	1/2	3/4	4	1	V7	F	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	23	13a	66	36	1.0	0	0	3/4	4	1	I(974)	F	bIII		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
13	13	23	13a	67	37	2.0	1/4	1/4	3/4	4	1	I	F	bIII		I	I							M	0	0	0, 4, 1		0	0
14	14	24	14a	69	39	2.0	0	0	3/4	4	1	vi	F	bIII		vi	vi							m	0	0	3, 0, 4		3	3
14	14	24	14a	71	41	1.0	1/2	1/2	3/4	4	1	vi6	F	bIII		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	15	25	15a	72	42	1.0	0	0	3/4	4	1	V64/vi	F	bIII		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
15	15	25	15a	73	43	1.0	1/4	1/4	3/4	4	1	V43/vi	F	bIII		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
15	15	25	15a	74	44	1.0	1/2	1/2	3/4	4	1	V7/vi	F	bIII		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
16	16	26	16a	75	45	1.0	0	0	3/4	4	1	vi(#74)	F	bIII		vi(#74)	vi			#74				m	0	0	3, 2, 4	8	3	3
16	16	26	16a	76	46	2.0	1/4	1/4	3/4	4	1	vi	F	bIII		vi	vi							m	0	0	3, 0, 4		3	3
17	17	27	17a	78	48	3.0	0	0	3/4	4	1	bVI.I	F	bVI		I	I							M	0	0	0, 4, 1		0	0
18	18	28	18a	81	51	1.0	0	0	3/4	4	1	V(64)	F	bVI		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	28	18a	82	52	1.0	1/4	1/4	3/4	4	1	V	F	bVI		V	V							M	0	0	1, 5, 2		1	1
18	18	28	18a	83	53	1.0	1/2	1/2	3/4	4	1	#viio6/ii	F	bVI		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
19	19	29	19a	84	54	3.0	0	0	3/4	4	1	ii	F	bVI		ii	ii							m	0	0	2, -1, 3		2	2
