mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	20.0	0	0	2/2	4	1		Bb.I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	6	6a	20	20	4.0	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	7	7a	24	24	2.0	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	7	7a	26	26	2.0	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
8	8	8	8a	28	28	4.0	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	9	9a	32	32	4.0	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	10	10a	36	36	4.0	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	11	11a	40	40	2.0	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	11	11a	42	42	2.0	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	12	12a	44	44	2.0	0	0	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
12	12	12	12a	46	46	2.0	1/2	1/2	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
13	13	13	13a	48	48	2.0	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
13	13	13	13a	50	50	2.0	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
14	14	14	14a	52	52	2.0	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
14	14	14	14a	54	54	2.0	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
15	15	15	15a	56	56	2.0	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
