mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	21	21	21a	80	80	2.0	0	0	4/4	4	1	V	Db	III		V	V							M	0	0	1, 5, 2		1	1
21	21	21	21a	82	82	1.0	1/2	1/2	4/4	4	1	V(64)	Db	III		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	21	21	21a	83	83	1.0	3/4	3/4	4/4	4	1	V7	Db	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	22	22a	84	84	1.0	0	0	4/4	4	1	I	Db	III		I	I							M	0	0	0, 4, 1		0	0
22	22	22	22a	85	85	1.0	1/4	1/4	4/4	4	1	I6	Db	III		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	22	22a	86	86	0.5	1/2	1/2	4/4	4	1	V64	Db	III		V64	V		64					M	0	0	2, 1, 5		1	2
22	22	22	22a	173/2	173/2	0.5	5/8	5/8	4/4	4	1	I6	Db	III		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	22	22a	87	87	0.5	3/4	3/4	4/4	4	1	V2	Db	III		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	22	22	22a	175/2	175/2	0.5	7/8	7/8	4/4	4	1	I64	Db	III		I64	I		64					M	0	0	1, 0, 4		0	1
23	23	23	23a	88	88	1.0	0	0	4/4	4	1	iii.iv	Db	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
23	23	23	23a	89	89	1.0	1/4	1/4	4/4	4	1	iv6	Db	iii		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
23	23	23	23a	90	90	1.0	1/2	1/2	4/4	4	1	VI	Db	iii		VI	VI							M	0	1	-4, 0, -3		-4	-4
23	23	23	23a	91	91	0.375	3/4	3/4	4/4	4	1	VI6	Db	iii		VI6	VI		6					M	0	1	0, -3, -4		-4	0
23	23	23	23a	731/8	731/8	0.625	27/32	27/32	4/4	4	1	V.ii43	Db	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
24	24	24	24a	92	92	1.0	0	0	4/4	4	1	V(64)	Db	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	24	24a	93	93	1.0	1/4	1/4	4/4	4	1	V7	Db	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	24	24a	94	94	0.5	1/2	1/2	4/4	4	1	I	Db	V		I	I							M	0	0	0, 4, 1		0	0
24	24	24	24a	189/2	189/2	0.5	5/8	5/8	4/4	4	1	V(64)	Db	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	24	24a	95	95	1.0	3/4	3/4	4/4	4	1	V7	Db	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	25	25a	96	96	1.0	0	0	4/4	4	1	I	Db	V		I	I							M	0	0	0, 4, 1		0	0
25	25	25	25a	97	97	1.0	1/4	1/4	4/4	4	1	V2	Db	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	25	25a	98	98	0.5	1/2	1/2	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
25	25	25	25a	197/2	197/2	0.5	5/8	5/8	4/4	4	1	V7	Db	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	25	25a	99	99	0.5	3/4	3/4	4/4	4	1	I	Db	V		I	I							M	0	0	0, 4, 1		0	0
25	25	25	25a	199/2	199/2	0.5	7/8	7/8	4/4	4	1	V2	Db	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	26	26a	100	100	1.0	0	0	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
26	26	26	26a	101	101	1.0	1/4	1/4	4/4	4	1	IV	Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
26	26	26	26a	102	102	1.0	1/2	1/2	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
26	26	26	26a	103	103	1.0	3/4	3/4	4/4	4	1	V43	Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	27	27	27a	104	104	1.0	0	0	4/4	4	1	I	Db	V		I	I							M	0	0	0, 4, 1		0	0
27	27	27	27a	105	105	1.0	1/4	1/4	4/4	4	1	IV	Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	27	27a	106	106	1.0	1/2	1/2	4/4	4	1	V(64)	Db	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
27	27	27	27a	107	107	1.0	3/4	3/4	4/4	4	1	V7	Db	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	28	28a	108	108	1.0	0	0	4/4	4	1	I64	Db	V		I64	I		64					M	0	0	1, 0, 4		0	1
28	28	28	28a	109	109	1.0	1/4	1/4	4/4	4	1	V2	Db	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	28	28	28a	110	110	0.5	1/2	1/2	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	28	28a	221/2	221/2	0.5	5/8	5/8	4/4	4	1	V2	Db	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	28	28	28a	111	111	0.5	3/4	3/4	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	28	28a	223/2	223/2	0.5	7/8	7/8	4/4	4	1	V43	Db	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
29	29	29	29a	112	112	1.0	0	0	4/4	4	1	I6	Db	V		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	29	29a	113	113	1.0	1/4	1/4	4/4	4	1	IV	Db	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	29	29a	114	114	2.0	1/2	1/2	4/4	4	1	V43/IV	Db	V		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
30	30	30	30a	116	116	1.0	0	0	4/4	4	1	I.I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	30	30a	117	117	1.0	1/4	1/4	4/4	4	1	IV	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
30	30	30	30a	118	118	1.0	1/2	1/2	4/4	4	1	V(64)	Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	30	30a	119	119	1.0	3/4	3/4	4/4	4	1	V	Db	I		V	V							M	0	0	1, 5, 2		1	1
31	31	31	31a	120	120	0.75	0	0	4/4	4	1	V2/ii	Db	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
31	31	31	31a	483/4	483/4	0.25	3/16	3/16	4/4	4	1	V65/ii	Db	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
31	31	31	31a	121	121	1.0	1/4	1/4	4/4	4	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
31	31	31	31a	122	122	0.5	1/2	1/2	4/4	4	1	V/ii	Db	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
31	31	31	31a	245/2	245/2	0.5	5/8	5/8	4/4	4	1	V65	Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	31	31a	123	123	0.25	3/4	3/4	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
31	31	31	31a	493/4	493/4	0.25	13/16	13/16	4/4	4	1	vi65	Db	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
31	31	31	31a	247/2	247/2	0.5	7/8	7/8	4/4	4	1	V43	Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	32	32	32a	124	124	2.0	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
32	32	32	32a	126	126	1.0	1/2	1/2	4/4	4	1	V6	Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	32	32a	127	127	1.0	3/4	3/4	4/4	4	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	33	33a	128	128	0.25	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
33	33	33	33a	513/4	513/4	1.0	1/16	1/16	4/4	4	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	33	33a	517/4	517/4	0.75	5/16	5/16	4/4	4	1	vi64	Db	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
33	33	33	33a	130	130	0.25	1/2	1/2	4/4	4	1	V/vi	Db	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
33	33	33	33a	521/4	521/4	0.75	9/16	9/16	4/4	4	1	V2/VII	Db	I		V2/VII	V		2		VII			Mm7	0	0	4, 6, 10, 7		6	4
33	33	33	33a	131	131	0.75	3/4	3/4	4/4	4	1	V2/vi	Db	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
33	33	33	33a	527/4	527/4	0.25	15/16	15/16	4/4	4	1	V65/vi	Db	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
34	34	34	34a	132	132	2.0	0	0	4/4	4	1	V7/ii	Db	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
34	34	34	34a	134	134	1.5	1/2	1/2	4/4	4	1	V/V	Db	I		V/V	V				V			M	0	0	2, 6, 3		2	2
34	34	34	34a	271/2	271/2	0.5	7/8	7/8	4/4	4	1	V2/V	Db	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
35	35	35	35a	136	136	0.25	0	0	4/4	4	1	V6(6)	Db	I		V6(6)	V		6	6				M	0	0	5, 4, 1		1	5
35	35	35	35a	545/4	545/4	1.75	1/16	1/16	4/4	4	1	V	Db	I		V	V							M	0	0	1, 5, 2		1	1
35	35	35	35a	138	138	2.0	1/2	1/2	4/4	4	1	V7/V	Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
36	36	36	36a	140	140	2.0	0	0	4/4	4	1	V7(b2)/V	Db	I		V7(b2)/V	V		7	b2	V			Mm7	0	0	-3, 6, 3, 0		2	-3
36	36	36	36a	142	142	2.0	1/2	1/2	4/4	4	1	V7/V	Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	37	37	37a	144	144	2.0	0	0	4/4	4	1	V7(b2)/V	Db	I		V7(b2)/V	V		7	b2	V			Mm7	0	0	-3, 6, 3, 0		2	-3
37	37	37	37a	146	146	1.0	1/2	1/2	4/4	4	1	V7/V	Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	4	1	V43	Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	38	38a	148	148	2.0	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
38	38	38	38a	150	150	1.0	1/2	1/2	4/4	4	1	V65	Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	38	38a	151	151	1.0	3/4	3/4	4/4	4	1	V43	Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	39	39	39a	152	152	1.0	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
39	39	39	39a	153	153	1.0	1/4	1/4	4/4	4	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	39	39a	154	154	0.5	1/2	1/2	4/4	4	1	IV	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	39	39a	309/2	309/2	0.5	5/8	5/8	4/4	4	1	viio64	Db	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
39	39	39	39a	155	155	0.5	3/4	3/4	4/4	4	1	vi	Db	I		vi	vi							m	0	0	3, 0, 4		3	3
39	39	39	39a	311/2	311/2	0.5	7/8	7/8	4/4	4	1	V65	Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	40	40a	156	156	1.0	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
40	40	40	40a	157	157	1.0	1/4	1/4	4/4	4	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	40	40a	158	158	0.5	1/2	1/2	4/4	4	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
40	40	40	40a	317/2	317/2	0.5	5/8	5/8	4/4	4	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	40	40a	159	159	1.0	3/4	3/4	4/4	4	1	V2	Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	41	41a	160	160	1.0	0	0	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
41	41	41	41a	161	161	1.0	1/4	1/4	4/4	4	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
