mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	21	41	21b	243/2	123/2	1.0	3/8	3/8	6/8	4	1		iv7	a	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
21	21	41	21b	245/2	125/2	0.5	5/8	5/8	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
22	22	42	22b	123	63	3.0	0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
23	23	43	23a	126	66	1.0	0	0	6/8	4	1	1	i[i64	a	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
23	23	43	23a	127	67	0.5	1/4	1/4	6/8	4	1	1	i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
23	23	43	23a	255/2	135/2	0.5	3/8	3/8	6/8	4	1	1	#viio	a	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
23	23	43	23a	128	68	0.5	1/2	1/2	6/8	4	1	1	i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
23	23	43	23a	257/2	137/2	1.5	5/8	5/8	6/8	4	1	1	i64	a	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
24	24	44	24a	130	70	0.5	1/4	1/4	6/8	4	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
24	24	44	24a	261/2	141/2	1.5	3/8	3/8	6/8	4	1		#viio	a	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
25	25	45	25a	132	72	1.0	0	0	6/8	4	1		i64	a	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
25	25	45	25a	133	73	0.5	1/4	1/4	6/8	4	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
25	25	45	25a	267/2	147/2	1.0	3/8	3/8	6/8	4	1		#viio	a	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
25	25	45	25a	269/2	149/2	1.5	5/8	5/8	6/8	4	1		i64	a	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
26	26	46	26a	136	76	0.5	1/4	1/4	6/8	4	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
26	26	46	26a	273/2	153/2	1.5	3/8	3/8	6/8	4	1		#viio	a	i	i	#viio		#vii	o						o	1	1	5, 2, -1		5	5
27	27	47	27a	138	78	3.0	0	0	6/8	4	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
28	28	48	28a	141	81	1.5	0	0	6/8	4	1		i]\\	a	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
28	28	48	28a	285/2	165/2	1.5	3/8	3/8	6/8	4	1		vi.V7(+9)	a	vi		V7(+9)		V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
29	29	49	29a	144	84	1.5	0	0	6/8	4	1		V7	a	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	49	29a	291/2	171/2	1.5	3/8	3/8	6/8	4	1		V	a	vi		V		V							M	1	1	1, 5, 2		1	1
30	30	50	30a	147	87	2.5	0	0	6/8	4	1		V7(9)	a	vi		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
30	30	50	30a	299/2	179/2	0.5	5/8	5/8	6/8	4	1		V7(94)	a	vi		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
31	31	51	31a	150	90	1.0	0	0	6/8	4	1		V7(9)	a	vi		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
31	31	51	31a	151	91	1.5	1/4	1/4	6/8	4	1		V7	a	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	51	31a	305/2	185/2	0.5	5/8	5/8	6/8	4	1		V7(94)	a	vi		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
32	32	52	32a	153	93	1.0	0	0	6/8	4	1		V7(9)	a	vi		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
32	32	52	32a	154	94	1.5	1/4	1/4	6/8	4	1		V7	a	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	32	52	32a	311/2	191/2	1.0	5/8	5/8	6/8	4	1		V7(94)	a	vi		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
33	33	53	33a	313/2	193/2	2.5	1/8	1/8	6/8	4	1		V7	a	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	34	54	34a	159	99	1.5	0	0	6/8	4	1		i	a	vi		i		i							m	1	1	0, -3, 1		0	0
34	34	54	34a	321/2	201/2	1.0	3/8	3/8	6/8	4	1		VI	a	vi		VI		VI							M	1	1	-4, 0, -3		-4	-4
34	34	54	34a	323/2	203/2	0.5	5/8	5/8	6/8	4	1		i64	a	vi		i64		i		64					m	1	1	1, 0, -3		0	1
35	35	55	35a	162	102	1.5	0	0	6/8	4	1		viio7/V	a	vi		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
35	35	55	35a	327/2	207/2	1.0	3/8	3/8	6/8	4	1		VI	a	vi		VI		VI							M	1	1	-4, 0, -3		-4	-4
35	35	55	35a	329/2	209/2	0.5	5/8	5/8	6/8	4	1		i64	a	vi		i64		i		64					m	1	1	1, 0, -3		0	1
36	36	56	36a	165	105	1.5	0	0	6/8	4	1		viio7/V	a	vi		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
36	36	56	36a	333/2	213/2	1.0	3/8	3/8	6/8	4	1		VI	a	vi		VI		VI							M	1	1	-4, 0, -3		-4	-4
36	36	56	36a	335/2	215/2	0.5	5/8	5/8	6/8	4	1		i64	a	vi		i64		i		64					m	1	1	1, 0, -3		0	1
37	37	57	37a	168	108	0.5	0	0	6/8	4	1		iii.#viio7	a	iii		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
37	37	57	37a	337/2	217/2	0.5	1/8	1/8	6/8	4	1		V43	a	iii		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
37	37	57	37a	169	109	0.5	1/4	1/4	6/8	4	1		#viio2	a	iii		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
37	37	57	37a	339/2	219/2	1.5	3/8	3/8	6/8	4	1		V7	a	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	38	58	38a	171	111	0.5	0	0	6/8	4	1		ivo64	a	iii		ivo64		iv	o	64					o	1	1	-7, -1, -4		-1	-7
38	38	58	38a	343/2	223/2	0.5	1/8	1/8	6/8	4	1		VI6	a	iii		VI6		VI		6					M	1	1	0, -3, -4		-4	0
38	38	58	38a	172	112	0.5	1/4	1/4	6/8	4	1		ii%43	a	iii		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
38	38	58	38a	345/2	225/2	0.5	3/8	3/8	6/8	4	1		Ger6	a	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
38	38	58	38a	173	113	0.5	1/2	1/2	6/8	4	1		i64	a	iii		i64		i		64					m	1	1	1, 0, -3		0	1
38	38	58	38a	347/2	227/2	0.5	5/8	5/8	6/8	4	1		vii/V	a	iii		vii/V		vii				V			m	1	1	6, 3, 7		6	6
39	39	59	39a	174	114	1.5	0	0	6/8	4	1		V[V64	a	iii	V	V64		V		64					M	1	1	2, 1, 5		1	2
39	39	59	39a	351/2	231/2	1.5	3/8	3/8	6/8	4	1		viio2/V	a	iii	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
40	40	60	40a	177	117	1.5	0	0	6/8	4	1		V64	a	iii	V	V64		V		64					M	1	1	2, 1, 5		1	2
40	40	60	40a	357/2	237/2	1.0	3/8	3/8	6/8	4	1		#viio2	a	iii	V	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
40	40	60	40a	359/2	239/2	0.5	5/8	5/8	6/8	4	1		viio43/V	a	iii	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
41	41	61	41a	180	120	1.5	0	0	6/8	4	1		V64	a	iii	V	V64		V		64					M	1	1	2, 1, 5		1	2
41	41	61	41a	363/2	243/2	1.5	3/8	3/8	6/8	4	1		viio2/V	a	iii	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
42	42	62	42a	183	123	1.5	0	0	6/8	4	1		V64	a	iii	V	V64		V		64					M	1	1	2, 1, 5		1	2
42	42	62	42a	369/2	249/2	1.0	3/8	3/8	6/8	4	1		viio2/V	a	iii	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
42	42	62	42a	371/2	251/2	0.5	5/8	5/8	6/8	4	1		viio43/V	a	iii	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
43	43	63	43a	186	126	3.0	0	0	6/8	4	1		V64	a	iii	V	V64		V		64					M	1	1	2, 1, 5		1	2
44	44	64	44a	189	129	1.5	0	0	6/8	4	1		V2	a	iii	V	V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
44	44	64	44a	381/2	261/2	1.0	3/8	3/8	6/8	4	1		V]	a	iii	V	V		V							M	1	1	1, 5, 2		1	1
44	44	64	44a	383/2	263/2	0.5	5/8	5/8	6/8	4	1		III.V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
45	45	65	45a	192	132	1.5	0	0	6/8	4	1		I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
45	45	65	45a	387/2	267/2	0.5	3/8	3/8	6/8	4	1		IV(4#2)	a	III		IV(4#2)		IV			4#2				M	1	0	-1, 8, 5, 0		-1	-1
45	45	65	45a	194	134	1.0	1/2	1/2	6/8	4	1		IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
46	46	66	46a	195	135	1.5	0	0	6/8	4	1		V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
46	46	66	46a	393/2	273/2	1.0	3/8	3/8	6/8	4	1		I	a	III		I		I							M	1	0	0, 4, 1		0	0
46	46	66	46a	395/2	275/2	0.5	5/8	5/8	6/8	4	1		V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
47	47	67	47a	198	138	1.5	0	0	6/8	4	1		I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
47	47	67	47a	399/2	279/2	0.5	3/8	3/8	6/8	4	1		IV(4#2)	a	III		IV(4#2)		IV			4#2				M	1	0	-1, 8, 5, 0		-1	-1
47	47	67	47a	200	140	1.0	1/2	1/2	6/8	4	1		IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
48	48	68	48a	201	141	1.5	0	0	6/8	4	1		V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
48	48	68	48a	405/2	285/2	1.5	3/8	3/8	6/8	4	1		I\\	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
49	49	69	49a	204	144	1.5	0	0	6/8	4	1		V65	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
49	49	69	49a	411/2	291/2	1.5	3/8	3/8	6/8	4	1		V2	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
50	50	70	50a	207	147	1.5	0	0	6/8	4	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
50	50	70	50a	417/2	297/2	1.5	3/8	3/8	6/8	4	1		I	a	III		I		I							M	1	0	0, 4, 1		0	0
51	51	71	51a	210	150	1.5	0	0	6/8	4	1		V65	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
51	51	71	51a	423/2	303/2	1.5	3/8	3/8	6/8	4	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	52	72	52a	213	153	1.5	0	0	6/8	4	1		V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
52	52	72	52a	429/2	309/2	1.5	3/8	3/8	6/8	4	1		V7	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
53	53	73	53a	216	156	1.5	0	0	6/8	4	1		I\\	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
53	53	73	53a	435/2	315/2	1.0	3/8	3/8	6/8	4	1		vi.V[i	a	vi	V	i		i							m	1	1	0, -3, 1		0	0
53	53	73	53a	437/2	317/2	0.5	5/8	5/8	6/8	4	1		V6/V	a	vi	V	V6/V		V		6		V			M	1	1	6, 3, 2		2	6
54	54	74	54a	219	159	1.5	0	0	6/8	4	1		V64	a	vi	V	V64		V		64					M	1	1	2, 1, 5		1	2
54	54	74	54a	441/2	321/2	1.0	3/8	3/8	6/8	4	1		i	a	vi	V	i		i							m	1	1	0, -3, 1		0	0
54	54	74	54a	443/2	323/2	0.5	5/8	5/8	6/8	4	1		V6/V	a	vi	V	V6/V		V		6		V			M	1	1	6, 3, 2		2	6
55	55	75	55a	222	162	1.5	0	0	6/8	4	1		V	a	vi	V	V		V							M	1	1	1, 5, 2		1	1
55	55	75	55a	447/2	327/2	1.0	3/8	3/8	6/8	4	1		i	a	vi	V	i		i							m	1	1	0, -3, 1		0	0
55	55	75	55a	449/2	329/2	0.5	5/8	5/8	6/8	4	1		V6/V	a	vi	V	V6/V		V		6		V			M	1	1	6, 3, 2		2	6
56	56	76	56a	225	165	1.5	0	0	6/8	4	1		V6	a	vi	V	V6		V		6					M	1	1	5, 2, 1		1	5
56	56	76	56a	453/2	333/2	1.5	3/8	3/8	6/8	4	1		viio2/V	a	vi	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
57	57	77	57a	228	168	1.5	0	0	6/8	4	1		V6	a	vi	V	V6		V		6					M	1	1	5, 2, 1		1	5
57	57	77	57a	459/2	339/2	1.5	3/8	3/8	6/8	4	1		viio2/V	a	vi	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
58	58	78	58a	231	171	1.5	0	0	6/8	4	1		V6	a	vi	V	V6		V		6					M	1	1	5, 2, 1		1	5
58	58	78	58a	465/2	345/2	1.5	3/8	3/8	6/8	4	1		viio2/V	a	vi	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
59	59	79	59a	234	174	1.0	0	0	6/8	4	1		V6	a	vi	V	V6		V		6					M	1	1	5, 2, 1		1	5
59	59	79	59a	235	175	0.5	1/4	1/4	6/8	4	1		viio43/V	a	vi	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
59	59	79	59a	471/2	351/2	1.0	3/8	3/8	6/8	4	1		V6	a	vi	V	V6		V		6					M	1	1	5, 2, 1		1	5
