mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	15	16	15a	89/2	89/2	1.5	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	17	16a	46	46	1.5	0	0	6/8	4	1		I(+#74+2)	D	I		I(+#74+2)		I			+#74+2				M	0	0	0, -1, 1	12, 2	0	0
17	16	17	16a	95/2	95/2	1.5	3/8	3/8	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
18	17	18	17a	49	49	3.0	0	0	6/8	4	1		iiio	D	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
19	18	19	18a	52	52	1.5	0	0	6/8	4	1		#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
19	18	19	18a	107/2	107/2	1.5	3/8	3/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
20	19	20	19a	55	55	3.0	0	0	6/8	4	1		#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
21	20	21	20a	58	58	1.5	0	0	6/8	4	1		vii%43/IV	D	I		vii%43/IV		vii	%	43		IV			%7	0	0	-2, 2, 4, 1		4	-2
21	20	21	20a	119/2	119/2	1.5	3/8	3/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	21	22	21a	61	61	3.0	0	0	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
23	22	23	22a	64	64	1.5	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
23	22	23	22a	131/2	131/2	1.5	3/8	3/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	23	24	23a	67	67	0.5	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
24	23	24	23a	135/2	135/2	1.0	1/8	1/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	23	24	23a	137/2	137/2	0.5	3/8	3/8	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
24	23	24	23a	69	69	1.0	1/2	1/2	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	25	24a	70	70	0.5	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
25	24	25	24a	141/2	141/2	2.0	1/8	1/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	25	24a	145/2	145/2	0.5	5/8	5/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
26	25	26	25a	73	73	1.0	0	0	6/8	4	1		IV(#7)	D	I		IV(#7)		IV			#7				M	0	0	-1, 3, 0	11	-1	-1
26	25	26	25a	74	74	0.5	1/4	1/4	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
26	25	26	25a	149/2	149/2	1.5	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	26	27	26a	76	76	1.5	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
27	26	27	26a	155/2	155/2	1.5	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
28	27	28	27a	79	79	1.5	0	0	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	27	28	27a	161/2	161/2	1.5	3/8	3/8	6/8	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	28	29	28a	82	82	1.5	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
29	28	29	28a	167/2	167/2	1.5	3/8	3/8	6/8	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
30	29	30	29a	85	85	0.5	0	0	6/8	4	1		IV(4)	D	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
30	29	30	29a	171/2	171/2	1.0	1/8	1/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	29	30	29a	173/2	173/2	1.5	3/8	3/8	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
31	30	31	30a	88	88	1.5	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
31	30	31	30a	179/2	179/2	1.5	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
32	31	32	31a	91	91	1.5	0	0	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	31	32	31a	185/2	185/2	1.5	3/8	3/8	6/8	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
33	32	33	32a	94	94	1.5	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
33	32	33	32a	191/2	191/2	1.5	3/8	3/8	6/8	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
34	33	34	33a	97	97	0.5	0	0	6/8	4	1		IV(4)	D	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
34	33	34	33a	195/2	195/2	1.0	1/8	1/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	33	34	33a	197/2	197/2	1.5	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	34	35	34a	100	100	2.5	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
35	34	35	34a	205/2	205/2	0.5	5/8	5/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
36	35	36	35a	103	103	1.0	0	0	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
36	35	36	35a	104	104	0.5	1/4	1/4	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
36	35	36	35a	209/2	209/2	1.0	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	35	36	35a	211/2	211/2	0.5	5/8	5/8	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
37	36	37	36a	106	106	2.5	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
37	36	37	36a	217/2	217/2	0.5	5/8	5/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
38	37	38	37a	109	109	1.0	0	0	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	37	38	37a	110	110	0.5	1/4	1/4	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
38	37	38	37a	221/2	221/2	1.0	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	38	37a	223/2	223/2	0.5	5/8	5/8	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
39	38	39	38a	112	112	9.0	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
42	41	42	41a	121	121	2.5	0	0	6/8	4	1		bIII	D	I		bIII		bIII							M	0	0	-3, 1, -2		-3	-3
42	41	42	41a	247/2	247/2	0.5	5/8	5/8	6/8	4	1		V.Ger6	D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
43	42	43	42a	124	124	1.5	0	0	6/8	4	1		V\\	D	V		V		V						\\	M	0	0	1, 5, 2		1	1
43	42	43	42a	251/2	251/2	1.5	3/8	3/8	6/8	4	1		V[viio7	D	V	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
44	43	44	43a	127	127	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
44	43	44	43a	257/2	257/2	1.5	3/8	3/8	6/8	4	1		viio2	D	V	V	viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
45	44	45	44a	130	130	1.5	0	0	6/8	4	1		i64	D	V	V	i64		i		64					m	0	0	1, 0, -3		0	1
45	44	45	44a	263/2	263/2	1.5	3/8	3/8	6/8	4	1		viio	D	V	V	viio		vii	o						o	0	0	5, 2, -1		5	5
46	45	46	45a	133	133	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
46	45	46	45a	269/2	269/2	1.5	3/8	3/8	6/8	4	1		viio64/V	D	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
47	46	47	46a	136	136	1.5	0	0	6/8	4	1		V6	D	V	V	V6		V		6					M	0	0	5, 2, 1		1	5
47	46	47	46a	275/2	275/2	1.5	3/8	3/8	6/8	4	1		viio43	D	V	V	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
48	47	48	47a	139	139	1.5	0	0	6/8	4	1		i6	D	V	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
48	47	48	47a	281/2	281/2	1.5	3/8	3/8	6/8	4	1		viio7	D	V	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
49	48	49	48a	142	142	1.5	0	0	6/8	4	1		i	D	V	V	i		i							m	0	0	0, -3, 1		0	0
49	48	49	48a	287/2	287/2	1.5	3/8	3/8	6/8	4	1		viio64	D	V	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
50	49	50	49a	145	145	1.5	0	0	6/8	4	1		i6	D	V	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
50	49	50	49a	293/2	293/2	1.5	3/8	3/8	6/8	4	1		viio64/V	D	V	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
51	50	51	50a	148	148	0.5	0	0	6/8	4	1		V6]\\	D	V	V	V6		V		6				\\	M	0	0	5, 2, 1		1	5
51	50	51	50a	297/2	297/2	14.5	1/8	1/8	6/8	4	1		@none	D	V		@none		@none							m	0	0				
56	55	56	55a	163	163	3.0	0	0	6/8	4	1		V7(+9)	D	V		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
57	56	57	56a	166	166	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
58	57	58	57a	169	169	3.0	0	0	6/8	4	1		V43	D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	58	59	58a	172	172	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
59	58	59	58a	347/2	347/2	1.0	3/8	3/8	6/8	4	1		V6(#4)	D	V		V6(#4)		V		6	#4				M	0	0	5, 7, 1		1	5
59	58	59	58a	349/2	349/2	0.5	5/8	5/8	6/8	4	1		V6	D	V		V6		V		6					M	0	0	5, 2, 1		1	5
60	59	60	59a	175	175	1.0	0	0	6/8	4	1		i	D	V		i		i							m	0	0	0, -3, 1		0	0
60	59	60	59a	176	176	0.5	1/4	1/4	6/8	4	1		V2	D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	59	60	59a	353/2	353/2	1.0	3/8	3/8	6/8	4	1		IV6	D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	59	60	59a	355/2	355/2	0.5	5/8	5/8	6/8	4	1		Ger6	D	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
61	60	61	60a	178	178	3.0	0	0	6/8	4	1		V\\	D	V		V		V						\\	M	0	0	1, 5, 2		1	1
62	61	62	61a	181	181	1.5	0	0	6/8	4	1		viio6/V	D	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
62	61	62	61a	365/2	365/2	1.5	3/8	3/8	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
63	62	63	62a	184	184	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
63	62	63	62a	371/2	371/2	1.0	3/8	3/8	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	62	63	62a	373/2	373/2	0.5	5/8	5/8	6/8	4	1		ii6	D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
64	63	64	63a	187	187	1.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	64	63a	377/2	377/2	0.5	3/8	3/8	6/8	4	1		V(6)	D	V		V(6)		V			6				M	0	0	1, 5, 4		1	1
64	63	64	63a	189	189	1.0	1/2	1/2	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	65	64a	190	190	1.5	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
65	64	65	64a	383/2	383/2	1.5	3/8	3/8	6/8	4	1		I64	D	V		I64		I		64					M	0	0	1, 0, 4		0	1
66	65	66	65a	193	193	1.5	0	0	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	65	66	65a	389/2	389/2	1.5	3/8	3/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	66	67	66a	196	196	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
68	67	68	67a	199	199	3.0	0	0	6/8	4	1		V43	D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	68	69	68a	202	202	3.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
70	69	70	69a	205	205	1.5	0	0	6/8	4	1		V65	D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
70	69	70	69a	413/2	413/2	1.5	3/8	3/8	6/8	4	1		V2/IV	D	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
71	70	71	70a	208	208	1.5	0	0	6/8	4	1		IV6	D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
71	70	71	70a	419/2	419/2	1.5	3/8	3/8	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
72	71	72	71a	211	211	1.5	0	0	6/8	4	1		viio6	D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
72	71	72	71a	425/2	425/2	1.5	3/8	3/8	6/8	4	1		V65/IV	D	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
73	72	73	72a	214	214	1.5	0	0	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	72	73	72a	431/2	431/2	1.5	3/8	3/8	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
74	73	74	73a	217	217	1.5	0	0	6/8	4	1		viio6	D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
74	73	74	73a	437/2	437/2	1.5	3/8	3/8	6/8	4	1		V65/IV	D	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
75	74	75	74a	220	220	1.5	0	0	6/8	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
75	74	75	74a	443/2	443/2	1.5	3/8	3/8	6/8	4	1		iv	D	V		iv		iv							m	0	0	-1, -4, 0		-1	-1
76	75	76	75a	223	223	1.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	75	76	75a	449/2	449/2	1.5	3/8	3/8	6/8	4	1		viio65/V	D	V		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
77	76	77	76a	226	226	3.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	77	78	77a	229	229	3.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
79	78	79	78a	232	232	6.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	81	80a	238	238	3.0	0	0	6/8	4	1		bIII.I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
82	81	82	81a	241	241	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	83	82a	244	244	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
84	83	84	83a	247	247	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
85	84	85	84a	250	250	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
86	85	86	85a	253	253	3.0	0	0	6/8	4	1		V65	D	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
87	86	87	86a	256	256	3.0	0	0	6/8	4	1		I	D	bIII		I		I							M	0	0	0, 4, 1		0	0
88	87	88	87a	259	259	3.0	0	0	6/8	4	1		V.viio/V	D	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
89	88	89	88a	262	262	4.5	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
90	89	90	89a	533/2	533/2	1.5	3/8	3/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	90	91	90a	268	268	1.0	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
91	90	91	90a	269	269	0.5	1/4	1/4	6/8	4	1		V/bIII	D	V		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2
91	90	91	90a	539/2	539/2	1.5	3/8	3/8	6/8	4	1		bIII	D	V		bIII		bIII							M	0	0	-3, 1, -2		-3	-3
92	91	92	91a	271	271	3.0	0	0	6/8	4	1		V2/bII	D	V		V2/bII		V		2		bII			Mm7	0	0	-6, -4, 0, -3		-4	-6
93	92	93	92a	274	274	3.0	0	0	6/8	4	1		bII	D	V		bII		bII							M	0	0	-5, -1, -4		-5	-5
94	93	94	93a	277	277	3.0	0	0	6/8	4	1		viio7/V	D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
95	94	95	94a	280	280	3.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
96	95	96	95a	283	283	3.0	0	0	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	96	97	96a	286	286	2.0	0	0	6/8	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
97	96	97	96a	288	288	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
97	96	97	96a	577/2	577/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	97	98	97a	289	289	2.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
98	97	98	97a	291	291	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
98	97	98	97a	583/2	583/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	98	99	98a	292	292	2.0	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
99	98	99	98a	294	294	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
99	98	99	98a	589/2	589/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	99	100	99a	295	295	2.0	0	0	6/8	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
100	99	100	99a	297	297	0.5	1/2	1/2	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
100	99	100	99a	595/2	595/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	100	101	100a	298	298	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
101	100	101	100a	599/2	599/2	1.0	3/8	3/8	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
101	100	101	100a	601/2	601/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	101	102	101a	301	301	1.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
102	101	102	101a	605/2	605/2	1.0	3/8	3/8	6/8	4	1		V7(2)	D	V		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
102	101	102	101a	607/2	607/2	0.5	5/8	5/8	6/8	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	102	103	102a	304	304	0.5	0	0	6/8	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
103	102	103	102a	609/2	609/2	1.0	1/8	1/8	6/8	4	1		I.V[I	D	I	V	I		I							M	0	0	0, 4, 1		0	0
103	102	103	102a	611/2	611/2	1.0	3/8	3/8	6/8	4	1		ii6(2)	D	I	V	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
103	102	103	102a	613/2	613/2	0.5	5/8	5/8	6/8	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
104	103	104	103a	307	307	1.0	0	0	6/8	4	1		I6(2)	D	I	V	I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
104	103	104	103a	308	308	0.5	1/4	1/4	6/8	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
104	103	104	103a	617/2	617/2	1.0	3/8	3/8	6/8	4	1		viio6(2)	D	I	V	viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
104	103	104	103a	619/2	619/2	0.5	5/8	5/8	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
105	104	105	104a	310	310	1.0	0	0	6/8	4	1		vi6(2)	D	I	V	vi6(2)		vi		6	2				m	0	0	0, 4, 5		3	0
105	104	105	104a	311	311	0.5	1/4	1/4	6/8	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
105	104	105	104a	623/2	623/2	1.0	3/8	3/8	6/8	4	1		V6(2)	D	I	V	V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
105	104	105	104a	625/2	625/2	0.5	5/8	5/8	6/8	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
106	105	106	105a	313	313	1.0	0	0	6/8	4	1		IV6(2)	D	I	V	IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
106	105	106	105a	314	314	0.5	1/4	1/4	6/8	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
106	105	106	105a	629/2	629/2	1.0	3/8	3/8	6/8	4	1		iii6(2)	D	I	V	iii6(2)		iii		6	2				m	0	0	1, 5, -1		4	1
106	105	106	105a	631/2	631/2	0.5	5/8	5/8	6/8	4	1		iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
107	106	107	106a	316	316	1.0	0	0	6/8	4	1		ii6(2)	D	I	V	ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
107	106	107	106a	317	317	0.5	1/4	1/4	6/8	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
107	106	107	106a	635/2	635/2	1.0	3/8	3/8	6/8	4	1		#viio6(2)/ii	D	I	V	#viio6(2)/ii		#vii	o	6	2	ii			o	0	0	4, 1, 2		7	4
107	106	107	106a	637/2	637/2	0.5	5/8	5/8	6/8	4	1		#viio6/ii	D	I	V	#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
108	107	108	107a	319	319	1.5	0	0	6/8	4	1		viio2/V	D	I	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
