mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
79	79	126	79a	652	402	2.0	0	0	2/2	4	1		VII	bb	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
79	79	126	79a	654	404	2.0	1/2	1/2	2/2	4	1		III	bb	i		III	III							M	1	1	-3, 1, -2		-3	-3
80	80	127	80a	656	406	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
80	80	127	80a	658	408	1.0	1/2	1/2	2/2	4	1		V7	bb	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
80	80	127	80a	659	409	1.0	3/4	3/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
81	81	128	81a	660	410	4.0	0	0	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
82	82	129	82a	664	414	2.0	0	0	2/2	4	1		III.V[I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
82	82	129	82a	666	416	2.0	1/2	1/2	2/2	4	1		V2	bb	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
83	83	130	83a	668	418	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
83	83	130	83a	670	420	2.0	1/2	1/2	2/2	4	1		V43	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
84	84	131	84a	672	422	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
84	84	131	84a	674	424	2.0	1/2	1/2	2/2	4	1		V43	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
85	85	132	85a	676	426	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
85	85	132	85a	678	428	1.0	1/2	1/2	2/2	4	1		V43	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
85	85	132	85a	679	429	1.0	3/4	3/4	2/2	4	1		V43]	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
86	86	133	86a	680	430	2.0	0	0	2/2	4	1		i.i[i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
86	86	133	86a	682	432	2.0	1/2	1/2	2/2	4	1		bII6	bb	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
87	87	134	87a	684	434	2.0	0	0	2/2	4	1		i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
87	87	134	87a	686	436	2.0	1/2	1/2	2/2	4	1		iio6	bb	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
88	88	135	88a	688	438	2.0	0	0	2/2	4	1		i6]	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
88	88	135	88a	690	440	2.0	1/2	1/2	2/2	4	1		bII6	bb	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
89	89	136	89a	692	442	1.0	0	0	2/2	4	1		V(64)	bb	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
89	89	136	89a	693	443	1.0	1/4	1/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
89	89	136	89a	694	444	2.0	1/2	1/2	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
90	90	137	90a	696	446	2.0	0	0	2/2	4	1		III.V[I	bb	III	V	I	I							M	1	0	0, 4, 1		0	0
90	90	137	90a	698	448	2.0	1/2	1/2	2/2	4	1		viio	bb	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
91	91	138	91a	700	450	2.0	0	0	2/2	4	1		I	bb	III	V	I	I							M	1	0	0, 4, 1		0	0
91	91	138	91a	702	452	2.0	1/2	1/2	2/2	4	1		viio6	bb	III	V	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
92	92	139	92a	704	454	2.0	0	0	2/2	4	1		I	bb	III	V	I	I							M	1	0	0, 4, 1		0	0
92	92	139	92a	706	456	2.0	1/2	1/2	2/2	4	1		viio	bb	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
93	93	140	93a	708	458	2.0	0	0	2/2	4	1		I	bb	III	V	I	I							M	1	0	0, 4, 1		0	0
93	93	140	93a	710	460	2.0	1/2	1/2	2/2	4	1		viio]	bb	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
94	94	141	94a	712	462	2.0	0	0	2/2	4	1		i.i[i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
94	94	141	94a	714	464	2.0	1/2	1/2	2/2	4	1		bII6	bb	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
95	95	142	95a	716	466	2.0	0	0	2/2	4	1		i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
95	95	142	95a	718	468	2.0	1/2	1/2	2/2	4	1		iio6	bb	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
96	96	143	96a	720	470	2.0	0	0	2/2	4	1		i6]	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
96	96	143	96a	722	472	2.0	1/2	1/2	2/2	4	1		bII6	bb	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
97	97	144	97a	724	474	1.0	0	0	2/2	4	1		V(64)	bb	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
97	97	144	97a	725	475	1.0	1/4	1/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
97	97	144	97a	726	476	2.0	1/2	1/2	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
98	98	145	98a	728	478	3.0	0	0	2/2	4	1		i	bb	i		i	i							m	1	1	0, -3, 1		0	0
98	98	145	98a	731	481	1.0	3/4	3/4	2/2	4	1		iv	bb	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
99	99	146	99a	732	482	3.0	0	0	2/2	4	1		VII	bb	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
99	99	146	99a	735	485	1.0	3/4	3/4	2/2	4	1		III	bb	i		III	III							M	1	1	-3, 1, -2		-3	-3
100	100	147	100a	736	486	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
100	100	147	100a	738	488	1.0	1/2	1/2	2/2	4	1		ii6	bb	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
100	100	147	100a	739	489	1.0	3/4	3/4	2/2	4	1		iio64	bb	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
101	101	148	101a	740	490	4.0	0	0	2/2	4	1		V\\	bb	i		V	V						\\	M	1	1	1, 5, 2		1	1
102	102	149	102a	744	494	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
102	102	149	102a	746	496	2.0	1/2	1/2	2/2	4	1		ii6	bb	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
103	103	150	103a	748	498	4.0	0	0	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
104	104	151	104a	752	502	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
104	104	151	104a	754	504	2.0	1/2	1/2	2/2	4	1		ii6	bb	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
105	105	152	105a	756	506	4.0	0	0	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
106	106	153	106a	760	510	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
106	106	153	106a	762	512	1.0	1/2	1/2	2/2	4	1		ii6	bb	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
106	106	153	106a	763	513	1.0	3/4	3/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
107	107	154	107a	764	514	4.0	0	0	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
