mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	7	7a	20	20	0.5	1/2	1/2	3/4	4	1		V(6)	f	v		V(6)	V			6				M	1	1	1, 5, -3		1	1
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	4	1		V	f	v		V	V							M	1	1	1, 5, 2		1	1
8	8	8	8a	21	21	3.0	0	0	3/4	4	1		i2	f	v		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
9	9	9	9a	24	24	1.0	0	0	3/4	4	1		i.V	f	i		V	V							M	1	1	1, 5, 2		1	1
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	9	9a	26	26	2.0	1/2	1/2	3/4	4	1		iio6	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	4	1		V64	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
11	11	11	11a	30	30	1.0	0	0	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
11	11	11	11a	32	32	2.0	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
12	12	12	12a	34	34	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	12	12a	35	35	2.0	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
13	13	13	13a	37	37	1.5	1/4	1/4	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
13	13	13	13a	77/2	77/2	0.5	5/8	5/8	3/4	4	1		V65	f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
14	14	14	14a	39	39	1.0	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	14	14a	40	40	1.5	1/4	1/4	3/4	4	1		i(9)	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
14	14	14	14a	83/2	83/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
15	15	15	15a	42	42	0.5	0	0	3/4	4	1		iv(4)	f	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
15	15	15	15a	85/2	85/2	0.5	1/8	1/8	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	15	15a	43	43	0.5	1/4	1/4	3/4	4	1		iv(9)	f	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
15	15	15	15a	87/2	87/2	0.5	3/8	3/8	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	15	15a	44	44	0.5	1/2	1/2	3/4	4	1		V(6)	f	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
15	15	15	15a	89/2	89/2	0.5	5/8	5/8	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
16	16	16	16a	45	45	0.75	0	0	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
16	16	16	16a	183/4	183/4	0.25	3/16	3/16	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	16	16	16a	46	46	0.75	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
16	16	16	16a	187/4	187/4	0.25	7/16	7/16	3/4	4	1		V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
16	16	16	16a	47	47	0.75	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	16	16a	191/4	191/4	0.25	11/16	11/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
17	17	17	17a	48	48	1.0	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
17	17	17	17a	49	49	1.5	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	17	17a	101/2	101/2	0.5	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
18	18	18	18a	51	51	1.0	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
18	18	18	18a	52	52	1.0	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	18	18a	53	53	1.0	1/2	1/2	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
19	19	19	19a	54	54	1.0	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
19	19	19	19a	55	55	0.75	1/4	1/4	3/4	4	1		i6(9#7)	f	i		i6(9#7)	i		6	9#7				m	1	1	-3, 1, 5	2	0	-3
19	19	19	19a	223/4	223/4	0.75	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	19	19	19a	113/2	113/2	1.5	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
20	20	20	20a	58	58	0.75	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
20	20	20	20a	235/4	235/4	0.75	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
20	20	20	20a	119/2	119/2	1.5	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
21	21	21	21a	61	61	1.0	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
21	21	21	21a	62	62	0.5	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
21	21	21	21a	125/2	125/2	1.5	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
22	22	22	22a	64	64	1.0	1/4	1/4	3/4	4	1		i(42)	f	i		i(42)	i			42				m	1	1	2, -1, 1		0	2
22	22	22	22a	65	65	0.5	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	22	22a	131/2	131/2	0.5	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	23	23	23a	66	66	1.0	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	23	23a	67	67	0.75	1/4	1/4	3/4	4	1		iio(72)	f	i		iio(72)	ii	o		72				o	1	1	-3, -1, -4	0	2	-3
23	23	23	23a	271/4	271/4	0.75	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
23	23	23	23a	137/2	137/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
24	24	24	24a	69	69	0.75	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	24	24a	279/4	279/4	0.25	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
24	24	24	24a	70	70	0.75	1/4	1/4	3/4	4	1		V43(9)	f	i		V43(9)	V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
24	24	24	24a	283/4	283/4	0.75	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
24	24	24	24a	143/2	143/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
25	25	25	25a	72	72	3.0	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	26	26a	75	75	3.0	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
27	27	27	27a	78	78	0.75	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
27	27	27	27a	315/4	315/4	0.25	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	27	27a	79	79	1.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
27	27	27	27a	80	80	0.75	1/2	1/2	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
27	27	27	27a	323/4	323/4	0.25	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
28	28	28	28a	81	81	0.75	0	0	3/4	4	1		viio/V	f	i		viio/V	vii	o			V			o	1	1	6, 3, 0		6	6
28	28	28	28a	327/4	327/4	3.25	3/16	3/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
29	29	29	29a	85	85	1.5	1/4	1/4	3/4	4	1		V[#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
29	29	29	29a	173/2	173/2	1.5	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
30	30	30	30a	88	88	1.5	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
30	30	30	30a	179/2	179/2	0.5	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
31	31	31	31a	90	90	3.0	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	32	32	32a	93	93	1.0	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
32	32	32	32a	94	94	2.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	33	33a	96	96	1.0	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	33	33a	97	97	1.0	1/4	1/4	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
33	33	33	33a	98	98	1.0	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
34	34	34	34a	99	99	2.0	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
34	34	34	34a	101	101	1.0	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	35	35	35a	102	102	1.0	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
35	35	35	35a	103	103	0.75	1/4	1/4	3/4	4	1		i2	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
35	35	35	35a	415/4	415/4	0.25	7/16	7/16	3/4	4	1		ii64	f	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
35	35	35	35a	104	104	0.75	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
35	35	35	35a	419/4	419/4	0.25	11/16	11/16	3/4	4	1		V[V7	f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	36	36	36a	105	105	2.0	0	0	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
36	36	36	36a	107	107	0.75	1/2	1/2	3/4	4	1		V43]	f	i	V	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
36	36	36	36a	431/4	431/4	0.25	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
37	37	37	37a	108	108	0.75	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
37	37	37	37a	435/4	435/4	2.25	3/16	3/16	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
38	38	38	38a	111	111	0.75	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	38	38	38a	447/4	447/4	4.25	3/16	3/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
39	39	39	39a	116	116	1.0	1/2	1/2	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
40	40	40	40a	117	117	1.0	0	0	3/4	4	1	1	i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
40	40	40	40a	118	118	2.0	1/4	1/4	3/4	4	1	1	viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
1	1	41	1b	120	0	1.0	0	0	3/4	4	1		f.viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
1	1	41	1b	121	1	1.0	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
1	1	41	1b	122	2	5.0	1/2	1/2	3/4	4	1		viio65/V	f	i		viio65/V	vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
3	3	43	3b	127	7	1.0	1/4	1/4	3/4	4	1		v6	f	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	43	3b	128	8	5.0	1/2	1/2	3/4	4	1		viio43/V	f	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
5	5	45	5b	133	13	2.0	1/4	1/4	3/4	4	1		v.V65	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
6	6	46	6b	135	15	1.0	0	0	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
6	6	46	6b	136	16	1.5	1/4	1/4	3/4	4	1		i(9)	f	v		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
6	6	46	6b	275/2	35/2	0.5	5/8	5/8	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
7	7	47	7b	138	18	0.75	0	0	3/4	4	1		iv(4)	f	v		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
7	7	47	7b	555/4	75/4	0.25	3/16	3/16	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	47	7b	139	19	0.75	1/4	1/4	3/4	4	1		iv(9)	f	v		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
7	7	47	7b	559/4	79/4	0.25	7/16	7/16	3/4	4	1		iv	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	47	7b	140	20	0.5	1/2	1/2	3/4	4	1		V(6)	f	v		V(6)	V			6				M	1	1	1, 5, -3		1	1
7	7	47	7b	281/2	41/2	0.5	5/8	5/8	3/4	4	1		V	f	v		V	V							M	1	1	1, 5, 2		1	1
8	8	48	8b	141	21	3.0	0	0	3/4	4	1		i2	f	v		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
9	9	49	9b	144	24	1.0	0	0	3/4	4	1		i.V	f	i		V	V							M	1	1	1, 5, 2		1	1
9	9	49	9b	145	25	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	49	9b	146	26	2.0	1/2	1/2	3/4	4	1		iio6	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
10	10	50	10b	148	28	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	50	10b	149	29	1.0	1/2	1/2	3/4	4	1		V64	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
11	11	51	11b	150	30	1.0	0	0	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
11	11	51	11b	151	31	1.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
11	11	51	11b	152	32	2.0	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
12	12	52	12b	154	34	1.0	1/4	1/4	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	52	12b	155	35	2.0	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
13	13	53	13b	157	37	1.5	1/4	1/4	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
13	13	53	13b	317/2	77/2	0.5	5/8	5/8	3/4	4	1		V65	f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
14	14	54	14b	159	39	1.0	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	54	14b	160	40	1.5	1/4	1/4	3/4	4	1		i(9)	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
14	14	54	14b	323/2	83/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
15	15	55	15b	162	42	0.5	0	0	3/4	4	1		iv(4)	f	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
15	15	55	15b	325/2	85/2	0.5	1/8	1/8	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	55	15b	163	43	0.5	1/4	1/4	3/4	4	1		iv(9)	f	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
15	15	55	15b	327/2	87/2	0.5	3/8	3/8	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	55	15b	164	44	0.5	1/2	1/2	3/4	4	1		V(6)	f	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
15	15	55	15b	329/2	89/2	0.5	5/8	5/8	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
16	16	56	16b	165	45	0.75	0	0	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
16	16	56	16b	663/4	183/4	0.25	3/16	3/16	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	16	56	16b	166	46	0.75	1/4	1/4	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
16	16	56	16b	667/4	187/4	0.25	7/16	7/16	3/4	4	1		V2	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
16	16	56	16b	167	47	0.75	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	56	16b	671/4	191/4	0.25	11/16	11/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
17	17	57	17b	168	48	1.0	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
17	17	57	17b	169	49	1.5	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	57	17b	341/2	101/2	0.5	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
18	18	58	18b	171	51	1.0	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
18	18	58	18b	172	52	1.0	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	58	18b	173	53	1.0	1/2	1/2	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
19	19	59	19b	174	54	1.0	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
19	19	59	19b	175	55	0.75	1/4	1/4	3/4	4	1		i6(9#7)	f	i		i6(9#7)	i		6	9#7				m	1	1	-3, 1, 5	2	0	-3
19	19	59	19b	703/4	223/4	0.75	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	19	59	19b	353/2	113/2	1.5	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
20	20	60	20b	178	58	0.75	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
20	20	60	20b	715/4	235/4	0.75	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
20	20	60	20b	359/2	119/2	1.5	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
21	21	61	21b	181	61	1.0	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
21	21	61	21b	182	62	0.5	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
21	21	61	21b	365/2	125/2	1.5	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
22	22	62	22b	184	64	1.0	1/4	1/4	3/4	4	1		i(42)	f	i		i(42)	i			42				m	1	1	2, -1, 1		0	2
22	22	62	22b	185	65	0.5	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	62	22b	371/2	131/2	0.5	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	23	63	23b	186	66	1.0	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	63	23b	187	67	0.75	1/4	1/4	3/4	4	1		iio(72)	f	i		iio(72)	ii	o		72				o	1	1	-3, -1, -4	0	2	-3
23	23	63	23b	751/4	271/4	0.75	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
23	23	63	23b	377/2	137/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
24	24	64	24b	189	69	0.75	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	64	24b	759/4	279/4	0.25	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
24	24	64	24b	190	70	0.75	1/4	1/4	3/4	4	1		V43(9)	f	i		V43(9)	V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
24	24	64	24b	763/4	283/4	0.75	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
24	24	64	24b	383/2	143/2	0.5	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
25	25	65	25b	192	72	3.0	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	66	26b	195	75	3.0	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
27	27	67	27b	198	78	0.75	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
27	27	67	27b	795/4	315/4	0.25	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	67	27b	199	79	1.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
27	27	67	27b	200	80	0.75	1/2	1/2	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
27	27	67	27b	803/4	323/4	0.25	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
28	28	68	28b	201	81	0.75	0	0	3/4	4	1		viio/V	f	i		viio/V	vii	o			V			o	1	1	6, 3, 0		6	6
28	28	68	28b	807/4	327/4	3.25	3/16	3/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
29	29	69	29b	205	85	1.5	1/4	1/4	3/4	4	1		V[#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
29	29	69	29b	413/2	173/2	1.5	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
30	30	70	30b	208	88	1.5	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
30	30	70	30b	419/2	179/2	0.5	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
31	31	71	31b	210	90	3.0	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	32	72	32b	213	93	1.0	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
32	32	72	32b	214	94	2.0	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	73	33b	216	96	1.0	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
33	33	73	33b	217	97	1.0	1/4	1/4	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
