mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
46	46	46	46a	137/2	137/2	0.5	1/4	1/4	3/8	4	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	47	47a	69	69	1.5	0	0	3/8	4	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
48	48	48	48a	141/2	141/2	0.5	0	0	3/8	4	1	IV(4)	C	V		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
48	48	48	48a	71	71	0.5	1/8	1/8	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
48	48	48	48a	143/2	143/2	0.5	1/4	1/4	3/8	4	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
49	49	49	49a	72	72	0.5	0	0	3/8	4	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
49	49	49	49a	145/2	145/2	0.5	1/8	1/8	3/8	4	1	viio6	C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
49	49	49	49a	73	73	0.5	1/4	1/4	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
50	50	50	50a	147/2	147/2	0.5	0	0	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	50	50	50a	74	74	1.0	1/8	1/8	3/8	4	1	V\\	C	V		V	V						\\	M	0	0	1, 5, 2		1	1
51	51	51	51a	75	75	1.5	0	0	3/8	4	1	@none	C	V		@none	@none							m	0	0				
52	52	52	52a	153/2	153/2	1.5	0	0	3/8	4	1	VI	C	V		VI	VI							M	0	0	3, 7, 4		3	3
53	53	53	53a	78	78	1.5	0	0	3/8	4	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
54	54	54	54a	159/2	159/2	1.0	0	0	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
54	54	54	54a	161/2	161/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	55	55a	81	81	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
56	56	56	56a	165/2	165/2	1.5	0	0	3/8	4	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
57	57	57	57a	84	84	0.25	0	0	3/8	4	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
57	57	57	57a	337/4	337/4	0.25	1/16	1/16	3/8	4	1	#viio6/ii	C	V		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
57	57	57	57a	169/2	169/2	0.25	1/8	1/8	3/8	4	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
57	57	57	57a	339/4	339/4	0.5	3/16	3/16	3/8	4	1	vi6	C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
57	57	57	57a	341/4	341/4	0.25	5/16	5/16	3/8	4	1	viio6/V	C	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
58	58	58	58a	171/2	171/2	0.5	0	0	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
58	58	58	58a	86	86	1.0	1/8	1/8	3/8	4	1	vi7	C	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
59	59	59	59a	87	87	0.5	0	0	3/8	4	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
59	59	59	59a	175/2	175/2	1.0	1/8	1/8	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
60	60	60	60a	177/2	177/2	0.375	0	0	3/8	4	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
60	60	60	60a	711/8	711/8	0.125	3/32	3/32	3/8	4	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
60	60	60	60a	89	89	0.5	1/8	1/8	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
60	60	60	60a	179/2	179/2	0.5	1/4	1/4	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
61	61	61	61a	90	90	1.5	0	0	3/8	4	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	62	62a	183/2	183/2	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
63	63	63	63a	93	93	0.75	0	0	3/8	4	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
63	63	63	63a	375/4	375/4	0.75	3/16	3/16	3/8	4	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
64	64	64	64a	189/2	189/2	0.5	0	0	3/8	4	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
64	64	64	64a	95	95	1.0	1/8	1/8	3/8	4	1	V2/IV	C	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
65	65	65	65a	96	96	0.5	0	0	3/8	4	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
65	65	65	65a	193/2	193/2	1.0	1/8	1/8	3/8	4	1	V+65/IV	C	V		V+65/IV	V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
66	66	66	66a	195/2	195/2	0.375	0	0	3/8	4	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
66	66	66	66a	783/8	783/8	0.125	3/32	3/32	3/8	4	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
66	66	66	66a	98	98	0.5	1/8	1/8	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
66	66	66	66a	197/2	197/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	67	67	67a	99	99	1.5	0	0	3/8	4	1	I\\	C	V		I	I						\\	M	0	0	0, 4, 1		0	0
68	68	68	68a	201/2	201/2	1.5	0	0	3/8	4	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
69	69	69	69a	102	102	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
70	70	70	70a	207/2	207/2	1.0	0	0	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
70	70	70	70a	209/2	209/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	71	71a	105	105	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
72	72	72	72a	213/2	213/2	1.5	0	0	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	73	73a	108	108	1.5	0	0	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
74	74	74	74a	219/2	219/2	1.5	0	0	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	75	75a	111	111	1.5	0	0	3/8	4	1	I\\	C	V		I	I						\\	M	0	0	0, 4, 1		0	0
76	76	76	76a	225/2	225/2	1.5	0	0	3/8	4	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
77	77	77	77a	114	114	1.0	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
77	77	77	77a	115	115	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	78	78	78a	231/2	231/2	1.0	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
78	78	78	78a	233/2	233/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	79	79a	117	117	0.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
79	79	79	79a	235/2	235/2	0.5	1/8	1/8	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	79	79a	118	118	0.5	1/4	1/4	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
80	80	80	80a	237/2	237/2	0.5	0	0	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	80	80a	119	119	0.5	1/8	1/8	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
80	80	80	80a	239/2	239/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	81	81	81a	120	120	3.0	0	0	3/8	4	1	I\\	C	V		I	I						\\	M	0	0	0, 4, 1		0	0
1	1	83	1b	123	0	1.5	0	0	3/8	4	1	C.V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	2	84	2b	249/2	3/2	3.0	0	0	3/8	4	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	86	4b	255/2	9/2	1.5	0	0	3/8	4	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	87	5b	129	6	1.0	0	0	3/8	4	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	87	5b	130	7	0.5	1/4	1/4	3/8	4	1	vi6	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
6	6	88	6b	261/2	15/2	1.0	0	0	3/8	4	1	V.V	C	V		V	V							M	0	0	1, 5, 2		1	1
6	6	88	6b	263/2	17/2	0.5	1/4	1/4	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	89	7b	132	9	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
8	8	90	8b	267/2	21/2	0.5	0	0	3/8	4	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	8	90	8b	134	11	0.5	1/8	1/8	3/8	4	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	90	8b	269/2	23/2	0.5	1/4	1/4	3/8	4	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
9	9	91	9b	135	12	1.0	0	0	3/8	4	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	91	9b	136	13	0.5	1/4	1/4	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
10	10	92	10b	273/2	27/2	0.5	0	0	3/8	4	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
10	10	92	10b	137	14	0.5	1/8	1/8	3/8	4	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	92	10b	275/2	29/2	0.5	1/4	1/4	3/8	4	1	V2/IV	C	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
11	11	93	11b	138	15	0.5	0	0	3/8	4	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	93	11b	277/2	31/2	1.0	1/8	1/8	3/8	4	1	I.ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
12	12	94	12b	279/2	33/2	0.5	0	0	3/8	4	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	94	12b	140	17	1.0	1/8	1/8	3/8	4	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	95	13b	141	18	1.5	0	0	3/8	4	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	96	14b	285/2	39/2	1.0	0	0	3/8	4	1	I\\	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	96	14b	287/2	41/2	0.5	1/4	1/4	3/8	4	1	V2/IV	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
15	15	97	15b	144	21	1.5	0	0	3/8	4	1	V7/ii	C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
16	16	98	16b	291/2	45/2	1.0	0	0	3/8	4	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
16	16	98	16b	293/2	47/2	0.5	1/4	1/4	3/8	4	1	bVII6	C	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
17	17	99	17b	147	24	1.5	0	0	3/8	4	1	V7/IV	C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
18	18	100	18b	297/2	51/2	2.0	0	0	3/8	4	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	101	19b	301/2	55/2	0.5	1/8	1/8	3/8	4	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	101	19b	151	28	0.5	1/4	1/4	3/8	4	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
20	20	102	20b	303/2	57/2	1.5	0	0	3/8	4	1	V[V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
21	21	103	21b	153	30	1.5	0	0	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
22	22	104	22b	309/2	63/2	1.5	0	0	3/8	4	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	105	23b	156	33	1.5	0	0	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	106	24b	315/2	69/2	1.5	0	0	3/8	4	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	107	25b	159	36	1.5	0	0	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	108	26b	321/2	75/2	1.5	0	0	3/8	4	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	109	27b	162	39	1.5	0	0	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	110	28b	327/2	81/2	1.0	0	0	3/8	4	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
28	28	110	28b	329/2	83/2	0.5	1/4	1/4	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	111	29b	165	42	1.0	0	0	3/8	4	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
29	29	111	29b	166	43	0.5	1/4	1/4	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	112	30b	333/2	87/2	0.5	0	0	3/8	4	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
30	30	112	30b	167	44	0.5	1/8	1/8	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	112	30b	335/2	89/2	0.5	1/4	1/4	3/8	4	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
31	31	113	31b	168	45	0.5	0	0	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
31	31	113	31b	337/2	91/2	0.5	1/8	1/8	3/8	4	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
31	31	113	31b	169	46	0.5	1/4	1/4	3/8	4	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	114	32b	339/2	93/2	3.0	0	0	3/8	4	1	V]	C	I	V	V	V							M	0	0	1, 5, 2		1	1
34	34	116	34b	345/2	99/2	1.5	0	0	3/8	4	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
35	35	117	35b	174	51	1.5	0	0	3/8	4	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
36	36	118	36b	351/2	105/2	1.5	0	0	3/8	4	1	viio/V	C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
37	37	119	37b	177	54	1.0	0	0	3/8	4	1	V/V	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
37	37	119	37b	178	55	0.5	1/4	1/4	3/8	4	1	V.V	C	V		V	V							M	0	0	1, 5, 2		1	1
38	38	120	38b	357/2	111/2	0.5	0	0	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
38	38	120	38b	179	56	0.5	1/8	1/8	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	120	38b	359/2	113/2	0.5	1/4	1/4	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	39	121	39b	180	57	1.5	0	0	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	122	40b	363/2	117/2	0.5	0	0	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
40	40	122	40b	182	59	0.5	1/8	1/8	3/8	4	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	122	40b	365/2	119/2	0.5	1/4	1/4	3/8	4	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
41	41	123	41b	183	60	3.0	0	0	3/8	4	1	V7\\	C	V		V7	V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
43	43	125	43b	186	63	1.5	0	0	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
44	44	126	44b	375/2	129/2	1.5	0	0	3/8	4	1	VI	C	V		VI	VI							M	0	0	3, 7, 4		3	3
45	45	127	45b	189	66	1.5	0	0	3/8	4	1	II	C	V		II	II							M	0	0	2, 6, 3		2	2
46	46	128	46b	381/2	135/2	1.0	0	0	3/8	4	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
46	46	128	46b	383/2	137/2	0.5	1/4	1/4	3/8	4	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	129	47b	192	69	1.5	0	0	3/8	4	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
48	48	130	48b	387/2	141/2	0.5	0	0	3/8	4	1	IV(4)	C	V		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
48	48	130	48b	194	71	0.5	1/8	1/8	3/8	4	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
48	48	130	48b	389/2	143/2	0.5	1/4	1/4	3/8	4	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
49	49	131	49b	195	72	0.5	0	0	3/8	4	1	V64	C	V		V64	V		64					M	0	0	2, 1, 5		1	2
