mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
42	42	42	42a	166	166	2.0	1/2	1/2	2/2	4	1		V/vi	D	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
43	43	43	43a	168	168	1.0	0	0	2/2	4	1		vi(4)	D	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
43	43	43	43a	169	169	2.0	1/4	1/4	2/2	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
43	43	43	43a	171	171	1.0	3/4	3/4	2/2	4	1		v.i6	D	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
44	44	44	44a	172	172	1.0	0	0	2/2	4	1		iv	D	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
44	44	44	44a	173	173	1.0	1/4	1/4	2/2	4	1		ii65	D	v		ii65		ii		65					mm7	0	1	-1, 3, 0, 2		2	-1
44	44	44	44a	174	174	2.0	1/2	1/2	2/2	4	1		V	D	v		V		V							M	0	1	1, 5, 2		1	1
45	45	45	45a	176	176	1.0	0	0	2/2	4	1		i(4)	D	v		i(4)		i			4				m	0	1	0, -1, 1		0	0
45	45	45	45a	177	177	1.0	1/4	1/4	2/2	4	1		i	D	v		i		i							m	0	1	0, -3, 1		0	0
45	45	45	45a	178	178	6.0	1/2	1/2	2/2	4	1		Ger6	D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
47	47	47	47a	184	184	2.0	0	0	2/2	4	1		V	D	v		V		V							M	0	1	1, 5, 2		1	1
47	47	47	47a	186	186	1.0	1/2	1/2	2/2	4	1		VI	D	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
47	47	47	47a	187	187	5.0	3/4	3/4	2/2	4	1		Ger6	D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
49	49	49	49a	192	192	2.0	0	0	2/2	4	1		V	D	v		V		V							M	0	1	1, 5, 2		1	1
49	49	49	49a	194	194	6.0	1/2	1/2	2/2	4	1		Ger6	D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
51	51	51	51a	200	200	2.0	0	0	2/2	4	1		V\\	D	v		V		V						\\	M	0	1	1, 5, 2		1	1
51	51	51	51a	202	202	10.0	1/2	1/2	2/2	4	1		V.V	D	V		V		V							M	0	0	1, 5, 2		1	1
54	54	54	54a	212	212	6.0	0	0	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	55	55a	218	218	2.0	1/2	1/2	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
56	56	56	56a	220	220	2.0	0	0	2/2	4	1		ii65	D	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
56	56	56	56a	222	222	2.0	1/2	1/2	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	57	57a	224	224	4.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
58	58	58	58a	228	228	12.0	0	0	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	61	61a	240	240	4.0	0	0	2/2	4	1		V2	D	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
62	62	62	62a	244	244	8.0	0	0	2/2	4	1		#viio2/vi	D	V		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
64	64	64	64a	252	252	12.0	0	0	2/2	4	1		bVII.viio	D	bVII		viio		vii	o						o	0	0	5, 2, -1		5	5
67	67	67	67a	264	264	4.0	0	0	2/2	4	1		V7	D	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	68	68a	268	268	4.0	0	0	2/2	4	1		I	D	bVII		I		I							M	0	0	0, 4, 1		0	0
69	69	69	69a	272	272	4.0	0	0	2/2	4	1		V2	D	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
70	70	70	70a	276	276	2.0	0	0	2/2	4	1		I6	D	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
70	70	70	70a	278	278	2.0	1/2	1/2	2/2	4	1		V6	D	bVII		V6		V		6					M	0	0	5, 2, 1		1	5
71	71	71	71a	280	280	2.0	0	0	2/2	4	1		I	D	bVII		I		I							M	0	0	0, 4, 1		0	0
71	71	71	71a	282	282	2.0	1/2	1/2	2/2	4	1		V	D	bVII		V		V							M	0	0	1, 5, 2		1	1
72	72	72	72a	284	284	4.0	0	0	2/2	4	1		vi	D	bVII		vi		vi							m	0	0	3, 0, 4		3	3
73	73	73	73a	288	288	4.0	0	0	2/2	4	1		v.V2	D	v		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
74	74	74	74a	292	292	2.0	0	0	2/2	4	1		i6	D	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
74	74	74	74a	294	294	2.0	1/2	1/2	2/2	4	1		ii%43	D	v		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
75	75	75	75a	296	296	2.0	0	0	2/2	4	1		V(64)	D	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
75	75	75	75a	298	298	2.0	1/2	1/2	2/2	4	1		V	D	v		V		V							M	0	1	1, 5, 2		1	1
76	76	76	76a	300	300	6.0	0	0	2/2	4	1		V.I	D	V		I		I							M	0	0	0, 4, 1		0	0
77	77	77	77a	306	306	2.0	1/2	1/2	2/2	4	1		viio6	D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
78	78	78	78a	308	308	4.0	0	0	2/2	4	1		#viio6/ii	D	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
79	79	79	79a	312	312	4.0	0	0	2/2	4	1		viio7/V	D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
80	80	80	80a	316	316	2.0	0	0	2/2	4	1		V(4+2)	D	V		V(4+2)		V			4+2				M	0	0	1, 0, 2	3	1	1
80	80	80	80a	318	318	2.0	1/2	1/2	2/2	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
81	81	81	81a	320	320	1.0	0	0	2/2	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
81	81	81	81a	321	321	1.0	1/4	1/4	2/2	4	1		V7(+2)	D	V		V7(+2)		V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
81	81	81	81a	322	322	1.0	1/2	1/2	2/2	4	1		V(+6)	D	V		V(+6)		V			+6				M	0	0	1, 5, 2	4	1	1
81	81	81	81a	323	323	1.0	3/4	3/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	82	82a	324	324	4.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
83	83	83	83a	328	328	2.0	0	0	2/2	4	1		I6	D	V		I6		I		6					M	0	0	4, 1, 0		0	4
83	83	83	83a	330	330	2.0	1/2	1/2	2/2	4	1		ii6	D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	84	84	84a	332	332	4.0	0	0	2/2	4	1		#viio43/ii	D	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
85	85	85	85a	336	336	4.0	0	0	2/2	4	1		#viio65/ii	D	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
86	86	86	86a	340	340	4.0	0	0	2/2	4	1		ii6	D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
87	87	87	87a	344	344	4.0	0	0	2/2	4	1		viio7/V	D	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
88	88	88	88a	348	348	4.0	0	0	2/2	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
89	89	89	89a	352	352	4.0	0	0	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	90	90a	356	356	2.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
90	90	90	90a	358	358	2.0	1/2	1/2	2/2	4	1		V2/IV	D	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
91	91	91	91a	360	360	1.0	0	0	2/2	4	1		I6	D	V		I6		I		6					M	0	0	4, 1, 0		0	4
91	91	91	91a	361	361	1.0	1/4	1/4	2/2	4	1		V64	D	V		V64		V		64					M	0	0	2, 1, 5		1	2
91	91	91	91a	362	362	1.0	1/2	1/2	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
91	91	91	91a	363	363	1.0	3/4	3/4	2/2	4	1		V6	D	V		V6		V		6					M	0	0	5, 2, 1		1	5
92	92	92	92a	364	364	2.0	0	0	2/2	4	1		viio6(7)/V	D	V		viio6(7)/V		vii	o	6	7	V			o	0	0	3, 0, 4		6	3
92	92	92	92a	366	366	2.0	1/2	1/2	2/2	4	1		viio6/V	D	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
93	93	93	93a	368	368	2.0	0	0	2/2	4	1		V(4)	D	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
93	93	93	93a	370	370	2.0	1/2	1/2	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
94	94	94	94a	372	372	3.0	0	0	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
94	94	94	94a	375	375	1.0	3/4	3/4	2/2	4	1		V2/IV	D	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
95	95	95	95a	376	376	1.0	0	0	2/2	4	1		IV6	D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
95	95	95	95a	377	377	1.0	1/4	1/4	2/2	4	1		I64	D	V		I64		I		64					M	0	0	1, 0, 4		0	1
95	95	95	95a	378	378	1.0	1/2	1/2	2/2	4	1		IV	D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
95	95	95	95a	379	379	1.0	3/4	3/4	2/2	4	1		I6	D	V		I6		I		6					M	0	0	4, 1, 0		0	4
96	96	96	96a	380	380	1.0	0	0	2/2	4	1		viio6(7)/V	D	V		viio6(7)/V		vii	o	6	7	V			o	0	0	3, 0, 4		6	3
96	96	96	96a	381	381	3.0	1/4	1/4	2/2	4	1		viio6/V	D	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
97	97	97	97a	384	384	1.0	0	0	2/2	4	1		V7(4)	D	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
97	97	97	97a	385	385	3.0	1/4	1/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	98	98	98a	388	388	1.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
98	98	98	98a	389	389	1.0	1/4	1/4	2/2	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
98	98	98	98a	390	390	1.0	1/2	1/2	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
98	98	98	98a	391	391	1.0	3/4	3/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	99	99a	392	392	1.0	0	0	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
99	99	99	99a	393	393	3.0	1/4	1/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100	100	100a	396	396	1.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
100	100	100	100a	397	397	1.0	1/4	1/4	2/2	4	1		V	D	V		V		V							M	0	0	1, 5, 2		1	1
100	100	100	100a	398	398	1.0	1/2	1/2	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
100	100	100	100a	399	399	1.0	3/4	3/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	101	101	101a	400	400	1.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
101	101	101	101a	401	401	3.0	1/4	1/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	102	102a	404	404	1.0	0	0	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
102	102	102	102a	405	405	1.0	1/4	1/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	102	102a	406	406	1.0	1/2	1/2	2/2	4	1		V(64)	D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
102	102	102	102a	407	407	1.0	3/4	3/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	103	103	103a	408	408	1.0	0	0	2/2	4	1		I	D	V		I		I							M	0	0	0, 4, 1		0	0
103	103	103	103a	409	409	3.0	1/4	1/4	2/2	4	1		V7	D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	104	104	104a	412	412	4.0	0	0	2/2	4	1		I\\	D	V		I		I						\\	M	0	0	0, 4, 1		0	0
105	105	105	105a	416	416	4.0	0	0	2/2	4	1		IV.i6	D	IV		i6		i		6					m	0	0	-3, 1, 0		0	-3
106	106	106	106a	420	420	4.0	0	0	2/2	4	1		V/IV	D	IV		V/IV		V				IV			M	0	0	0, 4, 1		0	0
107	107	107	107a	424	424	4.0	0	0	2/2	4	1		IV	D	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
108	108	108	108a	428	428	8.0	0	0	2/2	4	1	1	I.V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	110	3b	436	8	0.5	0	0	2/2	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
3	3	110	3b	873/2	17/2	3.5	1/8	1/8	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
4	4	111	4b	440	12	4.0	0	0	2/2	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	112	5b	444	16	4.0	0	0	2/2	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	6	113	6b	448	20	4.0	0	0	2/2	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	114	7b	452	24	4.0	0	0	2/2	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	115	8b	456	28	2.0	0	0	2/2	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
8	8	115	8b	458	30	2.0	1/2	1/2	2/2	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	116	9b	460	32	4.0	0	0	2/2	4	1		I(+7#2)	D	I		I(+7#2)		I			+7#2				M	0	0	0, 9, 1	5	0	0
10	10	117	10b	464	36	4.0	0	0	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
11	11	118	11b	468	40	8.0	0	0	2/2	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	120	13b	476	48	2.0	0	0	2/2	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
13	13	120	13b	478	50	2.0	1/2	1/2	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
14	14	121	14b	480	52	4.0	0	0	2/2	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	122	15b	484	56	2.0	0	0	2/2	4	1		I6(4)	D	I		I6(4)		I		6	4				M	0	0	-1, 1, 0		0	-1
15	15	122	15b	486	58	2.0	1/2	1/2	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
16	16	123	16b	488	60	4.0	0	0	2/2	4	1		#viio65/ii	D	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
17	17	124	17b	492	64	16.0	0	0	2/2	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	21	128	21b	508	80	4.0	0	0	2/2	4	1		viio6/IV	D	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
22	22	129	22b	512	84	1.0	0	0	2/2	4	1		IV6(#7)	D	I		IV6(#7)		IV		6	#7				M	0	0	3, 0, 11		-1	3
22	22	129	22b	513	85	2.0	1/4	1/4	2/2	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	22	129	22b	515	87	1.0	3/4	3/4	2/2	4	1		viio6/V	D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
23	23	130	23b	516	88	1.0	0	0	2/2	4	1		V6(#7)	D	I		V6(#7)		V		6	#7				M	0	0	5, 2, 6		1	5
23	23	130	23b	517	89	1.0	1/4	1/4	2/2	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
23	23	130	23b	518	90	2.0	1/2	1/2	2/2	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	24	131	24b	520	92	2.0	0	0	2/2	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
24	24	131	24b	522	94	2.0	1/2	1/2	2/2	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	132	25b	524	96	1.0	0	0	2/2	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	132	25b	525	97	0.5	1/4	1/4	2/2	4	1		V6(2)	D	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
25	25	132	25b	1051/2	195/2	0.5	3/8	3/8	2/2	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
25	25	132	25b	526	98	0.5	1/2	1/2	2/2	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
25	25	132	25b	1053/2	197/2	0.5	5/8	5/8	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
25	25	132	25b	527	99	1.0	3/4	3/4	2/2	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
26	26	133	26b	528	100	2.0	0	0	2/2	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	26	133	26b	530	102	2.0	1/2	1/2	2/2	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	134	27b	532	104	1.0	0	0	2/2	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
27	27	134	27b	533	105	3.0	1/4	1/4	2/2	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
