mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	8	8a	21/2	21/2	0.5	0	0	3/8	4	1	V6/vi		Ab	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
8	8	8	8a	11	11	0.25	1/8	1/8	3/8	4	1	vi		Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
8	8	8	8a	45/4	45/4	0.25	3/16	3/16	3/8	4	1	vi6		Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
8	8	8	8a	23/2	23/2	0.25	1/4	1/4	3/8	4	1	V(64)/V		Ab	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
8	8	8	8a	47/4	47/4	0.25	5/16	5/16	3/8	4	1	V7/V		Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	9	9	9a	12	12	0.5	0	0	3/8	4	1	V(9#74)		Ab	I		V(9#74)		V			9#74				M	0	0	1, 0, 2	3, 6	1	1
9	9	9	9a	25/2	25/2	1.0	1/8	1/8	3/8	4	1	V\\		Ab	I		V		V						\\	M	0	0	1, 5, 2		1	1
10	10	10	10a	27/2	27/2	0.5	0	0	3/8	4	1	V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	10	10a	14	14	0.5	1/8	1/8	3/8	4	1	I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	10	10a	29/2	29/2	0.5	1/4	1/4	3/8	4	1	V64		Ab	I		V64		V		64					M	0	0	2, 1, 5		1	2
11	11	11	11a	15	15	1.0	0	0	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
11	11	11	11a	16	16	0.25	1/4	1/4	3/8	4	1	I64		Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
11	11	11	11a	65/4	65/4	0.25	5/16	5/16	3/8	4	1	ii43		Ab	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
12	12	12	12a	33/2	33/2	0.5	0	0	3/8	4	1	V2/IV		Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
12	12	12	12a	17	17	0.5	1/8	1/8	3/8	4	1	IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	12	12	12a	35/2	35/2	0.5	1/4	1/4	3/8	4	1	V43/IV		Ab	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	13	13a	18	18	1.0	0	0	3/8	4	1	IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
13	13	13	13a	19	19	0.25	1/4	1/4	3/8	4	1	V65/IV		Ab	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
13	13	13	13a	77/4	77/4	0.25	5/16	5/16	3/8	4	1	IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	14	14	14a	39/2	39/2	0.5	0	0	3/8	4	1	V6(6)/ii		Ab	I		V6(6)/ii		V		6	6	ii			M	0	0	7, -1, 3		3	7
14	14	14	14a	20	20	0.5	1/8	1/8	3/8	4	1	V65/ii		Ab	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
14	14	14	14a	41/2	41/2	0.25	1/4	1/4	3/8	4	1	V(6)/ii		Ab	I		V(6)/ii		V			6	ii			M	0	0	3, 7, -1		3	3
14	14	14	14a	83/4	83/4	0.25	5/16	5/16	3/8	4	1	V65/ii		Ab	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
15	15	15	15a	21	21	0.5	0	0	3/8	4	1	ii(94)		Ab	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
15	15	15	15a	43/2	43/2	0.75	1/8	1/8	3/8	4	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
15	15	15	15a	89/4	89/4	0.25	5/16	5/16	3/8	4	1	#viio6/ii		Ab	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
16	16	16	16a	45/2	45/2	1.25	0	0	3/8	4	1	ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	16	16	16a	95/4	95/4	0.25	5/16	5/16	3/8	4	1	V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	17	17a	24	24	0.25	0	0	3/8	4	1	I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	17	17a	97/4	97/4	0.25	1/16	1/16	3/8	4	1	IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
17	17	17	17a	49/2	49/2	0.5	1/8	1/8	3/8	4	1	V(64)		Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
17	17	17	17a	25	25	0.5	1/4	1/4	3/8	4	1	V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
18	18	18	18a	51/2	51/2	0.5	0	0	3/8	4	1	I[I6		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
18	18	18	18a	26	26	0.5	1/8	1/8	3/8	4	1	IV64		Ab	I	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
18	18	18	18a	53/2	53/2	0.5	1/4	1/4	3/8	4	1	ii		Ab	I	I	ii		ii							m	0	0	2, -1, 3		2	2
19	19	19	19a	27	27	0.5	0	0	3/8	4	1	ii7		Ab	I	I	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	19	19a	55/2	55/2	0.5	1/8	1/8	3/8	4	1	V		Ab	I	I	V		V							M	0	0	1, 5, 2		1	1
19	19	19	19a	28	28	0.25	1/4	1/4	3/8	4	1	vi		Ab	I	I	vi		vi							m	0	0	3, 0, 4		3	3
19	19	19	19a	113/4	113/4	0.25	5/16	5/16	3/8	4	1	V6		Ab	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
20	20	20	20a	57/2	57/2	0.5	0	0	3/8	4	1	I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
20	20	20	20a	29	29	0.5	1/8	1/8	3/8	4	1	IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
20	20	20	20a	59/2	59/2	0.5	1/4	1/4	3/8	4	1	ii6		Ab	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	21	21	21a	30	30	0.5	0	0	3/8	4	1	ii65		Ab	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
21	21	21	21a	61/2	61/2	0.5	1/8	1/8	3/8	4	1	V		Ab	I	I	V		V							M	0	0	1, 5, 2		1	1
21	21	21	21a	31	31	0.25	1/4	1/4	3/8	4	1	IV6		Ab	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	21	21	21a	125/4	125/4	0.25	5/16	5/16	3/8	4	1	V6		Ab	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
22	22	22	22a	63/2	63/2	0.5	0	0	3/8	4	1	I]		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
22	22	22	22a	32	32	0.5	1/8	1/8	3/8	4	1	ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	22	22	22a	65/2	65/2	0.5	1/4	1/4	3/8	4	1	V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
23	23	23	23a	33	33	1.5	0	0	3/8	4	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	24	24a	69/2	69/2	1.0	0	0	3/8	4	1	I\\		Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	24	24	24a	71/2	71/2	0.5	1/4	1/4	3/8	4	1	i.i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
25	25	25	25a	36	36	0.5	0	0	3/8	4	1	iv%43		Ab	i		iv%43		iv	%	43					%7	0	1	-7, -3, -1, -4		-1	-7
25	25	25	25a	73/2	73/2	1.0	1/8	1/8	3/8	4	1	i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
26	26	26	26a	75/2	75/2	0.5	0	0	3/8	4	1	i(9)		Ab	i		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
26	26	26	26a	38	38	3.0	1/8	1/8	3/8	4	1	i\\		Ab	i		i		i						\\	m	0	1	0, -3, 1		0	0
28	28	28	28a	41	41	0.5	1/8	1/8	3/8	4	1	V		Ab	i		V		V							M	0	1	1, 5, 2		1	1
28	28	28	28a	83/2	83/2	0.5	1/4	1/4	3/8	4	1	bIII.iii		Ab	bIII		iii		iii							m	0	0	4, 1, 5		4	4
29	29	29	29a	42	42	1.5	0	0	3/8	4	1	V2		Ab	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	30	30a	87/2	87/2	1.0	0	0	3/8	4	1	I6		Ab	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	30	30a	89/2	89/2	0.5	1/4	1/4	3/8	4	1	V65/iv		Ab	bIII		V65/iv		V		65		iv			Mm7	0	0	4, 1, -2, 0		0	4
31	31	31	31a	45	45	1.0	0	0	3/8	4	1	iv		Ab	bIII		iv		iv							m	0	0	-1, -4, 0		-1	-1
31	31	31	31a	46	46	1.0	1/4	1/4	3/8	4	1	V(b64)		Ab	bIII		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
32	32	32	32a	47	47	1.5	1/8	1/8	3/8	4	1	Ger6		Ab	bIII		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
33	33	33	33a	97/2	97/2	1.5	1/8	1/8	3/8	4	1	viio65/V		Ab	bIII		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
34	34	34	34a	50	50	0.5	1/8	1/8	3/8	4	1	V(64)		Ab	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	34	34	34a	101/2	101/2	0.5	1/4	1/4	3/8	4	1	V7		Ab	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	35	35a	51	51	1.5	0	0	3/8	4	1	I\\		Ab	bIII		I		I						\\	M	0	0	0, 4, 1		0	0
36	36	36	36a	105/2	105/2	1.5	0	0	3/8	4	1	I[viio7		Ab	bIII	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
37	37	37	37a	54	54	0.5	0	0	3/8	4	1	I(9)		Ab	bIII	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
37	37	37	37a	109/2	109/2	1.0	1/8	1/8	3/8	4	1	I		Ab	bIII	I	I		I							M	0	0	0, 4, 1		0	0
38	38	38	38a	111/2	111/2	1.5	0	0	3/8	4	1	viio7		Ab	bIII	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
39	39	39	39a	57	57	1.25	0	0	3/8	4	1	I]		Ab	bIII	I	I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	233/4	233/4	0.25	5/16	5/16	3/8	4	1	V/IV		Ab	bIII		V/IV		V				IV			M	0	0	0, 4, 1		0	0
40	40	40	40a	117/2	117/2	1.5	0	0	3/8	4	1	#viio7/ii		Ab	bIII		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
41	41	41	41a	60	60	1.5	0	0	3/8	4	1	V65/ii		Ab	bIII		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
42	42	42	42a	123/2	123/2	3.5	0	0	3/8	4	1	ii		Ab	bIII		ii		ii							m	0	0	2, -1, 3		2	2
44	44	44	44a	65	65	1.0	1/8	1/8	3/8	4	1	#viio7/vi		Ab	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
45	45	45	45a	66	66	0.5	0	0	3/8	4	1	#viio7(4)/vi		Ab	bIII		#viio7(4)/vi		#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
45	45	45	45a	133/2	133/2	1.0	1/8	1/8	3/8	4	1	#viio7/vi		Ab	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
46	46	46	46a	135/2	135/2	0.5	0	0	3/8	4	1	#viio7(4)/vi		Ab	bIII		#viio7(4)/vi		#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
46	46	46	46a	68	68	0.5	1/8	1/8	3/8	4	1	V7/vi		Ab	bIII		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
46	46	46	46a	137/2	137/2	1.0	1/4	1/4	3/8	4	1	V65/vi		Ab	bIII		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
47	47	47	47a	139/2	139/2	1.0	1/8	1/8	3/8	4	1	i.i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
48	48	48	48a	141/2	141/2	0.5	0	0	3/8	4	1	i64(9)		Ab	i		i64(9)		i		64	9				m	0	1	1, 0, -3	2	0	1
48	48	48	48a	71	71	0.5	1/8	1/8	3/8	4	1	viio/V		Ab	i		viio/V		vii	o			V			o	0	1	6, 3, 0		6	6
48	48	48	48a	143/2	143/2	0.5	1/4	1/4	3/8	4	1	Ger6		Ab	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
49	49	49	49a	72	72	1.0	0	0	3/8	4	1	V\\		Ab	i		V		V						\\	M	0	1	1, 5, 2		1	1
49	49	49	49a	73	73	3.0	1/4	1/4	3/8	4	1	#viio7		Ab	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
51	51	51	51a	76	76	2.0	1/4	1/4	3/8	4	1	V2		Ab	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
53	53	53	53a	78	78	0.5	0	0	3/8	4	1	I.vi6		Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
53	53	53	53a	157/2	157/2	0.25	1/8	1/8	3/8	4	1	V6(2)		Ab	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
53	53	53	53a	315/4	315/4	0.25	3/16	3/16	3/8	4	1	V6		Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
53	53	53	53a	79	79	0.5	1/4	1/4	3/8	4	1	V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
54	54	54	54a	159/2	159/2	1.0	0	0	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
54	54	54	54a	161/2	161/2	0.5	1/4	1/4	3/8	4	1	V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	55	55	55a	81	81	1.0	0	0	3/8	4	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
55	55	55	55a	82	82	0.5	1/4	1/4	3/8	4	1	V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
56	56	56	56a	165/2	165/2	1.5	0	0	3/8	4	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
57	57	57	57a	84	84	2.0	0	0	3/8	4	1	V/vi		Ab	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	58	58	58a	86	86	1.5	1/8	1/8	3/8	4	1	ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
59	59	59	59a	175/2	175/2	3.0	1/8	1/8	3/8	4	1	V65/V		Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
61	61	61	61a	181/2	181/2	1.0	1/8	1/8	3/8	4	1	V7(4)		Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
62	62	62	62a	183/2	183/2	1.5	0	0	3/8	4	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	63	63a	93	93	1.5	0	0	3/8	4	1	@none		Ab	I		@none		@none							m	0	0				
64	64	64	64a	189/2	189/2	1.0	0	0	3/8	4	1	I[I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
64	64	64	64a	191/2	191/2	0.1666666666666714	1/4	1/4	3/8	4	1	IV(9)		Ab	I	I	IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
64	64	64	64a	287/3	287/3	0.1666666666666572	7/24	7/24	3/8	4	1	IV6		Ab	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
64	64	64	64a	575/6	575/6	0.1666666666666714	1/3	1/3	3/8	4	1	I64		Ab	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
65	65	65	65a	96	96	0.5	0	0	3/8	4	1	vii%7/V		Ab	I	I	vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
65	65	65	65a	193/2	193/2	0.5	1/8	1/8	3/8	4	1	#viio2/vi		Ab	I	I	#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
65	65	65	65a	97	97	0.5	1/4	1/4	3/8	4	1	I]		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
66	66	66	66a	195/2	195/2	0.5	0	0	3/8	4	1	IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
66	66	66	66a	98	98	0.5	1/8	1/8	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
66	66	66	66a	197/2	197/2	0.5	1/4	1/4	3/8	4	1	I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	67	67	67a	99	99	1.5	0	0	3/8	4	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	68	68a	201/2	201/2	1.5	0	0	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
69	69	69	69a	102	102	1.0	0	0	3/8	4	1	#viio65/vi		Ab	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
69	69	69	69a	103	103	0.5	1/4	1/4	3/8	4	1	VI6/vi	IV6	Ab	I		VI6/vi		VI		6		vi			M	0	0	3, 0, -1		-1	3
70	70	70	70a	207/2	207/2	0.5	0	0	3/8	4	1	V65/vi		Ab	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
70	70	70	70a	104	104	0.5	1/8	1/8	3/8	4	1	vi	ii/V	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
70	70	70	70a	209/2	209/2	0.1666666666666714	1/4	1/4	3/8	4	1	V(64)/V		Ab	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
70	70	70	70a	314/3	314/3	0.3333333333333286	7/24	7/24	3/8	4	1	V7/V		Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
71	71	71	71a	105	105	0.5	0	0	3/8	4	1	V(94#7)		Ab	I		V(94#7)		V			94#7				M	0	0	1, 0, 2	3, 6	1	1
71	71	71	71a	211/2	211/2	1.0	1/8	1/8	3/8	4	1	V\\		Ab	I		V		V						\\	M	0	0	1, 5, 2		1	1
72	72	72	72a	213/2	213/2	0.5	0	0	3/8	4	1	V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
72	72	72	72a	107	107	0.5	1/8	1/8	3/8	4	1	I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
72	72	72	72a	215/2	215/2	0.5	1/4	1/4	3/8	4	1	V43		Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
73	73	73	73a	108	108	1.3333333333333286	0	0	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
73	73	73	73a	328/3	328/3	0.1666666666666714	1/3	1/3	3/8	4	1	vi64		Ab	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
74	74	74	74a	219/2	219/2	0.5	0	0	3/8	4	1	V2/IV		Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	74	74	74a	110	110	0.5	1/8	1/8	3/8	4	1	IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
74	74	74	74a	221/2	221/2	0.5	1/4	1/4	3/8	4	1	V64/IV		Ab	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
75	75	75	75a	111	111	1.5	0	0	3/8	4	1	IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
76	76	76	76a	225/2	225/2	1.5	0	0	3/8	4	1	V7/ii		Ab	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
77	77	77	77a	114	114	1.5	0	0	3/8	4	1	ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
78	78	78	78a	231/2	231/2	1.0	0	0	3/8	4	1	ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
78	78	78	78a	233/2	233/2	0.5	1/4	1/4	3/8	4	1	V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
79	79	79	79a	117	117	0.25	0	0	3/8	4	1	I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	79	79	79a	469/4	469/4	0.125	1/16	1/16	3/8	4	1	IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
79	79	79	79a	939/8	939/8	0.125	3/32	3/32	3/8	4	1	IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
79	79	79	79a	235/2	235/2	0.5	1/8	1/8	3/8	4	1	V(64)		Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
79	79	79	79a	118	118	0.5	1/4	1/4	3/8	4	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	80	80a	237/2	237/2	0.5	0	0	3/8	4	1	I[I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
80	80	80	80a	119	119	1.0	1/8	1/8	3/8	4	1	IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
81	81	81	81a	120	120	0.5	0	0	3/8	4	1	V2(4)		Ab	I	I	V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
81	81	81	81a	241/2	241/2	1.0	1/8	1/8	3/8	4	1	V2		Ab	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
82	82	82	82a	243/2	243/2	0.5	0	0	3/8	4	1	I6		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
82	82	82	82a	122	122	1.0	1/8	1/8	3/8	4	1	IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
83	83	83	83a	123	123	0.5	0	0	3/8	4	1	V2(4)		Ab	I	I	V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
83	83	83	83a	247/2	247/2	1.0	1/8	1/8	3/8	4	1	V2		Ab	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	84	84a	249/2	249/2	0.5	0	0	3/8	4	1	I6]		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
84	84	84	84a	125	125	0.5	1/8	1/8	3/8	4	1	ii65		Ab	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
84	84	84	84a	251/2	251/2	2.0	1/4	1/4	3/8	4	1	V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	86	86a	255/2	255/2	0.5	0	0	3/8	4	1	I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
86	86	86	86a	128	128	1.0	1/8	1/8	3/8	4	1	V7/IV		Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
87	87	87	87a	129	129	1.5	0	0	3/8	4	1	IV.I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
88	88	88	88a	261/2	261/2	1.5	0	0	3/8	4	1	V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
89	89	89	89a	132	132	1.5	0	0	3/8	4	1	V43		Ab	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	90	90	90a	267/2	267/2	1.5	0	0	3/8	4	1	I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
91	91	91	91a	135	135	2.75	0	0	3/8	4	1	vi		Ab	IV		vi		vi							m	0	0	3, 0, 4		3	3
92	92	92	92a	551/4	551/4	0.25	5/16	5/16	3/8	4	1	V6		Ab	IV		V6		V		6					M	0	0	5, 2, 1		1	5
93	93	93	93a	138	138	3.0	0	0	3/8	4	1	V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
95	95	95	95a	141	141	1.5	0	0	3/8	4	1	I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
96	96	96	96a	285/2	285/2	1.5	0	0	3/8	4	1	V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
97	97	97	97a	144	144	1.5	0	0	3/8	4	1	V43		Ab	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
98	98	98	98a	291/2	291/2	0.5	0	0	3/8	4	1	V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	98	98	98a	146	146	0.75	1/8	1/8	3/8	4	1	I6		Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
98	98	98	98a	587/4	587/4	0.25	5/16	5/16	3/8	4	1	V65/vi		Ab	IV		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
99	99	99	99a	147	147	1.25	0	0	3/8	4	1	vi6		Ab	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
99	99	99	99a	593/4	593/4	0.25	5/16	5/16	3/8	4	1	V/vi		Ab	IV		V/vi		V				vi			M	0	0	4, 8, 5		4	4
100	100	100	100a	297/2	297/2	0.25	0	0	3/8	4	1	I.V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
