mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	9	9a	16	16	1.0	0	0	2/4	4	1	V[V7	Eb	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	9	9a	17	17	0.75	1/4	1/4	2/4	4	1	V2	Eb	I	V	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	9	9	9a	71/4	71/4	0.25	7/16	7/16	2/4	4	1	#viio6/ii	Eb	I	V	#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
10	10	10	10a	18	18	0.75	0	0	2/4	4	1	V2	Eb	I	V	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	10	10a	75/4	75/4	0.25	3/16	3/16	2/4	4	1	viio/V	Eb	I	V	viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
10	10	10	10a	19	19	1.0	1/4	1/4	2/4	4	1	V]	Eb	I	V	V	V							M	0	0	1, 5, 2		1	1
11	11	11	11a	20	20	0.5	0	0	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	11	11a	41/2	41/2	0.5	1/8	1/8	2/4	4	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	11	11	11a	21	21	1.0	1/4	1/4	2/4	4	1	V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	12	12a	22	22	0.5	0	0	2/4	4	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
12	12	12	12a	45/2	45/2	0.5	1/8	1/8	2/4	4	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	12	12a	23	23	0.375	1/4	1/4	2/4	4	1	V(9)	Eb	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
12	12	12	12a	187/8	187/8	0.625	11/32	11/32	2/4	4	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
13	13	13	13a	24	24	1.0	0	0	2/4	4	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	13	13a	25	25	1.0	1/4	1/4	2/4	4	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
14	14	14	14a	26	26	1.75	0	0	2/4	4	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	14	14a	111/4	111/4	0.25	7/16	7/16	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	15	15a	28	28	1.0	0	0	2/4	4	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	15	15a	29	29	0.875	1/4	1/4	2/4	4	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	15	15a	239/8	239/8	0.125	15/32	15/32	2/4	4	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	16	16a	30	30	0.5	0	0	2/4	4	1	V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	16	16a	61/2	61/2	0.5	1/8	1/8	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	16	16a	31	31	1.0	1/4	1/4	2/4	4	1	I\\	Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
17	17	17	17a	32	32	0.75	0	0	2/4	4	1	i.V	Eb	i		V	V							M	0	1	1, 5, 2		1	1
17	17	17	17a	131/4	131/4	0.25	3/16	3/16	2/4	4	1	V6	Eb	i		V6	V		6					M	0	1	5, 2, 1		1	5
17	17	17	17a	33	33	0.75	1/4	1/4	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
17	17	17	17a	135/4	135/4	0.25	7/16	7/16	2/4	4	1	V6	Eb	i		V6	V		6					M	0	1	5, 2, 1		1	5
18	18	18	18a	34	34	1.0	0	0	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
18	18	18	18a	35	35	1.0	1/4	1/4	2/4	4	1	v.i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
19	19	19	19a	36	36	0.5	0	0	2/4	4	1	V	Eb	v		V	V							M	0	1	1, 5, 2		1	1
19	19	19	19a	73/2	73/2	0.25	1/8	1/8	2/4	4	1	i6	Eb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
19	19	19	19a	147/4	147/4	0.25	3/16	3/16	2/4	4	1	V65	Eb	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
19	19	19	19a	37	37	0.25	1/4	1/4	2/4	4	1	i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
19	19	19	19a	149/4	149/4	0.25	5/16	5/16	2/4	4	1	V7	Eb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
19	19	19	19a	75/2	75/2	0.25	3/8	3/8	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
19	19	19	19a	151/4	151/4	0.25	7/16	7/16	2/4	4	1	iv	Eb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
20	20	20	20a	38	38	0.5	0	0	2/4	4	1	V(64)	Eb	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
20	20	20	20a	77/2	77/2	0.5	1/8	1/8	2/4	4	1	V	Eb	v		V	V							M	0	1	1, 5, 2		1	1
20	20	20	20a	39	39	1.0	1/4	1/4	2/4	4	1	i\\	Eb	v		i	i						\\	m	0	1	0, -3, 1		0	0
21	21	21	21a	40	40	0.5	0	0	2/4	4	1	iv64	Eb	v		iv64	iv		64					m	0	1	0, -1, -4		-1	0
21	21	21	21a	81/2	81/2	0.25	1/8	1/8	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
21	21	21	21a	163/4	163/4	0.25	3/16	3/16	2/4	4	1	V6/iv	Eb	v		V6/iv	V		6		iv			M	0	1	4, 1, 0		0	4
21	21	21	21a	41	41	0.5	1/4	1/4	2/4	4	1	iv	Eb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
21	21	21	21a	83/2	83/2	0.25	3/8	3/8	2/4	4	1	V/iv	Eb	v		V/iv	V				iv			M	0	1	0, 4, 1		0	0
21	21	21	21a	167/4	167/4	0.25	7/16	7/16	2/4	4	1	V65/iv	Eb	v		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
22	22	22	22a	42	42	0.25	0	0	2/4	4	1	iv	Eb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
22	22	22	22a	169/4	169/4	0.25	1/16	1/16	2/4	4	1	#viio6/iv	Eb	v		#viio6/iv	#vii	o	6		iv			o	0	1	1, -2, 4		4	1
22	22	22	22a	85/2	85/2	0.25	1/8	1/8	2/4	4	1	iv6	Eb	v		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
22	22	22	22a	171/4	171/4	0.25	3/16	3/16	2/4	4	1	V65	Eb	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
22	22	22	22a	43	43	0.5	1/4	1/4	2/4	4	1	i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
22	22	22	22a	87/2	87/2	0.25	3/8	3/8	2/4	4	1	i6	Eb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
22	22	22	22a	175/4	175/4	0.25	7/16	7/16	2/4	4	1	V65/V	Eb	v		V65/V	V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
23	23	23	23a	44	44	0.5	0	0	2/4	4	1	V	Eb	v		V	V							M	0	1	1, 5, 2		1	1
23	23	23	23a	89/2	89/2	0.25	1/8	1/8	2/4	4	1	i6	Eb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
23	23	23	23a	179/4	179/4	0.25	3/16	3/16	2/4	4	1	V65	Eb	v		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
23	23	23	23a	45	45	0.25	1/4	1/4	2/4	4	1	i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
23	23	23	23a	181/4	181/4	0.25	5/16	5/16	2/4	4	1	V	Eb	v		V	V							M	0	1	1, 5, 2		1	1
23	23	23	23a	91/2	91/2	0.25	3/8	3/8	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
23	23	23	23a	183/4	183/4	0.25	7/16	7/16	2/4	4	1	iv	Eb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
24	24	24	24a	46	46	0.5	0	0	2/4	4	1	V(64)	Eb	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
24	24	24	24a	93/2	93/2	0.5	1/8	1/8	2/4	4	1	V7	Eb	v		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
24	24	24	24a	47	47	1.0	1/4	1/4	2/4	4	1	i\\	Eb	v		i	i						\\	m	0	1	0, -3, 1		0	0
25	25	25	25a	48	48	0.5	0	0	2/4	4	1	i6	Eb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
25	25	25	25a	97/2	97/2	0.25	1/8	1/8	2/4	4	1	i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
25	25	25	25a	195/4	195/4	0.25	3/16	3/16	2/4	4	1	III6	Eb	v		III6	III		6					M	0	1	1, -2, -3		-3	1
25	25	25	25a	49	49	0.25	1/4	1/4	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
25	25	25	25a	197/4	197/4	0.25	5/16	5/16	2/4	4	1	III	Eb	v		III	III							M	0	1	-3, 1, -2		-3	-3
25	25	25	25a	99/2	99/2	0.25	3/8	3/8	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
25	25	25	25a	199/4	199/4	0.25	7/16	7/16	2/4	4	1	III	Eb	v		III	III							M	0	1	-3, 1, -2		-3	-3
26	26	26	26a	50	50	0.5	0	0	2/4	4	1	i.i64	Eb	i		i64	i		64					m	0	1	1, 0, -3		0	1
26	26	26	26a	101/2	101/2	0.25	1/8	1/8	2/4	4	1	i6	Eb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
26	26	26	26a	203/4	203/4	0.25	3/16	3/16	2/4	4	1	V6	Eb	i		V6	V		6					M	0	1	5, 2, 1		1	5
26	26	26	26a	51	51	0.25	1/4	1/4	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
26	26	26	26a	205/4	205/4	0.25	5/16	5/16	2/4	4	1	V	Eb	i		V	V							M	0	1	1, 5, 2		1	1
26	26	26	26a	103/2	103/2	0.25	3/8	3/8	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
26	26	26	26a	207/4	207/4	0.25	7/16	7/16	2/4	4	1	V43/iv	Eb	i		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
27	27	27	27a	52	52	0.25	0	0	2/4	4	1	iv6	Eb	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
27	27	27	27a	209/4	209/4	0.25	1/16	1/16	2/4	4	1	V65/iv	Eb	i		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
27	27	27	27a	105/2	105/2	0.25	1/8	1/8	2/4	4	1	iv	Eb	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
27	27	27	27a	211/4	211/4	0.25	3/16	3/16	2/4	4	1	V7/iv	Eb	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
27	27	27	27a	53	53	0.25	1/4	1/4	2/4	4	1	bII	Eb	i		bII	bII							M	0	1	-5, -1, -4		-5	-5
27	27	27	27a	213/4	213/4	0.25	5/16	5/16	2/4	4	1	V65	Eb	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
27	27	27	27a	107/2	107/2	0.25	3/8	3/8	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
27	27	27	27a	215/4	215/4	0.25	7/16	7/16	2/4	4	1	i6	Eb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
28	28	28	28a	54	54	0.5	0	0	2/4	4	1	bII6	Eb	i		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
28	28	28	28a	109/2	109/2	0.5	1/8	1/8	2/4	4	1	V7	Eb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
28	28	28	28a	55	55	1.0	1/4	1/4	2/4	4	1	i\\	Eb	i		i	i						\\	m	0	1	0, -3, 1		0	0
29	29	29	29a	56	56	0.5	0	0	2/4	4	1	v.i6	Eb	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
29	29	29	29a	113/2	113/2	0.25	1/8	1/8	2/4	4	1	i	Eb	v		i	i							m	0	1	0, -3, 1		0	0
29	29	29	29a	227/4	227/4	0.25	3/16	3/16	2/4	4	1	viio/VI	Eb	v		viio/VI	vii	o			VI			o	0	1	1, -2, -5		1	1
29	29	29	29a	57	57	0.25	1/4	1/4	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
29	29	29	29a	229/4	229/4	0.25	5/16	5/16	2/4	4	1	III	Eb	v		III	III							M	0	1	-3, 1, -2		-3	-3
29	29	29	29a	115/2	115/2	0.25	3/8	3/8	2/4	4	1	VI	Eb	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
29	29	29	29a	231/4	231/4	0.25	7/16	7/16	2/4	4	1	III	Eb	v		III	III							M	0	1	-3, 1, -2		-3	-3
30	30	30	30a	58	58	0.5	0	0	2/4	4	1	i.i64	Eb	i		i64	i		64					m	0	1	1, 0, -3		0	1
30	30	30	30a	117/2	117/2	0.25	1/8	1/8	2/4	4	1	i6	Eb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
30	30	30	30a	235/4	235/4	0.25	3/16	3/16	2/4	4	1	V6	Eb	i		V6	V		6					M	0	1	5, 2, 1		1	5
30	30	30	30a	59	59	0.25	1/4	1/4	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
30	30	30	30a	237/4	237/4	0.25	5/16	5/16	2/4	4	1	V	Eb	i		V	V							M	0	1	1, 5, 2		1	1
30	30	30	30a	119/2	119/2	0.25	3/8	3/8	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
30	30	30	30a	239/4	239/4	0.25	7/16	7/16	2/4	4	1	V43/iv	Eb	i		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
31	31	31	31a	60	60	0.25	0	0	2/4	4	1	iv6	Eb	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
31	31	31	31a	241/4	241/4	0.25	1/16	1/16	2/4	4	1	V65/iv	Eb	i		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
31	31	31	31a	121/2	121/2	0.25	1/8	1/8	2/4	4	1	iv	Eb	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
31	31	31	31a	243/4	243/4	0.25	3/16	3/16	2/4	4	1	V/iv	Eb	i		V/iv	V				iv			M	0	1	0, 4, 1		0	0
31	31	31	31a	61	61	0.25	1/4	1/4	2/4	4	1	bII	Eb	i		bII	bII							M	0	1	-5, -1, -4		-5	-5
31	31	31	31a	245/4	245/4	0.25	5/16	5/16	2/4	4	1	V65	Eb	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
31	31	31	31a	123/2	123/2	0.25	3/8	3/8	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
31	31	31	31a	247/4	247/4	0.25	7/16	7/16	2/4	4	1	i6	Eb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
32	32	32	32a	62	62	0.5	0	0	2/4	4	1	bII6	Eb	i		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
32	32	32	32a	125/2	125/2	0.5	1/8	1/8	2/4	4	1	V7	Eb	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
32	32	32	32a	63	63	1.0	1/4	1/4	2/4	4	1	VI\\	Eb	i		VI	VI						\\	M	0	1	-4, 0, -3		-4	-4
33	33	33	33a	64	64	0.25	0	0	2/4	4	1	iv6	Eb	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
33	33	33	33a	257/4	257/4	0.25	1/16	1/16	2/4	4	1	V65/iv	Eb	i		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
33	33	33	33a	129/2	129/2	0.25	1/8	1/8	2/4	4	1	iv	Eb	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
33	33	33	33a	259/4	259/4	0.25	3/16	3/16	2/4	4	1	V	Eb	i		V	V							M	0	1	1, 5, 2		1	1
33	33	33	33a	65	65	0.25	1/4	1/4	2/4	4	1	bII	Eb	i		bII	bII							M	0	1	-5, -1, -4		-5	-5
33	33	33	33a	261/4	261/4	0.25	5/16	5/16	2/4	4	1	V65	Eb	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
33	33	33	33a	131/2	131/2	0.25	3/8	3/8	2/4	4	1	i	Eb	i		i	i							m	0	1	0, -3, 1		0	0
33	33	33	33a	263/4	263/4	0.25	7/16	7/16	2/4	4	1	i6	Eb	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
34	34	34	34a	66	66	1.0	0	0	2/4	4	1	bII6	Eb	i		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
34	34	34	34a	67	67	1.0	1/4	1/4	2/4	4	1	viio7/V	Eb	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
35	35	35	35a	68	68	1.0	0	0	2/4	4	1	V[V	Eb	i	V	V	V							M	0	1	1, 5, 2		1	1
35	35	35	35a	69	69	1.0	1/4	1/4	2/4	4	1	i64	Eb	i	V	i64	i		64					m	0	1	1, 0, -3		0	1
36	36	36	36a	70	70	1.0	0	0	2/4	4	1	V	Eb	i	V	V	V							M	0	1	1, 5, 2		1	1
36	36	36	36a	71	71	1.0	1/4	1/4	2/4	4	1	i64]	Eb	i	V	i64	i		64					m	0	1	1, 0, -3		0	1
37	37	37	37a	72	72	0.75	0	0	2/4	4	1	I.V[V6	Eb	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
37	37	37	37a	291/4	291/4	0.5	3/16	3/16	2/4	4	1	IV6	Eb	I	V	IV6	IV		6					M	0	0	3, 0, -1		-1	3
37	37	37	37a	293/4	293/4	0.5	5/16	5/16	2/4	4	1	iii6	Eb	I	V	iii6	iii		6					m	0	0	1, 5, 4		4	1
37	37	37	37a	295/4	295/4	0.25	7/16	7/16	2/4	4	1	ii6	Eb	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
38	38	38	38a	74	74	0.25	0	0	2/4	4	1	I6	Eb	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
38	38	38	38a	297/4	297/4	0.25	1/16	1/16	2/4	4	1	viio6	Eb	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	38	38	38a	149/2	149/2	0.25	1/8	1/8	2/4	4	1	vi6	Eb	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
38	38	38	38a	299/4	299/4	0.25	3/16	3/16	2/4	4	1	V6	Eb	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
38	38	38	38a	75	75	0.25	1/4	1/4	2/4	4	1	IV6	Eb	I	V	IV6	IV		6					M	0	0	3, 0, -1		-1	3
38	38	38	38a	301/4	301/4	0.25	5/16	5/16	2/4	4	1	iii6	Eb	I	V	iii6	iii		6					m	0	0	1, 5, 4		4	1
38	38	38	38a	151/2	151/2	0.25	3/8	3/8	2/4	4	1	ii6	Eb	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
38	38	38	38a	303/4	303/4	0.25	7/16	7/16	2/4	4	1	I6	Eb	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
39	39	39	39a	76	76	0.5	0	0	2/4	4	1	viio6	Eb	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
39	39	39	39a	153/2	153/2	0.5	1/8	1/8	2/4	4	1	#vii6/ii	Eb	I	V	#vii6/ii	#vii		6		ii			m	0	0	4, 8, 7		7	4
39	39	39	39a	77	77	0.5	1/4	1/4	2/4	4	1	ii6	Eb	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
39	39	39	39a	155/2	155/2	0.25	3/8	3/8	2/4	4	1	I6	Eb	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
39	39	39	39a	311/4	311/4	0.25	7/16	7/16	2/4	4	1	viio7/V	Eb	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	40	40a	78	78	0.5	0	0	2/4	4	1	viio6	Eb	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
40	40	40	40a	157/2	157/2	0.5	1/8	1/8	2/4	4	1	#vii6/ii	Eb	I	V	#vii6/ii	#vii		6		ii			m	0	0	4, 8, 7		7	4
40	40	40	40a	79	79	0.5	1/4	1/4	2/4	4	1	ii6	Eb	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
40	40	40	40a	159/2	159/2	0.25	3/8	3/8	2/4	4	1	I6	Eb	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
40	40	40	40a	319/4	319/4	0.25	7/16	7/16	2/4	4	1	viio2/V	Eb	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
41	41	41	41a	80	80	1.0	0	0	2/4	4	1	viio6]	Eb	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
41	41	41	41a	81	81	7.0	1/4	1/4	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	45	45a	88	88	2.0	0	0	2/4	4	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
46	46	46	46a	90	90	1.0	0	0	2/4	4	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
46	46	46	46a	91	91	1.0	1/4	1/4	2/4	4	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	47	47a	92	92	1.0	0	0	2/4	4	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	47	47a	93	93	1.0	1/4	1/4	2/4	4	1	V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
48	48	48	48a	94	94	0.5	0	0	2/4	4	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
48	48	48	48a	189/2	189/2	0.5	1/8	1/8	2/4	4	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
48	48	48	48a	95	95	1.0	1/4	1/4	2/4	4	1	V\\	Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
49	49	49	49a	96	96	1.25	0	0	2/4	4	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
49	49	49	49a	389/4	389/4	0.75	5/16	5/16	2/4	4	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
50	50	50	50a	98	98	0.25	0	0	2/4	4	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	50	50	50a	393/4	393/4	0.5	1/16	1/16	2/4	4	1	V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	50	50a	395/4	395/4	0.5	3/16	3/16	2/4	4	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	50	50	50a	397/4	397/4	0.5	5/16	5/16	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	50	50a	399/4	399/4	0.25	7/16	7/16	2/4	4	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	51	51a	100	100	1.0	0	0	2/4	4	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	51	51a	101	101	1.0	1/4	1/4	2/4	4	1	ii65	Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
52	52	52	52a	102	102	0.5	0	0	2/4	4	1	V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	52	52	52a	205/2	205/2	0.5	1/8	1/8	2/4	4	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	52	52a	103	103	1.0	1/4	1/4	2/4	4	1	I\\	Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
53	53	53	53a	104	104	0.375	0	0	2/4	4	1	V[viio	Eb	I	V	viio	vii	o						o	0	0	5, 2, -1		5	5
