mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
48	48	48	48a	95	95	0.5	1/4	1/4	2/4	4	1	viio6(2)/V		D	I		viio6(2)/V		vii	o	6	2	V			o	0	0	3, 0, 1		6	3
48	48	48	48a	191/2	191/2	0.5	3/8	3/8	2/4	4	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
49	49	49	49a	96	96	1.0	0	0	2/4	4	1	V/bIII		D	I		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2
49	49	49	49a	97	97	1.0	1/4	1/4	2/4	4	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	50	50	50a	98	98	0.5	0	0	2/4	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
50	50	50	50a	197/2	197/2	2.0	1/8	1/8	2/4	4	1	bVI6		D	I		bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
51	51	51	51a	201/2	201/2	0.5	1/8	1/8	2/4	4	1	i		D	I		i		i							m	0	0	0, -3, 1		0	0
51	51	51	51a	101	101	1.0	1/4	1/4	2/4	4	1	viio43/V		D	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
52	52	52	52a	102	102	0.5	0	0	2/4	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
52	52	52	52a	205/2	205/2	0.5	1/8	1/8	2/4	4	1	ii%65/iv		D	I		ii%65/iv		ii	%	65		iv			%7	0	0	-2, -5, -1, 1		1	-2
52	52	52	52a	103	103	0.5	1/4	1/4	2/4	4	1	V(b9)/iv		D	I		V(b9)/iv		V			b9	iv			M	0	0	0, 4, 1	-12	0	0
52	52	52	52a	207/2	207/2	0.5	3/8	3/8	2/4	4	1	V2/iv		D	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
53	53	53	53a	104	104	0.5	0	0	2/4	4	1	iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
53	53	53	53a	209/2	209/2	0.5	1/8	1/8	2/4	4	1	i64		D	I		i64		i		64					m	0	0	1, 0, -3		0	1
53	53	53	53a	105	105	1.0	1/4	1/4	2/4	4	1	viio7		D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
54	54	54	54a	106	106	0.5	0	0	2/4	4	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
54	54	54	54a	213/2	213/2	0.5	1/8	1/8	2/4	4	1	bvii64		D	I		bvii64		bvii		64					m	0	0	-1, -2, -5		-2	-1
54	54	54	54a	107	107	0.25	1/4	1/4	2/4	4	1	iiio7		D	I		iiio7		iii	o	7					o7	0	0	4, 1, -2, -5		4	4
54	54	54	54a	429/4	429/4	0.25	5/16	5/16	2/4	4	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
54	54	54	54a	215/2	215/2	0.5	3/8	3/8	2/4	4	1	io6		D	I		io6		i	o	6					o	0	0	-3, -6, 0		0	-3
55	55	55	55a	108	108	0.5	0	0	2/4	4	1	V2/bvii		D	I		V2/bvii		V		2		bvii			Mm7	0	0	-3, -1, 3, 0		-1	-3
55	55	55	55a	217/2	217/2	0.5	1/8	1/8	2/4	4	1	bvii6		D	I		bvii6		bvii		6					m	0	0	-5, -1, -2		-2	-5
55	55	55	55a	109	109	0.5	1/4	1/4	2/4	4	1	I(4)		D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
55	55	55	55a	219/2	219/2	0.5	3/8	3/8	2/4	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
56	56	56	56a	110	110	0.5	0	0	2/4	4	1	i		D	I		i		i							m	0	0	0, -3, 1		0	0
56	56	56	56a	221/2	221/2	0.5	1/8	1/8	2/4	4	1	VII2/bvii		D	I		VII2/bvii		VII		2		bvii			Mm7	0	0	-6, -4, 0, -3		-4	-6
56	56	56	56a	111	111	1.0	1/4	1/4	2/4	4	1	V7/bvii		D	I		V7/bvii		V		7		bvii			Mm7	0	0	-1, 3, 0, -3		-1	-1
57	57	57	57a	112	112	1.0	0	0	2/4	4	1	bvii6		D	I		bvii6		bvii		6					m	0	0	-5, -1, -2		-2	-5
57	57	57	57a	113	113	1.0	1/4	1/4	2/4	4	1	V7/bvii		D	I		V7/bvii		V		7		bvii			Mm7	0	0	-1, 3, 0, -3		-1	-1
58	58	58	58a	114	114	1.0	0	0	2/4	4	1	bII2		D	I		bII2		bII		2					Mm7	0	0	-7, -5, -1, -4		-5	-7
58	58	58	58a	115	115	0.5	1/4	1/4	2/4	4	1	iio2		D	I		iio2		ii	o	2					o7	0	0	-7, 2, -1, -4		2	-7
58	58	58	58a	231/2	231/2	0.5	3/8	3/8	2/4	4	1	bVII		D	I		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
59	59	59	59a	116	116	1.0	0	0	2/4	4	1	iio43		D	I		iio43		ii	o	43					o7	0	0	-4, -7, 2, -1		2	-4
59	59	59	59a	117	117	0.5	1/4	1/4	2/4	4	1	bV.V43		D	bV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
59	59	59	59a	235/2	235/2	0.5	3/8	3/8	2/4	4	1	I64		D	bV		I64		I		64					M	0	0	1, 0, 4		0	1
60	60	60	60a	118	118	1.5	0	0	2/4	4	1	V[i		D	bV	V	i		i							m	0	0	0, -3, 1		0	0
60	60	60	60a	239/2	239/2	0.5	3/8	3/8	2/4	4	1	V		D	bV	V	V		V							M	0	0	1, 5, 2		1	1
61	61	61	61a	120	120	1.5	0	0	2/4	4	1	viio		D	bV	V	viio		vii	o						o	0	0	5, 2, -1		5	5
61	61	61	61a	243/2	243/2	0.5	3/8	3/8	2/4	4	1	i		D	bV	V	i		i							m	0	0	0, -3, 1		0	0
62	62	62	62a	122	122	1.5	0	0	2/4	4	1	#ivo7]		D	bV	V	#ivo7		#iv	o	7					o7	0	0	6, 3, 0, -3		6	6
62	62	62	62a	247/2	247/2	0.5	3/8	3/8	2/4	4	1	viio2		D	bV		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
63	63	63	63a	124	124	1.0	0	0	2/4	4	1	viio6		D	bV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
63	63	63	63a	125	125	2.0	1/4	1/4	2/4	4	1	V65		D	bV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
64	64	64	64a	127	127	1.0	1/4	1/4	2/4	4	1	I\\		D	bV		I		I						\\	M	0	0	0, 4, 1		0	0
65	65	65	65a	128	128	2.0	0	0	2/4	4	1	I		D	bV		I		I							M	0	0	0, 4, 1		0	0
66	66	66	66a	130	130	1.0	0	0	2/4	4	1	vi		D	bV		vi		vi							m	0	0	3, 0, 4		3	3
66	66	66	66a	131	131	1.0	1/4	1/4	2/4	4	1	vi2		D	bV		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
67	67	67	67a	132	132	1.0	0	0	2/4	4	1	IV		D	bV		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	67	67	67a	133	133	1.0	1/4	1/4	2/4	4	1	#ivo2		D	bV		#ivo2		#iv	o	2					o7	0	0	-3, 6, 3, 0		6	-3
68	68	68	68a	134	134	1.0	0	0	2/4	4	1	V65/iii		D	bV		V65/iii		V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
68	68	68	68a	135	135	1.0	1/4	1/4	2/4	4	1	iii		D	bV		iii		iii							m	0	0	4, 1, 5		4	4
69	69	69	69a	136	136	2.0	0	0	2/4	4	1	bIV.I		D	bIV		I		I							M	0	0	0, 4, 1		0	0
70	70	70	70a	138	138	1.0	0	0	2/4	4	1	vi		D	bIV		vi		vi							m	0	0	3, 0, 4		3	3
70	70	70	70a	139	139	1.0	1/4	1/4	2/4	4	1	vi2		D	bIV		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
71	71	71	71a	140	140	1.0	0	0	2/4	4	1	IV		D	bIV		IV		IV							M	0	0	-1, 3, 0		-1	-1
71	71	71	71a	141	141	1.0	1/4	1/4	2/4	4	1	#ivo2		D	bIV		#ivo2		#iv	o	2					o7	0	0	-3, 6, 3, 0		6	-3
72	72	72	72a	142	142	1.0	0	0	2/4	4	1	V65/iii		D	bIV		V65/iii		V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
72	72	72	72a	143	143	1.0	1/4	1/4	2/4	4	1	iii		D	bIV		iii		iii							m	0	0	4, 1, 5		4	4
73	73	73	73a	144	144	2.0	0	0	2/4	4	1	bIII.I		D	bIII		I		I							M	0	0	0, 4, 1		0	0
74	74	74	74a	146	146	1.0	0	0	2/4	4	1	vi		D	bIII		vi		vi							m	0	0	3, 0, 4		3	3
74	74	74	74a	147	147	1.0	1/4	1/4	2/4	4	1	vi2		D	bIII		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
75	75	75	75a	148	148	1.0	0	0	2/4	4	1	I.viio2		D	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
75	75	75	75a	149	149	3.0	1/4	1/4	2/4	4	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	77	77a	152	152	3.5	0	0	2/4	4	1	viio2		D	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
78	78	78	78a	311/2	311/2	0.5	3/8	3/8	2/4	4	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
79	79	79	79a	156	156	1.0	0	0	2/4	4	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
79	79	79	79a	157	157	0.5	1/4	1/4	2/4	4	1	V6(4)		D	I		V6(4)		V		6	4				M	0	0	0, 2, 1		1	0
79	79	79	79a	315/2	315/2	0.5	3/8	3/8	2/4	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
80	80	80	80a	158	158	0.75	0	0	2/4	4	1	V2/iv		D	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
80	80	80	80a	635/4	635/4	0.25	3/16	3/16	2/4	4	1	iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
80	80	80	80a	159	159	1.0	1/4	1/4	2/4	4	1	V2/iv		D	I		V2/iv		V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
81	81	81	81a	160	160	0.5	0	0	2/4	4	1	iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
81	81	81	81a	321/2	321/2	0.25	1/8	1/8	2/4	4	1	iv		D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
81	81	81	81a	643/4	643/4	0.25	3/16	3/16	2/4	4	1	#viio43/iv		D	I		#viio43/iv		#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2
81	81	81	81a	161	161	0.5	1/4	1/4	2/4	4	1	iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
81	81	81	81a	323/2	323/2	0.25	3/8	3/8	2/4	4	1	iv64		D	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
81	81	81	81a	647/4	647/4	0.25	7/16	7/16	2/4	4	1	ii2		D	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
82	82	82	82a	162	162	0.25	0	0	2/4	4	1	V6(4)		D	I		V6(4)		V		6	4				M	0	0	0, 2, 1		1	0
82	82	82	82a	649/4	649/4	0.75	1/16	1/16	2/4	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
82	82	82	82a	163	163	1.0	1/4	1/4	2/4	4	1	V7/V		D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
83	83	83	83a	164	164	1.5	0	0	2/4	4	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	83	83	83a	331/2	331/2	1.5	3/8	3/8	2/4	4	1	viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
84	84	84	84a	167	167	0.5	1/4	1/4	2/4	4	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
84	84	84	84a	335/2	335/2	0.5	3/8	3/8	2/4	4	1	bIII64		D	I		bIII64		bIII		64					M	0	0	-2, -3, 1		-3	-2
85	85	85	85a	168	168	1.0	0	0	2/4	4	1	vii7/V		D	I		vii7/V		vii		7		V			mm7	0	0	6, 3, 7, 4		6	6
85	85	85	85a	169	169	0.5	1/4	1/4	2/4	4	1	V64/V		D	I		V64/V		V		64		V			M	0	0	3, 2, 6		2	3
85	85	85	85a	339/2	339/2	0.5	3/8	3/8	2/4	4	1	V64		D	I		V64		V		64					M	0	0	2, 1, 5		1	2
86	86	86	86a	170	170	1.0	0	0	2/4	4	1	#io7		D	I		#io7		#i	o	7					o7	0	0	7, 4, 1, -2		7	7
86	86	86	86a	171	171	0.5	1/4	1/4	2/4	4	1	#ivo43(4)		D	I		#ivo43(4)		#iv	o	43	4				o7	0	0	0, -3, 6, 5		6	0
86	86	86	86a	343/2	343/2	0.5	3/8	3/8	2/4	4	1	#ivo43		D	I		#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
87	87	87	87a	172	172	0.5	0	0	2/4	4	1	vii7		D	I		vii7		vii		7					mm7	0	0	5, 2, 6, 3		5	5
87	87	87	87a	345/2	345/2	1.0	1/8	1/8	2/4	4	1	v.i6		D	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
87	87	87	87a	347/2	347/2	0.5	3/8	3/8	2/4	4	1	V7		D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
88	88	88	88a	174	174	1.5	0	0	2/4	4	1	i		D	v		i		i							m	0	1	0, -3, 1		0	0
88	88	88	88a	351/2	351/2	0.5	3/8	3/8	2/4	4	1	bIIM7		D	v		bIIM7		bII	M	7					MM7	0	1	-5, -1, -4, 0		-5	-5
89	89	89	89a	176	176	1.0	0	0	2/4	4	1	ii%7		D	v		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
89	89	89	89a	177	177	0.5	1/4	1/4	2/4	4	1	#viio6		D	v		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
89	89	89	89a	355/2	355/2	0.5	3/8	3/8	2/4	4	1	#viio43		D	v		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
90	90	90	90a	178	178	0.5	0	0	2/4	4	1	I(4)		D	v		I(4)		I			4				M	0	1	0, -1, 1		0	0
90	90	90	90a	357/2	357/2	1.0	1/8	1/8	2/4	4	1	I		D	v		I		I							M	0	1	0, 4, 1		0	0
90	90	90	90a	359/2	359/2	0.5	3/8	3/8	2/4	4	1	I.V6/V		D	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
91	91	91	91a	180	180	1.0	0	0	2/4	4	1	viio64/vi		D	I		viio64/vi		vii	o	64		vi			o	0	0	-5, 1, -2		1	-5
91	91	91	91a	181	181	1.0	1/4	1/4	2/4	4	1	V2		D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
92	92	92	92a	182	182	0.5	0	0	2/4	4	1	I6(2)		D	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
92	92	92	92a	365/2	365/2	1.0	1/8	1/8	2/4	4	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	92	92	92a	367/2	367/2	0.5	3/8	3/8	2/4	4	1	bII2		D	I		bII2		bII		2					Mm7	0	0	-7, -5, -1, -4		-5	-7
93	93	93	93a	184	184	1.5	0	0	2/4	4	1	bVII65		D	I		bVII65		bVII		65					Mm7	0	0	2, -1, -4, -2		-2	2
93	93	93	93a	371/2	371/2	0.5	3/8	3/8	2/4	4	1	bVII43		D	I		bVII43		bVII		43					Mm7	0	0	-1, -4, -2, 2		-2	-1
