mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1	0a	0	0	8.0	0	0	2/2	4	1	c#.i	c#	i		i	i							m	1	1	0, -3, 1		0	0
3	2	3	2a	8	8	8.0	0	0	2/2	4	1	V6	c#	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	4	5	4a	16	16	16.0	0	0	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
9	8	9	8a	32	32	2.0	0	0	2/2	4	1	V	c#	i		V	V							M	1	1	1, 5, 2		1	1
9	8	9	8a	34	34	6.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
11	10	11	10a	40	40	4.0	0	0	2/2	4	1	V(64)/v	c#	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
12	11	12	11a	44	44	4.0	0	0	2/2	4	1	V7/v	c#	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
13	12	13	12a	48	48	2.0	0	0	2/2	4	1	V[v	c#	i	V	v	v							m	1	1	1, -2, 2		1	1
13	12	13	12a	50	50	2.0	1/2	1/2	2/2	4	1	V7(+9)	c#	i	V	V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
14	13	14	13a	52	52	4.0	0	0	2/2	4	1	V7	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	14	15	14a	56	56	4.0	0	0	2/2	4	1	i	c#	i	V	i	i							m	1	1	0, -3, 1		0	0
16	15	16	15a	60	60	4.0	0	0	2/2	4	1	V7]	c#	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	17	16a	64	64	2.0	0	0	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
17	16	17	16a	66	66	8.0	1/2	1/2	2/2	4	1	bII6	c#	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
19	18	19	18a	74	74	2.0	1/2	1/2	2/2	4	1	V(64)	c#	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
20	19	20	19a	76	76	4.0	0	0	2/2	4	1	V(6b5)	c#	i		V(6b5)	V			6b5				M	1	1	1, 5, -5, -3		1	1
21	20	21	20a	80	80	3.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
21	20	21	20a	83	83	1.0	3/4	3/4	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
22	21	22	21a	84	84	2.0	0	0	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
22	21	22	21a	86	86	2.0	1/2	1/2	2/2	4	1	V2(+9)	c#	i		V2(+9)	V		2	+9				Mm7	1	1	-1, 1, 5, 2	-4	1	-1
23	22	23	22a	88	88	2.0	0	0	2/2	4	1	i6(#5)	c#	i		i6(#5)	i		6	#5				m	1	1	-3, 8, 0		0	-3
23	22	23	22a	90	90	1.0	1/2	1/2	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	22	23	22a	91	91	1.0	3/4	3/4	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
24	23	24	23a	92	92	2.0	0	0	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
24	23	24	23a	94	94	1.0	1/2	1/2	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
24	23	24	23a	95	95	1.0	3/4	3/4	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
25	24	25	24a	96	96	3.0	0	0	2/2	4	1	V	c#	i		V	V							M	1	1	1, 5, 2		1	1
25	24	25	24a	99	99	1.0	3/4	3/4	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
26	25	26	25a	100	100	2.0	0	0	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
26	25	26	25a	102	102	2.0	1/2	1/2	2/2	4	1	V2(+9)	c#	i		V2(+9)	V		2	+9				Mm7	1	1	-1, 1, 5, 2	-4	1	-1
27	26	27	26a	104	104	2.0	0	0	2/2	4	1	i6(#5)	c#	i		i6(#5)	i		6	#5				m	1	1	-3, 8, 0		0	-3
27	26	27	26a	106	106	1.0	1/2	1/2	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
27	26	27	26a	107	107	1.0	3/4	3/4	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
28	27	28	27a	108	108	1.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
28	27	28	27a	109	109	1.0	1/4	1/4	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
28	27	28	27a	110	110	1.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
28	27	28	27a	111	111	1.0	3/4	3/4	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
29	28	29	28a	112	112	4.0	0	0	2/2	4	1	V\\	c#	i		V	V						\\	M	1	1	1, 5, 2		1	1
30	29	30	29a	116	116	4.0	0	0	2/2	4	1	#viio7	c#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
31	30	31	30a	120	120	2.0	0	0	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
31	30	31	30a	122	122	2.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
32	31	32	31a	124	124	4.0	0	0	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
33	32	33	32a	128	128	4.0	0	0	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
34	33	34	33a	132	132	4.0	0	0	2/2	4	1	#viio7	c#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
35	34	35	34a	136	136	2.0	0	0	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
35	34	35	34a	138	138	2.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
36	35	36	35a	140	140	2.0	0	0	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
36	35	36	35a	142	142	2.0	1/2	1/2	2/2	4	1	V6	c#	i		V6	V		6					M	1	1	5, 2, 1		1	5
37	36	37	36a	144	144	2.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
37	36	37	36a	146	146	1.0	1/2	1/2	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
37	36	37	36a	147	147	1.0	3/4	3/4	2/2	4	1	V64	c#	i		V64	V		64					M	1	1	2, 1, 5		1	2
38	37	38	37a	148	148	2.0	0	0	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	37	38	37a	150	150	1.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
38	37	38	37a	151	151	1.0	3/4	3/4	2/2	4	1	V65	c#	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
39	38	39	38a	152	152	1.0	0	0	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
39	38	39	38a	153	153	1.0	1/4	1/4	2/2	4	1	iio6	c#	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
39	38	39	38a	154	154	1.0	1/2	1/2	2/2	4	1	V(64)	c#	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
39	38	39	38a	155	155	1.0	3/4	3/4	2/2	4	1	V43	c#	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
40	39	40	39a	156	156	2.0	0	0	2/2	4	1	i\\	c#	i		i	i						\\	m	1	1	0, -3, 1		0	0
40	39	40	39a	158	158	6.0	1/2	1/2	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
42	41	42	41a	164	164	8.0	0	0	2/2	4	1	V7	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	44	43a	172	172	2.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
44	43	44	43a	174	174	6.0	1/2	1/2	2/2	4	1	i	c#	i		i	i							m	1	1	0, -3, 1		0	0
46	45	46	45a	180	180	4.0	0	0	2/2	4	1	V(64)/v	c#	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
47	46	47	46a	184	184	4.0	0	0	2/2	4	1	V7/V	c#	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
48	47	48	47a	188	188	2.0	0	0	2/2	4	1	v	c#	i		v	v							m	1	1	1, -2, 2		1	1
48	47	48	47a	190	190	2.0	1/2	1/2	2/2	4	1	V7(+9)	c#	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
49	48	49	48a	192	192	2.0	0	0	2/2	4	1	V7	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	48	49	48a	194	194	2.0	1/2	1/2	2/2	4	1	V7	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
50	49	50	49a	196	196	2.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
50	49	50	49a	198	198	2.0	1/2	1/2	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
51	50	51	50a	200	200	2.0	0	0	2/2	4	1	V7	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	50	51	50a	202	202	2.0	1/2	1/2	2/2	4	1	V7	c#	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
52	51	52	51a	204	204	4.0	0	0	2/2	4	1	i64	c#	i		i64	i		64					m	1	1	1, 0, -3		0	1
53	52	53	52a	208	208	2.0	0	0	2/2	4	1	i6	c#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
53	52	53	52a	210	210	2.0	1/2	1/2	2/2	4	1	iv	c#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
54	53	54	53a	212	212	6.0	0	0	2/2	4	1	V6/III	c#	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
55	54	55	54a	218	218	1.5	1/2	1/2	2/2	4	1	III6	c#	i		III6	III		6					M	1	1	1, -2, -3		-3	1
55	54	55	54a	439/2	439/2	0.5	7/8	7/8	2/2	4	1	V43/III	c#	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
56	55	56	55a	220	220	4.0	0	0	2/2	4	1	III.I	c#	III		I	I							M	1	0	0, 4, 1		0	0
57	56	57	56a	224	224	4.0	0	0	2/2	4	1	I	c#	III		I	I							M	1	0	0, 4, 1		0	0
58	57	58	57a	228	228	1.5	0	0	2/2	4	1	V43(4)	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
58	57	58	57a	459/2	459/2	6.5	3/8	3/8	2/2	4	1	V43	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
60	59	60	59a	236	236	8.0	0	0	2/2	4	1	I	c#	III		I	I							M	1	0	0, 4, 1		0	0
62	61	62	61a	244	244	1.5	0	0	2/2	4	1	V43(4)	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
62	61	62	61a	491/2	491/2	6.5	3/8	3/8	2/2	4	1	V43	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
64	63	64	63a	252	252	8.0	0	0	2/2	4	1	I	c#	III		I	I							M	1	0	0, 4, 1		0	0
66	65	66	65a	260	260	1.5	0	0	2/2	4	1	V43(4)	c#	III		V43(4)	V		43	4				Mm7	1	0	2, -1, 1, 0		1	2
66	65	66	65a	523/2	523/2	6.5	3/8	3/8	2/2	4	1	V43	c#	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
68	67	68	67a	268	268	2.0	0	0	2/2	4	1	I6	c#	III		I6	I		6					M	1	0	4, 1, 0		0	4
68	67	68	67a	270	270	2.0	1/2	1/2	2/2	4	1	V65/IV	c#	III		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
69	68	69	68a	272	272	4.0	0	0	2/2	4	1	#viio65/ii	c#	III		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
70	69	70	69a	276	276	1.5	0	0	2/2	4	1	viio65(2)/V	c#	III		viio65(2)/V	vii	o	65	2	V			o7	1	0	3, 0, -3, 1		6	3
70	69	70	69a	555/2	555/2	2.5	3/8	3/8	2/2	4	1	viio65/V	c#	III		viio65/V	vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
71	70	71	70a	280	280	4.0	0	0	2/2	4	1	viio2/V	c#	III		viio2/V	vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
72	71	72	71a	284	284	2.0	0	0	2/2	4	1	viio2	c#	III		viio2	vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
72	71	72	71a	286	286	4.0	1/2	1/2	2/2	4	1	V(64)	c#	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
73	72	73	72a	290	290	2.0	1/2	1/2	2/2	4	1	V7	c#	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
74	73	74	73a	292	292	2.0	0	0	2/2	4	1	I[V7/IV	c#	III	I	V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
74	73	74	73a	294	294	2.0	1/2	1/2	2/2	4	1	IV	c#	III	I	IV	IV							M	1	0	-1, 3, 0		-1	-1
75	74	75	74a	296	296	2.0	0	0	2/2	4	1	V43	c#	III	I	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
75	74	75	74a	298	298	2.0	1/2	1/2	2/2	4	1	I	c#	III	I	I	I							M	1	0	0, 4, 1		0	0
76	75	76	75a	300	300	2.0	0	0	2/2	4	1	V/IV]	c#	III	I	V/IV	V				IV			M	1	0	0, 4, 1		0	0
76	75	76	75a	302	302	6.0	1/2	1/2	2/2	4	1	iv.V65	c#	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
78	77	78	77a	308	308	4.0	0	0	2/2	4	1	i	c#	iv		i	i							m	1	1	0, -3, 1		0	0
79	78	79	78a	312	312	8.0	0	0	2/2	4	1	V6	c#	iv		V6	V		6					M	1	1	5, 2, 1		1	5
81	80	81	80a	320	320	16.0	0	0	2/2	4	1	i	c#	iv		i	i							m	1	1	0, -3, 1		0	0
85	84	85	84a	336	336	2.0	0	0	2/2	4	1	V	c#	iv		V	V							M	1	1	1, 5, 2		1	1
85	84	85	84a	338	338	2.0	1/2	1/2	2/2	4	1	i	c#	iv		i	i							m	1	1	0, -3, 1		0	0
86	85	86	85a	340	340	4.0	0	0	2/2	4	1	i	c#	iv		i	i							m	1	1	0, -3, 1		0	0
87	86	87	86a	344	344	4.0	0	0	2/2	4	1	V(64)/v	c#	iv		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
88	87	88	87a	348	348	4.0	0	0	2/2	4	1	V2/V	c#	iv		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
89	88	89	88a	352	352	2.0	0	0	2/2	4	1	v	c#	iv		v	v							m	1	1	1, -2, 2		1	1
89	88	89	88a	354	354	2.0	1/2	1/2	2/2	4	1	V	c#	iv		V	V							M	1	1	1, 5, 2		1	1
90	89	90	89a	356	356	2.0	0	0	2/2	4	1	V7	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
90	89	90	89a	358	358	2.0	1/2	1/2	2/2	4	1	V7	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
91	90	91	90a	360	360	2.0	0	0	2/2	4	1	i64	c#	iv		i64	i		64					m	1	1	1, 0, -3		0	1
91	90	91	90a	362	362	2.0	1/2	1/2	2/2	4	1	V7	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
92	91	92	91a	364	364	2.0	0	0	2/2	4	1	V	c#	iv		V	V							M	1	1	1, 5, 2		1	1
92	91	92	91a	366	366	2.0	1/2	1/2	2/2	4	1	V7	c#	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
93	92	93	92a	368	368	4.0	0	0	2/2	4	1	i\\	c#	iv		i	i						\\	m	1	1	0, -3, 1		0	0
94	93	94	93a	372	372	4.0	0	0	2/2	4	1	V2	c#	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
95	94	95	94a	376	376	2.0	0	0	2/2	4	1	i6	c#	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
95	94	95	94a	378	378	2.0	1/2	1/2	2/2	4	1	iv	c#	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
96	95	96	95a	380	380	4.0	0	0	2/2	4	1	V43	c#	iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
97	96	97	96a	384	384	2.0	0	0	2/2	4	1	i64	c#	iv		i64	i		64					m	1	1	1, 0, -3		0	1
97	96	97	96a	386	386	6.0	1/2	1/2	2/2	4	1	vii.viio7	c#	vii		viio7	vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
99	98	99	98a	392	392	4.0	0	0	2/2	4	1	i64	c#	vii		i64	i		64					m	1	1	1, 0, -3		0	1
100	99	100	99a	396	396	2.0	0	0	2/2	4	1	V65	c#	vii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
100	99	100	99a	398	398	1.5	1/2	1/2	2/2	4	1	V43	c#	vii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
100	99	100	99a	799/2	799/2	0.5	7/8	7/8	2/2	4	1	V7	c#	vii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
