mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	9	20	9a	49	25	9.0	0	0	3/4	4	1		V[V	c	iv	V	V		V							M	1	1	1, 5, 2		1	1
14	12	23	12a	58	34	3.0	0	0	3/4	4	1		#viio43]	c	iv	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
15	13	24	13a	61	37	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
15	13	24	13a	63	39	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	14	25	14a	64	40	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
16	14	25	14a	66	42	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	15	26	15a	67	43	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
17	15	26	15a	69	45	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	16	27	16a	70	46	2.0	0	0	3/4	4	1		i\\	c	iv		i		i						\\	m	1	1	0, -3, 1		0	0
18	16	27	16a	72	48	15.0	1/2	1/2	3/4	4	1		bII.I[I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
23	21	32	21a	87	63	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	22	33	22a	88	64	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
24	22	33	22a	90	66	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	23	34	23a	91	67	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
25	23	34	23a	93	69	1.0	1/2	1/2	3/4	4	1		V7]	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
26	24	35	24a	94	70	1.0	0	0	3/4	4	1		iv.VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
26	24	35	24a	95	71	1.0	1/4	1/4	3/4	4	1		i64	c	iv		i64		i		64					m	1	1	1, 0, -3		0	1
26	24	35	24a	96	72	1.0	1/2	1/2	3/4	4	1		viio/V	c	iv		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
27	25	36	25a	97	73	2.0	0	0	3/4	4	1		V(94)	c	iv		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
27	25	36	25a	99	75	1.0	1/2	1/2	3/4	4	1		V2(4)	c	iv		V2(4)		V		2	4				Mm7	1	1	-1, 1, 0, 2		1	-1
28	26	37	26a	100	76	1.0	0	0	3/4	4	1		i.VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
28	26	37	26a	101	77	1.0	1/4	1/4	3/4	4	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
28	26	37	26a	102	78	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
29	27	38	27a	103	79	1.0	0	0	3/4	4	1		V(4)	c	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
29	27	38	27a	104	80	1.0	1/4	1/4	3/4	4	1		V[V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
29	27	38	27a	105	81	1.0	1/2	1/2	3/4	4	1		#viio43	c	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
30	28	39	28a	106	82	1.0	0	0	3/4	4	1		i6(6)	c	i	V	i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
30	28	39	28a	107	83	1.0	1/4	1/4	3/4	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
30	28	39	28a	108	84	1.0	1/2	1/2	3/4	4	1		viio43/V	c	i	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
31	29	40	29a	109	85	1.0	0	0	3/4	4	1		V6(6)	c	i	V	V6(6)		V		6	6				M	1	1	5, -3, 1		1	5
31	29	40	29a	110	86	1.0	1/4	1/4	3/4	4	1		V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
31	29	40	29a	111	87	1.0	1/2	1/2	3/4	4	1		#viio43	c	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
32	30	41	30a	112	88	1.0	0	0	3/4	4	1		i6(6)	c	i	V	i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
32	30	41	30a	113	89	1.0	1/4	1/4	3/4	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
32	30	41	30a	114	90	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
33	31	42	31a	115	91	1.0	0	0	3/4	4	1		V(64)	c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
33	31	42	31a	116	92	1.0	1/4	1/4	3/4	4	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
33	31	42	31a	117	93	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
34	32	43	32a	118	94	1.0	0	0	3/4	4	1		V(64)	c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
34	32	43	32a	119	95	1.0	1/4	1/4	3/4	4	1		V]\\	c	i	V	V		V						\\	M	1	1	1, 5, 2		1	1
34	32	43	32a	120	96	1.0	1/2	1/2	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
35	33	44	33a	121	97	2.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
35	33	44	33a	123	99	1.0	1/2	1/2	3/4	4	1		III.V	c	III		V		V							M	1	0	1, 5, 2		1	1
36	34	45	34a	124	100	2.0	0	0	3/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
36	34	45	34a	126	102	1.0	1/2	1/2	3/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
37	35	46	35a	127	103	2.0	0	0	3/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
37	35	46	35a	129	105	1.0	1/2	1/2	3/4	4	1		viio65/V	c	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
38	36	47	36a	130	106	1.0	0	0	3/4	4	1		viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
38	36	47	36a	131	107	1.0	1/4	1/4	3/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
38	36	47	36a	132	108	1.0	1/2	1/2	3/4	4	1		iv.#viio7	c	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
39	37	48	37a	133	109	1.0	0	0	3/4	4	1		V65	c	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
39	37	48	37a	134	110	1.0	1/4	1/4	3/4	4	1		I	c	iv		I		I							M	1	1	0, 4, 1		0	0
39	37	48	37a	135	111	1.0	1/2	1/2	3/4	4	1		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
40	38	49	38a	136	112	1.0	0	0	3/4	4	1		viio7/V	c	iv		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
40	38	49	38a	137	113	1.0	1/4	1/4	3/4	4	1		V	c	iv		V		V							M	1	1	1, 5, 2		1	1
40	38	49	38a	138	114	1.0	1/2	1/2	3/4	4	1		i.Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
41	39	50	39a	139	115	1.0	0	0	3/4	4	1		V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
41	39	50	39a	140	116	1.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
41	39	50	39a	141	117	1.0	1/2	1/2	3/4	4	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
42	40	51	40a	142	118	1.0	0	0	3/4	4	1		#viio65	c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
42	40	51	40a	143	119	1.0	1/4	1/4	3/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
42	40	51	40a	144	120	1.0	1/2	1/2	3/4	4	1		viio65/V	c	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
43	41	52	41a	145	121	1.0	0	0	3/4	4	1		#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
43	41	52	41a	146	122	1.0	1/4	1/4	3/4	4	1		I	c	i		I		I							M	1	1	0, 4, 1		0	0
43	41	52	41a	147	123	1.0	1/2	1/2	3/4	4	1		Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
44	42	53	42a	148	124	1.0	0	0	3/4	4	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
44	42	53	42a	149	125	1.0	1/4	1/4	3/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	42	53	42a	150	126	1.0	1/2	1/2	3/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	43	54	43a	151	127	1.0	0	0	3/4	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
45	43	54	43a	152	128	3.0	1/4	1/4	3/4	4	1		V[i64	c	i	V	i64		i		64					m	1	1	1, 0, -3		0	1
46	44	55	44a	155	131	1.0	1/4	1/4	3/4	4	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
46	44	55	44a	156	132	1.0	1/2	1/2	3/4	4	1		V6]	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
47	45	56	45a	157	133	1.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
47	45	56	45a	158	134	2.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
48	46	57	46a	160	136	1.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
48	46	57	46a	161	137	4.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
49	47	58	47a	165	141	2.0	1/2	1/2	3/4	4	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
50	48	59	48a	167	143	2.0	1/4	1/4	3/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
51	49	60	49a	169	145	1.5	0	0	3/4	4	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
51	49	60	49a	341/2	293/2	1.5	3/8	3/8	3/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
52	50	61	50a	172	148	2.0	0	0	3/4	4	1	1	i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
10	8	62	50a	174	24	1.0	0	1/2	3/4	4	1		iv.V	c	iv		V		V							M	1	1	1, 5, 2		1	1
11	9	63	9b	175	25	9.0	0	0	3/4	4	1		V[V	c	iv	V	V		V							M	1	1	1, 5, 2		1	1
14	12	66	12b	184	34	3.0	0	0	3/4	4	1		#viio43]	c	iv	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
15	13	67	13b	187	37	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
15	13	67	13b	189	39	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	14	68	14b	190	40	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
16	14	68	14b	192	42	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	15	69	15b	193	43	2.0	0	0	3/4	4	1		i	c	iv		i		i							m	1	1	0, -3, 1		0	0
17	15	69	15b	195	45	1.0	1/2	1/2	3/4	4	1		V7	c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	16	70	16b	196	46	2.0	0	0	3/4	4	1		i\\	c	iv		i		i						\\	m	1	1	0, -3, 1		0	0
18	16	70	16b	198	48	15.0	1/2	1/2	3/4	4	1		bII.I[I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
23	21	75	21b	213	63	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	22	76	22b	214	64	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
24	22	76	22b	216	66	1.0	1/2	1/2	3/4	4	1		V7	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	23	77	23b	217	67	2.0	0	0	3/4	4	1		I	c	bII	I	I		I							M	1	0	0, 4, 1		0	0
25	23	77	23b	219	69	1.0	1/2	1/2	3/4	4	1		V7]	c	bII	I	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
26	24	78	24b	220	70	1.0	0	0	3/4	4	1		iv.VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
26	24	78	24b	221	71	1.0	1/4	1/4	3/4	4	1		i64	c	iv		i64		i		64					m	1	1	1, 0, -3		0	1
26	24	78	24b	222	72	1.0	1/2	1/2	3/4	4	1		viio/V	c	iv		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
27	25	79	25b	223	73	2.0	0	0	3/4	4	1		V(94)	c	iv		V(94)		V			94				M	1	1	1, 0, 2	-4	1	1
27	25	79	25b	225	75	1.0	1/2	1/2	3/4	4	1		V2(4)	c	iv		V2(4)		V		2	4				Mm7	1	1	-1, 1, 0, 2		1	-1
28	26	80	26b	226	76	1.0	0	0	3/4	4	1		i.VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
28	26	80	26b	227	77	1.0	1/4	1/4	3/4	4	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
28	26	80	26b	228	78	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
29	27	81	27b	229	79	1.0	0	0	3/4	4	1		V(4)	c	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
29	27	81	27b	230	80	1.0	1/4	1/4	3/4	4	1		V[V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
29	27	81	27b	231	81	1.0	1/2	1/2	3/4	4	1		#viio43	c	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
30	28	82	28b	232	82	1.0	0	0	3/4	4	1		i6(6)	c	i	V	i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
30	28	82	28b	233	83	1.0	1/4	1/4	3/4	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
30	28	82	28b	234	84	1.0	1/2	1/2	3/4	4	1		viio43/V	c	i	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
31	29	83	29b	235	85	1.0	0	0	3/4	4	1		V6(6)	c	i	V	V6(6)		V		6	6				M	1	1	5, -3, 1		1	5
31	29	83	29b	236	86	1.0	1/4	1/4	3/4	4	1		V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
31	29	83	29b	237	87	1.0	1/2	1/2	3/4	4	1		#viio43	c	i	V	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
32	30	84	30b	238	88	1.0	0	0	3/4	4	1		i6(6)	c	i	V	i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
32	30	84	30b	239	89	1.0	1/4	1/4	3/4	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
32	30	84	30b	240	90	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
33	31	85	31b	241	91	1.0	0	0	3/4	4	1		V(64)	c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
33	31	85	31b	242	92	1.0	1/4	1/4	3/4	4	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
33	31	85	31b	243	93	1.0	1/2	1/2	3/4	4	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
34	32	86	32b	244	94	1.0	0	0	3/4	4	1		V(64)	c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
34	32	86	32b	245	95	1.0	1/4	1/4	3/4	4	1		V]\\	c	i	V	V		V						\\	M	1	1	1, 5, 2		1	1
34	32	86	32b	246	96	1.0	1/2	1/2	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
35	33	87	33b	247	97	2.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
35	33	87	33b	249	99	1.0	1/2	1/2	3/4	4	1		III.V	c	III		V		V							M	1	0	1, 5, 2		1	1
36	34	88	34b	250	100	2.0	0	0	3/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
36	34	88	34b	252	102	1.0	1/2	1/2	3/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
37	35	89	35b	253	103	2.0	0	0	3/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
37	35	89	35b	255	105	1.0	1/2	1/2	3/4	4	1		viio65/V	c	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
38	36	90	36b	256	106	1.0	0	0	3/4	4	1		viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
38	36	90	36b	257	107	1.0	1/4	1/4	3/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
38	36	90	36b	258	108	1.0	1/2	1/2	3/4	4	1		iv.#viio7	c	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
39	37	91	37b	259	109	1.0	0	0	3/4	4	1		V65	c	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
39	37	91	37b	260	110	1.0	1/4	1/4	3/4	4	1		I	c	iv		I		I							M	1	1	0, 4, 1		0	0
39	37	91	37b	261	111	1.0	1/2	1/2	3/4	4	1		VI	c	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
40	38	92	38b	262	112	1.0	0	0	3/4	4	1		viio7/V	c	iv		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
40	38	92	38b	263	113	1.0	1/4	1/4	3/4	4	1		V	c	iv		V		V							M	1	1	1, 5, 2		1	1
40	38	92	38b	264	114	1.0	1/2	1/2	3/4	4	1		i.Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
41	39	93	39b	265	115	1.0	0	0	3/4	4	1		V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
41	39	93	39b	266	116	1.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
41	39	93	39b	267	117	1.0	1/2	1/2	3/4	4	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
42	40	94	40b	268	118	1.0	0	0	3/4	4	1		#viio65	c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
42	40	94	40b	269	119	1.0	1/4	1/4	3/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
42	40	94	40b	270	120	1.0	1/2	1/2	3/4	4	1		viio65/V	c	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
43	41	95	41b	271	121	1.0	0	0	3/4	4	1		#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
43	41	95	41b	272	122	1.0	1/4	1/4	3/4	4	1		I	c	i		I		I							M	1	1	0, 4, 1		0	0
43	41	95	41b	273	123	1.0	1/2	1/2	3/4	4	1		Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
44	42	96	42b	274	124	1.0	0	0	3/4	4	1		viio7/V	c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
44	42	96	42b	275	125	1.0	1/4	1/4	3/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	42	96	42b	276	126	1.0	1/2	1/2	3/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	43	97	43b	277	127	1.0	0	0	3/4	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
45	43	97	43b	278	128	3.0	1/4	1/4	3/4	4	1		V[i64	c	i	V	i64		i		64					m	1	1	1, 0, -3		0	1
46	44	98	44b	281	131	1.0	1/4	1/4	3/4	4	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
46	44	98	44b	282	132	1.0	1/2	1/2	3/4	4	1		V6]	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
47	45	99	45b	283	133	1.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
47	45	99	45b	284	134	2.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
48	46	100	46b	286	136	1.0	0	0	3/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
48	46	100	46b	287	137	4.0	1/4	1/4	3/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
49	47	101	47b	291	141	2.0	1/2	1/2	3/4	4	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
50	48	102	48b	293	143	2.0	1/4	1/4	3/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
51	49	103	49b	295	145	1.5	0	0	3/4	4	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
51	49	103	49b	593/2	293/2	1.5	3/8	3/8	3/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
