mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	84	7b	333	25	1.0	1/4	1/4	2/2	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	84	7b	334	26	1.0	1/2	1/2	2/2	4	1	V7(9)		Eb	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
7	7	84	7b	335	27	1.0	3/4	3/4	2/2	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	85	8b	336	28	1.0	0	0	2/2	4	1	V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
8	8	85	8b	337	29	1.0	1/4	1/4	2/2	4	1	V(64)/ii		Eb	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
8	8	85	8b	338	30	1.0	1/2	1/2	2/2	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	8	85	8b	339	31	1.0	3/4	3/4	2/2	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	86	9b	340	32	1.25	0	0	2/2	4	1	ii6(2)		Eb	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
9	9	86	9b	1365/4	133/4	1.75	5/16	5/16	2/2	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
9	9	86	9b	343	35	2.0	3/4	3/4	2/2	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
10	10	87	10b	345	37	1.0	1/4	1/4	2/2	4	1	ii%2		Eb	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
10	10	87	10b	346	38	1.0	1/2	1/2	2/2	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	10	87	10b	347	39	0.75	3/4	3/4	2/2	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
10	10	87	10b	1391/4	159/4	0.25	15/16	15/16	2/2	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	88	11b	348	40	3.0	0	0	2/2	4	1	ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	88	11b	351	43	0.5	3/4	3/4	2/2	4	1	I64		Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
11	11	88	11b	703/2	87/2	0.5	7/8	7/8	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	89	12b	352	44	1.0	0	0	2/2	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	89	12b	353	45	1.5	1/4	1/4	2/2	4	1	V65/V		Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	89	12b	709/2	93/2	0.5	5/8	5/8	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
12	12	89	12b	355	47	0.5	3/4	3/4	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	89	12b	711/2	95/2	0.5	7/8	7/8	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
13	13	90	13b	356	48	1.0	0	0	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	90	13b	357	49	1.0	1/4	1/4	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	90	13b	358	50	2.0	1/2	1/2	2/2	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
14	14	91	14b	360	52	2.0	0	0	2/2	4	1	V/ii		Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
14	14	91	14b	362	54	1.5	1/2	1/2	2/2	4	1	V65/ii		Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
14	14	91	14b	727/2	111/2	0.5	7/8	7/8	2/2	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	92	15b	364	56	3.0	0	0	2/2	4	1	ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
15	15	92	15b	367	59	1.0	3/4	3/4	2/2	4	1	I64		Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
16	16	93	16b	368	60	1.0	0	0	2/2	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	93	16b	369	61	1.0	1/4	1/4	2/2	4	1	V43/V		Eb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
16	16	93	16b	370	62	1.0	1/2	1/2	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
16	16	93	16b	371	63	0.5	3/4	3/4	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	93	16b	743/2	127/2	0.5	7/8	7/8	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	17	94	17b	372	64	1.0	0	0	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	94	17b	373	65	1.0	1/4	1/4	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
17	17	94	17b	374	66	2.0	1/2	1/2	2/2	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
18	18	95	18b	376	68	2.0	0	0	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
18	18	95	18b	378	70	1.5	1/2	1/2	2/2	4	1	ivo		Eb	I		ivo	iv	o						o	0	0	-1, -4, -7		-1	-1
18	18	95	18b	759/2	143/2	2.0	7/8	7/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
19	19	96	19b	763/2	147/2	2.0	3/8	3/8	2/2	4	1	iv(b6)		Eb	I		iv(b6)	iv			b6				m	0	0	-1, -4, -5		-1	-1
19	19	96	19b	767/2	151/2	0.5	7/8	7/8	2/2	4	1	iv(6)		Eb	I		iv(6)	iv			6				m	0	0	-1, -4, 2		-1	-1
20	20	97	20b	384	76	1.5	0	0	2/2	4	1	v		Eb	I		v	v							m	0	0	1, -2, 2		1	1
20	20	97	20b	771/2	155/2	2.0	3/8	3/8	2/2	4	1	v(b6)		Eb	I		v(b6)	v			b6				m	0	0	1, -2, -3		1	1
20	20	97	20b	775/2	159/2	0.5	7/8	7/8	2/2	4	1	v(6)		Eb	I		v(6)	v			6				m	0	0	1, -2, 4		1	1
21	21	98	21b	388	80	1.5	0	0	2/2	4	1	iv(97b4)		Eb	I		iv(97b4)	iv			97b4				m	0	0	-1, -2, 0	1, 4	-1	-1
21	21	98	21b	779/2	163/2	0.5	3/8	3/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
21	21	98	21b	390	82	1.5	1/2	1/2	2/2	4	1	viio7		Eb	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
21	21	98	21b	783/2	167/2	2.0	7/8	7/8	2/2	4	1	viio43/V		Eb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
22	22	99	22b	787/2	171/2	0.5	3/8	3/8	2/2	4	1	V7/IV		Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
22	22	99	22b	394	86	1.5	1/2	1/2	2/2	4	1	viio7/IV		Eb	I		viio7/IV	vii	o	7		IV			o7	0	0	4, 1, -2, -5		4	4
22	22	99	22b	791/2	175/2	0.5	7/8	7/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
23	23	100	23b	396	88	2.0	0	0	2/2	4	1	III64/vi		Eb	I		III64/vi	III		64		vi			M	0	0	1, 0, 4		0	1
23	23	100	23b	398	90	3.5	1/2	1/2	2/2	4	1	viio43/ii		Eb	I		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
24	24	101	24b	803/2	187/2	2.0	3/8	3/8	2/2	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	101	24b	807/2	191/2	0.5	7/8	7/8	2/2	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
25	25	102	25b	404	96	2.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
25	25	102	25b	406	98	2.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
26	26	103	26b	408	100	4.0	0	0	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
27	27	104	27b	412	104	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
27	27	104	27b	414	106	2.0	1/2	1/2	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	105	28b	416	108	2.0	0	0	4/4	4	1	I[I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
28	28	105	28b	418	110	1.0	1/2	1/2	4/4	4	1	I6		Eb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
28	28	105	28b	419	111	1.0	3/4	3/4	4/4	4	1	V65/IV		Eb	I	I	V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
29	29	106	29b	420	112	2.0	0	0	4/4	4	1	IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	106	29b	422	114	2.0	1/2	1/2	4/4	4	1	IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	107	30b	424	116	2.0	0	0	4/4	4	1	viio		Eb	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
30	30	107	30b	426	118	2.0	1/2	1/2	4/4	4	1	V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	108	31b	428	120	1.0	0	0	4/4	4	1	I(#9)		Eb	I	I	I(#9)	I			#9				M	0	0	0, 4, 1	9	0	0
31	31	108	31b	429	121	1.0	1/4	1/4	4/4	4	1	I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
31	31	108	31b	430	122	4.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
32	32	109	32b	434	126	1.0	1/2	1/2	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	109	32b	435	127	1.0	3/4	3/4	4/4	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
33	33	110	33b	436	128	2.0	0	0	4/4	4	1	IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	110	33b	438	130	2.0	1/2	1/2	4/4	4	1	ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
34	34	111	34b	440	132	2.0	0	0	4/4	4	1	V(94)		Eb	I		V(94)	V			94				M	0	0	1, 0, 2	3	1	1
34	34	111	34b	442	134	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	112	35b	444	136	4.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
36	36	113	36b	448	140	2.0	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
36	36	113	36b	450	142	1.0	1/2	1/2	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
36	36	113	36b	451	143	1.0	3/4	3/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
37	37	114	37b	452	144	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
37	37	114	37b	454	146	1.0	1/2	1/2	4/4	4	1	ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
37	37	114	37b	455	147	1.0	3/4	3/4	4/4	4	1	ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
38	38	115	38b	456	148	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
38	38	115	38b	458	150	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	116	39b	460	152	1.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
39	39	116	39b	461	153	3.0	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
40	40	117	40b	464	156	2.0	0	0	4/4	4	1	iv6/ii		Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
40	40	117	40b	466	158	2.0	1/2	1/2	4/4	4	1	ii64		Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
41	41	118	41b	468	160	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
41	41	118	41b	470	162	2.0	1/2	1/2	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	119	42b	472	164	2.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
42	42	119	42b	474	166	2.0	1/2	1/2	4/4	4	1	V.iv6		Eb	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
43	43	120	43b	476	168	4.0	0	0	4/4	4	1	V\\		Eb	V		V	V						\\	M	0	0	1, 5, 2		1	1
44	44	121	44b	480	172	2.0	0	0	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
44	44	121	44b	482	174	2.0	1/2	1/2	4/4	4	1	viio7/V		Eb	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	45	122	45b	484	176	4.0	0	0	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
46	46	123	46b	488	180	4.0	0	0	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
47	47	124	47b	492	184	4.0	0	0	4/4	4	1	viio/V		Eb	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
48	48	125	48b	496	188	3.5	0	0	4/4	4	1	V2(9)		Eb	V		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
48	48	125	48b	999/2	383/2	0.5	7/8	7/8	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	126	49b	500	192	1.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
49	49	126	49b	501	193	1.0	1/4	1/4	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	126	49b	502	194	1.0	1/2	1/2	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
49	49	126	49b	503	195	1.0	3/4	3/4	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	127	50b	504	196	1.0	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
50	50	127	50b	505	197	1.0	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
50	50	127	50b	506	198	1.5	1/2	1/2	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	127	50b	1015/2	399/2	0.5	7/8	7/8	4/4	4	1	V64/ii		Eb	V		V64/ii	V		64		ii			M	0	0	4, 3, 7		3	4
51	51	128	51b	508	200	1.0	0	0	4/4	4	1	ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
51	51	128	51b	509	201	1.0	1/4	1/4	4/4	4	1	V2		Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	128	51b	510	202	1.0	1/2	1/2	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	128	51b	511	203	1.0	3/4	3/4	4/4	4	1	V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	52	129	52b	512	204	4.0	0	0	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
53	53	130	53b	516	208	4.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	131	54b	520	212	4.0	0	0	4/4	4	1	I64		Eb	V		I64	I		64					M	0	0	1, 0, 4		0	1
55	55	132	55b	524	216	4.0	0	0	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
56	56	133	56b	528	220	4.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
57	57	134	57b	532	224	3.0	0	0	4/4	4	1	V65/V		Eb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
57	57	134	57b	535	227	1.0	3/4	3/4	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
58	58	135	58b	536	228	3.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
58	58	135	58b	539	231	1.0	3/4	3/4	4/4	4	1	viio43/ii		Eb	V		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
59	59	136	59b	540	232	5.0	0	0	4/4	4	1	V65/ii		Eb	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
60	60	137	60b	545	237	3.0	1/4	1/4	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
61	61	138	61b	548	240	2.0	0	0	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
61	61	138	61b	550	242	2.0	1/2	1/2	4/4	4	1	V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	62	139	62b	552	244	1.0	0	0	4/4	4	1	I(4)		Eb	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
62	62	139	62b	553	245	2.0	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
62	62	139	62b	555	247	1.0	3/4	3/4	4/4	4	1	V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
63	63	140	63b	556	248	2.0	0	0	4/4	4	1	V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
63	63	140	63b	558	250	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
64	64	141	64b	560	252	1.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
64	64	141	64b	561	253	2.0	1/4	1/4	4/4	4	1	ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
64	64	141	64b	563	255	1.0	3/4	3/4	4/4	4	1	viio(+4)/V	VII64	Eb	V		viio(+4)/V	vii	o		+4	V			o	0	0	6, 3, 0	5	6	6
65	65	142	65b	564	256	2.0	0	0	4/4	4	1	V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	142	65b	566	258	2.0	1/2	1/2	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	143	66b	568	260	0.5	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
66	66	143	66b	1137/2	521/2	2.5	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
66	66	143	66b	571	263	1.0	3/4	3/4	4/4	4	1	V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
67	67	144	67b	572	264	2.0	0	0	4/4	4	1	V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
67	67	144	67b	574	266	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
68	68	145	68b	576	268	5.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
69	69	146	69b	581	273	2.0	1/4	1/4	4/4	4	1	V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
69	69	146	69b	583	275	1.0	3/4	3/4	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
70	70	147	70b	584	276	2.5	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
70	70	147	70b	1173/2	557/2	0.5	5/8	5/8	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
70	70	147	70b	587	279	1.5	3/4	3/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	148	71b	1177/2	561/2	0.5	1/8	1/8	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
71	71	148	71b	589	281	1.5	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	148	71b	1181/2	565/2	2.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	149	72b	1185/2	569/2	2.0	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
72	72	149	72b	1189/2	573/2	2.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	150	73b	1193/2	577/2	2.0	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
73	73	150	73b	1197/2	581/2	1.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	150	73b	1199/2	583/2	16.5	7/8	7/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
78	78	155	78a	616	308	4.0	0	0	4/4	4	1	vi.V		Eb	vi		V	V							M	0	1	1, 5, 2		1	1
79	79	156	79a	620	312	4.0	0	0	4/4	4	1	V6/V		Eb	vi		V6/V	V		6		V			M	0	1	6, 3, 2		2	6
80	80	157	80a	624	316	6.0	0	0	4/4	4	1	V		Eb	vi		V	V							M	0	1	1, 5, 2		1	1
81	81	158	81a	630	322	2.0	1/2	1/2	4/4	4	1	V65		Eb	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
82	82	159	82a	632	324	6.0	0	0	4/4	4	1	i		Eb	vi		i	i							m	0	1	0, -3, 1		0	0
83	83	160	83a	638	330	2.0	1/2	1/2	4/4	4	1	VII6		Eb	vi		VII6	VII		6					M	0	1	2, -1, -2		-2	2
84	84	161	84a	640	332	20.0	0	0	4/4	4	1	#viio/iv		Eb	vi		#viio/iv	#vii	o			iv			o	0	1	4, 1, -2		4	4
89	89	166	89a	660	352	4.0	0	0	4/4	4	1	II.V7		Eb	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	167	90a	664	356	4.0	0	0	4/4	4	1	I64		Eb	II		I64	I		64					M	0	0	1, 0, 4		0	1
91	91	168	91a	668	360	2.0	0	0	4/4	4	1	V43/V		Eb	II		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
91	91	168	91a	670	362	2.0	1/2	1/2	4/4	4	1	V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
92	92	169	92a	672	364	1.0	0	0	4/4	4	1	V(#9)		Eb	II		V(#9)	V			#9				M	0	0	1, 5, 2	10	1	1
92	92	169	92a	673	365	1.0	1/4	1/4	4/4	4	1	V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
92	92	169	92a	674	366	3.0	1/2	1/2	4/4	4	1	V7		Eb	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	170	93a	677	369	1.0	1/4	1/4	4/4	4	1	iv6		Eb	II		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
93	93	170	93a	678	370	1.0	1/2	1/2	4/4	4	1	V		Eb	II		V	V							M	0	0	1, 5, 2		1	1
93	93	170	93a	679	371	1.0	3/4	3/4	4/4	4	1	V65		Eb	II		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	94	171	94a	680	372	1.0	0	0	4/4	4	1	I(9)		Eb	II		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
94	94	171	94a	681	373	1.0	1/4	1/4	4/4	4	1	vi		Eb	II		vi	vi							m	0	0	3, 0, 4		3	3
94	94	171	94a	682	374	1.5	1/2	1/2	4/4	4	1	V/V		Eb	II		V/V	V				V			M	0	0	2, 6, 3		2	2
94	94	171	94a	1367/2	751/2	0.5	7/8	7/8	4/4	4	1	vi/V		Eb	II		vi/V	vi				V			m	0	0	4, 1, 5		4	4
95	95	172	95a	684	376	1.0	0	0	4/4	4	1	V(4)/V		Eb	II		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
95	95	172	95a	685	377	1.0	1/4	1/4	4/4	4	1	V2/V		Eb	II		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
95	95	172	95a	686	378	2.0	1/2	1/2	4/4	4	1	V7/V		Eb	II		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
96	96	173	96a	688	380	2.0	0	0	4/4	4	1	VI.I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
96	96	173	96a	690	382	2.0	1/2	1/2	4/4	4	1	V43		Eb	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	174	97a	692	384	2.0	0	0	4/4	4	1	I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
97	97	174	97a	694	386	2.0	1/2	1/2	4/4	4	1	IV		Eb	VI		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	98	175	98a	696	388	8.0	0	0	4/4	4	1	V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100	177	100a	704	396	2.0	0	0	4/4	4	1	I[I		Eb	VI	I	I	I							M	0	0	0, 4, 1		0	0
100	100	177	100a	706	398	2.0	1/2	1/2	4/4	4	1	viio6		Eb	VI	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
101	101	178	101a	708	400	2.0	0	0	4/4	4	1	I6]		Eb	VI	I	I6	I		6					M	0	0	4, 1, 0		0	4
101	101	178	101a	710	402	2.0	1/2	1/2	4/4	4	1	IV6		Eb	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
102	102	179	102a	712	404	2.0	0	0	4/4	4	1	V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
102	102	179	102a	714	406	2.0	1/2	1/2	4/4	4	1	V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
103	103	180	103a	716	408	2.0	0	0	4/4	4	1	V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
