mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
64	63	64	63a	501/2	501/2	0.5	3/8	3/8	4/4	4	1		V7/vi	c	III		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
64	63	64	63a	251	251	1.5	1/2	1/2	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
64	63	64	63a	505/2	505/2	0.5	7/8	7/8	4/4	4	1		V7/vi	c	III		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
65	64	65	64a	253	253	1.0	0	0	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
65	64	65	64a	254	254	2.0	1/4	1/4	4/4	4	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
65	64	65	64a	256	256	1.0	3/4	3/4	4/4	4	1		i6	c	III		i6		i		6					m	1	0	-3, 1, 0		0	-3
66	65	66	65a	257	257	1.0	0	0	4/4	4	1		V7/V	c	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
66	65	66	65a	258	258	1.0	1/4	1/4	4/4	4	1		V7(+b9)/V	c	III		V7(+b9)/V		V		7	+b9	V			Mm7	1	0	2, 6, 3, 0	-3	2	2
66	65	66	65a	259	259	2.0	1/2	1/2	4/4	4	1		viio43/V	c	III		viio43/V		vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
67	66	67	66a	261	261	4.0	0	0	4/4	4	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
68	67	68	67a	265	265	1.0	0	0	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
68	67	68	67a	266	266	1.0	1/4	1/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
68	67	68	67a	267	267	1.0	1/2	1/2	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
68	67	68	67a	268	268	1.0	3/4	3/4	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
69	68	69	68a	269	269	4.0	0	0	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
70	69	70	69a	273	273	4.0	0	0	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
71	70	71	70a	277	277	2.0	0	0	4/4	4	1		I\\	c	III		I		I						\\	M	1	0	0, 4, 1		0	0
71	70	71	70a	279	279	4.0	1/2	1/2	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
72	71	72	71a	283	283	4.0	1/2	1/2	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
73	72	73	72a	287	287	2.0	1/2	1/2	4/4	4	1		@none	c	III		@none		@none							m	1	0				
74	73	74	73a	289	289	2.0	0	0	4/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
74	73	74	73a	291	291	2.0	1/2	1/2	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
75	74	75	74a	293	293	2.0	0	0	4/4	4	1		I\\	c	III		I		I						\\	M	1	0	0, 4, 1		0	0
75	74	75	74a	295	295	4.0	1/2	1/2	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
76	75	76	75a	299	299	4.0	1/2	1/2	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
77	76	77	76a	303	303	2.0	1/2	1/2	4/4	4	1		i.i	c	i		i		i							m	1	1	0, -3, 1		0	0
78	77	78	77a	305	305	2.0	0	0	4/4	4	1	1	@none	c	i		@none		@none							m	1	1				
78	77	78	77a	307	307	2.0	1/2	1/2	4/4	4	1	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	1	79	1b	309	1	3.0	0	0	4/4	4	1		i[i	c	i	i	i		i							m	1	1	0, -3, 1		0	0
2	1	79	1b	312	4	0.5	3/4	3/4	4/4	4	1		#viio64(4)	c	i	i	#viio64(4)		#vii	o	64	4				o	1	1	-1, 5, -3		5	-1
2	1	79	1b	625/2	9/2	0.5	7/8	7/8	4/4	4	1		#viio64	c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
3	2	80	2b	313	5	2.0	0	0	4/4	4	1		#viio2	c	i	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
3	2	80	2b	315	7	2.0	1/2	1/2	4/4	4	1		i6	c	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	81	3b	317	9	3.0	0	0	4/4	4	1		iv6	c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	81	3b	320	12	0.5	3/4	3/4	4/4	4	1		#iiio64(4)	c	i	i	#iiio64(4)		#iii	o	64	4				o	1	1	-2, 4, -4		4	-2
4	3	81	3b	641/2	25/2	0.5	7/8	7/8	4/4	4	1		#iiio64	c	i	i	#iiio64		#iii	o	64					o	1	1	-2, 4, 1		4	-2
5	4	82	4b	321	13	2.0	0	0	4/4	4	1		#iiio2	c	i	i	#iiio2		#iii	o	2					o7	1	1	-5, 4, 1, -2		4	-5
5	4	82	4b	323	15	3.0	1/2	1/2	4/4	4	1		iv6	c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
6	5	83	5b	326	18	2.0	1/4	1/4	4/4	4	1		iio6	c	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
6	5	83	5b	328	20	1.0	3/4	3/4	4/4	4	1		i64	c	i	i	i64		i		64					m	1	1	1, 0, -3		0	1
7	6	84	6b	329	21	0.5	0	0	4/4	4	1		#viio64	c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
7	6	84	6b	659/2	43/2	2.5	1/8	1/8	4/4	4	1		#viio7	c	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
7	6	84	6b	332	24	1.0	3/4	3/4	4/4	4	1		i]	c	i	i	i		i							m	1	1	0, -3, 1		0	0
8	7	85	7b	333	25	0.5	0	0	4/4	4	1		ii6(2)	c	i		ii6(2)		ii		6	2				m	1	1	-1, 3, -3		2	-1
8	7	85	7b	667/2	51/2	0.5	1/8	1/8	4/4	4	1		ii6	c	i		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
8	7	85	7b	334	26	1.0	1/4	1/4	4/4	4	1		VI7	c	i		VI7		VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
8	7	85	7b	335	27	1.0	1/2	1/2	4/4	4	1		#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
8	7	85	7b	336	28	1.0	3/4	3/4	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	86	8b	337	29	1.5	0	0	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	8	86	8b	677/2	61/2	0.5	3/8	3/8	4/4	4	1		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	86	8b	339	31	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
10	9	87	9b	341	33	0.5	0	0	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	87	9b	683/2	67/2	2.5	1/8	1/8	4/4	4	1		#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
10	9	87	9b	344	36	1.5	3/4	3/4	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	10	88	10b	691/2	75/2	2.5	1/8	1/8	4/4	4	1		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	10	88	10b	348	40	1.0	3/4	3/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
12	11	89	11b	349	41	1.0	0	0	4/4	4	1		ii%65(2)	c	i		ii%65(2)		ii	%	65	2				%7	1	1	-1, -4, 0, -3		2	-1
12	11	89	11b	350	42	1.0	1/4	1/4	4/4	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
12	11	89	11b	351	43	1.0	1/2	1/2	4/4	4	1		ii%43	c	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
12	11	89	11b	352	44	1.0	3/4	3/4	4/4	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
13	12	90	12b	353	45	1.0	0	0	4/4	4	1		V65/V	c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
13	12	90	12b	354	46	1.0	1/4	1/4	4/4	4	1		Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
13	12	90	12b	355	47	1.0	1/2	1/2	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
13	12	90	12b	356	48	1.0	3/4	3/4	4/4	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	13	91	13b	357	49	2.0	0	0	4/4	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
14	13	91	13b	359	51	2.0	1/2	1/2	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
15	14	92	14b	361	53	1.0	0	0	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
15	14	92	14b	362	54	1.0	1/4	1/4	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
15	14	92	14b	363	55	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
16	15	93	15b	365	57	2.0	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
16	15	93	15b	367	59	2.0	1/2	1/2	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	94	16b	369	61	1.0	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
17	16	94	16b	370	62	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
17	16	94	16b	371	63	2.0	1/2	1/2	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
18	17	95	17b	373	65	2.0	0	0	4/4	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
18	17	95	17b	375	67	2.0	1/2	1/2	4/4	4	1		#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
19	18	96	18b	377	69	1.0	0	0	4/4	4	1		i(4)	c	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
19	18	96	18b	378	70	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
19	18	96	18b	379	71	1.0	1/2	1/2	4/4	4	1		VII(4)	c	i		VII(4)		VII			4				M	1	1	-2, -3, -1		-2	-2
19	18	96	18b	380	72	1.5	3/4	3/4	4/4	4	1		viio6/VI	c	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
20	19	97	19b	763/2	147/2	2.5	1/8	1/8	4/4	4	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
20	19	97	19b	384	76	1.0	3/4	3/4	4/4	4	1		It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
21	20	98	20b	385	77	4.5	0	0	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
22	21	99	21b	779/2	163/2	3.5	1/8	1/8	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
23	22	100	22b	393	85	1.0	0	0	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
23	22	100	22b	394	86	3.5	1/4	1/4	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
24	23	101	23b	795/2	179/2	3.5	1/8	1/8	4/4	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
25	24	102	24b	401	93	0.5	0	0	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
25	24	102	24b	803/2	187/2	0.5	1/8	1/8	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
25	24	102	24b	402	94	1.0	1/4	1/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
25	24	102	24b	403	95	0.5	1/2	1/2	4/4	4	1		V(9)	c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
25	24	102	24b	807/2	191/2	0.5	5/8	5/8	4/4	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
25	24	102	24b	404	96	1.0	3/4	3/4	4/4	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
26	25	103	25b	405	97	4.0	0	0	4/4	4	1		V\\	c	i		V		V						\\	M	1	1	1, 5, 2		1	1
27	26	104	26b	409	101	1.0	0	0	4/4	4	1		III.I	c	III		I		I							M	1	0	0, 4, 1		0	0
27	26	104	26b	410	102	1.0	1/4	1/4	4/4	4	1		V2/IV	c	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
27	26	104	26b	411	103	1.0	1/2	1/2	4/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
27	26	104	26b	412	104	0.5	3/4	3/4	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
27	26	104	26b	825/2	209/2	0.5	7/8	7/8	4/4	4	1		V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
28	27	105	27b	413	105	1.0	0	0	4/4	4	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
28	27	105	27b	414	106	1.0	1/4	1/4	4/4	4	1		V2/IV	c	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
28	27	105	27b	415	107	1.0	1/2	1/2	4/4	4	1		IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
28	27	105	27b	416	108	1.0	3/4	3/4	4/4	4	1		V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
29	28	106	28b	417	109	1.0	0	0	4/4	4	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
29	28	106	28b	418	110	1.0	1/4	1/4	4/4	4	1		V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
29	28	106	28b	419	111	1.0	1/2	1/2	4/4	4	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
29	28	106	28b	420	112	3.0	3/4	3/4	4/4	4	1		V65/IV	c	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
30	29	107	29b	423	115	2.0	1/2	1/2	4/4	4	1		IV\\	c	III		IV		IV						\\	M	1	0	-1, 3, 0		-1	-1
31	30	108	30b	425	117	2.0	0	0	4/4	4	1		V7/ii	c	III		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
31	30	108	30b	427	119	1.0	1/2	1/2	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
31	30	108	30b	428	120	1.0	3/4	3/4	4/4	4	1		V65/ii	c	III		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
32	31	109	31b	429	121	1.0	0	0	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
32	31	109	31b	430	122	1.0	1/4	1/4	4/4	4	1		V2/ii	c	III		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
32	31	109	31b	431	123	1.0	1/2	1/2	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
32	31	109	31b	432	124	1.0	3/4	3/4	4/4	4	1		V65/ii	c	III		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
33	32	110	32b	433	125	1.0	0	0	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
33	32	110	32b	434	126	1.0	1/4	1/4	4/4	4	1		V65/ii	c	III		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
33	32	110	32b	435	127	1.0	1/2	1/2	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
33	32	110	32b	436	128	1.0	3/4	3/4	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
34	33	111	33b	437	129	2.0	0	0	4/4	4	1		V(94)	c	III		V(94)		V			94				M	1	0	1, 0, 2	3	1	1
34	33	111	33b	439	131	1.0	1/2	1/2	4/4	4	1		V\\	c	III		V		V						\\	M	1	0	1, 5, 2		1	1
34	33	111	33b	440	132	1.0	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
35	34	112	34b	441	133	2.0	0	0	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
35	34	112	34b	443	135	1.0	1/2	1/2	4/4	4	1		V2(6)	c	III		V2(6)		V		2	6				Mm7	1	0	-1, 1, 5, 4		1	-1
35	34	112	34b	444	136	3.0	3/4	3/4	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
36	35	113	35b	447	139	1.0	1/2	1/2	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
36	35	113	35b	448	140	1.0	3/4	3/4	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
37	36	114	36b	449	141	2.0	0	0	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
37	36	114	36b	451	143	1.0	1/2	1/2	4/4	4	1		I(4)	c	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
37	36	114	36b	452	144	3.0	3/4	3/4	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
38	37	115	37b	455	147	1.0	1/2	1/2	4/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
38	37	115	37b	456	148	1.0	3/4	3/4	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
39	38	116	38b	457	149	2.0	0	0	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
39	38	116	38b	459	151	1.0	1/2	1/2	4/4	4	1		V64(+2)	c	III		V64(+2)		V		64	+2				M	1	0	2, 1, 5	3	1	2
39	38	116	38b	460	152	1.0	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
40	39	117	39b	461	153	1.0	0	0	4/4	4	1		I(4)	c	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
40	39	117	39b	462	154	1.0	1/4	1/4	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
40	39	117	39b	463	155	1.0	1/2	1/2	4/4	4	1		V(+2)/vi	c	III		V(+2)/vi		V			+2	vi			M	1	0	4, 8, 5	-1	4	4
40	39	117	39b	464	156	1.0	3/4	3/4	4/4	4	1		V7/vi	c	III		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
41	40	118	40b	465	157	2.0	0	0	4/4	4	1		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
41	40	118	40b	467	159	1.0	1/2	1/2	4/4	4	1		V7(+9)	c	III		V7(+9)		V		7	+9				Mm7	1	0	1, 5, 2, -1	3	1	1
41	40	118	40b	468	160	1.0	3/4	3/4	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
42	41	119	41b	469	161	1.0	0	0	4/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
42	41	119	41b	470	162	1.0	1/4	1/4	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
42	41	119	41b	471	163	1.0	1/2	1/2	4/4	4	1		V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
42	41	119	41b	472	164	1.0	3/4	3/4	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
43	42	120	42b	473	165	2.0	0	0	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
43	42	120	42b	475	167	1.0	1/2	1/2	4/4	4	1		V(6)	c	III		V(6)		V			6				M	1	0	1, 5, 4		1	1
43	42	120	42b	476	168	1.0	3/4	3/4	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
44	43	121	43b	477	169	2.0	0	0	4/4	4	1		I(94)	c	III		I(94)		I			94				M	1	0	0, -1, 1	2	0	0
44	43	121	43b	479	171	2.0	1/2	1/2	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
45	44	122	44b	481	173	2.0	0	0	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
45	44	122	44b	483	175	1.0	1/2	1/2	4/4	4	1		I(94)	c	III		I(94)		I			94				M	1	0	0, -1, 1	2	0	0
45	44	122	44b	484	176	1.0	3/4	3/4	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
46	45	123	45b	485	177	2.0	0	0	4/4	4	1		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
46	45	123	45b	487	179	1.0	1/2	1/2	4/4	4	1		V	c	III		V		V							M	1	0	1, 5, 2		1	1
46	45	123	45b	488	180	1.0	3/4	3/4	4/4	4	1		V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
47	46	124	46b	489	181	2.0	0	0	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
47	46	124	46b	491	183	1.0	1/2	1/2	4/4	4	1		V64	c	III		V64		V		64					M	1	0	2, 1, 5		1	2
47	46	124	46b	492	184	1.0	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
48	47	125	47b	493	185	1.0	0	0	4/4	4	1		I(4)	c	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
48	47	125	47b	494	186	1.0	1/4	1/4	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
48	47	125	47b	495	187	1.0	1/2	1/2	4/4	4	1		#viio6(6)/vi	c	III		#viio6(6)/vi		#vii	o	6	6	vi			o	1	0	5, 4, 8		8	5
48	47	125	47b	496	188	1.0	3/4	3/4	4/4	4	1		#viio6/vi	c	III		#viio6/vi		#vii	o	6		vi			o	1	0	5, 2, 8		8	5
49	48	126	48b	497	189	2.0	0	0	4/4	4	1		vi	c	III		vi		vi							m	1	0	3, 0, 4		3	3
49	48	126	48b	499	191	2.0	1/2	1/2	4/4	4	1		V7/V	c	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
50	49	127	49b	501	193	1.0	0	0	4/4	4	1		V(9)	c	III		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
50	49	127	49b	502	194	4.0	1/4	1/4	4/4	4	1		V[V6	c	III	V	V6		V		6					M	1	0	5, 2, 1		1	5
51	50	128	50b	506	198	3.25	1/4	1/4	4/4	4	1		viio64/V	c	III	V	viio64/V		vii	o	64		V			o	1	0	0, 6, 3		6	0
52	51	129	51b	2037/4	805/4	2.75	1/16	1/16	4/4	4	1		viio6	c	III	V	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
52	51	129	51b	512	204	2.0	3/4	3/4	4/4	4	1		I	c	III	V	I		I							M	1	0	0, 4, 1		0	0
53	52	130	52b	514	206	3.0	1/4	1/4	4/4	4	1		V7]	c	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
54	53	131	53b	517	209	1.0	0	0	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
54	53	131	53b	518	210	2.0	1/4	1/4	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
54	53	131	53b	520	212	0.5	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
54	53	131	53b	1041/2	425/2	0.5	7/8	7/8	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
55	54	132	54b	521	213	1.0	0	0	4/4	4	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
55	54	132	54b	522	214	1.0	1/4	1/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
55	54	132	54b	523	215	1.0	1/2	1/2	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
55	54	132	54b	524	216	1.0	3/4	3/4	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
56	55	133	55b	525	217	1.0	0	0	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
56	55	133	55b	526	218	2.0	1/4	1/4	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
56	55	133	55b	528	220	0.5	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
56	55	133	55b	1057/2	441/2	0.5	7/8	7/8	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
57	56	134	56b	529	221	1.0	0	0	4/4	4	1		V6	c	III		V6		V		6					M	1	0	5, 2, 1		1	5
57	56	134	56b	530	222	1.0	1/4	1/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
57	56	134	56b	531	223	1.0	1/2	1/2	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
57	56	134	56b	532	224	1.0	3/4	3/4	4/4	4	1		V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
58	57	135	57b	533	225	1.0	0	0	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
58	57	135	57b	534	226	2.0	1/4	1/4	4/4	4	1		I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
58	57	135	57b	536	228	0.5	3/4	3/4	4/4	4	1		V43	c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
58	57	135	57b	1073/2	457/2	1.0	7/8	7/8	4/4	4	1		I	c	III		I		I							M	1	0	0, 4, 1		0	0
59	58	136	58b	1075/2	459/2	1.0	1/8	1/8	4/4	4	1		IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
59	58	136	58b	1077/2	461/2	0.5	3/8	3/8	4/4	4	1		IV+	c	III		IV+		IV	+						+	1	0	-1, 3, 7		-1	-1
59	58	136	58b	539	231	1.0	1/2	1/2	4/4	4	1		ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
59	58	136	58b	540	232	0.5	3/4	3/4	4/4	4	1		#viio6/ii	c	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
59	58	136	58b	1081/2	465/2	0.5	7/8	7/8	4/4	4	1		ii	c	III		ii		ii							m	1	0	2, -1, 3		2	2
60	59	137	59b	541	233	1.0	0	0	4/4	4	1		V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
60	59	137	59b	542	234	1.0	1/4	1/4	4/4	4	1		V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
