mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
83	75	135	75a	399	243	1.0	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
83	75	135	75a	400	244	1.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
83	75	135	75a	401	245	0.5	1/2	1/2	3/4	4	1		I(6)	e	I		I(6)	I			6				M	1	0	0, 4, 3		0	0
83	75	135	75a	803/2	491/2	0.5	5/8	5/8	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
84	76	136	76a	402	246	1.0	0	0	3/4	4	1		IV6(+#7)	e	I		IV6(+#7)	IV		6	+#7				M	1	0	3, 0, -1	11	-1	3
84	76	136	76a	403	247	1.0	1/4	1/4	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
84	76	136	76a	404	248	0.5	1/2	1/2	3/4	4	1		viio(6)	e	I		viio(6)	vii	o		6				o	1	0	5, 2, 1		5	5
84	76	136	76a	809/2	497/2	0.5	5/8	5/8	3/4	4	1		viio2	e	I		viio2	vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
85	77	137	77a	405	249	1.0	0	0	3/4	4	1		V65/vi	e	I		V65/vi	V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
85	77	137	77a	406	250	1.0	1/4	1/4	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
85	77	137	77a	407	251	0.5	1/2	1/2	3/4	4	1		vi2(6)	e	I		vi2(6)	vi		2	6				mm7	1	0	1, 3, 0, -1		3	1
85	77	137	77a	815/2	503/2	0.5	5/8	5/8	3/4	4	1		vi2	e	I		vi2	vi		2					mm7	1	0	1, 3, 0, 4		3	1
86	78	138	78a	408	252	1.0	0	0	3/4	4	1		ii65	e	I		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
86	78	138	78a	409	253	1.0	1/4	1/4	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
86	78	138	78a	410	254	1.0	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
87	79	139	79a	411	255	2.0	0	0	3/4	4	1		I\\	e	I		I	I						\\	M	1	0	0, 4, 1		0	0
87	79	139	79a	413	257	1.0	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
88	80	140	80a	414	258	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
88	80	140	80a	415	259	2.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
89	81	141	81a	417	261	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
89	81	141	81a	418	262	1.0	1/4	1/4	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
89	81	141	81a	419	263	1.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
90	82	142	82a	420	264	1.0	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
90	82	142	82a	421	265	1.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
90	82	142	82a	422	266	1.0	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
91	83	143	83a	423	267	3.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
92	84	144	84a	426	270	3.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
93	85	145	85a	429	273	2.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
93	85	145	85a	431	275	1.0	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
94	86	146	86a	432	276	4.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
95	87	147	87a	436	280	1.0	1/4	1/4	3/4	4	1		V65/V	e	I		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
95	87	147	87a	437	281	1.0	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
96	88	148	88a	438	282	1.0	0	0	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
96	88	148	88a	439	283	1.0	1/4	1/4	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
96	88	148	88a	440	284	1.0	1/2	1/2	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
97	89	149	89a	441	285	2.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
97	89	149	89a	443	287	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
98	90	150	90a	444	288	1.0	0	0	3/4	4	1		V65/ii	e	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
98	90	150	90a	445	289	1.0	1/4	1/4	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
98	90	150	90a	446	290	1.0	1/2	1/2	3/4	4	1		IV64	e	I		IV64	IV		64					M	1	0	0, -1, 3		-1	0
99	91	151	91a	447	291	0.5	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
99	91	151	91a	895/2	583/2	0.5	1/8	1/8	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
99	91	151	91a	448	292	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
99	91	151	91a	449	293	0.5	1/2	1/2	3/4	4	1		V(64)	e	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
99	91	151	91a	899/2	587/2	0.5	5/8	5/8	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
100	92	152	92a	450	294	1.0	0	0	3/4	4	1		I\\	e	I		I	I						\\	M	1	0	0, 4, 1		0	0
100	92	152	92a	451	295	2.5	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
101	93	153	93a	907/2	595/2	0.5	1/8	1/8	3/4	4	1		#viio43/ii	e	I		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
101	93	153	93a	454	298	1.0	1/4	1/4	3/4	4	1		ii6	e	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
101	93	153	93a	455	299	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
102	94	154	94a	456	300	1.0	0	0	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
102	94	154	94a	457	301	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
102	94	154	94a	458	302	1.0	1/2	1/2	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
103	95	155	95a	459	303	3.0	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
104	96	156	96a	462	306	3.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
105	97	157	97a	465	309	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
105	97	157	97a	466	310	1.0	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
105	97	157	97a	467	311	1.0	1/2	1/2	3/4	4	1		viio43/V	e	I		viio43/V	vii	o	43		V			o7	1	0	0, -3, 6, 3		6	0
106	98	158	98a	468	312	1.0	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
106	98	158	98a	469	313	1.0	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
106	98	158	98a	470	314	1.0	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
107	99	159	99a	471	315	1.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
107	99	159	99a	472	316	1.0	1/4	1/4	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
107	99	159	99a	473	317	1.0	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
108	100	160	100a	474	318	1.0	0	0	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
108	100	160	100a	475	319	1.0	1/4	1/4	3/4	4	1		V6(4)	e	I		V6(4)	V		6	4				M	1	0	0, 2, 1		1	0
108	100	160	100a	476	320	1.0	1/2	1/2	3/4	4	1		vii%7	e	I		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
109	101	161	101a	477	321	2.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
109	101	161	101a	479	323	1.0	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
110	102	162	102a	480	324	1.0	0	0	3/4	4	1		V65/ii	e	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
110	102	162	102a	481	325	1.0	1/4	1/4	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
110	102	162	102a	482	326	0.5	1/2	1/2	3/4	4	1		viio6	e	I		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
110	102	162	102a	965/2	653/2	0.5	5/8	5/8	3/4	4	1		IV64(+#7)	e	I		IV64(+#7)	IV		64	+#7				M	1	0	0, -1, 3	11	-1	0
111	103	163	103a	483	327	1.0	0	0	3/4	4	1		V65	e	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
111	103	163	103a	484	328	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
111	103	163	103a	485	329	1.0	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
112	104	164	104a	486	330	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
112	104	164	104a	487	331	3.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
113	105	165	105a	490	334	1.0	1/4	1/4	3/4	4	1		IV	e	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
113	105	165	105a	491	335	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
114	106	166	106a	492	336	1.0	0	0	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
114	106	166	106a	493	337	2.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
115	107	167	107a	495	339	2.0	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
115	107	167	107a	497	341	1.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
116	108	168	108a	498	342	3.0	0	0	3/4	4	1		ii7	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
117	109	169	109a	501	345	3.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
118	110	170	110a	504	348	1.0	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
118	110	170	110a	505	349	1.0	1/4	1/4	3/4	4	1		I64(9)	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
118	110	170	110a	506	350	2.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
119	111	171	111a	508	352	1.0	1/4	1/4	3/4	4	1		V7(4)	e	I		V7(4)	V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
119	111	171	111a	509	353	1.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
120	112	172	112a	510	354	1.0	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
120	112	172	112a	511	355	1.0	1/4	1/4	3/4	4	1		I64	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
120	112	172	112a	512	356	1.0	1/2	1/2	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
121	113	173	113a	513	357	3.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
122	114	174	114a	516	360	3.0	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
123	115	175	115a	519	363	3.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
124	116	176	116a	522	366	2.0	0	0	3/4	4	1		I(9)	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
124	116	176	116a	524	368	1.0	1/2	1/2	3/4	4	1		I64	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
125	117	177	117a	525	369	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
125	117	177	117a	526	370	4.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
126	118	178	118a	530	374	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
127	119	179	119a	531	375	1.0	0	0	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
127	119	179	119a	532	376	1.0	1/4	1/4	3/4	4	1		viio7/vi	e	I		viio7/vi	vii	o	7		vi			o7	1	0	1, -2, -5, -8		1	1
127	119	179	119a	533	377	1.0	1/2	1/2	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
128	120	180	120a	534	378	1.0	0	0	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
128	120	180	120a	535	379	1.0	1/4	1/4	3/4	4	1		vi6	e	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
128	120	180	120a	536	380	1.0	1/2	1/2	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
129	121	181	121a	537	381	1.0	0	0	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
129	121	181	121a	538	382	1.0	1/4	1/4	3/4	4	1		I64(9)	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
129	121	181	121a	539	383	1.0	1/2	1/2	3/4	4	1		IV7	e	I		IV7	IV		7					Mm7	1	0	-1, 3, 0, -3		-1	-1
130	122	182	122a	540	384	3.0	0	0	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
131	123	183	123a	543	387	1.0	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
131	123	183	123a	544	388	1.0	1/4	1/4	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
131	123	183	123a	545	389	1.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
132	124	184	124a	546	390	1.0	0	0	3/4	4	1		viio	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
132	124	184	124a	547	391	1.0	1/4	1/4	3/4	4	1		IV(6)	e	I		IV(6)	IV			6				M	1	0	-1, 3, 2		-1	-1
132	124	184	124a	548	392	1.0	1/2	1/2	3/4	4	1		V65(4)	e	I		V65(4)	V		65	4				Mm7	1	0	0, 2, -1, 1		1	0
133	125	185	125a	549	393	2.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
133	125	185	125a	551	395	1.0	1/2	1/2	3/4	4	1		vi	e	I		vi	vi							m	1	0	3, 0, 4		3	3
134	126	186	126a	552	396	3.0	0	0	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
135	127	187	127a	555	399	4.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
136	128	188	128a	559	403	2.0	1/4	1/4	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
137	129	189	129a	561	405	4.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
138	130	190	130a	565	409	2.0	1/4	1/4	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
139	131	191	131a	567	411	6.0	0	0	3/4	4	1		i	e	I		i	i							m	1	0	0, -3, 1		0	0
141	133	193	133a	573	417	1.0	0	0	3/4	4	1		i\\	e	I		i	i						\\	m	1	0	0, -3, 1		0	0
141	133	193	133a	574	418	5.0	1/4	1/4	3/4	4	1		i	e	I		i	i							m	1	0	0, -3, 1		0	0
