mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	22	23	22a	64	64	2.0	0	0	3/4	4	1	V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	66	66	1.0	1/2	1/2	3/4	4	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	24	23a	67	67	2.0	0	0	3/4	4	1	I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	23	24	23a	69	69	1.0	1/2	1/2	3/4	4	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	25	24a	70	70	2.0	0	0	3/4	4	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	24	25	24a	72	72	1.0	1/2	1/2	3/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	25	26	25a	73	73	3.0	0	0	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
27	26	27	26a	76	76	2.0	0	0	3/4	4	1	I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
28	26	28	26a	78	78	1.0	0	1/4	2/4	4	1	IV.I		C	IV		I		I							M	0	0	0, 4, 1		0	0
29	27	29	27a	79	79	2.0	0	0	2/4	4	1	ii		C	IV		ii		ii							m	0	0	2, -1, 3		2	2
30	28	30	28a	81	81	1.0	0	0	2/4	4	1	V		C	IV		V		V							M	0	0	1, 5, 2		1	1
31	28	31	28a	82	82	1.0	0	1/4	2/4	4	1	V	I	C	IV		V		V							M	0	0	1, 5, 2		1	1
32	29	32	29a	83	83	2.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
33	30	33	30a	85	85	2.0	0	0	2/4	4	1	V		C	IV		V		V							M	0	0	1, 5, 2		1	1
34	31	34	31a	87	87	2.0	0	0	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	32	35	32a	89	89	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
35	32	35	32a	90	90	1.0	1/4	1/4	2/4	4	1	I.IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	33	36	33a	91	91	1.0	0	0	2/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
36	33	36	33a	92	92	1.0	1/4	1/4	2/4	4	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	34	37	34a	93	93	1.0	0	0	2/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
37	34	37	34a	94	94	1.0	1/4	1/4	2/4	4	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	35	38	35a	95	95	1.0	0	0	2/4	4	1	V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	35	38	35a	96	96	0.5	1/4	1/4	2/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	35	38	35a	193/2	193/2	0.5	3/8	3/8	2/4	4	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	36	39	36a	97	97	1.0	0	0	2/4	4	1	I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
31	28	40	36a	98	82	1.0	0	1/4	2/4	4	1	V	I	C	IV		V		V							M	0	0	1, 5, 2		1	1
32	29	41	29b	99	83	2.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
33	30	42	30b	101	85	2.0	0	0	2/4	4	1	V		C	IV		V		V							M	0	0	1, 5, 2		1	1
34	31	43	31b	103	87	2.0	0	0	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	32	44	32b	105	89	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
35	32	44	32b	106	90	1.0	1/4	1/4	2/4	4	1	I.IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	33	45	33b	107	91	1.0	0	0	2/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
36	33	45	33b	108	92	1.0	1/4	1/4	2/4	4	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	34	46	34b	109	93	1.0	0	0	2/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
37	34	46	34b	110	94	1.0	1/4	1/4	2/4	4	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	35	47	35b	111	95	1.0	0	0	2/4	4	1	V(64)		C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	35	47	35b	112	96	0.5	1/4	1/4	2/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	35	47	35b	225/2	193/2	0.5	3/8	3/8	2/4	4	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	36	48	36b	113	97	1.0	0	0	2/4	4	1	I\\		C	I		I		I						\\	M	0	0	0, 4, 1		0	0
40	36	49	36b	114	98	3.0	0	1/4	2/4	4	1	IV.#viio7/ii		C	IV		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
42	38	51	38a	117	101	3.0	0	0	2/4	4	1	ii6		C	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
43	39	52	39a	120	104	1.0	1/4	1/4	2/4	4	1	viio43		C	IV		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
44	40	53	40a	121	105	0.5	0	0	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
44	40	53	40a	243/2	211/2	0.25	1/8	1/8	2/4	4	1	viio6		C	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
44	40	53	40a	487/4	423/4	0.25	3/16	3/16	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
44	40	53	40a	122	106	1.0	1/4	1/4	2/4	4	1	V[I		C	IV	V	I		I							M	0	0	0, 4, 1		0	0
45	41	54	41a	123	107	1.0	0	0	2/4	4	1	viio		C	IV	V	viio		vii	o						o	0	0	5, 2, -1		5	5
45	41	54	41a	124	108	1.0	1/4	1/4	2/4	4	1	I		C	IV	V	I		I							M	0	0	0, 4, 1		0	0
46	42	55	42a	125	109	1.0	0	0	2/4	4	1	viio64]		C	IV	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
46	42	55	42a	126	110	1.0	1/4	1/4	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
47	43	56	43a	127	111	1.0	0	0	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	43	56	43a	128	112	1.0	1/4	1/4	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
48	44	57	44a	129	113	2.0	0	0	2/4	4	1	V\\		C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
49	45	58	45a	131	115	0.5	0	0	2/4	4	1	V(64)		C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	45	58	45a	263/2	231/2	0.5	1/8	1/8	2/4	4	1	V2		C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
49	45	58	45a	132	116	1.0	1/4	1/4	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
50	46	59	46a	133	117	1.75	0	0	2/4	4	1	V6		C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
50	46	59	46a	539/4	475/4	0.25	7/16	7/16	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	47	60	47a	135	119	1.0	0	0	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	47	60	47a	136	120	0.5	1/4	1/4	2/4	4	1	V2		C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	47	60	47a	273/2	241/2	0.5	3/8	3/8	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
52	48	61	48a	137	121	0.75	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
52	48	61	48a	551/4	487/4	0.25	3/16	3/16	2/4	4	1	V7/IV		C	IV		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
52	48	61	48a	138	122	1.0	1/4	1/4	2/4	4	1	IV		C	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
53	49	62	49a	139	123	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
53	49	62	49a	140	124	1.0	1/4	1/4	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	50	63	50a	141	125	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
54	50	63	50a	142	126	0.75	1/4	1/4	2/4	4	1	ii6		C	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	50	63	50a	571/4	507/4	0.25	7/16	7/16	2/4	4	1	ii		C	IV		ii		ii							m	0	0	2, -1, 3		2	2
55	51	64	51a	143	127	1.0	0	0	2/4	4	1	V(64)		C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	51	64	51a	144	128	0.75	1/4	1/4	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	51	64	51a	579/4	515/4	0.25	7/16	7/16	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	52	65	52a	145	129	1.0	0	0	2/4	4	1	I\\		C	IV		I		I						\\	M	0	0	0, 4, 1		0	0
40	36	66	52a	146	98	3.0	0	1/4	2/4	4	1	IV.#viio7/ii		C	IV		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
42	38	68	38b	149	101	3.0	0	0	2/4	4	1	ii6		C	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
43	39	69	39b	152	104	1.0	1/4	1/4	2/4	4	1	viio43		C	IV		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
44	40	70	40b	153	105	0.5	0	0	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
44	40	70	40b	307/2	211/2	0.25	1/8	1/8	2/4	4	1	viio6		C	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
44	40	70	40b	615/4	423/4	0.25	3/16	3/16	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
44	40	70	40b	154	106	1.0	1/4	1/4	2/4	4	1	V[I		C	IV	V	I		I							M	0	0	0, 4, 1		0	0
45	41	71	41b	155	107	1.0	0	0	2/4	4	1	viio		C	IV	V	viio		vii	o						o	0	0	5, 2, -1		5	5
45	41	71	41b	156	108	1.0	1/4	1/4	2/4	4	1	I		C	IV	V	I		I							M	0	0	0, 4, 1		0	0
46	42	72	42b	157	109	1.0	0	0	2/4	4	1	viio64]		C	IV	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
46	42	72	42b	158	110	1.0	1/4	1/4	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
47	43	73	43b	159	111	1.0	0	0	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	43	73	43b	160	112	1.0	1/4	1/4	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
48	44	74	44b	161	113	2.0	0	0	2/4	4	1	V\\		C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
49	45	75	45b	163	115	0.5	0	0	2/4	4	1	V(64)		C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	45	75	45b	327/2	231/2	0.5	1/8	1/8	2/4	4	1	V2		C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
49	45	75	45b	164	116	1.0	1/4	1/4	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
50	46	76	46b	165	117	1.75	0	0	2/4	4	1	V6		C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
50	46	76	46b	667/4	475/4	0.25	7/16	7/16	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	47	77	47b	167	119	1.0	0	0	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	47	77	47b	168	120	0.5	1/4	1/4	2/4	4	1	V2		C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	47	77	47b	337/2	241/2	0.5	3/8	3/8	2/4	4	1	I6		C	IV		I6		I		6					M	0	0	4, 1, 0		0	4
52	48	78	48b	169	121	0.75	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
52	48	78	48b	679/4	487/4	0.25	3/16	3/16	2/4	4	1	V7/IV		C	IV		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
52	48	78	48b	170	122	1.0	1/4	1/4	2/4	4	1	IV		C	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
53	49	79	49b	171	123	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
53	49	79	49b	172	124	1.0	1/4	1/4	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	50	80	50b	173	125	1.0	0	0	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
54	50	80	50b	174	126	0.75	1/4	1/4	2/4	4	1	ii6		C	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	50	80	50b	699/4	507/4	0.25	7/16	7/16	2/4	4	1	ii		C	IV		ii		ii							m	0	0	2, -1, 3		2	2
55	51	81	51b	175	127	1.0	0	0	2/4	4	1	V(64)		C	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	51	81	51b	176	128	0.75	1/4	1/4	2/4	4	1	V65		C	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	51	81	51b	707/4	515/4	0.25	7/16	7/16	2/4	4	1	V7		C	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	52	82	52b	177	129	1.0	0	0	2/4	4	1	I\\		C	IV		I		I						\\	M	0	0	0, 4, 1		0	0
57	52	83	52b	178	130	2.75	0	1/4	2/4	4	1	I		C	IV		I		I							M	0	0	0, 4, 1		0	0
58	53	84	53a	723/4	531/4	1.0	7/16	7/16	2/4	4	1	I.viio6		C	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
59	54	85	54a	727/4	535/4	1.25	3/16	3/16	2/4	4	1	V		C	I		V		V							M	0	0	1, 5, 2		1	1
60	55	86	55a	183	135	1.0	0	0	2/4	4	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	55	86	55a	184	136	1.0	1/4	1/4	2/4	4	1	V64		C	I		V64		V		64					M	0	0	2, 1, 5		1	2
61	56	87	56a	185	137	1.0	0	0	2/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
61	56	87	56a	186	138	1.0	1/4	1/4	2/4	4	1	V6		C	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	57	88	57a	187	139	4.0	0	0	2/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
65	59	91	59a	191	143	3.0	0	0	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
66	60	92	60a	194	146	1.0	0	0	3/4	4	1	V65(4)		C	I		V65(4)		V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
66	60	92	60a	195	147	1.0	1/4	1/4	3/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	60	92	60a	196	148	1.0	1/2	1/2	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
67	61	93	61a	197	149	1.0	0	0	3/4	4	1	#viio65/ii		C	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
67	61	93	61a	198	150	2.0	1/4	1/4	3/4	4	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	62	94	62a	200	152	1.5	0	0	3/4	4	1	viio43		C	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
68	62	94	62a	403/2	307/2	0.5	3/8	3/8	3/4	4	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	62	94	62a	202	154	0.75	1/2	1/2	3/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	62	94	62a	811/4	619/4	0.25	11/16	11/16	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
69	63	95	63a	203	155	0.5	0	0	3/4	4	1	ii6(2)		C	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
69	63	95	63a	407/2	311/2	0.5	1/8	1/8	3/4	4	1	ii6		C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	63	95	63a	204	156	1.0	1/4	1/4	3/4	4	1	ii		C	I		ii		ii							m	0	0	2, -1, 3		2	2
69	63	95	63a	205	157	1.0	1/2	1/2	3/4	4	1	V7(+9)		C	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
70	64	96	64a	206	158	1.0	0	0	3/4	4	1	I(4)		C	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
70	64	96	64a	207	159	6.0	1/4	1/4	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
72	66	98	66a	213	165	1.0	1/4	1/4	3/4	4	1	V\\		C	I		V		V						\\	M	0	0	1, 5, 2		1	1
72	66	98	66a	214	166	5.0	1/2	1/2	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
74	68	100	68a	219	171	2.0	1/4	1/4	3/4	4	1	V\\		C	I		V		V						\\	M	0	0	1, 5, 2		1	1
75	69	101	69a	221	173	1.0	0	0	3/4	4	1	V2/V		C	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
75	69	101	69a	222	174	2.0	1/4	1/4	3/4	4	1	V6		C	I		V6		V		6					M	0	0	5, 2, 1		1	5
76	70	102	70a	224	176	1.0	0	0	3/4	4	1	V.V2		C	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	70	102	70a	225	177	1.5	1/4	1/4	3/4	4	1	I6		C	V		I6		I		6					M	0	0	4, 1, 0		0	4
76	70	102	70a	453/2	357/2	0.5	5/8	5/8	3/4	4	1	V+6		C	V		V+6		V	+	6					+	0	0	5, 9, 1		1	5
77	71	103	71a	227	179	0.75	0	0	3/4	4	1	IV		C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
77	71	103	71a	911/4	719/4	0.25	3/16	3/16	3/4	4	1	viio7/V		C	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
77	71	103	71a	228	180	0.5	1/4	1/4	3/4	4	1	V(64)		C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
77	71	103	71a	457/2	361/2	0.5	3/8	3/8	3/4	4	1	V		C	V		V		V							M	0	0	1, 5, 2		1	1
77	71	103	71a	229	181	0.875	1/2	1/2	3/4	4	1	V7(4)		C	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
77	71	103	71a	1839/8	1455/8	0.125	23/32	23/32	3/4	4	1	V7		C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	72	104	72a	230	182	1.0	0	0	3/4	4	1	I(+2)		C	V		I(+2)		I			+2				M	0	0	0, 4, 1	2	0	0
78	72	104	72a	231	183	2.0	1/4	1/4	3/4	4	1	I		C	V		I		I							M	0	0	0, 4, 1		0	0
79	73	105	73a	233	185	1.5	0	0	3/4	4	1	I.V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
79	73	105	73a	469/2	373/2	0.5	3/8	3/8	3/4	4	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	73	105	73a	235	187	0.5	1/2	1/2	3/4	4	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
79	73	105	73a	471/2	375/2	0.5	5/8	5/8	3/4	4	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
