mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
32	32	32	32a	127	127	1.0	3/4	3/4	2/2	4	1	V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	33	33a	128	128	3.0	0	0	2/2	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	33	33a	131	131	1.0	3/4	3/4	2/2	4	1	I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
34	34	34	34a	132	132	1.0	0	0	2/2	4	1	vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
34	34	34	34a	133	133	1.0	1/4	1/4	2/2	4	1	viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
34	34	34	34a	134	134	3.0	1/2	1/2	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	35	35a	137	137	1.0	1/4	1/4	2/2	4	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
35	35	35	35a	138	138	1.0	1/2	1/2	2/2	4	1	I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	35	35a	139	139	1.0	3/4	3/4	2/2	4	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	36	36a	140	140	1.0	0	0	2/2	4	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	36	36a	141	141	0.5	1/4	1/4	2/2	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	36	36	36a	283/2	283/2	0.5	3/8	3/8	2/2	4	1	viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	36	36a	142	142	1.0	1/2	1/2	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
36	36	36	36a	143	143	1.0	3/4	3/4	2/2	4	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	37	37a	144	144	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
37	37	37	37a	146	146	2.0	1/2	1/2	2/2	4	1	V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	38	38a	148	148	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	38	38a	150	150	2.0	1/2	1/2	2/2	4	1	V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	39	39	39a	152	152	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	39	39a	154	154	2.0	1/2	1/2	2/2	4	1	viio7/V		Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	40	40a	156	156	1.0	0	0	2/2	4	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
40	40	40	40a	157	157	1.0	1/4	1/4	2/2	4	1	viio2		Eb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
40	40	40	40a	158	158	1.0	1/2	1/2	2/2	4	1	IV(9)		Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
40	40	40	40a	159	159	1.0	3/4	3/4	2/2	4	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	41	41a	160	160	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	41	41a	162	162	2.0	1/2	1/2	2/2	4	1	V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	42	42a	164	164	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	42	42a	166	166	2.0	1/2	1/2	2/2	4	1	V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	43	43a	168	168	2.0	0	0	2/2	4	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	43	43	43a	170	170	2.0	1/2	1/2	2/2	4	1	vii7		Eb	I		vii7		vii		7					mm7	0	0	5, 2, 6, 3		5	5
44	44	44	44a	172	172	1.0	0	0	2/2	4	1	V.I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	44	44a	173	173	1.0	1/4	1/4	2/2	4	1	V43		Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	44	44a	174	174	2.0	1/2	1/2	2/2	4	1	V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	45	45a	176	176	2.0	0	0	2/2	4	1	V[I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
45	45	45	45a	178	178	1.0	1/2	1/2	2/2	4	1	V2(2)		Eb	V	V	V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
45	45	45	45a	179	179	1.0	3/4	3/4	2/2	4	1	V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	46	46a	180	180	2.0	0	0	2/2	4	1	I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
46	46	46	46a	182	182	1.0	1/2	1/2	2/2	4	1	V2(2)		Eb	V	V	V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
46	46	46	46a	183	183	1.0	3/4	3/4	2/2	4	1	V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	47	47a	184	184	2.0	0	0	2/2	4	1	I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
47	47	47	47a	186	186	2.0	1/2	1/2	2/2	4	1	#ivo43		Eb	V	V	#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
48	48	48	48a	188	188	2.0	0	0	2/2	4	1	V		Eb	V	V	V		V							M	0	0	1, 5, 2		1	1
48	48	48	48a	190	190	1.0	1/2	1/2	2/2	4	1	V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	48	48	48a	191	191	1.0	3/4	3/4	2/2	4	1	V43]		Eb	V	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	49	49a	192	192	2.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
49	49	49	49a	194	194	2.0	1/2	1/2	2/2	4	1	V65		Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	50	50	50a	196	196	2.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	50	50	50a	198	198	2.0	1/2	1/2	2/2	4	1	V65		Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	51	51a	200	200	2.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	51	51a	202	202	2.0	1/2	1/2	2/2	4	1	#ivo43		Eb	V		#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
52	52	52	52a	204	204	2.0	0	0	2/2	4	1	V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
52	52	52	52a	206	206	3.0	1/2	1/2	2/2	4	1	vi.It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
53	53	53	53a	209	209	1.0	1/4	1/4	2/2	4	1	V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
53	53	53	53a	210	210	1.0	1/2	1/2	2/2	4	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
53	53	53	53a	211	211	1.0	3/4	3/4	2/2	4	1	V.ii6		Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	54	54a	212	212	1.0	0	0	2/2	4	1	V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	54	54	54a	213	213	1.0	1/4	1/4	2/2	4	1	V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	54	54a	214	214	1.0	1/2	1/2	2/2	4	1	V7(b9)		Eb	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
54	54	54	54a	215	215	1.0	3/4	3/4	2/2	4	1	V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	55	55a	216	216	1.0	0	0	2/2	4	1	I\\		Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
55	55	55	55a	217	217	1.0	1/4	1/4	2/2	4	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
55	55	55	55a	218	218	1.0	1/2	1/2	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	55	55a	219	219	1.0	3/4	3/4	2/2	4	1	ii7		Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
56	56	56	56a	220	220	1.0	0	0	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	56	56	56a	221	221	1.0	1/4	1/4	2/2	4	1	V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
56	56	56	56a	222	222	1.0	1/2	1/2	2/2	4	1	IV6		Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	56	56a	223	223	1.0	3/4	3/4	2/2	4	1	I64		Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
57	57	57	57a	224	224	1.0	0	0	2/2	4	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	57	57	57a	225	225	1.0	1/4	1/4	2/2	4	1	#viio6/ii		Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
57	57	57	57a	226	226	1.0	1/2	1/2	2/2	4	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
57	57	57	57a	227	227	1.0	3/4	3/4	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
58	58	58	58a	228	228	1.0	0	0	2/2	4	1	V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
58	58	58	58a	229	229	1.0	1/4	1/4	2/2	4	1	@none		Eb	V		@none		@none							m	0	0				
58	58	58	58a	230	230	1.0	1/2	1/2	2/2	4	1	V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
58	58	58	58a	231	231	1.0	3/4	3/4	2/2	4	1	V2		Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	59	59	59a	232	232	1.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	59	59a	233	233	1.0	1/4	1/4	2/2	4	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
59	59	59	59a	234	234	1.0	1/2	1/2	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	59	59a	235	235	1.0	3/4	3/4	2/2	4	1	ii7		Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	60	60a	236	236	1.0	0	0	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
60	60	60	60a	237	237	1.0	1/4	1/4	2/2	4	1	V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
60	60	60	60a	238	238	1.0	1/2	1/2	2/2	4	1	IV6		Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	60	60a	239	239	1.0	3/4	3/4	2/2	4	1	I64		Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
61	61	61	61a	240	240	1.0	0	0	2/2	4	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
61	61	61	61a	241	241	1.0	1/4	1/4	2/2	4	1	#viio6/ii		Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
61	61	61	61a	242	242	1.0	1/2	1/2	2/2	4	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
61	61	61	61a	243	243	1.0	3/4	3/4	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
62	62	62	62a	244	244	4.0	0	0	2/2	4	1	V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
63	63	63	63a	248	248	1.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
63	63	63	63a	249	249	1.0	1/4	1/4	2/2	4	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
63	63	63	63a	250	250	1.0	1/2	1/2	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
63	63	63	63a	251	251	1.0	3/4	3/4	2/2	4	1	V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
64	64	64	64a	252	252	3.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	64	64a	255	255	1.0	3/4	3/4	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
65	65	65	65a	256	256	1.0	0	0	2/2	4	1	IV64		Eb	V		IV64		IV		64					M	0	0	0, -1, 3		-1	0
65	65	65	65a	257	257	1.0	1/4	1/4	2/2	4	1	V65/ii		Eb	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
65	65	65	65a	258	258	1.0	1/2	1/2	2/2	4	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
65	65	65	65a	259	259	1.0	3/4	3/4	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
66	66	66	66a	260	260	1.0	0	0	2/2	4	1	V[V64		Eb	V	V	V64		V		64					M	0	0	2, 1, 5		1	2
66	66	66	66a	261	261	1.0	1/4	1/4	2/2	4	1	viio2/V		Eb	V	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
66	66	66	66a	262	262	1.0	1/2	1/2	2/2	4	1	iii2		Eb	V	V	iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
66	66	66	66a	263	263	1.0	3/4	3/4	2/2	4	1	vii%43/V]		Eb	V	V	vii%43/V		vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
67	67	67	67a	264	264	9.0	0	0	2/2	4	1	@none		Eb	V		@none		@none							m	0	0				
69	69	69	69a	273	273	3.0	1/4	1/4	2/2	4	1	V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
70	70	70	70a	276	276	1.0	0	0	2/2	4	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
70	70	70	70a	277	277	4.0	1/4	1/4	2/2	4	1	V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
71	71	71	71a	281	281	3.0	1/4	1/4	2/2	4	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
72	72	72	72a	284	284	1.0	0	0	2/2	4	1	V/iii		Eb	V		V/iii		V				iii			M	0	0	5, 9, 6		5	5
72	72	72	72a	285	285	3.0	1/4	1/4	2/2	4	1	iii		Eb	V		iii		iii							m	0	0	4, 1, 5		4	4
73	73	73	73a	288	288	1.0	0	0	2/2	4	1	V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
73	73	73	73a	289	289	3.0	1/4	1/4	2/2	4	1	V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
74	74	74	74a	292	292	1.0	0	0	2/2	4	1	V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
74	74	74	74a	293	293	3.0	1/4	1/4	2/2	4	1	V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
75	75	75	75a	296	296	1.0	0	0	2/2	4	1	V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
75	75	75	75a	297	297	3.0	1/4	1/4	2/2	4	1	V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
76	76	76	76a	300	300	1.0	0	0	2/2	4	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	76	76a	301	301	1.0	1/4	1/4	2/2	4	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
