mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
5	4	100	4b	779/2	27/2	2.0	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	100	4b	783/2	31/2	2.0	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	5	101	5b	787/2	35/2	2.0	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
6	5	101	5b	791/2	39/2	2.0	1/2	1/2	2/2	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
7	6	102	6b	795/2	43/2	4.0	0	0	2/2	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
8	7	103	7b	803/2	51/2	8.0	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	105	9b	819/2	67/2	2.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
10	9	105	9b	823/2	71/2	2.0	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	106	10b	827/2	75/2	2.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	10	106	10b	831/2	79/2	2.0	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	107	11b	835/2	83/2	2.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
12	11	107	11b	839/2	87/2	2.0	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	108	12b	843/2	91/2	3.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
13	12	108	12b	849/2	97/2	1.0	3/4	3/4	2/2	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	13	109	13b	851/2	99/2	1.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
14	13	109	13b	853/2	101/2	2.0	1/4	1/4	2/2	4	1		viio	A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
14	13	109	13b	857/2	105/2	1.0	3/4	3/4	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	14	110	14b	859/2	107/2	4.0	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	15	111	15b	867/2	115/2	4.0	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	112	16b	875/2	123/2	2.0	0	0	2/2	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	16	112	16b	879/2	127/2	2.0	1/2	1/2	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
18	17	113	17b	883/2	131/2	0.5	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
18	17	113	17b	442	66	1.5	1/8	1/8	2/2	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	17	113	17b	887/2	135/2	1.0	1/2	1/2	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	17	113	17b	889/2	137/2	1.0	3/4	3/4	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
19	18	114	18b	891/2	139/2	2.0	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
19	18	114	18b	895/2	143/2	2.0	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
20	19	115	19b	899/2	147/2	1.0	0	0	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	19	115	19b	901/2	149/2	1.0	1/4	1/4	2/2	4	1		V6/ii	A	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
20	19	115	19b	903/2	151/2	1.0	1/2	1/2	2/2	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	19	115	19b	905/2	153/2	1.0	3/4	3/4	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	20	116	20b	907/2	155/2	2.0	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
21	20	116	20b	911/2	159/2	2.0	1/2	1/2	2/2	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
22	21	117	21b	915/2	163/2	2.0	0	0	2/2	4	1		V.I6(2)	A	V		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
22	21	117	21b	919/2	167/2	2.0	1/2	1/2	2/2	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	118	22b	923/2	171/2	2.0	0	0	2/2	4	1		viio65(2)	A	V		viio65(2)	vii	o	65	2				o7	0	0	2, -1, -4, 0		5	2
23	22	118	22b	927/2	175/2	2.0	1/2	1/2	2/2	4	1		viio65	A	V		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
24	23	119	23b	931/2	179/2	2.0	0	0	2/2	4	1		vi6(2)	A	V		vi6(2)	vi		6	2				m	0	0	0, 4, 5		3	0
24	23	119	23b	935/2	183/2	2.0	1/2	1/2	2/2	4	1		vi6	A	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
25	24	120	24b	939/2	187/2	2.0	0	0	2/2	4	1		V6(2)	A	V		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
25	24	120	24b	943/2	191/2	2.0	1/2	1/2	2/2	4	1		V6	A	V		V6	V		6					M	0	0	5, 2, 1		1	5
26	25	121	25b	947/2	195/2	2.0	0	0	2/2	4	1		viio6(2)	A	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
26	25	121	25b	951/2	199/2	2.0	1/2	1/2	2/2	4	1		viio6	A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	26	122	26b	955/2	203/2	2.0	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
27	26	122	26b	959/2	207/2	2.0	1/2	1/2	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	27	123	27b	963/2	211/2	2.0	0	0	2/2	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
28	27	123	27b	967/2	215/2	1.0	1/2	1/2	2/2	4	1		i6	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
28	27	123	27b	969/2	217/2	1.0	3/4	3/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
29	28	124	28b	971/2	219/2	2.5	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
29	28	124	28b	488	112	1.5	5/8	5/8	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	125	29b	979/2	227/2	2.0	0	0	2/2	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
30	29	125	29b	983/2	231/2	1.0	1/2	1/2	2/2	4	1		i6	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
30	29	125	29b	985/2	233/2	1.0	3/4	3/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
31	30	126	30b	987/2	235/2	2.5	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
31	30	126	30b	496	120	1.5	5/8	5/8	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	127	31b	995/2	243/2	2.0	0	0	2/2	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
32	31	127	31b	999/2	247/2	1.0	1/2	1/2	2/2	4	1		i6	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
32	31	127	31b	1001/2	249/2	1.0	3/4	3/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
33	32	128	32b	1003/2	251/2	2.5	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
33	32	128	32b	504	128	1.5	5/8	5/8	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	129	33b	1011/2	259/2	2.0	0	0	2/2	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
34	33	129	33b	1015/2	263/2	1.0	1/2	1/2	2/2	4	1		i6	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
34	33	129	33b	1017/2	265/2	1.0	3/4	3/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
35	34	130	34b	1019/2	267/2	1.0	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
35	34	130	34b	1021/2	269/2	1.0	1/4	1/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
35	34	130	34b	1023/2	271/2	1.0	1/2	1/2	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
35	34	130	34b	1025/2	273/2	1.0	3/4	3/4	2/2	4	1		i	A	V		i	i							m	0	0	0, -3, 1		0	0
36	35	131	35b	1027/2	275/2	4.0	0	0	2/2	4	1		V\\	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
37	36	132	36b	1035/2	283/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
38	37	133	37b	1043/2	291/2	4.0	0	0	2/2	4	1		viio7/V	A	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
39	38	134	38b	1051/2	299/2	4.0	0	0	2/2	4	1		viio43	A	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
40	39	135	39b	1059/2	307/2	4.0	0	0	2/2	4	1		#viio7/iv	A	V		#viio7/iv	#vii	o	7		iv			o7	0	0	4, 1, -2, -5		4	4
41	40	136	40b	1067/2	315/2	2.0	0	0	2/2	4	1		viio43/bVII	A	V		viio43/bVII	vii	o	43		bVII			o7	0	0	-3, -6, 3, 0		3	-3
41	40	136	40b	1071/2	319/2	2.0	1/2	1/2	2/2	4	1		bVII6	A	V		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
42	41	137	41b	1075/2	323/2	2.0	0	0	2/2	4	1		viio6	A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
42	41	137	41b	1079/2	327/2	2.0	1/2	1/2	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
43	42	138	42b	1083/2	331/2	1.0	0	0	2/2	4	1		ii6(2)	A	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
43	42	138	42b	1085/2	333/2	1.0	1/4	1/4	2/2	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
43	42	138	42b	1087/2	335/2	1.0	1/2	1/2	2/2	4	1		V6/V	A	V		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
43	42	138	42b	1089/2	337/2	1.0	3/4	3/4	2/2	4	1		V65/V	A	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
44	43	139	43b	1091/2	339/2	1.0	0	0	2/2	4	1		V(4)	A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
44	43	139	43b	1093/2	341/2	3.0	1/4	1/4	2/2	4	1		V\\	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
45	44	140	44b	1099/2	347/2	2.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
45	44	140	44b	1103/2	351/2	2.0	1/2	1/2	2/2	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
46	45	141	45b	1107/2	355/2	2.0	0	0	2/2	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	45	141	45b	1111/2	359/2	2.0	1/2	1/2	2/2	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
47	46	142	46b	1115/2	363/2	2.0	0	0	2/2	4	1		viio	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
47	46	142	46b	1119/2	367/2	2.0	1/2	1/2	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
48	47	143	47b	1123/2	371/2	2.0	0	0	2/2	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
48	47	143	47b	1127/2	375/2	2.0	1/2	1/2	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
49	48	144	48b	1131/2	379/2	2.0	0	0	2/2	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
49	48	144	48b	1135/2	383/2	1.0	1/2	1/2	2/2	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
49	48	144	48b	1137/2	385/2	1.0	3/4	3/4	2/2	4	1		iv64	A	V		iv64	iv		64					m	0	0	0, -1, -4		-1	0
50	49	145	49b	1139/2	387/2	2.0	0	0	2/2	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	49	145	49b	1143/2	391/2	1.0	1/2	1/2	2/2	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
50	49	145	49b	1145/2	393/2	1.0	3/4	3/4	2/2	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
51	50	146	50b	1147/2	395/2	1.0	0	0	2/2	4	1		ii6(2)	A	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
51	50	146	50b	1149/2	397/2	1.0	1/4	1/4	2/2	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
51	50	146	50b	1151/2	399/2	1.0	1/2	1/2	2/2	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
51	50	146	50b	1153/2	401/2	1.0	3/4	3/4	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	51	147	51b	1155/2	403/2	1.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
52	51	147	51b	1157/2	405/2	3.0	1/4	1/4	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	52	148	52b	1163/2	411/2	2.0	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
53	52	148	52b	1167/2	415/2	1.0	1/2	1/2	2/2	4	1		V7(9)	A	V		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
53	52	148	52b	1169/2	417/2	1.0	3/4	3/4	2/2	4	1		vi7	A	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
54	53	149	53b	1171/2	419/2	1.0	0	0	2/2	4	1		viio	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
54	53	149	53b	1173/2	421/2	1.0	1/4	1/4	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
54	53	149	53b	1175/2	423/2	2.0	1/2	1/2	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	54	150	54b	1179/2	427/2	2.0	0	0	2/2	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
55	54	150	54b	1183/2	431/2	1.0	1/2	1/2	2/2	4	1		V7(9)	A	V		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
55	54	150	54b	1185/2	433/2	1.0	3/4	3/4	2/2	4	1		vi7	A	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
56	55	151	55b	1187/2	435/2	1.0	0	0	2/2	4	1		viio	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
56	55	151	55b	1189/2	437/2	1.0	1/4	1/4	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
56	55	151	55b	1191/2	439/2	1.0	1/2	1/2	2/2	4	1		V7(9)/ii	A	V		V7(9)/ii	V		7	9	ii			Mm7	0	0	3, 7, 4, 1	-2	3	3
56	55	151	55b	1193/2	441/2	1.0	3/4	3/4	2/2	4	1		vii%7	A	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
57	56	152	56b	1195/2	443/2	1.0	0	0	2/2	4	1		#viio/ii	A	V		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
57	56	152	56b	1197/2	445/2	1.0	1/4	1/4	2/2	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
57	56	152	56b	1199/2	447/2	1.0	1/2	1/2	2/2	4	1		V7(9)/IV	A	V		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
57	56	152	56b	1201/2	449/2	1.0	3/4	3/4	2/2	4	1		ii%7	A	V		ii%7	ii	%	7					%7	0	0	2, -1, -4, 0		2	2
58	57	153	57b	1203/2	451/2	1.0	0	0	2/2	4	1		viio/IV	A	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
58	57	153	57b	1205/2	453/2	1.0	1/4	1/4	2/2	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
58	57	153	57b	1207/2	455/2	1.0	1/2	1/2	2/2	4	1		I64	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
58	57	153	57b	1209/2	457/2	1.0	3/4	3/4	2/2	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
59	58	154	58b	1211/2	459/2	1.0	0	0	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	154	58b	1213/2	461/2	2.0	1/4	1/4	2/2	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	154	58b	1217/2	465/2	1.0	3/4	3/4	2/2	4	1		V\\	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
60	59	155	59b	1219/2	467/2	1.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
60	59	155	59b	1221/2	469/2	1.0	1/4	1/4	2/2	4	1		viio	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
60	59	155	59b	1223/2	471/2	1.0	1/2	1/2	2/2	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
60	59	155	59b	1225/2	473/2	1.0	3/4	3/4	2/2	4	1		I64	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
61	60	156	60b	1227/2	475/2	1.0	0	0	2/2	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
61	60	156	60b	1229/2	477/2	1.0	1/4	1/4	2/2	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
61	60	156	60b	1231/2	479/2	1.0	1/2	1/2	2/2	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	156	60b	1233/2	481/2	1.0	3/4	3/4	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
62	61	157	61b	1235/2	483/2	4.0	0	0	2/2	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
63	62	158	62b	1243/2	491/2	1.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
63	62	158	62b	1245/2	493/2	1.0	1/4	1/4	2/2	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
63	62	158	62b	1247/2	495/2	1.0	1/2	1/2	2/2	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
63	62	158	62b	1249/2	497/2	1.0	3/4	3/4	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	159	63b	1251/2	499/2	2.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
64	63	159	63b	1255/2	503/2	1.0	1/2	1/2	2/2	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
64	63	159	63b	1257/2	505/2	1.0	3/4	3/4	2/2	4	1		I64	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
65	64	160	64b	1259/2	507/2	1.0	0	0	2/2	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
65	64	160	64b	1261/2	509/2	1.0	1/4	1/4	2/2	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
65	64	160	64b	1263/2	511/2	1.0	1/2	1/2	2/2	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	64	160	64b	1265/2	513/2	1.0	3/4	3/4	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
66	65	161	65b	1267/2	515/2	8.0	0	0	2/2	4	1		viio	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
68	67	163	67b	1283/2	531/2	2.0	0	0	2/2	4	1		V7(+2)/vi	A	V		V7(+2)/vi	V		7	+2	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4
68	67	163	67b	1287/2	535/2	2.0	1/2	1/2	2/2	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
69	68	164	68b	1291/2	539/2	2.0	0	0	2/2	4	1		V7(+2)/V	A	V		V7(+2)/V	V		7	+2	V			Mm7	0	0	2, 6, 3, 0	4	2	2
69	68	164	68b	1295/2	543/2	2.0	1/2	1/2	2/2	4	1		v	A	V		v	v							m	0	0	1, -2, 2		1	1
70	69	165	69b	1299/2	547/2	2.0	0	0	2/2	4	1		V7(+2)/IV	A	V		V7(+2)/IV	V		7	+2	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
70	69	165	69b	1303/2	551/2	2.0	1/2	1/2	2/2	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
71	70	166	70b	1307/2	555/2	2.0	0	0	2/2	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
71	70	166	70b	1311/2	559/2	2.0	1/2	1/2	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	167	71b	1315/2	563/2	4.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
73	72	168	72b	1323/2	571/2	4.0	0	0	2/2	4	1		#viio65/ii	A	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
74	73	169	73b	1331/2	579/2	4.0	0	0	2/2	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
75	74	170	74b	1339/2	587/2	3.0	0	0	2/2	4	1		V7(+9)	A	V		V7(+9)	V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
75	74	170	74b	1345/2	593/2	1.0	3/4	3/4	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	75	171	75b	1347/2	595/2	4.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
77	76	172	76b	1355/2	603/2	4.0	0	0	2/2	4	1		#viio65/ii	A	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
78	77	173	77b	1363/2	611/2	4.0	0	0	2/2	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
79	78	174	78b	1371/2	619/2	3.0	0	0	2/2	4	1		V7(+9)	A	V		V7(+9)	V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
79	78	174	78b	1377/2	625/2	1.0	3/4	3/4	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	79	175	79b	1379/2	627/2	4.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
81	80	176	80b	1387/2	635/2	4.0	0	0	2/2	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
82	81	177	81b	1395/2	643/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
83	82	178	82b	1403/2	651/2	4.0	0	0	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	83	179	83b	1411/2	659/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
85	84	180	84b	1419/2	667/2	4.0	0	0	2/2	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
86	85	181	85b	1427/2	675/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
87	86	182	86b	1435/2	683/2	4.0	0	0	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	87	183	87b	1443/2	691/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
89	88	184	88b	1451/2	699/2	4.0	0	0	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	185	89b	1459/2	707/2	4.0	0	0	2/2	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
91	90	186	90b	1467/2	715/2	4.0	0	0	2/2	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	91	187	91b	1475/2	723/2	4.0	0	0	2/2	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
93	92	188	92b	1483/2	731/2	4.0	0	0	2/2	4	1		I.V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	93	189	93b	1491/2	376	4.0	0	0	2/2	4	1	2	vi.#viio7	A	vi		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
97	94	190	94b	1499/2	380	4.0	0	0	2/2	4	1	2	V65	A	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
99	95	192	95a	1507/2	384	2.0	0	0	2/2	4	1		i64	A	vi		i64	i		64					m	0	1	1, 0, -3		0	1
99	95	192	95a	1511/2	386	2.0	1/2	1/2	2/2	4	1		i	A	vi		i	i							m	0	1	0, -3, 1		0	0
100	96	193	96a	1515/2	388	3.0	0	0	2/2	4	1		i(6)	A	vi		i(6)	i			6				m	0	1	0, -3, -4		0	0
100	96	193	96a	1521/2	391	1.0	3/4	3/4	2/2	4	1		i	A	vi		i	i							m	0	1	0, -3, 1		0	0
101	97	194	97a	1523/2	392	2.0	0	0	2/2	4	1		V7	A	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
101	97	194	97a	1527/2	394	2.0	1/2	1/2	2/2	4	1		i	A	vi		i	i							m	0	1	0, -3, 1		0	0
102	98	195	98a	1531/2	396	2.0	0	0	2/2	4	1		V7	A	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
102	98	195	98a	1535/2	398	2.0	1/2	1/2	2/2	4	1		i	A	vi		i	i							m	0	1	0, -3, 1		0	0
103	99	196	99a	1539/2	400	2.0	0	0	2/2	4	1		iii.i	A	iii		i	i							m	0	1	0, -3, 1		0	0
103	99	196	99a	1543/2	402	2.0	1/2	1/2	2/2	4	1		V7	A	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
104	100	197	100a	1547/2	404	4.0	0	0	2/2	4	1		i\\	A	iii		i	i						\\	m	0	1	0, -3, 1		0	0
105	101	198	101a	1555/2	408	4.0	0	0	2/2	4	1		IV.V7	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
106	102	199	102a	1563/2	412	5.0	0	0	2/2	4	1		I	A	IV		I	I							M	0	0	0, 4, 1		0	0
