mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
37	37	37	37a	109	109	0.5	1/4	1/4	6/8	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	37	37a	219/2	219/2	1.5	3/8	3/8	6/8	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
38	38	38	38a	111	111	1.0	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
38	38	38	38a	112	112	0.5	1/4	1/4	6/8	4	1		V43/IV	A	V		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
38	38	38	38a	225/2	225/2	4.5	3/8	3/8	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
40	40	40	40a	117	117	3.0	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
41	41	41	41a	120	120	1.0	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
41	41	41	41a	121	121	0.5	1/4	1/4	6/8	4	1		V6/ii	A	V		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
41	41	41	41a	243/2	243/2	1.0	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
41	41	41	41a	245/2	245/2	0.5	5/8	5/8	6/8	4	1		ii%2	A	V		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
42	42	42	42a	123	123	1.5	0	0	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	42	42a	249/2	249/2	0.5	3/8	3/8	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
42	42	42	42a	125	125	0.5	1/2	1/2	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	42	42a	251/2	251/2	0.5	5/8	5/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	43	43a	126	126	3.0	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
44	44	44	44a	129	129	1.5	0	0	6/8	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
44	44	44	44a	261/2	261/2	1.5	3/8	3/8	6/8	4	1		V2/ii	A	V		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
45	45	45	45a	132	132	1.5	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
45	45	45	45a	267/2	267/2	1.5	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
46	46	46	46a	135	135	1.5	0	0	6/8	4	1		V/iii	A	V		V/iii	V				iii			M	0	0	5, 9, 6		5	5
46	46	46	46a	273/2	273/2	1.5	3/8	3/8	6/8	4	1		#viio6/iii	A	V		#viio6/iii	#vii	o	6		iii			o	0	0	6, 3, 9		9	6
47	47	47	47a	138	138	1.5	0	0	6/8	4	1		iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
47	47	47	47a	279/2	279/2	1.5	3/8	3/8	6/8	4	1		iii	A	V		iii	iii							m	0	0	4, 1, 5		4	4
48	48	48	48a	141	141	3.0	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	49	49a	144	144	0.5	0	0	6/8	4	1		I6(7)	A	V		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
49	49	49	49a	289/2	289/2	1.0	1/8	1/8	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
49	49	49	49a	291/2	291/2	0.5	3/8	3/8	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
49	49	49	49a	146	146	1.0	1/2	1/2	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
50	50	50	50a	147	147	2.0	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	50	50	50a	149	149	1.0	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	51	51a	150	150	3.0	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
52	52	52	52a	153	153	1.5	0	0	6/8	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
52	52	52	52a	309/2	309/2	1.5	3/8	3/8	6/8	4	1		V6	A	V		V6	V		6					M	0	0	5, 2, 1		1	5
53	53	53	53a	156	156	1.5	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
53	53	53	53a	315/2	315/2	1.5	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
54	54	54	54a	159	159	1.5	0	0	6/8	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
54	54	54	54a	321/2	321/2	1.5	3/8	3/8	6/8	4	1		vi6	A	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
55	55	55	55a	162	162	1.5	0	0	6/8	4	1		iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
55	55	55	55a	327/2	327/2	1.5	3/8	3/8	6/8	4	1		iii	A	V		iii	iii							m	0	0	4, 1, 5		4	4
56	56	56	56a	165	165	1.5	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	56	56a	333/2	333/2	1.5	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	57	57	57a	168	168	1.5	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	57	57a	339/2	339/2	1.5	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
58	58	58	58a	171	171	1.5	0	0	6/8	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
58	58	58	58a	345/2	345/2	1.0	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
58	58	58	58a	347/2	347/2	0.5	5/8	5/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	59	59a	174	174	1.5	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
59	59	59	59a	351/2	351/2	1.5	3/8	3/8	6/8	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
60	60	60	60a	177	177	1.5	0	0	6/8	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
60	60	60	60a	357/2	357/2	1.5	3/8	3/8	6/8	4	1		viio/V	A	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
61	61	61	61a	180	180	1.5	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
61	61	61	61a	363/2	363/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	62	62a	183	183	3.0	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
63	63	63	63a	186	186	1.5	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
63	63	63	63a	375/2	375/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	64	64	64a	189	189	3.0	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
65	65	65	65a	192	192	1.5	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	65	65a	387/2	387/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	66	66a	195	195	3.0	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
67	67	67	67a	198	198	3.0	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
68	68	68	68a	201	201	2.0	0	0	6/8	4	1		V2/IV	A	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
68	68	68	68a	203	203	0.5	1/2	1/2	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
68	68	68	68a	407/2	407/2	0.5	5/8	5/8	6/8	4	1		V65/IV	A	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	69	69	69a	204	204	0.5	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
69	69	69	69a	409/2	409/2	0.5	1/8	1/8	6/8	4	1		V43/ii	A	V		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
69	69	69	69a	205	205	0.5	1/4	1/4	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
69	69	69	69a	411/2	411/2	0.5	3/8	3/8	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
69	69	69	69a	206	206	1.0	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	70	70a	207	207	0.5	0	0	6/8	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
70	70	70	70a	415/2	415/2	2.5	1/8	1/8	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
71	71	71	71a	210	210	3.0	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
72	72	72	72a	213	213	2.0	0	0	6/8	4	1		V65(2)/ii	A	V		V65(2)/ii	V		65	2	ii			Mm7	0	0	7, 4, 1, -2		3	7
72	72	72	72a	215	215	1.0	1/2	1/2	6/8	4	1		V65/ii	A	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
73	73	73	73a	216	216	1.0	0	0	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
73	73	73	73a	217	217	0.5	1/4	1/4	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
73	73	73	73a	435/2	435/2	0.5	3/8	3/8	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
73	73	73	73a	218	218	1.0	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	74	74a	219	219	1.5	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
74	74	74	74a	441/2	441/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	75	75a	222	222	1.5	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
75	75	75	75a	447/2	447/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	76	76a	225	225	1.5	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
76	76	76	76a	453/2	453/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	77	77a	228	228	1.5	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
77	77	77	77a	459/2	459/2	1.5	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	78	78	78a	231	231	3.0	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
79	79	79	79a	234	234	3.0	0	0	6/8	4	1	1	I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
1	1	80	1b	237	0	3.0	0	0	6/8	4	1		A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	2	81	2b	240	3	9.0	0	0	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
5	5	84	5b	249	12	3.0	0	0	6/8	4	1		I[IV	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	85	6b	252	15	4.5	0	0	6/8	4	1		V2	A	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	86	7b	513/2	39/2	3.0	3/8	3/8	6/8	4	1		I6	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
8	8	87	8b	519/2	45/2	1.5	3/8	3/8	6/8	4	1		viio6/IV	A	I	I	viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
9	9	88	9b	261	24	3.0	0	0	6/8	4	1		IV	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	89	10b	264	27	1.5	0	0	6/8	4	1		V2	A	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	89	10b	531/2	57/2	1.5	3/8	3/8	6/8	4	1		viio6	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	11	90	11b	267	30	3.0	0	0	6/8	4	1		I6]	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
12	12	91	12b	270	33	3.0	0	0	6/8	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	92	13b	273	36	3.0	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	93	14b	276	39	1.5	0	0	6/8	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	93	14b	555/2	81/2	1.5	3/8	3/8	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
15	15	94	15b	279	42	3.0	0	0	6/8	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
16	16	95	16b	282	45	3.0	0	0	6/8	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	96	17b	285	48	1.5	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	96	17b	573/2	99/2	1.5	3/8	3/8	6/8	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
18	18	97	18b	288	51	1.5	0	0	6/8	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	97	18b	579/2	105/2	1.5	3/8	3/8	6/8	4	1		iv6	A	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
19	19	98	19b	291	54	1.5	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
19	19	98	19b	585/2	111/2	1.5	3/8	3/8	6/8	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	20	99	20b	294	57	1.5	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	99	20b	591/2	117/2	1.0	3/8	3/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
20	20	99	20b	593/2	119/2	0.5	5/8	5/8	6/8	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
21	21	100	21b	297	60	1.5	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	21	100	21b	597/2	123/2	1.5	3/8	3/8	6/8	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	22	101	22b	300	63	0.5	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	101	22b	601/2	127/2	0.5	1/8	1/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	101	22b	301	64	0.5	1/4	1/4	6/8	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	101	22b	603/2	129/2	0.5	3/8	3/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	101	22b	302	65	0.5	1/2	1/2	6/8	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
22	22	101	22b	605/2	131/2	0.5	5/8	5/8	6/8	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	102	23b	303	66	3.0	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	103	24b	306	69	3.0	0	0	6/8	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
25	25	104	25b	309	72	3.0	0	0	6/8	4	1		v.i	A	v		i	i							m	0	1	0, -3, 1		0	0
26	26	105	26b	312	75	1.5	0	0	6/8	4	1		VI	A	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
26	26	105	26b	627/2	153/2	1.5	3/8	3/8	6/8	4	1		V	A	v		V	V							M	0	1	1, 5, 2		1	1
27	27	106	27b	315	78	1.0	0	0	6/8	4	1		i6	A	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
